max_bins,min_samples_leaf,interactions,max_leaves,learning_rate,max_rounds,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,Precedence
4.0,2.0,2.0,100.0,0.001,200.0,0.274369,0.043984,-0.013473,0.245897,0.294466,0.275779,,,,9.38,19260817.0,-1.0,58.0
4096.0,2.0,8.0,100.0,0.001,200.0,0.947801,-0.01158,-0.017688,0.065952,0.302902,0.276352,,,,15.09,19260817.0,-1.0,59.0
4096.0,2.0,2.0,10000.0,0.001,25.0,0.571164,-0.313971,-0.521448,0.189035,0.345219,0.337897,,,,4.43,19260817.0,-1.0,60.0
4.0,32.0,2.0,10000.0,0.001,200.0,0.259125,0.064387,-0.040607,0.248467,0.291306,0.279447,,,,9.73,19260817.0,-1.0,61.0
4096.0,2.0,2.0,100.0,0.001,25.0,0.602556,-0.214907,-0.379511,0.181984,0.331951,0.32175,,,,4.11,19260817.0,-1.0,62.0
4096.0,2.0,8.0,10000.0,1.0,200.0,0.871938,-0.169259,-0.124623,0.103302,0.325655,0.290509,,,,17.18,19260817.0,-1.0,63.0
256.0,8.0,4.0,1000.0,0.1,100.0,0.879715,-0.060433,-0.096469,0.100115,0.31013,0.286849,,,,7.88,19260817.0,-1.0,64.0
64.0,8.0,4.0,1000.0,0.1,100.0,0.944792,-0.005912,-0.004128,0.067826,0.302052,0.274505,,,,6.55,19260817.0,-1.0,65.0
1024.0,8.0,4.0,1000.0,0.1,100.0,0.879715,-0.060433,-0.096469,0.100115,0.31013,0.286849,,,,9.06,19260817.0,-1.0,66.0
256.0,4.0,4.0,1000.0,0.1,100.0,0.879569,-0.06279,-0.09645,0.100176,0.310474,0.286847,,,,9.55,19260817.0,-1.0,67.0
256.0,16.0,4.0,1000.0,0.1,100.0,0.876182,-0.061167,-0.097897,0.101575,0.310237,0.287036,,,,7.83,19260817.0,-1.0,68.0
256.0,8.0,2.0,1000.0,0.1,100.0,0.87979,-0.062302,-0.095899,0.100084,0.310403,0.286775,,,,7.93,19260817.0,-1.0,69.0
256.0,8.0,8.0,1000.0,0.1,100.0,0.87961,-0.061156,-0.096593,0.100159,0.310236,0.286866,,,,10.1,19260817.0,-1.0,70.0
256.0,8.0,4.0,100.0,0.1,100.0,0.947687,-0.030636,0.004943,0.066024,0.305742,0.273262,,,,6.78,19260817.0,-1.0,71.0
256.0,8.0,4.0,10000.0,0.1,100.0,0.879715,-0.060433,-0.096469,0.100115,0.31013,0.286849,,,,9.5,19260817.0,-1.0,72.0
256.0,8.0,4.0,1000.0,0.01,100.0,0.87921,-0.064495,-0.118572,0.100326,0.310723,0.289726,,,,9.82,19260817.0,-1.0,73.0
256.0,8.0,4.0,1000.0,1.0,100.0,0.871938,-0.169259,-0.124623,0.103302,0.325655,0.290509,,,,12.06,19260817.0,-1.0,74.0
256.0,8.0,4.0,1000.0,0.1,50.0,0.879618,-0.061471,-0.097382,0.100156,0.310282,0.286969,,,,5.12,19260817.0,-1.0,75.0
256.0,8.0,4.0,1000.0,0.1,200.0,0.879718,-0.060445,-0.09642,0.100114,0.310132,0.286843,,,,13.91,19260817.0,-1.0,76.0
6.0,8.0,4.0,1000.0,0.1,100.0,0.821639,0.054238,0.025839,0.121912,0.292882,0.270378,,,,7.28,19260817.0,-1.0,77.0
64.0,4.0,4.0,1000.0,0.1,100.0,0.949215,-0.019433,-0.025921,0.065053,0.304075,0.277468,,,,6.87,19260817.0,-1.0,78.0
64.0,16.0,4.0,1000.0,0.1,100.0,0.920829,-0.002768,-0.018713,0.081223,0.30158,0.276492,,,,7.02,19260817.0,-1.0,79.0
64.0,8.0,2.0,1000.0,0.1,100.0,0.941,-0.01574,-0.005164,0.070117,0.303524,0.274647,,,,6.62,19260817.0,-1.0,80.0
64.0,8.0,8.0,1000.0,0.1,100.0,0.955714,-0.005884,0.000859,0.060748,0.302048,0.273822,,,,6.81,19260817.0,-1.0,81.0
64.0,8.0,4.0,100.0,0.1,100.0,0.944792,-0.005912,-0.004128,0.067826,0.302052,0.274505,,,,6.15,19260817.0,-1.0,82.0
64.0,8.0,4.0,10000.0,0.1,100.0,0.944792,-0.005912,-0.004128,0.067826,0.302052,0.274505,,,,5.84,19260817.0,-1.0,83.0
64.0,8.0,4.0,1000.0,0.01,100.0,0.951307,-0.007664,-0.003239,0.063698,0.302315,0.274383,,,,9.58,19260817.0,-1.0,84.0
64.0,8.0,4.0,1000.0,1.0,100.0,0.956102,-0.143845,0.010089,0.060481,0.322096,0.272555,,,,7.45,19260817.0,-1.0,85.0
64.0,8.0,4.0,1000.0,0.1,50.0,0.943205,-0.004867,-0.004169,0.068794,0.301895,0.274511,,,,4.63,19260817.0,-1.0,86.0
64.0,8.0,4.0,1000.0,0.1,200.0,0.942785,-0.005728,-0.003708,0.069048,0.302025,0.274448,,,,9.76,19260817.0,-1.0,87.0
4096.0,8.0,4.0,1000.0,0.1,100.0,0.879715,-0.060433,-0.096469,0.100115,0.31013,0.286849,,,,6.37,19260817.0,-1.0,88.0
1024.0,4.0,4.0,1000.0,0.1,100.0,0.879569,-0.06279,-0.09645,0.100176,0.310474,0.286847,,,,8.95,19260817.0,-1.0,89.0
1024.0,16.0,4.0,1000.0,0.1,100.0,0.876182,-0.061167,-0.097897,0.101575,0.310237,0.287036,,,,7.3,19260817.0,-1.0,90.0
1024.0,8.0,2.0,1000.0,0.1,100.0,0.87979,-0.062302,-0.095899,0.100084,0.310403,0.286775,,,,7.77,19260817.0,-1.0,91.0
1024.0,8.0,8.0,1000.0,0.1,100.0,0.87961,-0.061156,-0.096593,0.100159,0.310236,0.286866,,,,9.74,19260817.0,-1.0,92.0
1024.0,8.0,4.0,100.0,0.1,100.0,0.947687,-0.030636,0.004943,0.066024,0.305742,0.273262,,,,6.55,19260817.0,-1.0,93.0
1024.0,8.0,4.0,10000.0,0.1,100.0,0.879715,-0.060433,-0.096469,0.100115,0.31013,0.286849,,,,6.78,19260817.0,-1.0,94.0
1024.0,8.0,4.0,1000.0,0.01,100.0,0.87921,-0.064495,-0.118572,0.100326,0.310723,0.289726,,,,7.55,19260817.0,-1.0,95.0
1024.0,8.0,4.0,1000.0,1.0,100.0,0.871938,-0.169259,-0.124623,0.103302,0.325655,0.290509,,,,9.83,19260817.0,-1.0,96.0
1024.0,8.0,4.0,1000.0,0.1,50.0,0.879618,-0.061471,-0.097382,0.100156,0.310282,0.286969,,,,6.27,19260817.0,-1.0,97.0
1024.0,8.0,4.0,1000.0,0.1,200.0,0.879718,-0.060445,-0.09642,0.100114,0.310132,0.286843,,,,12.88,19260817.0,-1.0,98.0
256.0,2.0,4.0,1000.0,0.1,100.0,0.879493,-0.063615,-0.096553,0.100208,0.310595,0.28686,,,,9.96,19260817.0,-1.0,99.0
256.0,4.0,2.0,1000.0,0.1,100.0,0.879465,-0.063986,-0.09601,0.100219,0.310649,0.286789,,,,8.58,19260817.0,-1.0,100.0
256.0,4.0,8.0,1000.0,0.1,100.0,0.879444,-0.062023,-0.09619,0.100229,0.310362,0.286813,,,,9.92,19260817.0,-1.0,101.0
256.0,4.0,4.0,100.0,0.1,100.0,0.947054,-0.032192,0.004629,0.066422,0.305972,0.273305,,,,12.12,19260817.0,-1.0,102.0
256.0,4.0,4.0,10000.0,0.1,100.0,0.879569,-0.06279,-0.09645,0.100176,0.310474,0.286847,,,,9.25,19260817.0,-1.0,103.0
256.0,4.0,4.0,1000.0,0.01,100.0,0.879196,-0.064599,-0.118637,0.100331,0.310738,0.289735,,,,9.46,19260817.0,-1.0,104.0
256.0,4.0,4.0,1000.0,1.0,100.0,0.871938,-0.169259,-0.124623,0.103302,0.325655,0.290509,,,,12.55,19260817.0,-1.0,105.0
256.0,4.0,4.0,1000.0,0.1,50.0,0.879554,-0.062879,-0.096481,0.100183,0.310487,0.286851,,,,6.53,19260817.0,-1.0,106.0
256.0,4.0,4.0,1000.0,0.1,200.0,0.879609,-0.062824,-0.096435,0.10016,0.310479,0.286845,,,,15.95,19260817.0,-1.0,107.0
256.0,32.0,4.0,1000.0,0.1,100.0,0.873054,-0.06238,-0.099321,0.10285,0.310415,0.287222,,,,8.57,19260817.0,-1.0,108.0
256.0,16.0,2.0,1000.0,0.1,100.0,0.878805,-0.059951,-0.096436,0.100493,0.310059,0.286845,,,,13.21,19260817.0,-1.0,109.0
256.0,16.0,8.0,1000.0,0.1,100.0,0.878877,-0.060532,-0.097039,0.100464,0.310144,0.286924,,,,16.83,19260817.0,-1.0,110.0
256.0,16.0,4.0,100.0,0.1,100.0,0.946201,-0.03275,0.003552,0.066955,0.306055,0.273453,,,,6.39,19260817.0,-1.0,111.0
256.0,16.0,4.0,10000.0,0.1,100.0,0.876182,-0.061167,-0.097897,0.101575,0.310237,0.287036,,,,7.63,19260817.0,-1.0,112.0
256.0,16.0,4.0,1000.0,0.01,100.0,0.879184,-0.064458,-0.118844,0.100336,0.310718,0.289762,,,,20.55,19260817.0,-1.0,113.0
256.0,16.0,4.0,1000.0,1.0,100.0,0.871938,-0.169259,-0.124623,0.103302,0.325655,0.290509,,,,16.49,19260817.0,-1.0,114.0
256.0,16.0,4.0,1000.0,0.1,50.0,0.877414,-0.06094,-0.098574,0.101069,0.310204,0.287125,,,,5.12,19260817.0,-1.0,115.0
256.0,16.0,4.0,1000.0,0.1,200.0,0.878786,-0.059604,-0.096485,0.100502,0.310009,0.286852,,,,18.48,19260817.0,-1.0,116.0
256.0,8.0,2.0,100.0,0.1,100.0,0.947444,-0.028987,0.002878,0.066177,0.305497,0.273546,,,,7.55,19260817.0,-1.0,117.0
256.0,8.0,2.0,10000.0,0.1,100.0,0.87979,-0.062302,-0.095899,0.100084,0.310403,0.286775,,,,10.32,19260817.0,-1.0,118.0
256.0,8.0,2.0,1000.0,0.01,100.0,0.879196,-0.064447,-0.118417,0.100331,0.310716,0.289706,,,,10.26,19260817.0,-1.0,119.0
256.0,8.0,2.0,1000.0,1.0,100.0,0.871938,-0.169259,-0.124623,0.103302,0.325655,0.290509,,,,9.82,19260817.0,-1.0,120.0
256.0,8.0,2.0,1000.0,0.1,50.0,0.879716,-0.062218,-0.095826,0.100115,0.310391,0.286765,,,,6.95,19260817.0,-1.0,121.0
256.0,8.0,2.0,1000.0,0.1,200.0,0.879805,-0.062198,-0.095865,0.100078,0.310388,0.28677,,,,15.67,19260817.0,-1.0,122.0
256.0,8.0,8.0,100.0,0.1,100.0,0.947264,-0.032293,0.003837,0.066291,0.305987,0.273414,,,,6.81,19260817.0,-1.0,123.0
256.0,8.0,8.0,10000.0,0.1,100.0,0.87961,-0.061156,-0.096593,0.100159,0.310236,0.286866,,,,7.65,19260817.0,-1.0,124.0
256.0,8.0,8.0,1000.0,0.01,100.0,0.879218,-0.06451,-0.118609,0.100322,0.310726,0.289731,,,,8.63,19260817.0,-1.0,125.0
256.0,8.0,8.0,1000.0,1.0,100.0,0.871938,-0.169259,-0.124623,0.103302,0.325655,0.290509,,,,9.02,19260817.0,-1.0,126.0
256.0,8.0,8.0,1000.0,0.1,50.0,0.879591,-0.061254,-0.096537,0.100167,0.31025,0.286858,,,,4.41,19260817.0,-1.0,127.0
256.0,8.0,8.0,1000.0,0.1,200.0,0.879493,-0.061316,-0.096469,0.100208,0.310259,0.286849,,,,11.94,19260817.0,-1.0,128.0
256.0,8.0,4.0,100.0,0.01,100.0,0.947663,-0.014246,-0.019801,0.066039,0.303301,0.276639,,,,6.47,19260817.0,-1.0,129.0
256.0,8.0,4.0,100.0,1.0,100.0,0.936299,-0.155428,-0.156743,0.072857,0.323723,0.294628,,,,5.7,19260817.0,-1.0,130.0
256.0,8.0,4.0,100.0,0.1,50.0,0.947558,-0.030828,0.005019,0.066105,0.30577,0.273252,,,,3.56,19260817.0,-1.0,131.0
256.0,8.0,4.0,100.0,0.1,200.0,0.947744,-0.030412,0.004868,0.065988,0.305709,0.273273,,,,8.54,19260817.0,-1.0,132.0
256.0,8.0,4.0,10000.0,0.01,100.0,0.87921,-0.064495,-0.118572,0.100326,0.310723,0.289726,,,,6.16,19260817.0,-1.0,133.0
256.0,8.0,4.0,10000.0,1.0,100.0,0.871938,-0.169259,-0.124623,0.103302,0.325655,0.290509,,,,8.24,19260817.0,-1.0,134.0
256.0,8.0,4.0,10000.0,0.1,50.0,0.879618,-0.061471,-0.097382,0.100156,0.310282,0.286969,,,,4.31,19260817.0,-1.0,135.0
256.0,8.0,4.0,10000.0,0.1,200.0,0.879718,-0.060445,-0.09642,0.100114,0.310132,0.286843,,,,9.93,19260817.0,-1.0,136.0
256.0,8.0,4.0,1000.0,0.001,100.0,0.876818,-0.0671,-0.122193,0.101314,0.311103,0.290195,,,,7.77,19260817.0,-1.0,137.0
256.0,8.0,4.0,1000.0,0.01,50.0,0.879188,-0.064572,-0.118633,0.100335,0.310735,0.289734,,,,4.3,19260817.0,-1.0,138.0
256.0,8.0,4.0,1000.0,0.01,200.0,0.879201,-0.064457,-0.118545,0.100329,0.310718,0.289723,,,,11.01,19260817.0,-1.0,139.0
256.0,8.0,4.0,1000.0,1.0,50.0,0.871938,-0.169259,-0.124623,0.103302,0.325655,0.290509,,,,4.75,19260817.0,-1.0,140.0
256.0,8.0,4.0,1000.0,0.1,25.0,0.879535,-0.061674,-0.098694,0.100191,0.310311,0.28714,,,,2.98,19260817.0,-1.0,141.0
256.0,8.0,4.0,1000.0,1.0,200.0,0.871938,-0.169259,-0.124623,0.103302,0.325655,0.290509,,,,13.33,19260817.0,-1.0,142.0
6.0,2.0,8.0,100.0,1.0,200.0,0.970799,0.025556,0.12488,0.049328,0.29729,0.256265,,,,8.83,19260817.0,-1.0,143.0
4.0,4.0,8.0,100.0,1.0,200.0,0.958193,0.144007,-0.066282,0.059023,0.278636,0.282873,,,,8.68,19260817.0,-1.0,144.0
4.0,2.0,4.0,100.0,1.0,200.0,0.965754,0.079673,0.098892,0.053419,0.288917,0.260042,,,,8.39,19260817.0,-1.0,145.0
4.0,2.0,8.0,1000.0,1.0,200.0,0.967538,0.110462,-0.044576,0.05201,0.284043,0.279979,,,,9.33,19260817.0,-1.0,146.0
4.0,2.0,8.0,100.0,0.1,200.0,0.772484,0.090812,0.02998,0.13769,0.287163,0.269803,,,,8.34,19260817.0,-1.0,147.0
4.0,2.0,8.0,100.0,1.0,100.0,0.967379,0.07686,-0.040758,0.052137,0.289358,0.279467,,,,5.93,19260817.0,-1.0,148.0
6.0,4.0,8.0,100.0,1.0,200.0,0.96538,0.072512,0.023762,0.053711,0.290039,0.270666,,,,9.56,19260817.0,-1.0,149.0
4.0,8.0,8.0,100.0,1.0,200.0,0.972944,0.09842,0.017659,0.047482,0.285959,0.271511,,,,9.15,19260817.0,-1.0,150.0
4.0,4.0,4.0,100.0,1.0,200.0,0.958584,0.101373,-0.017948,0.058746,0.285491,0.276388,,,,9.9,19260817.0,-1.0,151.0
4.0,4.0,8.0,1000.0,1.0,200.0,0.958193,0.144007,-0.066282,0.059023,0.278636,0.282873,,,,9.15,19260817.0,-1.0,152.0
4.0,4.0,8.0,100.0,0.1,200.0,0.831494,0.100336,0.014966,0.118496,0.285655,0.271883,,,,9.23,19260817.0,-1.0,153.0
4.0,4.0,8.0,100.0,1.0,100.0,0.960157,0.153759,-0.040514,0.05762,0.277044,0.279434,,,,5.89,19260817.0,-1.0,154.0
6.0,4.0,8.0,100.0,1.0,100.0,0.968394,0.005165,0.064098,0.051319,0.300385,0.265015,,,,7.01,19260817.0,-1.0,155.0
4.0,8.0,8.0,100.0,1.0,100.0,0.972733,0.068933,0.061974,0.047667,0.290598,0.265316,,,,6.79,19260817.0,-1.0,156.0
4.0,4.0,4.0,100.0,1.0,100.0,0.968386,0.013986,-0.069142,0.051326,0.29905,0.283252,,,,5.87,19260817.0,-1.0,157.0
4.0,4.0,8.0,1000.0,1.0,100.0,0.960157,0.153759,-0.040514,0.05762,0.277044,0.279434,,,,9.45,19260817.0,-1.0,158.0
4.0,4.0,8.0,100.0,0.1,100.0,0.845599,0.106607,0.008362,0.113428,0.284658,0.272793,,,,6.77,19260817.0,-1.0,159.0
4.0,4.0,8.0,100.0,1.0,50.0,0.961421,0.133317,-0.070223,0.056699,0.28037,0.283395,,,,4.37,19260817.0,-1.0,160.0
6.0,32.0,8.0,10000.0,0.001,200.0,0.654777,0.110264,-0.019077,0.169608,0.284075,0.276541,,,,10.03,19260817.0,-1.0,161.0
4.0,16.0,8.0,10000.0,0.001,200.0,0.578422,0.071484,-0.029659,0.187428,0.2902,0.277973,,,,8.93,19260817.0,-1.0,162.0
4.0,32.0,4.0,10000.0,0.001,200.0,0.385923,0.089615,-0.030629,0.226208,0.287352,0.278104,,,,9.06,19260817.0,-1.0,163.0
4.0,32.0,8.0,1000.0,0.001,200.0,0.593077,0.107279,-0.017828,0.184142,0.284551,0.276371,,,,9.16,19260817.0,-1.0,164.0
4.0,32.0,8.0,10000.0,0.01,200.0,0.804218,0.105295,0.006863,0.127727,0.284867,0.272999,,,,9.19,19260817.0,-1.0,165.0
4.0,32.0,8.0,10000.0,0.001,100.0,0.531585,0.059554,-0.035948,0.197566,0.292058,0.278821,,,,4.92,19260817.0,-1.0,166.0
64.0,32.0,8.0,10000.0,0.001,200.0,0.93171,0.007976,-0.004778,0.075435,0.29996,0.274594,,,,10.06,19260817.0,-1.0,167.0
6.0,16.0,8.0,10000.0,0.001,200.0,0.64603,0.07555,-0.026405,0.171743,0.289563,0.277533,,,,10.02,19260817.0,-1.0,168.0
6.0,32.0,4.0,10000.0,0.001,200.0,0.498546,0.090189,-0.022497,0.204415,0.287262,0.277005,,,,9.32,19260817.0,-1.0,169.0
6.0,32.0,8.0,1000.0,0.001,200.0,0.654777,0.110264,-0.019077,0.169608,0.284075,0.276541,,,,20.22,19260817.0,-1.0,170.0
6.0,32.0,8.0,10000.0,0.01,200.0,0.888686,0.098171,0.016072,0.09631,0.285999,0.27173,,,,20.68,19260817.0,-1.0,171.0
6.0,32.0,8.0,10000.0,0.001,100.0,0.588602,0.0604,-0.026382,0.185151,0.291926,0.27753,,,,8.53,19260817.0,-1.0,172.0
4.0,16.0,8.0,1000.0,0.001,200.0,0.578422,0.071484,-0.029659,0.187428,0.2902,0.277973,,,,14.43,19260817.0,-1.0,173.0
4.0,32.0,4.0,1000.0,0.001,200.0,0.385923,0.089615,-0.030629,0.226208,0.287352,0.278104,,,,12.12,19260817.0,-1.0,174.0
