n_estimators,max_depth,subsample,colsample_bytree,learning_rate,reg_alpha,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,warnings,Precedence
200.0,24.0,0.7,0.85,0.0001,0.01,0.009789,-0.005911,-0.044723,0.28725,0.302052,0.279999,,,,0.03,19260817.0,-1.0,none,171.0
200.0,24.0,0.7,0.85,0.0001,1.0,0.007942,-0.006635,-0.045212,0.287518,0.302161,0.280065,,,,0.04,19260817.0,-1.0,none,172.0
200.0,24.0,0.7,0.7,1e-08,0.1,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.05,19260817.0,-1.0,none,173.0
200.0,24.0,0.7,0.7,1e-06,0.01,9.7e-05,-0.008964,-0.048026,0.288652,0.30251,0.280441,,,,0.03,19260817.0,-1.0,none,174.0
200.0,24.0,0.7,0.7,1e-06,1.0,7.8e-05,-0.008977,-0.048044,0.288655,0.302512,0.280444,,,,0.03,19260817.0,-1.0,none,175.0
200.0,24.0,0.7,0.7,0.1,0.1,0.986797,-0.155211,0.073435,0.033169,0.323693,0.26369,,,,0.08,19260817.0,-1.0,none,176.0
200.0,24.0,0.7,0.7,0.01,0.01,0.575921,0.101972,0.025831,0.187983,0.285395,0.270379,,,,0.03,19260817.0,-1.0,none,177.0
200.0,24.0,0.7,0.7,0.01,1.0,0.465043,0.095961,0.035541,0.211133,0.286349,0.269028,,,,0.03,19260817.0,-1.0,none,178.0
200.0,24.0,0.7,0.7,0.0001,0.001,0.009592,-0.005838,-0.044643,0.287279,0.302041,0.279988,,,,0.03,19260817.0,-1.0,none,179.0
200.0,24.0,0.7,0.7,0.0001,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.03,19260817.0,-1.0,none,180.0
100.0,24.0,0.7,0.55,0.01,0.1,0.354379,0.092059,0.000915,0.231945,0.286966,0.273815,,,,0.02,19260817.0,-1.0,none,181.0
400.0,24.0,0.7,0.55,0.01,0.1,0.748355,0.083204,0.036894,0.144807,0.288362,0.268839,,,,0.04,19260817.0,-1.0,none,182.0
200.0,12.0,0.7,0.55,0.01,0.1,0.550614,0.112253,0.017657,0.193511,0.283757,0.271511,,,,0.03,19260817.0,-1.0,none,183.0
200.0,48.0,0.7,0.55,0.01,0.1,0.550614,0.112253,0.017657,0.193511,0.283757,0.271511,,,,0.03,19260817.0,-1.0,none,184.0
200.0,24.0,0.55,0.55,0.01,0.1,0.550614,0.112253,0.017657,0.193511,0.283757,0.271511,,,,0.06,19260817.0,-1.0,none,185.0
200.0,24.0,0.85,0.55,0.01,0.1,0.550614,0.112253,0.017657,0.193511,0.283757,0.271511,,,,0.03,19260817.0,-1.0,none,186.0
200.0,24.0,0.7,0.4,0.01,0.1,0.539002,0.104391,0.013757,0.195995,0.285011,0.272049,,,,0.03,19260817.0,-1.0,none,187.0
200.0,24.0,0.7,0.55,0.1,0.1,0.985335,-0.058035,0.017624,0.034957,0.309779,0.271516,,,,0.11,19260817.0,-1.0,none,188.0
200.0,24.0,0.7,0.55,0.01,0.01,0.56239,0.113648,0.014564,0.190959,0.283534,0.271938,,,,0.03,19260817.0,-1.0,none,189.0
200.0,24.0,0.7,0.55,0.01,1.0,0.448555,0.09612,0.020432,0.214362,0.286324,0.271127,,,,0.02,19260817.0,-1.0,none,190.0
100.0,24.0,0.7,0.55,0.01,0.01,0.360838,0.09002,0.000357,0.230782,0.287288,0.273891,,,,0.02,19260817.0,-1.0,none,191.0
400.0,24.0,0.7,0.55,0.01,0.01,0.759525,0.082837,0.036573,0.141557,0.28842,0.268884,,,,0.09,19260817.0,-1.0,none,192.0
200.0,12.0,0.7,0.55,0.01,0.01,0.56239,0.113648,0.014564,0.190959,0.283534,0.271938,,,,0.03,19260817.0,-1.0,none,193.0
200.0,48.0,0.7,0.55,0.01,0.01,0.56239,0.113648,0.014564,0.190959,0.283534,0.271938,,,,0.03,19260817.0,-1.0,none,194.0
200.0,24.0,0.55,0.55,0.01,0.01,0.56239,0.113648,0.014564,0.190959,0.283534,0.271938,,,,0.04,19260817.0,-1.0,none,195.0
200.0,24.0,0.85,0.55,0.01,0.01,0.56239,0.113648,0.014564,0.190959,0.283534,0.271938,,,,0.06,19260817.0,-1.0,none,196.0
200.0,24.0,0.7,0.4,0.01,0.01,0.545826,0.115777,0.0196,0.194539,0.283193,0.271242,,,,0.02,19260817.0,-1.0,none,197.0
200.0,24.0,0.7,0.55,0.1,0.01,0.990819,-0.049149,0.052261,0.02766,0.308476,0.266686,,,,0.05,19260817.0,-1.0,none,198.0
200.0,24.0,0.7,0.55,0.01,0.001,0.566797,0.122312,0.024982,0.189995,0.282145,0.270497,,,,0.03,19260817.0,-1.0,none,199.0
100.0,24.0,0.7,0.55,0.01,0.001,0.362813,0.100861,0.005262,0.230425,0.285572,0.273219,,,,0.01,19260817.0,-1.0,none,200.0
400.0,24.0,0.7,0.55,0.01,0.001,0.764256,0.092932,0.042194,0.140158,0.286828,0.268099,,,,0.05,19260817.0,-1.0,none,201.0
200.0,12.0,0.7,0.55,0.01,0.001,0.566797,0.122312,0.024982,0.189995,0.282145,0.270497,,,,0.03,19260817.0,-1.0,none,202.0
200.0,48.0,0.7,0.55,0.01,0.001,0.566797,0.122312,0.024982,0.189995,0.282145,0.270497,,,,0.12,19260817.0,-1.0,none,203.0
200.0,24.0,0.55,0.55,0.01,0.001,0.566797,0.122312,0.024982,0.189995,0.282145,0.270497,,,,0.03,19260817.0,-1.0,none,204.0
200.0,24.0,0.85,0.55,0.01,0.001,0.566797,0.122312,0.024982,0.189995,0.282145,0.270497,,,,0.06,19260817.0,-1.0,none,205.0
200.0,24.0,0.7,0.4,0.01,0.001,0.546548,0.114467,0.012762,0.194385,0.283403,0.272187,,,,0.02,19260817.0,-1.0,none,206.0
200.0,24.0,0.7,0.7,0.01,0.001,0.574484,0.108257,0.023519,0.188302,0.284395,0.2707,,,,0.02,19260817.0,-1.0,none,207.0
200.0,24.0,0.7,0.55,0.0001,0.001,0.009396,-0.00581,-0.044879,0.287307,0.302037,0.28002,,,,0.02,19260817.0,-1.0,none,208.0
200.0,24.0,0.7,0.55,0.1,0.001,0.991233,-0.063448,0.027434,0.027028,0.31057,0.270156,,,,0.03,19260817.0,-1.0,none,209.0
200.0,24.0,0.7,0.55,0.01,0.0001,0.562287,0.105029,0.007757,0.190981,0.284909,0.272876,,,,0.13,19260817.0,-1.0,none,210.0
50.0,192.0,0.4,1.0,0.1,0.0001,0.835511,0.018728,0.108612,0.117075,0.29833,0.258636,,,,0.01,19260817.0,-1.0,none,211.0
25.0,96.0,0.4,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.01,19260817.0,-1.0,none,212.0
25.0,192.0,0.55,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.01,19260817.0,-1.0,none,213.0
25.0,192.0,0.4,0.85,0.1,0.0001,0.645506,0.078327,0.083187,0.17187,0.289128,0.262299,,,,0.01,19260817.0,-1.0,none,214.0
25.0,192.0,0.4,1.0,0.01,0.0001,0.1283,0.039812,-0.003675,0.269513,0.295107,0.274443,,,,0.02,19260817.0,-1.0,none,215.0
25.0,192.0,0.4,1.0,0.1,0.001,0.642712,0.074575,0.054222,0.172546,0.289716,0.26641,,,,0.01,19260817.0,-1.0,none,216.0
50.0,96.0,0.4,1.0,0.1,0.0001,0.835511,0.018728,0.108612,0.117075,0.29833,0.258636,,,,0.01,19260817.0,-1.0,none,217.0
25.0,48.0,0.4,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.01,19260817.0,-1.0,none,218.0
25.0,96.0,0.55,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.01,19260817.0,-1.0,none,219.0
25.0,96.0,0.4,0.85,0.1,0.0001,0.645506,0.078327,0.083187,0.17187,0.289128,0.262299,,,,0.0,19260817.0,-1.0,none,220.0
25.0,96.0,0.4,1.0,0.01,0.0001,0.1283,0.039812,-0.003675,0.269513,0.295107,0.274443,,,,0.01,19260817.0,-1.0,none,221.0
25.0,96.0,0.4,1.0,0.1,0.001,0.642712,0.074575,0.054222,0.172546,0.289716,0.26641,,,,0.01,19260817.0,-1.0,none,222.0
50.0,192.0,0.55,1.0,0.1,0.0001,0.835511,0.018728,0.108612,0.117075,0.29833,0.258636,,,,0.01,19260817.0,-1.0,none,223.0
25.0,192.0,0.7,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.08,19260817.0,-1.0,none,224.0
25.0,192.0,0.55,0.85,0.1,0.0001,0.645506,0.078327,0.083187,0.17187,0.289128,0.262299,,,,0.02,19260817.0,-1.0,none,225.0
25.0,192.0,0.55,1.0,0.01,0.0001,0.1283,0.039812,-0.003675,0.269513,0.295107,0.274443,,,,0.01,19260817.0,-1.0,none,226.0
25.0,192.0,0.55,1.0,0.1,0.001,0.642712,0.074575,0.054222,0.172546,0.289716,0.26641,,,,0.01,19260817.0,-1.0,none,227.0
50.0,192.0,0.4,0.85,0.1,0.0001,0.824006,-0.015641,0.063517,0.1211,0.303509,0.265098,,,,0.01,19260817.0,-1.0,none,228.0
25.0,192.0,0.4,0.7,0.1,0.0001,0.637173,0.077325,0.053614,0.173879,0.289285,0.266496,,,,0.01,19260817.0,-1.0,none,229.0
25.0,192.0,0.4,0.85,0.01,0.0001,0.125959,0.038959,-0.002991,0.269875,0.295239,0.27435,,,,0.01,19260817.0,-1.0,none,230.0
25.0,192.0,0.4,0.85,0.1,0.001,0.645427,0.078343,0.083192,0.171889,0.289126,0.262298,,,,0.02,19260817.0,-1.0,none,231.0
50.0,192.0,0.4,1.0,0.1,0.001,0.835423,0.018767,0.108646,0.117106,0.298324,0.258631,,,,0.02,19260817.0,-1.0,none,232.0
25.0,192.0,0.4,1.0,0.01,0.001,0.128279,0.039802,-0.00368,0.269516,0.295109,0.274444,,,,0.01,19260817.0,-1.0,none,233.0
25.0,192.0,0.4,1.0,0.1,0.01,0.645781,0.062056,0.116239,0.171803,0.291669,0.257527,,,,0.01,19260817.0,-1.0,none,234.0
50.0,192.0,1.0,1.0,0.1,0.0001,0.835511,0.018728,0.108612,0.117075,0.29833,0.258636,,,,0.01,19260817.0,-1.0,none,235.0
25.0,96.0,1.0,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.01,19260817.0,-1.0,none,236.0
25.0,192.0,0.85,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.01,19260817.0,-1.0,none,237.0
25.0,192.0,1.0,0.85,0.1,0.0001,0.645506,0.078327,0.083187,0.17187,0.289128,0.262299,,,,0.02,19260817.0,-1.0,none,238.0
25.0,192.0,1.0,1.0,0.01,0.0001,0.1283,0.039812,-0.003675,0.269513,0.295107,0.274443,,,,0.01,19260817.0,-1.0,none,239.0
25.0,192.0,1.0,1.0,0.1,0.001,0.642712,0.074575,0.054222,0.172546,0.289716,0.26641,,,,0.0,19260817.0,-1.0,none,240.0
50.0,96.0,1.0,1.0,0.1,0.0001,0.835511,0.018728,0.108612,0.117075,0.29833,0.258636,,,,0.01,19260817.0,-1.0,none,241.0
25.0,48.0,1.0,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.01,19260817.0,-1.0,none,242.0
25.0,96.0,0.85,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.01,19260817.0,-1.0,none,243.0
25.0,96.0,1.0,0.85,0.1,0.0001,0.645506,0.078327,0.083187,0.17187,0.289128,0.262299,,,,0.03,19260817.0,-1.0,none,244.0
25.0,96.0,1.0,1.0,0.01,0.0001,0.1283,0.039812,-0.003675,0.269513,0.295107,0.274443,,,,0.01,19260817.0,-1.0,none,245.0
25.0,96.0,1.0,1.0,0.1,0.001,0.642712,0.074575,0.054222,0.172546,0.289716,0.26641,,,,0.05,19260817.0,-1.0,none,246.0
50.0,192.0,0.85,1.0,0.1,0.0001,0.835511,0.018728,0.108612,0.117075,0.29833,0.258636,,,,0.01,19260817.0,-1.0,none,247.0
25.0,192.0,0.85,0.85,0.1,0.0001,0.645506,0.078327,0.083187,0.17187,0.289128,0.262299,,,,0.01,19260817.0,-1.0,none,248.0
25.0,192.0,0.85,1.0,0.01,0.0001,0.1283,0.039812,-0.003675,0.269513,0.295107,0.274443,,,,0.01,19260817.0,-1.0,none,249.0
25.0,192.0,0.85,1.0,0.1,0.001,0.642712,0.074575,0.054222,0.172546,0.289716,0.26641,,,,0.01,19260817.0,-1.0,none,250.0
50.0,192.0,1.0,0.85,0.1,0.0001,0.824006,-0.015641,0.063517,0.1211,0.303509,0.265098,,,,0.01,19260817.0,-1.0,none,251.0
25.0,192.0,1.0,0.7,0.1,0.0001,0.637173,0.077325,0.053614,0.173879,0.289285,0.266496,,,,0.01,19260817.0,-1.0,none,252.0
25.0,192.0,1.0,0.85,0.01,0.0001,0.125959,0.038959,-0.002991,0.269875,0.295239,0.27435,,,,0.01,19260817.0,-1.0,none,253.0
25.0,192.0,1.0,0.85,0.1,0.001,0.645427,0.078343,0.083192,0.171889,0.289126,0.262298,,,,0.01,19260817.0,-1.0,none,254.0
50.0,192.0,1.0,1.0,0.1,0.001,0.835423,0.018767,0.108646,0.117106,0.298324,0.258631,,,,0.02,19260817.0,-1.0,none,255.0
25.0,192.0,1.0,1.0,0.01,0.001,0.128279,0.039802,-0.00368,0.269516,0.295109,0.274444,,,,0.01,19260817.0,-1.0,none,256.0
25.0,192.0,1.0,1.0,0.1,0.01,0.645781,0.062056,0.116239,0.171803,0.291669,0.257527,,,,0.01,19260817.0,-1.0,none,257.0
50.0,24.0,0.4,1.0,0.1,0.0001,0.835511,0.018728,0.108612,0.117075,0.29833,0.258636,,,,0.01,19260817.0,-1.0,none,258.0
25.0,12.0,0.4,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.01,19260817.0,-1.0,none,259.0
25.0,24.0,0.55,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.01,19260817.0,-1.0,none,260.0
25.0,24.0,0.4,0.85,0.1,0.0001,0.645506,0.078327,0.083187,0.17187,0.289128,0.262299,,,,0.01,19260817.0,-1.0,none,261.0
25.0,24.0,0.4,1.0,0.01,0.0001,0.1283,0.039812,-0.003675,0.269513,0.295107,0.274443,,,,0.0,19260817.0,-1.0,none,262.0
25.0,24.0,0.4,1.0,0.1,0.001,0.642712,0.074575,0.054222,0.172546,0.289716,0.26641,,,,0.02,19260817.0,-1.0,none,263.0
50.0,12.0,0.4,1.0,0.1,0.0001,0.835511,0.018728,0.108612,0.117075,0.29833,0.258636,,,,0.02,19260817.0,-1.0,none,264.0
25.0,6.0,0.4,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.01,19260817.0,-1.0,none,265.0
25.0,12.0,0.55,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.0,19260817.0,-1.0,none,266.0
25.0,12.0,0.4,0.85,0.1,0.0001,0.645506,0.078327,0.083187,0.17187,0.289128,0.262299,,,,0.01,19260817.0,-1.0,none,267.0
25.0,12.0,0.4,1.0,0.01,0.0001,0.1283,0.039812,-0.003675,0.269513,0.295107,0.274443,,,,0.01,19260817.0,-1.0,none,268.0
25.0,12.0,0.4,1.0,0.1,0.001,0.642712,0.074575,0.054222,0.172546,0.289716,0.26641,,,,0.01,19260817.0,-1.0,none,269.0
50.0,24.0,0.55,1.0,0.1,0.0001,0.835511,0.018728,0.108612,0.117075,0.29833,0.258636,,,,0.01,19260817.0,-1.0,none,270.0
25.0,48.0,0.55,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.11,19260817.0,-1.0,none,271.0
25.0,24.0,0.7,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.01,19260817.0,-1.0,none,272.0
25.0,24.0,0.55,0.85,0.1,0.0001,0.645506,0.078327,0.083187,0.17187,0.289128,0.262299,,,,0.01,19260817.0,-1.0,none,273.0
25.0,24.0,0.55,1.0,0.01,0.0001,0.1283,0.039812,-0.003675,0.269513,0.295107,0.274443,,,,0.01,19260817.0,-1.0,none,274.0
25.0,24.0,0.55,1.0,0.1,0.001,0.642712,0.074575,0.054222,0.172546,0.289716,0.26641,,,,0.01,19260817.0,-1.0,none,275.0
50.0,24.0,0.4,0.85,0.1,0.0001,0.824006,-0.015641,0.063517,0.1211,0.303509,0.265098,,,,0.02,19260817.0,-1.0,none,276.0
25.0,48.0,0.4,0.85,0.1,0.0001,0.645506,0.078327,0.083187,0.17187,0.289128,0.262299,,,,0.02,19260817.0,-1.0,none,277.0
25.0,24.0,0.4,0.7,0.1,0.0001,0.637173,0.077325,0.053614,0.173879,0.289285,0.266496,,,,0.01,19260817.0,-1.0,none,278.0
25.0,24.0,0.4,0.85,0.01,0.0001,0.125959,0.038959,-0.002991,0.269875,0.295239,0.27435,,,,0.01,19260817.0,-1.0,none,279.0
25.0,24.0,0.4,0.85,0.1,0.001,0.645427,0.078343,0.083192,0.171889,0.289126,0.262298,,,,0.01,19260817.0,-1.0,none,280.0
50.0,24.0,0.4,1.0,0.1,0.001,0.835423,0.018767,0.108646,0.117106,0.298324,0.258631,,,,0.01,19260817.0,-1.0,none,281.0
25.0,48.0,0.4,1.0,0.1,0.001,0.642712,0.074575,0.054222,0.172546,0.289716,0.26641,,,,0.01,19260817.0,-1.0,none,282.0
25.0,24.0,0.4,1.0,0.01,0.001,0.128279,0.039802,-0.00368,0.269516,0.295109,0.274444,,,,0.1,19260817.0,-1.0,none,283.0
25.0,24.0,0.4,1.0,0.1,0.01,0.645781,0.062056,0.116239,0.171803,0.291669,0.257527,,,,0.01,19260817.0,-1.0,none,284.0
50.0,24.0,1.0,1.0,0.1,0.0001,0.835511,0.018728,0.108612,0.117075,0.29833,0.258636,,,,0.01,19260817.0,-1.0,none,285.0
25.0,12.0,1.0,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.01,19260817.0,-1.0,none,286.0
25.0,24.0,0.85,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.01,19260817.0,-1.0,none,287.0
25.0,24.0,1.0,0.85,0.1,0.0001,0.645506,0.078327,0.083187,0.17187,0.289128,0.262299,,,,0.01,19260817.0,-1.0,none,288.0
25.0,24.0,1.0,1.0,0.01,0.0001,0.1283,0.039812,-0.003675,0.269513,0.295107,0.274443,,,,0.02,19260817.0,-1.0,none,289.0
25.0,24.0,1.0,1.0,0.1,0.001,0.642712,0.074575,0.054222,0.172546,0.289716,0.26641,,,,0.01,19260817.0,-1.0,none,290.0
50.0,12.0,1.0,1.0,0.1,0.0001,0.835511,0.018728,0.108612,0.117075,0.29833,0.258636,,,,0.01,19260817.0,-1.0,none,291.0
25.0,6.0,1.0,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.01,19260817.0,-1.0,none,292.0
25.0,12.0,0.85,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.0,19260817.0,-1.0,none,293.0
25.0,12.0,1.0,0.85,0.1,0.0001,0.645506,0.078327,0.083187,0.17187,0.289128,0.262299,,,,0.0,19260817.0,-1.0,none,294.0
25.0,12.0,1.0,1.0,0.01,0.0001,0.1283,0.039812,-0.003675,0.269513,0.295107,0.274443,,,,0.01,19260817.0,-1.0,none,295.0
25.0,12.0,1.0,1.0,0.1,0.001,0.642712,0.074575,0.054222,0.172546,0.289716,0.26641,,,,0.01,19260817.0,-1.0,none,296.0
50.0,24.0,0.85,1.0,0.1,0.0001,0.835511,0.018728,0.108612,0.117075,0.29833,0.258636,,,,0.03,19260817.0,-1.0,none,297.0
25.0,48.0,0.85,1.0,0.1,0.0001,0.642793,0.074575,0.0542,0.172527,0.289716,0.266413,,,,0.04,19260817.0,-1.0,none,298.0
25.0,24.0,0.85,0.85,0.1,0.0001,0.645506,0.078327,0.083187,0.17187,0.289128,0.262299,,,,0.01,19260817.0,-1.0,none,299.0
25.0,24.0,0.85,1.0,0.01,0.0001,0.1283,0.039812,-0.003675,0.269513,0.295107,0.274443,,,,0.0,19260817.0,-1.0,none,300.0
25.0,24.0,0.85,1.0,0.1,0.001,0.642712,0.074575,0.054222,0.172546,0.289716,0.26641,,,,0.01,19260817.0,-1.0,none,301.0
50.0,24.0,1.0,0.85,0.1,0.0001,0.824006,-0.015641,0.063517,0.1211,0.303509,0.265098,,,,0.01,19260817.0,-1.0,none,302.0
25.0,48.0,1.0,0.85,0.1,0.0001,0.645506,0.078327,0.083187,0.17187,0.289128,0.262299,,,,0.01,19260817.0,-1.0,none,303.0
25.0,24.0,1.0,0.7,0.1,0.0001,0.637173,0.077325,0.053614,0.173879,0.289285,0.266496,,,,0.02,19260817.0,-1.0,none,304.0
25.0,24.0,1.0,0.85,0.01,0.0001,0.125959,0.038959,-0.002991,0.269875,0.295239,0.27435,,,,0.01,19260817.0,-1.0,none,305.0
25.0,24.0,1.0,0.85,0.1,0.001,0.645427,0.078343,0.083192,0.171889,0.289126,0.262298,,,,0.01,19260817.0,-1.0,none,306.0
50.0,24.0,1.0,1.0,0.1,0.001,0.835423,0.018767,0.108646,0.117106,0.298324,0.258631,,,,0.01,19260817.0,-1.0,none,307.0
25.0,48.0,1.0,1.0,0.1,0.001,0.642712,0.074575,0.054222,0.172546,0.289716,0.26641,,,,0.01,19260817.0,-1.0,none,308.0
25.0,24.0,1.0,1.0,0.01,0.001,0.128279,0.039802,-0.00368,0.269516,0.295109,0.274444,,,,0.01,19260817.0,-1.0,none,309.0
25.0,24.0,1.0,1.0,0.1,0.01,0.645781,0.062056,0.116239,0.171803,0.291669,0.257527,,,,0.01,19260817.0,-1.0,none,310.0
100.0,12.0,0.7,0.55,0.01,0.001,0.362813,0.100861,0.005262,0.230425,0.285572,0.273219,,,,0.02,19260817.0,-1.0,none,311.0
400.0,12.0,0.7,0.55,0.01,0.001,0.764256,0.092932,0.042194,0.140158,0.286828,0.268099,,,,0.17,19260817.0,-1.0,none,312.0
200.0,6.0,0.7,0.55,0.01,0.001,0.566797,0.122312,0.024982,0.189995,0.282145,0.270497,,,,0.06,19260817.0,-1.0,none,313.0
200.0,12.0,0.55,0.55,0.01,0.001,0.566797,0.122312,0.024982,0.189995,0.282145,0.270497,,,,0.03,19260817.0,-1.0,none,314.0
200.0,12.0,0.85,0.55,0.01,0.001,0.566797,0.122312,0.024982,0.189995,0.282145,0.270497,,,,0.03,19260817.0,-1.0,none,315.0
200.0,12.0,0.7,0.4,0.01,0.001,0.546548,0.114467,0.012762,0.194385,0.283403,0.272187,,,,0.03,19260817.0,-1.0,none,316.0
200.0,12.0,0.7,0.7,0.01,0.001,0.574484,0.108257,0.023519,0.188302,0.284395,0.2707,,,,0.11,19260817.0,-1.0,none,317.0
200.0,12.0,0.7,0.55,0.0001,0.001,0.009396,-0.00581,-0.044879,0.287307,0.302037,0.28002,,,,0.03,19260817.0,-1.0,none,318.0
200.0,12.0,0.7,0.55,0.1,0.001,0.991233,-0.063448,0.027434,0.027028,0.31057,0.270156,,,,0.05,19260817.0,-1.0,none,319.0
200.0,12.0,0.7,0.55,0.01,0.0001,0.562287,0.105029,0.007757,0.190981,0.284909,0.272876,,,,0.04,19260817.0,-1.0,none,320.0
100.0,48.0,0.7,0.55,0.01,0.001,0.362813,0.100861,0.005262,0.230425,0.285572,0.273219,,,,0.02,19260817.0,-1.0,none,321.0
400.0,48.0,0.7,0.55,0.01,0.001,0.764256,0.092932,0.042194,0.140158,0.286828,0.268099,,,,0.08,19260817.0,-1.0,none,322.0
200.0,96.0,0.7,0.55,0.01,0.001,0.566797,0.122312,0.024982,0.189995,0.282145,0.270497,,,,0.07,19260817.0,-1.0,none,323.0
200.0,48.0,0.55,0.55,0.01,0.001,0.566797,0.122312,0.024982,0.189995,0.282145,0.270497,,,,0.03,19260817.0,-1.0,none,324.0
200.0,48.0,0.85,0.55,0.01,0.001,0.566797,0.122312,0.024982,0.189995,0.282145,0.270497,,,,0.03,19260817.0,-1.0,none,325.0
200.0,48.0,0.7,0.4,0.01,0.001,0.546548,0.114467,0.012762,0.194385,0.283403,0.272187,,,,0.07,19260817.0,-1.0,none,326.0
200.0,48.0,0.7,0.7,0.01,0.001,0.574484,0.108257,0.023519,0.188302,0.284395,0.2707,,,,0.03,19260817.0,-1.0,none,327.0
200.0,48.0,0.7,0.55,0.0001,0.001,0.009396,-0.00581,-0.044879,0.287307,0.302037,0.28002,,,,0.03,19260817.0,-1.0,none,328.0
200.0,48.0,0.7,0.55,0.1,0.001,0.991233,-0.063448,0.027434,0.027028,0.31057,0.270156,,,,0.03,19260817.0,-1.0,none,329.0
200.0,48.0,0.7,0.55,0.01,0.0001,0.562287,0.105029,0.007757,0.190981,0.284909,0.272876,,,,0.11,19260817.0,-1.0,none,330.0
100.0,24.0,0.55,0.55,0.01,0.001,0.362813,0.100861,0.005262,0.230425,0.285572,0.273219,,,,0.02,19260817.0,-1.0,none,331.0
400.0,24.0,0.55,0.55,0.01,0.001,0.764256,0.092932,0.042194,0.140158,0.286828,0.268099,,,,0.09,19260817.0,-1.0,none,332.0
200.0,24.0,0.4,0.55,0.01,0.001,0.566797,0.122312,0.024982,0.189995,0.282145,0.270497,,,,0.02,19260817.0,-1.0,none,333.0
200.0,24.0,0.55,0.4,0.01,0.001,0.546548,0.114467,0.012762,0.194385,0.283403,0.272187,,,,0.02,19260817.0,-1.0,none,334.0
200.0,24.0,0.55,0.7,0.01,0.001,0.574484,0.108257,0.023519,0.188302,0.284395,0.2707,,,,0.03,19260817.0,-1.0,none,335.0
200.0,24.0,0.55,0.55,0.0001,0.001,0.009396,-0.00581,-0.044879,0.287307,0.302037,0.28002,,,,0.03,19260817.0,-1.0,none,336.0
200.0,24.0,0.55,0.55,0.1,0.001,0.991233,-0.063448,0.027434,0.027028,0.31057,0.270156,,,,0.06,19260817.0,-1.0,none,337.0
200.0,24.0,0.55,0.55,0.01,0.0001,0.562287,0.105029,0.007757,0.190981,0.284909,0.272876,,,,0.04,19260817.0,-1.0,none,338.0
100.0,24.0,0.85,0.55,0.01,0.001,0.362813,0.100861,0.005262,0.230425,0.285572,0.273219,,,,0.02,19260817.0,-1.0,none,339.0
400.0,24.0,0.85,0.55,0.01,0.001,0.764256,0.092932,0.042194,0.140158,0.286828,0.268099,,,,0.09,19260817.0,-1.0,none,340.0
200.0,24.0,1.0,0.55,0.01,0.001,0.566797,0.122312,0.024982,0.189995,0.282145,0.270497,,,,0.04,19260817.0,-1.0,none,341.0
200.0,24.0,0.85,0.4,0.01,0.001,0.546548,0.114467,0.012762,0.194385,0.283403,0.272187,,,,0.04,19260817.0,-1.0,none,342.0
200.0,24.0,0.85,0.7,0.01,0.001,0.574484,0.108257,0.023519,0.188302,0.284395,0.2707,,,,0.13,19260817.0,-1.0,none,343.0
200.0,24.0,0.85,0.55,0.0001,0.001,0.009396,-0.00581,-0.044879,0.287307,0.302037,0.28002,,,,0.03,19260817.0,-1.0,none,344.0
200.0,24.0,0.85,0.55,0.1,0.001,0.991233,-0.063448,0.027434,0.027028,0.31057,0.270156,,,,0.07,19260817.0,-1.0,none,345.0
200.0,24.0,0.85,0.55,0.01,0.0001,0.562287,0.105029,0.007757,0.190981,0.284909,0.272876,,,,0.02,19260817.0,-1.0,none,346.0
