learning_rate,n_estimators,subsample,min_samples_split,max_depth,max_features,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Precedence
0.01,200.0,0.55,16.0,96.0,0.7,0.770312,0.133201,0.089197,0.138346,0.280389,0.261438,,,,0.26,42.0,185.0
0.01,200.0,0.55,16.0,48.0,0.55,0.764285,0.099602,0.074586,0.140149,0.285772,0.263526,,,,0.21,42.0,186.0
0.01,200.0,0.55,16.0,48.0,0.85,0.773325,0.105545,0.048276,0.137435,0.284827,0.267246,,,,0.26,42.0,187.0
0.0001,200.0,0.7,32.0,48.0,0.7,0.013674,-0.004871,-0.045124,0.286686,0.301896,0.280053,,,,0.25,42.0,188.0
0.1,200.0,0.7,32.0,48.0,0.7,0.99951,0.051104,-0.05912,0.006392,0.293367,0.281922,,,,0.31,42.0,189.0
0.01,200.0,0.85,32.0,48.0,0.7,0.765991,0.120217,0.03323,0.139641,0.282481,0.26935,,,,0.32,42.0,190.0
0.01,200.0,0.7,64.0,48.0,0.7,0.41193,0.089596,0.03216,0.221366,0.287355,0.269499,,,,0.18,42.0,191.0
0.01,200.0,0.7,32.0,24.0,0.7,0.690027,0.125064,0.063572,0.160716,0.281702,0.26509,,,,0.27,42.0,192.0
0.01,200.0,0.7,32.0,96.0,0.7,0.690027,0.125064,0.063572,0.160716,0.281702,0.26509,,,,0.24,42.0,193.0
0.01,200.0,0.7,32.0,48.0,0.55,0.680193,0.119866,0.058518,0.163245,0.282538,0.265804,,,,0.19,42.0,194.0
0.01,200.0,0.7,32.0,48.0,0.85,0.69271,0.123756,0.042669,0.160019,0.281913,0.268032,,,,0.29,42.0,195.0
0.0001,200.0,0.7,16.0,24.0,0.7,0.020882,-0.00428,-0.043998,0.285636,0.301807,0.279902,,,,0.31,42.0,196.0
0.1,200.0,0.7,16.0,24.0,0.7,0.999745,0.073271,-0.141379,0.004611,0.28992,0.292665,,,,0.65,42.0,197.0
0.01,200.0,0.85,16.0,24.0,0.7,0.896833,0.111964,0.046987,0.092718,0.283803,0.267427,,,,0.46,42.0,198.0
0.01,200.0,0.7,8.0,24.0,0.7,0.915032,0.119564,0.066744,0.084144,0.282586,0.26464,,,,0.36,42.0,199.0
0.01,200.0,0.7,16.0,12.0,0.7,0.848863,0.123488,0.039257,0.112223,0.281956,0.268509,,,,0.29,42.0,200.0
0.01,200.0,0.7,16.0,24.0,0.55,0.841844,0.101178,0.040134,0.114799,0.285522,0.268387,,,,0.24,42.0,201.0
0.01,200.0,0.7,16.0,24.0,0.85,0.846761,0.099977,0.047032,0.113001,0.285712,0.267421,,,,0.33,42.0,202.0
0.0001,200.0,0.7,16.0,96.0,0.7,0.020882,-0.00428,-0.043998,0.285636,0.301807,0.279902,,,,0.27,42.0,203.0
0.1,200.0,0.7,16.0,96.0,0.7,0.999745,0.073271,-0.141379,0.004611,0.28992,0.292665,,,,0.41,42.0,204.0
0.01,200.0,0.85,16.0,96.0,0.7,0.896833,0.111964,0.046987,0.092718,0.283803,0.267427,,,,0.77,42.0,205.0
0.01,200.0,0.7,8.0,96.0,0.7,0.915032,0.119564,0.066744,0.084144,0.282586,0.26464,,,,0.5,42.0,206.0
0.01,200.0,0.7,16.0,192.0,0.7,0.847884,0.127695,0.048462,0.112586,0.281278,0.26722,,,,0.42,42.0,207.0
0.01,200.0,0.7,16.0,96.0,0.55,0.841844,0.101178,0.040134,0.114799,0.285522,0.268387,,,,0.24,42.0,208.0
0.01,200.0,0.7,16.0,96.0,0.85,0.846761,0.099977,0.047032,0.113001,0.285712,0.267421,,,,0.34,42.0,209.0
0.0001,800.0,0.25,2.0,3.0,1.0,0.019916,-0.00365,-0.043715,0.285777,0.301712,0.279864,,,,0.21,42.0,210.0
0.1,800.0,0.25,2.0,3.0,1.0,0.999234,-0.041984,-0.32065,0.007991,0.30742,0.314811,,,,0.61,42.0,211.0
0.01,400.0,0.25,2.0,3.0,1.0,0.542424,0.117151,0.042549,0.195267,0.282973,0.268049,,,,0.28,42.0,212.0
0.01,800.0,0.4,2.0,3.0,1.0,0.796017,0.185132,0.071257,0.130375,0.27186,0.264,,,,0.51,42.0,213.0
0.01,800.0,0.25,4.0,3.0,1.0,0.748928,0.148305,0.031018,0.144642,0.277936,0.269658,,,,0.34,42.0,214.0
0.01,800.0,0.25,2.0,6.0,1.0,0.946936,0.121023,0.007131,0.066496,0.282352,0.272962,,,,0.24,42.0,215.0
0.01,800.0,0.25,2.0,3.0,0.85,0.890052,0.114406,0.009792,0.095717,0.283413,0.272596,,,,0.4,42.0,216.0
0.0001,800.0,0.4,2.0,3.0,1.0,0.022438,-0.004066,-0.04356,0.285409,0.301775,0.279843,,,,0.2,42.0,217.0
0.1,800.0,0.4,2.0,3.0,1.0,0.999635,0.081902,-0.019998,0.005513,0.288567,0.276666,,,,0.23,42.0,218.0
0.01,400.0,0.4,2.0,3.0,1.0,0.594471,0.153987,0.054099,0.183826,0.277007,0.266427,,,,0.21,42.0,219.0
0.01,800.0,0.55,2.0,3.0,1.0,0.822854,0.126497,0.076319,0.121496,0.281471,0.263279,,,,0.42,42.0,220.0
0.01,800.0,0.4,4.0,3.0,1.0,0.787222,0.180847,0.044346,0.133156,0.272574,0.267797,,,,0.21,42.0,221.0
0.01,800.0,0.4,2.0,6.0,1.0,0.981129,0.107232,0.032205,0.039655,0.284558,0.269493,,,,0.26,42.0,222.0
0.01,800.0,0.4,2.0,3.0,0.85,0.935208,0.081841,-0.008308,0.073478,0.288577,0.275076,,,,0.83,42.0,223.0
0.0001,800.0,1.0,64.0,384.0,0.25,0.040563,0.003081,-0.036842,0.282751,0.300699,0.278941,,,,0.5,42.0,224.0
0.1,800.0,1.0,64.0,384.0,0.25,0.99975,0.052257,-0.079393,0.004565,0.293189,0.284607,,,,0.62,42.0,225.0
0.01,400.0,1.0,64.0,384.0,0.25,0.777254,0.116974,0.059722,0.136239,0.283002,0.265634,,,,0.27,42.0,226.0
0.01,800.0,0.85,64.0,384.0,0.25,0.877981,0.107389,0.071962,0.100835,0.284533,0.2639,,,,0.69,42.0,227.0
0.01,800.0,1.0,32.0,384.0,0.25,0.994864,0.071561,0.01212,0.020688,0.290188,0.272275,,,,1.18,42.0,228.0
0.01,800.0,1.0,64.0,192.0,0.25,0.930401,0.111109,0.058636,0.076155,0.28394,0.265787,,,,0.54,42.0,229.0
0.01,800.0,1.0,64.0,384.0,0.4,0.943083,0.128757,0.042589,0.068868,0.281107,0.268043,,,,0.79,42.0,230.0
0.0001,400.0,1.0,64.0,384.0,0.25,0.020264,-0.002954,-0.042361,0.285727,0.301608,0.279682,,,,0.23,42.0,231.0
0.1,400.0,1.0,64.0,384.0,0.25,0.99971,0.053266,-0.077073,0.004913,0.293033,0.284301,,,,0.28,42.0,232.0
0.01,200.0,1.0,64.0,384.0,0.25,0.567106,0.105674,0.054302,0.189927,0.284807,0.266399,,,,0.12,42.0,233.0
0.01,400.0,0.85,64.0,384.0,0.25,0.702906,0.126047,0.075803,0.157342,0.281544,0.263353,,,,0.22,42.0,234.0
0.01,400.0,1.0,32.0,384.0,0.25,0.947688,0.078351,0.024966,0.066023,0.289125,0.270499,,,,0.33,42.0,235.0
0.01,400.0,1.0,64.0,192.0,0.25,0.777254,0.116974,0.059722,0.136239,0.283002,0.265634,,,,0.26,42.0,236.0
0.01,400.0,1.0,64.0,384.0,0.4,0.788143,0.121604,0.046767,0.132867,0.282259,0.267458,,,,0.37,42.0,237.0
0.0001,800.0,0.85,64.0,384.0,0.25,0.032061,0.001084,-0.041003,0.284001,0.301,0.2795,,,,0.41,42.0,238.0
0.1,800.0,0.85,64.0,384.0,0.25,0.999749,0.079311,0.049797,0.004577,0.288974,0.267032,,,,0.48,42.0,239.0
0.01,800.0,0.7,64.0,384.0,0.25,0.787814,0.105165,0.064434,0.13297,0.284888,0.264968,,,,0.36,42.0,240.0
0.01,800.0,0.85,32.0,384.0,0.25,0.987315,0.091812,0.031083,0.032511,0.287005,0.269649,,,,0.58,42.0,241.0
0.01,800.0,0.85,64.0,192.0,0.25,0.877981,0.107389,0.071962,0.100835,0.284533,0.2639,,,,0.44,42.0,242.0
0.01,800.0,0.85,64.0,384.0,0.4,0.891789,0.126839,0.050201,0.094958,0.281416,0.266976,,,,0.6,42.0,243.0
0.0001,800.0,1.0,64.0,192.0,0.25,0.040563,0.003081,-0.036842,0.282751,0.300699,0.278941,,,,0.48,42.0,244.0
0.1,800.0,1.0,64.0,192.0,0.25,0.99975,0.052257,-0.079393,0.004565,0.293189,0.284607,,,,0.57,42.0,245.0
0.01,800.0,1.0,32.0,192.0,0.25,0.994864,0.071561,0.01212,0.020688,0.290188,0.272275,,,,0.69,42.0,246.0
0.01,800.0,1.0,64.0,96.0,0.25,0.930401,0.111109,0.058636,0.076155,0.28394,0.265787,,,,0.54,42.0,247.0
0.01,800.0,1.0,64.0,192.0,0.4,0.943083,0.128757,0.042589,0.068868,0.281107,0.268043,,,,0.83,42.0,248.0
0.0001,800.0,1.0,64.0,384.0,0.4,0.042761,0.00132,-0.035978,0.282427,0.300965,0.278825,,,,0.69,42.0,249.0
0.1,800.0,1.0,64.0,384.0,0.4,0.99975,0.092618,-0.021478,0.004565,0.286878,0.276867,,,,0.83,42.0,250.0
0.01,800.0,1.0,32.0,384.0,0.4,0.996213,0.02124,0.001629,0.017763,0.297948,0.273717,,,,1.16,42.0,251.0
0.01,800.0,1.0,64.0,384.0,0.55,0.949394,0.110852,0.029554,0.064938,0.283981,0.269862,,,,1.16,42.0,252.0
0.0001,800.0,1.0,64.0,384.0,1.0,0.02736,-0.001258,-0.042663,0.28469,0.301353,0.279723,,,,0.19,42.0,253.0
0.1,800.0,1.0,64.0,384.0,1.0,0.999698,0.044886,-0.000868,0.005016,0.294327,0.274059,,,,0.2,42.0,254.0
0.01,400.0,1.0,64.0,384.0,1.0,0.666607,0.124563,0.060124,0.166676,0.281783,0.265577,,,,0.11,42.0,255.0
0.01,800.0,0.85,64.0,384.0,1.0,0.791727,0.131092,0.06862,0.131739,0.28073,0.264374,,,,0.52,42.0,256.0
0.01,800.0,1.0,32.0,384.0,1.0,0.975923,0.14033,0.029008,0.044791,0.279234,0.269938,,,,0.27,42.0,257.0
0.01,800.0,1.0,64.0,192.0,1.0,0.851529,0.109574,0.061562,0.111229,0.284185,0.265374,,,,0.22,42.0,258.0
0.01,800.0,1.0,64.0,384.0,0.85,0.958935,0.088494,-0.009835,0.058497,0.287529,0.275284,,,,1.59,42.0,259.0
0.0001,400.0,1.0,64.0,384.0,1.0,0.013928,-0.005057,-0.045158,0.286649,0.301924,0.280057,,,,0.1,42.0,260.0
0.1,400.0,1.0,64.0,384.0,1.0,0.998112,0.051268,0.007065,0.012543,0.293342,0.272971,,,,0.1,42.0,261.0
0.01,200.0,1.0,64.0,384.0,1.0,0.456762,0.10456,0.035935,0.212761,0.284984,0.268973,,,,0.05,42.0,262.0
0.01,400.0,0.85,64.0,384.0,1.0,0.585143,0.135919,0.049559,0.185928,0.279949,0.267066,,,,0.11,42.0,263.0
0.01,400.0,1.0,32.0,384.0,1.0,0.874553,0.15729,0.026959,0.102241,0.276466,0.270222,,,,0.13,42.0,264.0
0.01,400.0,1.0,64.0,192.0,1.0,0.666607,0.124563,0.060124,0.166676,0.281783,0.265577,,,,0.11,42.0,265.0
0.01,400.0,1.0,64.0,384.0,0.85,0.827151,0.084154,0.012984,0.120013,0.288213,0.272156,,,,0.74,42.0,266.0
0.0001,800.0,0.85,64.0,384.0,1.0,0.022517,-0.00276,-0.043139,0.285398,0.301579,0.279787,,,,0.24,42.0,267.0
0.1,800.0,0.85,64.0,384.0,1.0,0.999393,0.081737,0.017119,0.007111,0.288593,0.271585,,,,0.24,42.0,268.0
0.01,800.0,0.7,64.0,384.0,1.0,0.716044,0.14377,0.096463,0.153823,0.278675,0.260393,,,,0.23,42.0,269.0
0.01,800.0,0.85,32.0,384.0,1.0,0.953588,0.144215,0.085594,0.062189,0.278602,0.261954,,,,0.25,42.0,270.0
0.01,800.0,0.85,64.0,192.0,1.0,0.791727,0.131092,0.06862,0.131739,0.28073,0.264374,,,,0.22,42.0,271.0
0.01,800.0,0.85,64.0,384.0,0.85,0.904498,0.106628,0.063305,0.089208,0.284655,0.265128,,,,1.05,42.0,272.0
0.0001,800.0,1.0,32.0,384.0,1.0,0.047766,0.001545,-0.040186,0.281688,0.300931,0.27939,,,,0.22,42.0,273.0
0.1,800.0,1.0,32.0,384.0,1.0,0.999749,0.112954,-0.046852,0.004572,0.283645,0.280284,,,,0.22,42.0,274.0
0.01,800.0,1.0,16.0,384.0,1.0,0.998217,0.133385,0.042751,0.012189,0.28036,0.268021,,,,0.25,42.0,275.0
0.01,800.0,1.0,32.0,192.0,1.0,0.975923,0.14033,0.029008,0.044791,0.279234,0.269938,,,,0.23,42.0,276.0
0.01,800.0,1.0,32.0,384.0,0.85,0.997365,0.037958,-0.011205,0.014817,0.295392,0.275471,,,,2.21,42.0,277.0
0.0001,800.0,1.0,64.0,192.0,1.0,0.02736,-0.001258,-0.042663,0.28469,0.301353,0.279723,,,,0.19,42.0,278.0
0.1,800.0,1.0,64.0,192.0,1.0,0.999698,0.044886,-0.000868,0.005016,0.294327,0.274059,,,,0.21,42.0,279.0
0.01,800.0,1.0,64.0,96.0,1.0,0.851529,0.109574,0.061562,0.111229,0.284185,0.265374,,,,0.2,42.0,280.0
0.01,800.0,1.0,64.0,192.0,0.85,0.958935,0.088494,-0.009835,0.058497,0.287529,0.275284,,,,1.56,42.0,281.0
0.0001,800.0,1.0,64.0,48.0,0.25,0.040563,0.003081,-0.036842,0.282751,0.300699,0.278941,,,,0.59,42.0,282.0
0.1,800.0,1.0,64.0,48.0,0.25,0.99975,0.052257,-0.079393,0.004565,0.293189,0.284607,,,,0.58,42.0,283.0
0.01,400.0,1.0,64.0,48.0,0.25,0.777254,0.116974,0.059722,0.136239,0.283002,0.265634,,,,0.3,42.0,284.0
0.01,800.0,0.85,64.0,48.0,0.25,0.877981,0.107389,0.071962,0.100835,0.284533,0.2639,,,,0.58,42.0,285.0
0.01,800.0,1.0,32.0,48.0,0.25,0.994864,0.071561,0.01212,0.020688,0.290188,0.272275,,,,0.69,42.0,286.0
0.01,800.0,1.0,64.0,24.0,0.25,0.930401,0.111109,0.058636,0.076155,0.28394,0.265787,,,,0.53,42.0,287.0
0.01,800.0,1.0,64.0,48.0,0.4,0.943083,0.128757,0.042589,0.068868,0.281107,0.268043,,,,0.78,42.0,288.0
0.0001,400.0,1.0,64.0,48.0,0.25,0.020264,-0.002954,-0.042361,0.285727,0.301608,0.279682,,,,0.23,42.0,289.0
0.1,400.0,1.0,64.0,48.0,0.25,0.99971,0.053266,-0.077073,0.004913,0.293033,0.284301,,,,0.32,42.0,290.0
0.01,200.0,1.0,64.0,48.0,0.25,0.567106,0.105674,0.054302,0.189927,0.284807,0.266399,,,,0.13,42.0,291.0
0.01,400.0,0.85,64.0,48.0,0.25,0.702906,0.126047,0.075803,0.157342,0.281544,0.263353,,,,0.22,42.0,292.0
0.01,400.0,1.0,32.0,48.0,0.25,0.947688,0.078351,0.024966,0.066023,0.289125,0.270499,,,,0.33,42.0,293.0
0.01,400.0,1.0,64.0,24.0,0.25,0.777254,0.116974,0.059722,0.136239,0.283002,0.265634,,,,0.26,42.0,294.0
0.01,400.0,1.0,64.0,96.0,0.25,0.777254,0.116974,0.059722,0.136239,0.283002,0.265634,,,,0.3,42.0,295.0
0.01,400.0,1.0,64.0,48.0,0.4,0.788143,0.121604,0.046767,0.132867,0.282259,0.267458,,,,0.37,42.0,296.0
0.0001,800.0,0.85,64.0,48.0,0.25,0.032061,0.001084,-0.041003,0.284001,0.301,0.2795,,,,0.42,42.0,297.0
0.1,800.0,0.85,64.0,48.0,0.25,0.999749,0.079311,0.049797,0.004577,0.288974,0.267032,,,,0.5,42.0,298.0
0.01,800.0,0.7,64.0,48.0,0.25,0.787814,0.105165,0.064434,0.13297,0.284888,0.264968,,,,0.36,42.0,299.0
0.01,800.0,0.85,32.0,48.0,0.25,0.987315,0.091812,0.031083,0.032511,0.287005,0.269649,,,,0.58,42.0,300.0
0.01,800.0,0.85,64.0,24.0,0.25,0.877981,0.107389,0.071962,0.100835,0.284533,0.2639,,,,0.44,42.0,301.0
0.01,800.0,0.85,64.0,96.0,0.25,0.877981,0.107389,0.071962,0.100835,0.284533,0.2639,,,,0.44,42.0,302.0
0.01,800.0,0.85,64.0,48.0,0.4,0.891789,0.126839,0.050201,0.094958,0.281416,0.266976,,,,0.6,42.0,303.0
0.0001,800.0,1.0,64.0,24.0,0.25,0.040563,0.003081,-0.036842,0.282751,0.300699,0.278941,,,,0.5,42.0,304.0
0.1,800.0,1.0,64.0,24.0,0.25,0.99975,0.052257,-0.079393,0.004565,0.293189,0.284607,,,,0.63,42.0,305.0
0.01,800.0,1.0,32.0,24.0,0.25,0.994864,0.071561,0.01212,0.020688,0.290188,0.272275,,,,0.74,42.0,306.0
0.01,800.0,1.0,64.0,12.0,0.25,0.929959,0.11301,0.061578,0.076396,0.283636,0.265372,,,,0.54,42.0,307.0
0.01,800.0,1.0,64.0,24.0,0.4,0.943083,0.128757,0.042589,0.068868,0.281107,0.268043,,,,0.78,42.0,308.0
0.0001,800.0,1.0,64.0,48.0,0.4,0.042761,0.00132,-0.035978,0.282427,0.300965,0.278825,,,,0.68,42.0,309.0
0.1,800.0,1.0,64.0,48.0,0.4,0.99975,0.092618,-0.021478,0.004565,0.286878,0.276867,,,,0.87,42.0,310.0
0.01,800.0,1.0,32.0,48.0,0.4,0.996213,0.02124,0.001629,0.017763,0.297948,0.273717,,,,1.11,42.0,311.0
0.01,800.0,1.0,64.0,96.0,0.4,0.943083,0.128757,0.042589,0.068868,0.281107,0.268043,,,,1.04,42.0,312.0
0.01,800.0,1.0,64.0,48.0,0.55,0.949394,0.110852,0.029554,0.064938,0.283981,0.269862,,,,1.34,42.0,313.0
0.0001,800.0,0.25,2.0,384.0,0.25,0.048671,0.003233,-0.039506,0.281554,0.300676,0.279299,,,,0.37,42.0,314.0
0.1,800.0,0.25,2.0,384.0,0.25,0.999702,-0.176791,-0.185499,0.004983,0.326702,0.298268,,,,0.65,42.0,315.0
0.01,400.0,0.25,2.0,384.0,0.25,0.85563,0.110382,0.012766,0.109682,0.284056,0.272186,,,,0.19,42.0,316.0
0.01,800.0,0.4,2.0,384.0,0.25,0.996574,0.088716,0.017868,0.016895,0.287494,0.271482,,,,0.72,42.0,317.0
0.01,800.0,0.25,4.0,384.0,0.25,0.959012,0.100204,-0.001389,0.058442,0.285676,0.27413,,,,0.55,42.0,318.0
0.01,800.0,0.25,2.0,192.0,0.25,0.966898,0.108586,-0.040365,0.05252,0.284342,0.279414,,,,0.37,42.0,319.0
0.01,800.0,0.25,2.0,384.0,0.4,0.964434,0.113442,0.02105,0.054439,0.283567,0.271042,,,,0.5,42.0,320.0
0.0001,400.0,0.25,2.0,384.0,0.25,0.024434,-0.002946,-0.043707,0.285118,0.301607,0.279863,,,,0.16,42.0,321.0
0.1,400.0,0.25,2.0,384.0,0.25,0.999668,-0.174447,-0.181402,0.005257,0.326376,0.297752,,,,0.2,42.0,322.0
0.01,200.0,0.25,2.0,384.0,0.25,0.646421,0.093104,0.025636,0.171648,0.286801,0.270406,,,,0.11,42.0,323.0
0.01,400.0,0.4,2.0,384.0,0.25,0.955838,0.077178,0.037323,0.060662,0.289308,0.268779,,,,0.29,42.0,324.0
0.01,400.0,0.25,4.0,384.0,0.25,0.837255,0.084262,0.023107,0.116453,0.288196,0.270757,,,,0.17,42.0,325.0
0.01,400.0,0.25,2.0,192.0,0.25,0.85563,0.110382,0.012766,0.109682,0.284056,0.272186,,,,0.19,42.0,326.0
0.01,400.0,0.25,2.0,384.0,0.4,0.850458,0.103555,0.060709,0.111629,0.285144,0.265495,,,,0.46,42.0,327.0
0.0001,800.0,0.25,2.0,192.0,0.25,0.048671,0.003233,-0.039506,0.281554,0.300676,0.279299,,,,0.38,42.0,328.0
0.1,800.0,0.25,2.0,192.0,0.25,0.999702,-0.176791,-0.185499,0.004983,0.326702,0.298268,,,,0.45,42.0,329.0
0.01,800.0,0.4,2.0,192.0,0.25,0.996574,0.088716,0.017868,0.016895,0.287494,0.271482,,,,0.62,42.0,330.0
0.01,800.0,0.25,4.0,192.0,0.25,0.959012,0.100204,-0.001389,0.058442,0.285676,0.27413,,,,0.33,42.0,331.0
0.01,800.0,0.25,2.0,96.0,0.25,0.966898,0.108586,-0.040365,0.05252,0.284342,0.279414,,,,0.69,42.0,332.0
0.01,800.0,0.25,2.0,192.0,0.4,0.964434,0.113442,0.02105,0.054439,0.283567,0.271042,,,,0.44,42.0,333.0
0.0001,800.0,0.25,2.0,384.0,0.4,0.048657,0.002448,-0.037867,0.281556,0.300794,0.279079,,,,0.47,42.0,334.0
0.1,800.0,0.25,2.0,384.0,0.4,0.999683,-0.187595,-0.463194,0.005143,0.328198,0.331365,,,,0.81,42.0,335.0
0.01,800.0,0.4,2.0,384.0,0.4,0.996218,0.109657,0.03484,0.017753,0.284172,0.269126,,,,0.69,42.0,336.0
0.01,800.0,0.25,4.0,384.0,0.4,0.955505,0.106359,0.023662,0.060891,0.284697,0.27068,,,,0.65,42.0,337.0
0.01,800.0,0.25,2.0,384.0,0.55,0.962928,0.097932,0.017174,0.05558,0.286037,0.271578,,,,0.49,42.0,338.0
0.0001,800.0,1.0,64.0,3.0,0.25,0.032479,0.001759,-0.039617,0.28394,0.300898,0.279314,,,,0.43,42.0,339.0
0.1,800.0,1.0,64.0,3.0,0.25,0.999665,0.061007,-0.031591,0.005286,0.291832,0.278234,,,,0.44,42.0,340.0
0.01,400.0,1.0,64.0,3.0,0.25,0.644658,0.129328,0.0618,0.172076,0.281015,0.265341,,,,0.29,42.0,341.0
0.01,800.0,0.85,64.0,3.0,0.25,0.792659,0.109081,0.075103,0.131443,0.284264,0.263453,,,,0.64,42.0,342.0
0.01,800.0,1.0,32.0,3.0,0.25,0.879459,0.11573,0.038267,0.100222,0.283201,0.268648,,,,0.49,42.0,343.0
0.01,800.0,1.0,64.0,6.0,0.25,0.918791,0.108451,0.053579,0.082262,0.284364,0.266501,,,,0.6,42.0,344.0
0.01,800.0,1.0,64.0,3.0,0.4,0.825679,0.13707,0.06126,0.120523,0.279763,0.265417,,,,0.75,42.0,345.0
0.0001,800.0,1.0,64.0,3.0,0.4,0.034958,0.000721,-0.039565,0.283576,0.301055,0.279307,,,,0.65,42.0,346.0
0.1,800.0,1.0,64.0,3.0,0.4,0.999689,0.063682,0.016978,0.005089,0.291416,0.271605,,,,0.78,42.0,347.0
0.01,400.0,1.0,64.0,3.0,0.4,0.655534,0.138435,0.057674,0.169422,0.279541,0.265923,,,,0.35,42.0,348.0
0.01,800.0,0.85,64.0,3.0,0.4,0.808512,0.130547,0.070482,0.126319,0.280818,0.26411,,,,0.6,42.0,349.0
0.01,800.0,1.0,32.0,3.0,0.4,0.890983,0.10605,0.048814,0.095311,0.284747,0.26717,,,,0.71,42.0,350.0
0.01,800.0,1.0,64.0,6.0,0.4,0.926842,0.121273,0.031011,0.078078,0.282312,0.269659,,,,0.91,42.0,351.0
0.01,800.0,1.0,64.0,3.0,0.55,0.834825,0.115679,0.077301,0.117319,0.283209,0.263139,,,,1.03,42.0,352.0
0.0001,800.0,1.0,2.0,384.0,1.0,0.147826,0.010912,-0.03214,0.266477,0.299516,0.278308,,,,0.44,42.0,353.0
0.1,800.0,1.0,2.0,384.0,1.0,0.99975,0.080133,-0.096093,0.004565,0.288845,0.2868,,,,0.3,42.0,354.0
0.01,400.0,1.0,2.0,384.0,1.0,0.999428,0.14381,-0.004347,0.006905,0.278668,0.274535,,,,0.19,42.0,355.0
0.01,800.0,0.85,2.0,384.0,1.0,0.999749,0.141437,0.030514,0.004577,0.279054,0.269728,,,,0.33,42.0,356.0
0.01,800.0,1.0,4.0,384.0,1.0,0.99972,0.149734,0.040467,0.004833,0.277702,0.26834,,,,0.4,42.0,357.0
0.01,800.0,1.0,2.0,192.0,1.0,0.99975,0.143634,-0.005107,0.004566,0.278697,0.274639,,,,0.43,42.0,358.0
0.01,800.0,1.0,2.0,384.0,0.85,0.99975,-0.373135,-0.093231,0.004566,0.352906,0.286426,,,,3.52,42.0,359.0
0.0001,400.0,1.0,2.0,384.0,1.0,0.076868,0.001515,-0.040008,0.27735,0.300935,0.279366,,,,0.19,42.0,360.0
0.1,400.0,1.0,2.0,384.0,1.0,0.99975,0.080133,-0.096093,0.004565,0.288845,0.2868,,,,0.21,42.0,361.0
0.01,200.0,1.0,2.0,384.0,1.0,0.981804,0.139551,-0.001366,0.038939,0.27936,0.274127,,,,0.15,42.0,362.0
0.01,400.0,0.85,2.0,384.0,1.0,0.998794,0.141191,0.032513,0.010023,0.279094,0.26945,,,,0.25,42.0,363.0
0.01,400.0,1.0,4.0,384.0,1.0,0.998748,0.150194,0.043612,0.010216,0.277627,0.2679,,,,0.24,42.0,364.0
0.01,400.0,1.0,2.0,192.0,1.0,0.999428,0.14381,-0.004347,0.006905,0.278668,0.274535,,,,0.21,42.0,365.0
0.01,400.0,1.0,2.0,384.0,0.85,0.999428,-0.359729,-0.083215,0.006905,0.351179,0.285111,,,,1.79,42.0,366.0
0.0001,800.0,0.85,2.0,384.0,1.0,0.130485,0.007552,-0.03477,0.269175,0.300024,0.278662,,,,0.36,42.0,367.0
0.1,800.0,0.85,2.0,384.0,1.0,0.99975,0.054662,0.019836,0.004568,0.292817,0.27121,,,,0.45,42.0,368.0
0.01,800.0,0.7,2.0,384.0,1.0,0.999735,0.141789,-0.00135,0.004701,0.278997,0.274125,,,,0.3,42.0,369.0
0.01,800.0,0.85,4.0,384.0,1.0,0.999675,0.126517,0.038744,0.005201,0.281468,0.268581,,,,0.35,42.0,370.0
0.01,800.0,0.85,2.0,192.0,1.0,0.999749,0.141437,0.030514,0.004577,0.279054,0.269728,,,,0.41,42.0,371.0
0.01,800.0,0.85,2.0,384.0,0.85,0.999748,0.084301,-0.026397,0.00458,0.28819,0.277532,,,,3.22,42.0,372.0
0.0001,800.0,1.0,4.0,384.0,1.0,0.132726,0.010364,-0.033769,0.268828,0.299599,0.278527,,,,0.37,42.0,373.0
0.1,800.0,1.0,4.0,384.0,1.0,0.99975,0.161577,0.072917,0.004565,0.275762,0.263764,,,,0.38,42.0,374.0
0.01,800.0,1.0,8.0,384.0,1.0,0.999645,0.147765,0.065737,0.005439,0.278024,0.264783,,,,0.34,42.0,375.0
0.01,800.0,1.0,4.0,192.0,1.0,0.99972,0.149734,0.040467,0.004833,0.277702,0.26834,,,,0.35,42.0,376.0
0.01,800.0,1.0,4.0,384.0,0.85,0.99975,-0.263389,-0.089124,0.004567,0.338509,0.285887,,,,3.29,42.0,377.0
0.0001,800.0,1.0,2.0,192.0,1.0,0.147826,0.010912,-0.03214,0.266477,0.299516,0.278308,,,,0.48,42.0,378.0
0.1,800.0,1.0,2.0,192.0,1.0,0.99975,0.080133,-0.096093,0.004565,0.288845,0.2868,,,,0.3,42.0,379.0
0.01,800.0,1.0,2.0,96.0,1.0,0.99975,0.143634,-0.005107,0.004566,0.278697,0.274639,,,,0.32,42.0,380.0
0.01,800.0,1.0,2.0,192.0,0.85,0.99975,-0.373135,-0.093231,0.004566,0.352906,0.286426,,,,3.06,42.0,381.0
0.0001,800.0,1.0,64.0,48.0,1.0,0.02736,-0.001258,-0.042663,0.28469,0.301353,0.279723,,,,0.19,42.0,382.0
0.1,800.0,1.0,64.0,48.0,1.0,0.999698,0.044886,-0.000868,0.005016,0.294327,0.274059,,,,0.19,42.0,383.0
