n_estimators,max_depth,subsample,colsample_bytree,gamma,eta,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,Precedence
25.0,24.0,0.4,1.0,0.1,0.0001,0.001729,-0.010403,-0.052708,0.288417,0.302726,0.281067,,,,4.02,19260817.0,-1.0,29.0
800.0,24.0,0.4,1.0,0.1,0.0001,0.053056,0.000515,-0.044043,0.280904,0.301086,0.279908,,,,47.1,19260817.0,-1.0,30.0
800.0,24.0,0.4,1.0,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.79,19260817.0,-1.0,31.0
25.0,192.0,0.4,0.4,1e-08,10.0,-9.842097882729755e+43,-9.01093534564539e+43,-1.089921648937458e+44,2.8637824272460153e+21,2.858821393773922e+21,2.859917273079462e+21,,,,0.49,19260817.0,-1.0,32.0
25.0,24.0,0.4,0.4,0.1,0.0001,0.00166,-0.010737,-0.053012,0.288427,0.302776,0.281108,,,,0.41,19260817.0,-1.0,33.0
25.0,24.0,0.4,0.4,1e-08,10.0,-9.842097882729755e+43,-9.01093534564539e+43,-1.089921648937458e+44,2.8637824272460153e+21,2.858821393773922e+21,2.859917273079462e+21,,,,0.55,19260817.0,-1.0,34.0
25.0,24.0,0.4,1.0,1e-08,10.0,-9.378345012616397e+42,-8.412972077755326e+42,-1.0462156293379363e+43,8.840142844939654e+20,8.735279598275344e+20,8.860667363153923e+20,,,,1.55,19260817.0,-1.0,35.0
800.0,24.0,1.0,1.0,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20.86,19260817.0,-1.0,36.0
800.0,3.0,1.0,1.0,1e-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24.01,19260817.0,-1.0,37.0
800.0,24.0,1.0,1.0,1e-08,0.0001,0.124234,0.00551,-0.011122,0.270141,0.300333,0.275459,,,,225.6,19260817.0,-1.0,38.0
25.0,3.0,0.4,1.0,0.1,0.0001,0.001257,-0.010593,-0.05272,0.288485,0.302754,0.281068,,,,2.29,19260817.0,-1.0,39.0
800.0,192.0,1.0,0.4,1e-08,0.0001,0.122049,0.005133,-0.030258,0.270478,0.300389,0.278054,,,,196.18,19260817.0,-1.0,40.0
800.0,24.0,0.4,1.0,1e-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24.41,19260817.0,-1.0,41.0
25.0,192.0,0.4,0.4,0.1,0.0001,0.00166,-0.010737,-0.053012,0.288427,0.302776,0.281108,,,,4.53,19260817.0,-1.0,42.0
800.0,192.0,1.0,1.0,1e-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,32.01,19260817.0,-1.0,43.0
25.0,3.0,1.0,0.4,0.1,10.0,-1.4286532028996985e+45,-1.3125621019961732e+45,-1.586393910766029e+45,1.091087522967647e+22,1.091093621593082e+22,1.0910919419023837e+22,,,,1.44,19260817.0,-1.0,44.0
25.0,192.0,0.4,1.0,0.1,0.0001,0.001729,-0.010403,-0.052708,0.288417,0.302726,0.281067,,,,4.59,19260817.0,-1.0,45.0
25.0,192.0,1.0,0.4,0.1,10.0,-4.847401451732392e+41,-4.841063840767077e+41,-5.195327286478596e+41,2.0097899684025195e+20,2.095426787729605e+20,1.974523410060501e+20,,,,8.25,19260817.0,-1.0,46.0
800.0,192.0,1.0,1.0,1e-08,0.0001,0.124234,0.00551,-0.011122,0.270141,0.300333,0.275459,,,,192.02,19260817.0,-1.0,47.0
25.0,24.0,0.4,1.0,0.1,10.0,-5.483833024689386e+44,-5.0453149616547216e+44,-6.094890241267157e+44,6.759869177480627e+21,6.764663968860586e+21,6.762990475926381e+21,,,,1.14,19260817.0,-1.0,48.0
800.0,192.0,0.4,0.4,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.53,19260817.0,-1.0,49.0
800.0,192.0,0.4,1.0,1e-08,0.0001,0.057002,0.001547,-0.043544,0.280318,0.30093,0.279841,,,,85.58,19260817.0,-1.0,50.0
800.0,24.0,1.0,0.4,1e-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,13.68,19260817.0,-1.0,51.0
25.0,192.0,1.0,1.0,1e-08,10.0,-1.5960605056847342e+44,-1.4711469546393445e+44,-1.77807183981231e+44,3.646874813074634e+21,3.652835502963049e+21,3.652838598277183e+21,,,,3.95,19260817.0,-1.0,52.0
25.0,3.0,1.0,1.0,1e-08,10.0,-1.8592670014223335e+45,-1.7082234381308105e+45,-2.0649206765848067e+45,1.2447067955120635e+22,1.2447279020004195e+22,1.2448227529149062e+22,,,,0.15,19260817.0,-1.0,53.0
800.0,24.0,0.4,0.4,0.1,0.0001,0.050913,-0.001728,-0.045761,0.281222,0.301423,0.280138,,,,59.97,19260817.0,-1.0,54.0
800.0,3.0,0.4,0.4,0.1,0.0001,0.035294,-0.004179,-0.047418,0.283527,0.301792,0.28036,,,,49.41,19260817.0,-1.0,55.0
25.0,192.0,0.4,0.4,1e-08,0.0001,0.001798,-0.010707,-0.052995,0.288407,0.302771,0.281105,,,,3.79,19260817.0,-1.0,56.0
25.0,3.0,1.0,0.4,1e-08,10.0,-1.4286532028996985e+45,-1.3125621019961732e+45,-1.586393910766029e+45,1.091087522967647e+22,1.091093621593082e+22,1.0910919419023837e+22,,,,1.33,19260817.0,-1.0,57.0
25.0,3.0,0.4,0.4,1e-08,10.0,-1.4173385585403262e+44,-1.3031627191230155e+44,-1.5745213336993312e+44,3.436631614673177e+21,3.4379646768665036e+21,3.437400263886386e+21,,,,1.6,19260817.0,-1.0,58.0
800.0,3.0,1.0,0.4,0.1,0.0001,0.043651,-0.005643,-0.041005,0.282296,0.302012,0.2795,,,,58.44,19260817.0,-1.0,59.0
800.0,192.0,0.4,1.0,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24.94,19260817.0,-1.0,60.0
25.0,24.0,1.0,1.0,0.1,0.0001,0.003792,-0.01042,-0.051379,0.288119,0.302728,0.280889,,,,6.63,19260817.0,-1.0,61.0
25.0,192.0,0.4,1.0,1e-08,10.0,-9.378345012616397e+42,-8.412972077755326e+42,-1.0462156293379363e+43,8.840142844939654e+20,8.735279598275344e+20,8.860667363153923e+20,,,,3.19,19260817.0,-1.0,62.0
800.0,24.0,1.0,0.4,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,28.86,19260817.0,-1.0,63.0
25.0,3.0,1.0,1.0,0.1,10.0,-1.8415649915324703e+45,-1.6919594087250347e+45,-2.045262919707917e+45,1.2387672212282326e+22,1.2387881905758967e+22,1.2388833139484808e+22,,,,1.5,19260817.0,-1.0,64.0
800.0,24.0,1.0,1.0,1e-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,28.51,19260817.0,-1.0,65.0
25.0,192.0,1.0,0.4,1e-08,0.0001,0.003957,-0.010651,-0.051921,0.288095,0.302763,0.280962,,,,7.25,19260817.0,-1.0,66.0
800.0,3.0,1.0,1.0,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22.52,19260817.0,-1.0,67.0
800.0,3.0,1.0,1.0,0.1,0.0001,0.04709,-0.015689,-0.0274,0.281788,0.303517,0.277668,,,,59.64,19260817.0,-1.0,68.0
800.0,3.0,0.4,1.0,0.1,0.0001,0.040208,-0.00212,-0.045646,0.282803,0.301482,0.280123,,,,27.11,19260817.0,-1.0,69.0
800.0,3.0,0.4,0.4,1e-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.85,19260817.0,-1.0,70.0
800.0,192.0,1.0,1.0,0.1,0.0001,0.117038,-0.001304,-0.022227,0.271248,0.30136,0.276968,,,,139.47,19260817.0,-1.0,71.0
25.0,24.0,1.0,1.0,1e-08,0.0001,0.004067,-0.01036,-0.051264,0.288079,0.302719,0.280874,,,,5.7,19260817.0,-1.0,72.0
25.0,3.0,0.4,1.0,1e-08,10.0,-4.040575095931538e+45,-3.712933128133233e+45,-4.488112804007962e+45,1.8349226909197566e+22,1.8351038669434395e+22,1.8352182241698666e+22,,,,1.3,19260817.0,-1.0,73.0
25.0,3.0,1.0,1.0,1e-08,0.0001,0.001483,-0.010858,-0.052166,0.288452,0.302794,0.280995,,,,1.52,19260817.0,-1.0,74.0
25.0,3.0,0.4,0.4,1e-08,0.0001,0.001187,-0.010777,-0.053076,0.288495,0.302782,0.281116,,,,1.75,19260817.0,-1.0,75.0
800.0,192.0,0.4,1.0,1e-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,25.33,19260817.0,-1.0,76.0
800.0,192.0,1.0,1.0,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,27.33,19260817.0,-1.0,77.0
800.0,3.0,1.0,0.4,1e-08,0.0001,0.044066,-0.005616,-0.041173,0.282234,0.302008,0.279523,,,,57.64,19260817.0,-1.0,78.0
800.0,24.0,0.4,0.4,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24.34,19260817.0,-1.0,79.0
25.0,24.0,1.0,0.4,1e-08,0.0001,0.003957,-0.010651,-0.051921,0.288095,0.302763,0.280962,,,,6.92,19260817.0,-1.0,80.0
800.0,192.0,0.4,1.0,0.1,0.0001,0.053056,0.000515,-0.044043,0.280904,0.301086,0.279908,,,,97.75,19260817.0,-1.0,81.0
25.0,3.0,0.4,1.0,0.1,10.0,-3.996384421940095e+45,-3.6729189891531163e+45,-4.4365700470788784e+45,1.8248610790943075e+22,1.825188658364611e+22,1.8246497110065634e+22,,,,0.07,19260817.0,-1.0,82.0
800.0,3.0,1.0,1.0,1e-08,0.0001,0.04742,-0.015427,-0.027089,0.281739,0.303478,0.277626,,,,42.71,19260817.0,-1.0,83.0
25.0,24.0,1.0,1.0,0.1,10.0,-1.7762958152176763e+44,-1.6385392462303734e+44,-1.9739204930774975e+44,3.847280277847313e+21,3.855054397946121e+21,3.8487584836332495e+21,,,,6.07,19260817.0,-1.0,84.0
800.0,192.0,1.0,0.4,0.1,0.0001,0.112966,0.004308,-0.032166,0.271873,0.300514,0.278311,,,,137.8,19260817.0,-1.0,85.0
25.0,3.0,1.0,1.0,0.1,0.0001,0.001473,-0.010858,-0.052166,0.288454,0.302794,0.280995,,,,1.75,19260817.0,-1.0,86.0
800.0,192.0,0.4,0.4,1e-08,0.0001,0.055227,-0.001359,-0.045019,0.280582,0.301368,0.280039,,,,115.85,19260817.0,-1.0,87.0
800.0,3.0,1.0,0.4,1e-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24.07,19260817.0,-1.0,88.0
25.0,3.0,1.0,0.4,0.1,0.0001,0.001289,-0.010963,-0.052553,0.28848,0.30281,0.281046,,,,1.84,19260817.0,-1.0,89.0
25.0,3.0,0.4,0.4,0.1,10.0,-3.0748029731166002e+44,-2.8240609281702225e+44,-3.413191101572967e+44,5.061798188437015e+21,5.061032401922134e+21,5.060997626479829e+21,,,,1.5,19260817.0,-1.0,90.0
800.0,192.0,0.4,0.4,0.1,0.0001,0.050913,-0.001728,-0.045761,0.281222,0.301423,0.280138,,,,121.46,19260817.0,-1.0,91.0
800.0,24.0,1.0,0.4,1e-08,0.0001,0.122049,0.005133,-0.030258,0.270478,0.300389,0.278054,,,,213.6,19260817.0,-1.0,92.0
25.0,192.0,1.0,0.4,0.1,0.0001,0.003664,-0.010706,-0.051986,0.288137,0.302771,0.280971,,,,8.05,19260817.0,-1.0,93.0
200.0,24.0,0.7,0.7,0.0001,0.1,0.999893,0.082645,0.156721,0.002984,0.28845,0.25156,,,,48.59,19260817.0,-1.0,94.0
25.0,192.0,1.0,1.0,0.1,10.0,-1.7762958152176763e+44,-1.6385392462303734e+44,-1.9739204930774975e+44,3.847280277847313e+21,3.855054397946121e+21,3.8487584836332495e+21,,,,5.35,19260817.0,-1.0,95.0
800.0,24.0,0.4,0.4,1e-08,0.0001,0.055227,-0.001359,-0.045019,0.280582,0.301368,0.280039,,,,77.58,19260817.0,-1.0,96.0
100.0,24.0,0.7,0.7,0.0001,0.1,0.999796,0.082838,0.155559,0.004122,0.28842,0.251733,,,,17.24,19260817.0,-1.0,97.0
400.0,24.0,0.7,0.7,0.0001,0.1,0.999899,0.082896,0.156854,0.002908,0.288411,0.25154,,,,48.14,19260817.0,-1.0,98.0
200.0,12.0,0.7,0.7,0.0001,0.1,0.99989,0.131647,0.153994,0.003021,0.28064,0.251966,,,,45.88,19260817.0,-1.0,99.0
200.0,48.0,0.7,0.7,0.0001,0.1,0.999893,0.082645,0.156721,0.002984,0.28845,0.25156,,,,47.41,19260817.0,-1.0,100.0
200.0,24.0,0.55,0.7,0.0001,0.1,0.999882,0.119819,0.122789,0.003131,0.282545,0.256571,,,,39.46,19260817.0,-1.0,101.0
200.0,24.0,0.85,0.7,0.0001,0.1,0.999892,0.073605,0.134535,0.002994,0.289868,0.254848,,,,49.13,19260817.0,-1.0,102.0
200.0,24.0,0.7,0.55,0.0001,0.1,0.999896,0.047024,0.07436,0.00295,0.293997,0.263558,,,,44.3,19260817.0,-1.0,103.0
200.0,24.0,0.7,0.85,0.0001,0.1,0.999888,0.122577,0.122584,0.003056,0.282102,0.256601,,,,21.23,19260817.0,-1.0,104.0
200.0,24.0,0.7,0.7,1e-06,0.1,0.99999,0.026959,0.098218,0.000908,0.297076,0.26014,,,,3.97,19260817.0,-1.0,105.0
200.0,24.0,0.7,0.7,0.01,0.1,0.989974,0.035642,-0.007105,0.028904,0.295748,0.274912,,,,33.78,19260817.0,-1.0,106.0
200.0,24.0,0.7,0.7,0.0001,0.01,0.90287,0.056746,0.048891,0.089965,0.292494,0.26716,,,,3.85,19260817.0,-1.0,107.0
200.0,24.0,0.7,0.7,0.0001,1.0,0.999919,-0.63691,-1.316752,0.002603,0.385314,0.416961,,,,2.53,19260817.0,-1.0,108.0
50.0,24.0,0.7,0.7,0.0001,0.1,0.994514,0.088303,0.149783,0.02138,0.287559,0.252593,,,,1.0,19260817.0,-1.0,109.0
100.0,12.0,0.7,0.7,0.0001,0.1,0.999798,0.131629,0.152533,0.004102,0.280643,0.252184,,,,2.54,19260817.0,-1.0,110.0
100.0,48.0,0.7,0.7,0.0001,0.1,0.999796,0.082838,0.155559,0.004122,0.28842,0.251733,,,,2.91,19260817.0,-1.0,111.0
100.0,24.0,0.55,0.7,0.0001,0.1,0.99908,0.120193,0.124638,0.008757,0.282485,0.256301,,,,1.85,19260817.0,-1.0,112.0
100.0,24.0,0.85,0.7,0.0001,0.1,0.999871,0.073322,0.134647,0.003273,0.289912,0.254831,,,,2.76,19260817.0,-1.0,113.0
100.0,24.0,0.7,0.55,0.0001,0.1,0.999793,0.04775,0.074051,0.004151,0.293885,0.263602,,,,2.81,19260817.0,-1.0,114.0
100.0,24.0,0.7,0.85,0.0001,0.1,0.999749,0.122121,0.123117,0.004575,0.282176,0.256523,,,,2.33,19260817.0,-1.0,115.0
100.0,24.0,0.7,0.7,1e-06,0.1,0.999907,0.025994,0.097797,0.002787,0.297223,0.2602,,,,2.05,19260817.0,-1.0,116.0
100.0,24.0,0.7,0.7,0.01,0.1,0.987967,0.041409,-0.003638,0.031665,0.294862,0.274438,,,,2.26,19260817.0,-1.0,117.0
100.0,24.0,0.7,0.7,0.0001,0.01,0.696912,0.055304,0.032378,0.158921,0.292717,0.269469,,,,2.13,19260817.0,-1.0,118.0
100.0,24.0,0.7,0.7,0.0001,1.0,0.999911,-0.636917,-1.320231,0.002728,0.385315,0.417274,,,,1.66,19260817.0,-1.0,119.0
800.0,24.0,0.7,0.7,0.0001,0.1,0.999913,0.082991,0.15718,0.002697,0.288396,0.251492,,,,15.79,19260817.0,-1.0,120.0
400.0,12.0,0.7,0.7,0.0001,0.1,0.999901,0.1316,0.154376,0.002876,0.280648,0.251909,,,,6.76,19260817.0,-1.0,121.0
400.0,48.0,0.7,0.7,0.0001,0.1,0.999899,0.082896,0.156854,0.002908,0.288411,0.25154,,,,6.91,19260817.0,-1.0,122.0
400.0,24.0,0.55,0.7,0.0001,0.1,0.999898,0.12021,0.123764,0.002913,0.282483,0.256429,,,,5.55,19260817.0,-1.0,123.0
400.0,24.0,0.85,0.7,0.0001,0.1,0.999904,0.07349,0.134237,0.002821,0.289886,0.254891,,,,5.9,19260817.0,-1.0,124.0
400.0,24.0,0.7,0.55,0.0001,0.1,0.999901,0.046853,0.074274,0.002867,0.294023,0.263571,,,,5.81,19260817.0,-1.0,125.0
400.0,24.0,0.7,0.85,0.0001,0.1,0.999907,0.122151,0.123134,0.002777,0.282171,0.256521,,,,5.98,19260817.0,-1.0,126.0
400.0,24.0,0.7,0.7,1e-06,0.1,0.99999,0.027485,0.097921,0.000896,0.296996,0.260183,,,,2.97,19260817.0,-1.0,127.0
400.0,24.0,0.7,0.7,0.01,0.1,0.990481,0.034291,-0.008681,0.028165,0.295955,0.275127,,,,6.54,19260817.0,-1.0,128.0
400.0,24.0,0.7,0.7,0.0001,0.01,0.988271,0.039894,0.057966,0.031262,0.295095,0.265882,,,,5.59,19260817.0,-1.0,129.0
400.0,24.0,0.7,0.7,0.0001,1.0,0.999924,-0.637287,-1.318494,0.002517,0.385358,0.417118,,,,5.66,19260817.0,-1.0,130.0
200.0,6.0,0.7,0.7,0.0001,0.1,0.99989,0.072242,0.094396,0.003028,0.290081,0.26069,,,,2.05,19260817.0,-1.0,131.0
200.0,12.0,0.55,0.7,0.0001,0.1,0.999875,0.103521,0.110601,0.003233,0.285149,0.258347,,,,2.84,19260817.0,-1.0,132.0
200.0,12.0,0.85,0.7,0.0001,0.1,0.999895,0.067722,0.149376,0.002959,0.290787,0.252653,,,,3.46,19260817.0,-1.0,133.0
200.0,12.0,0.7,0.55,0.0001,0.1,0.999896,0.047024,0.07436,0.00295,0.293997,0.263558,,,,3.29,19260817.0,-1.0,134.0
200.0,12.0,0.7,0.85,0.0001,0.1,0.999896,0.118942,0.142931,0.002944,0.282686,0.253608,,,,2.27,19260817.0,-1.0,135.0
200.0,12.0,0.7,0.7,1e-06,0.1,0.99999,0.047374,0.138975,0.000903,0.293943,0.254193,,,,1.76,19260817.0,-1.0,136.0
200.0,12.0,0.7,0.7,0.01,0.1,0.989974,0.035642,-0.007105,0.028904,0.295748,0.274912,,,,2.46,19260817.0,-1.0,137.0
200.0,12.0,0.7,0.7,0.0001,0.01,0.902737,0.063808,0.043702,0.090027,0.291397,0.267887,,,,2.29,19260817.0,-1.0,138.0
200.0,12.0,0.7,0.7,0.0001,1.0,0.999926,-0.580729,-1.640624,0.002475,0.378644,0.445153,,,,2.38,19260817.0,-1.0,139.0
200.0,96.0,0.7,0.7,0.0001,0.1,0.999893,0.082645,0.156721,0.002984,0.28845,0.25156,,,,2.33,19260817.0,-1.0,140.0
200.0,48.0,0.55,0.7,0.0001,0.1,0.999882,0.119819,0.122789,0.003131,0.282545,0.256571,,,,2.08,19260817.0,-1.0,141.0
200.0,48.0,0.85,0.7,0.0001,0.1,0.999892,0.073605,0.134535,0.002994,0.289868,0.254848,,,,2.45,19260817.0,-1.0,142.0
200.0,48.0,0.7,0.55,0.0001,0.1,0.999896,0.047024,0.07436,0.00295,0.293997,0.263558,,,,2.49,19260817.0,-1.0,143.0
200.0,48.0,0.7,0.85,0.0001,0.1,0.999888,0.122577,0.122584,0.003056,0.282102,0.256601,,,,2.3,19260817.0,-1.0,144.0
200.0,48.0,0.7,0.7,1e-06,0.1,0.99999,0.026959,0.098218,0.000908,0.297076,0.26014,,,,1.84,19260817.0,-1.0,145.0
200.0,48.0,0.7,0.7,0.01,0.1,0.989974,0.035642,-0.007105,0.028904,0.295748,0.274912,,,,2.47,19260817.0,-1.0,146.0
200.0,48.0,0.7,0.7,0.0001,0.01,0.90287,0.056746,0.048891,0.089965,0.292494,0.26716,,,,2.25,19260817.0,-1.0,147.0
200.0,48.0,0.7,0.7,0.0001,1.0,0.999919,-0.63691,-1.316752,0.002603,0.385314,0.416961,,,,2.11,19260817.0,-1.0,148.0
200.0,24.0,0.4,0.7,0.0001,0.1,0.999743,0.151522,0.067887,0.004628,0.27741,0.264478,,,,1.72,19260817.0,-1.0,149.0
200.0,24.0,0.55,0.55,0.0001,0.1,0.999868,0.179108,-0.022245,0.003316,0.272863,0.27697,,,,2.08,19260817.0,-1.0,150.0
200.0,24.0,0.55,0.85,0.0001,0.1,0.999875,0.082871,0.026615,0.003223,0.288415,0.27027,,,,2.06,19260817.0,-1.0,151.0
200.0,24.0,0.55,0.7,1e-06,0.1,0.999988,0.098888,0.04748,0.00101,0.285885,0.267358,,,,2.13,19260817.0,-1.0,152.0
200.0,24.0,0.55,0.7,0.01,0.1,0.989631,0.044144,0.080568,0.029394,0.294441,0.262673,,,,2.17,19260817.0,-1.0,153.0
200.0,24.0,0.55,0.7,0.0001,0.01,0.841673,0.103791,0.079508,0.114861,0.285106,0.262825,,,,1.88,19260817.0,-1.0,154.0
200.0,24.0,0.55,0.7,0.0001,1.0,0.999917,-1.8562,-1.331428,0.002626,0.508975,0.41828,,,,1.87,19260817.0,-1.0,155.0
200.0,24.0,0.85,0.85,0.0001,0.1,0.999894,0.072167,0.091014,0.002973,0.290093,0.261177,,,,2.56,19260817.0,-1.0,156.0
200.0,24.0,0.7,1.0,0.0001,0.1,0.99989,0.146211,0.067653,0.003023,0.278277,0.264511,,,,2.41,19260817.0,-1.0,157.0
200.0,24.0,0.7,0.85,1e-06,0.1,0.99999,0.070469,0.150461,0.000911,0.290358,0.252492,,,,1.87,19260817.0,-1.0,158.0
200.0,24.0,0.7,0.85,0.01,0.1,0.989527,0.182087,0.104713,0.029541,0.272368,0.259201,,,,2.51,19260817.0,-1.0,159.0
200.0,24.0,0.7,0.85,0.0001,0.01,0.901691,0.112212,0.084398,0.090509,0.283764,0.262125,,,,2.44,19260817.0,-1.0,160.0
200.0,24.0,0.7,0.85,0.0001,1.0,0.999928,-0.488126,-1.71461,0.002449,0.367385,0.451346,,,,2.09,19260817.0,-1.0,161.0
100.0,24.0,0.7,0.85,0.01,0.1,0.988431,0.179506,0.109697,0.031048,0.272797,0.258479,,,,1.22,19260817.0,-1.0,162.0
400.0,24.0,0.7,0.85,0.01,0.1,0.990586,0.179428,0.103113,0.028007,0.27281,0.259433,,,,4.96,19260817.0,-1.0,163.0
200.0,12.0,0.7,0.85,0.01,0.1,0.989527,0.182087,0.104713,0.029541,0.272368,0.259201,,,,2.45,19260817.0,-1.0,164.0
200.0,48.0,0.7,0.85,0.01,0.1,0.989527,0.182087,0.104713,0.029541,0.272368,0.259201,,,,2.52,19260817.0,-1.0,165.0
