n_neighbors,p,weights,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,n_jobs,Precedence
61.0,2.0,uniform,0.072859,0.004591,-0.049666,0.277952,0.300471,0.280661,,,,0.0,-1.0,22.0
31.0,1.0,uniform,0.10873,0.100736,-0.030241,0.272522,0.285592,0.278051,,,,0.0,-1.0,23.0
66.0,2.0,distance,0.999588,0.061965,-0.023404,0.005862,0.291683,0.277127,,,,0.0,-1.0,24.0
41.0,1.0,uniform,0.071591,0.068226,-0.005045,0.278142,0.290708,0.27463,,,,0.0,-1.0,25.0
11.0,1.0,distance,0.99975,0.084177,0.034134,0.004565,0.288209,0.269224,,,,0.0,-1.0,26.0
21.0,2.0,distance,0.999588,0.113106,-0.004999,0.005862,0.283621,0.274624,,,,0.0,-1.0,27.0
96.0,2.0,distance,0.999588,0.067177,-0.042476,0.005862,0.290872,0.279698,,,,0.0,-1.0,28.0
61.0,1.0,distance,0.99975,0.08449,0.016456,0.004565,0.28816,0.271677,,,,0.0,-1.0,29.0
16.0,2.0,uniform,0.17308,0.069553,-0.061608,0.262499,0.290501,0.282253,,,,0.0,-1.0,30.0
81.0,2.0,distance,0.999588,0.070672,-0.037595,0.005862,0.290326,0.279042,,,,0.0,-1.0,31.0
6.0,2.0,distance,0.999588,0.031717,-0.075368,0.005862,0.296349,0.284076,,,,0.0,-1.0,32.0
86.0,1.0,distance,0.99975,0.069423,-0.016914,0.004565,0.290521,0.276247,,,,0.0,-1.0,33.0
11.0,2.0,uniform,0.222099,0.096548,-0.064544,0.2546,0.286256,0.282643,,,,0.0,-1.0,34.0
36.0,1.0,distance,0.99975,0.144635,0.03376,0.004565,0.278534,0.269276,,,,0.0,-1.0,35.0
66.0,1.0,uniform,0.039669,0.019411,0.000436,0.282883,0.298226,0.273881,,,,0.0,-1.0,36.0
56.0,1.0,uniform,0.05999,0.045695,-0.021834,0.279874,0.294202,0.276915,,,,0.0,-1.0,37.0
66.0,2.0,uniform,0.065166,0.016356,-0.050015,0.279102,0.29869,0.280707,,,,0.0,-1.0,38.0
76.0,2.0,uniform,0.045044,0.025869,-0.053055,0.28209,0.297242,0.281113,,,,0.0,-1.0,39.0
16.0,1.0,uniform,0.213113,0.134318,-0.039448,0.256066,0.280208,0.279291,,,,0.0,-1.0,40.0
51.0,1.0,distance,0.99975,0.11517,0.012684,0.004565,0.283291,0.272197,,,,0.0,-1.0,41.0
61.0,2.0,distance,0.999588,0.055767,-0.018538,0.005862,0.292645,0.276468,,,,0.0,-1.0,42.0
11.0,1.0,uniform,0.271431,0.091969,0.016058,0.246395,0.286981,0.271732,,,,0.0,-1.0,43.0
1.0,1.0,uniform,0.9995,-0.665534,-0.515117,0.006456,0.388668,0.337193,,,,0.0,-1.0,44.0
91.0,1.0,uniform,0.017844,-0.007136,-0.041055,0.286079,0.302236,0.279507,,,,0.0,-1.0,45.0
36.0,2.0,distance,0.999588,0.107391,-0.015159,0.005862,0.284533,0.276009,,,,0.0,-1.0,46.0
46.0,1.0,uniform,0.068673,0.075237,-0.024033,0.278578,0.289613,0.277213,,,,0.0,-1.0,47.0
81.0,1.0,uniform,0.017281,0.021074,-0.033868,0.286161,0.297973,0.278541,,,,0.0,-1.0,48.0
46.0,1.0,distance,0.99975,0.116072,0.00019,0.004565,0.283146,0.273914,,,,0.0,-1.0,49.0
76.0,1.0,uniform,0.018829,0.020156,-0.030413,0.285936,0.298113,0.278075,,,,0.0,-1.0,50.0
100.0,1.0,distance,0.99975,0.05648,-0.017519,0.004565,0.292535,0.276329,,,,0.0,-1.0,51.0
46.0,2.0,uniform,0.096502,0.021393,-0.066349,0.274385,0.297925,0.282882,,,,0.0,-1.0,52.0
26.0,2.0,uniform,0.132127,0.092672,-0.09957,0.268921,0.286869,0.287255,,,,0.0,-1.0,53.0
26.0,1.0,distance,0.99975,0.141974,0.026606,0.004565,0.278967,0.270271,,,,0.0,-1.0,54.0
96.0,1.0,uniform,0.017059,-0.016031,-0.038671,0.286194,0.303568,0.279187,,,,0.0,-1.0,55.0
51.0,2.0,uniform,0.083275,0.005302,-0.059268,0.276386,0.300364,0.281941,,,,0.0,-1.0,56.0
91.0,2.0,distance,0.999588,0.063493,-0.038735,0.005862,0.291446,0.279195,,,,0.0,-1.0,57.0
56.0,1.0,distance,0.99975,0.094831,0.001041,0.004565,0.286528,0.273798,,,,0.0,-1.0,58.0
31.0,2.0,uniform,0.126077,0.095357,-0.046497,0.269856,0.286445,0.280237,,,,0.0,-1.0,59.0
86.0,2.0,distance,0.999588,0.065969,-0.034561,0.005862,0.29106,0.278634,,,,0.0,-1.0,60.0
41.0,1.0,distance,0.99975,0.121058,0.023178,0.004565,0.282346,0.270747,,,,0.0,-1.0,61.0
86.0,2.0,uniform,0.041175,0.016585,-0.057878,0.282661,0.298655,0.281756,,,,0.0,-1.0,62.0
6.0,1.0,uniform,0.328742,-0.124103,-0.339941,0.236505,0.319305,0.317102,,,,0.0,-1.0,63.0
16.0,1.0,distance,0.99975,0.129874,0.009977,0.004565,0.280927,0.27257,,,,0.0,-1.0,64.0
1.0,1.0,distance,0.9995,-0.665534,-0.515117,0.006456,0.388668,0.337193,,,,0.0,-1.0,65.0
91.0,2.0,uniform,0.043091,0.014819,-0.060992,0.282378,0.298924,0.282171,,,,0.0,-1.0,66.0
100.0,2.0,uniform,0.03256,0.022698,-0.065202,0.283928,0.297726,0.28273,,,,0.0,-1.0,67.0
71.0,1.0,distance,0.99975,0.077762,0.006076,0.004565,0.289217,0.273107,,,,0.0,-1.0,68.0
81.0,2.0,uniform,0.03863,0.023477,-0.065736,0.283036,0.297607,0.282801,,,,0.0,-1.0,69.0
31.0,1.0,distance,0.99975,0.137879,0.019353,0.004565,0.279632,0.271276,,,,0.0,-1.0,70.0
96.0,1.0,distance,0.99975,0.054253,-0.016154,0.004565,0.29288,0.276144,,,,0.0,-1.0,71.0
6.0,2.0,uniform,0.350621,0.008364,-0.170252,0.232619,0.299901,0.296344,,,,0.0,-1.0,72.0
76.0,1.0,distance,0.99975,0.078364,-0.00467,0.004565,0.289122,0.274579,,,,0.0,-1.0,73.0
36.0,2.0,uniform,0.111456,0.068997,-0.077694,0.272105,0.290588,0.284383,,,,0.0,-1.0,74.0
96.0,2.0,uniform,0.03453,0.014795,-0.0663,0.283639,0.298927,0.282876,,,,0.0,-1.0,75.0
16.0,2.0,distance,0.999588,0.087446,0.03315,0.005862,0.287694,0.269361,,,,0.0,-1.0,76.0
71.0,1.0,uniform,0.025956,0.02381,-0.009869,0.284895,0.297556,0.275289,,,,0.0,-1.0,77.0
11.0,2.0,distance,0.999588,0.090237,0.017661,0.005862,0.287254,0.27151,,,,0.0,-1.0,78.0
1.0,2.0,uniform,0.999283,-0.824489,-0.44441,0.007728,0.406792,0.329231,,,,0.0,-1.0,79.0
91.0,1.0,distance,0.99975,0.058765,-0.016662,0.004565,0.29218,0.276213,,,,0.0,-1.0,80.0
51.0,2.0,distance,0.999588,0.058895,-0.016985,0.005862,0.29216,0.276257,,,,0.0,-1.0,81.0
56.0,2.0,uniform,0.066439,-0.009309,-0.058386,0.278912,0.302562,0.281824,,,,0.0,-1.0,82.0
81.0,1.0,distance,0.99975,0.079859,-0.007567,0.004565,0.288888,0.274975,,,,0.0,-1.0,83.0
50.0,2.0,uniform,0.085015,0.012547,-0.065524,0.276123,0.299268,0.282773,,,,0.0,-1.0,84.0
52.0,2.0,uniform,0.080589,0.002397,-0.042655,0.27679,0.300802,0.279722,,,,0.0,-1.0,85.0
49.0,2.0,uniform,0.088201,0.017918,-0.060845,0.275642,0.298453,0.282151,,,,0.0,-1.0,86.0
50.0,1.0,uniform,0.059636,0.076441,-0.021176,0.279927,0.289424,0.276826,,,,0.0,-1.0,87.0
50.0,2.0,distance,0.999588,0.066492,-0.020988,0.005862,0.290979,0.2768,,,,0.0,-1.0,88.0
53.0,2.0,uniform,0.080082,-0.006581,-0.04742,0.276867,0.302153,0.28036,,,,0.0,-1.0,89.0
52.0,1.0,uniform,0.062362,0.065421,-0.007335,0.279521,0.291146,0.274943,,,,0.0,-1.0,90.0
52.0,2.0,distance,0.999588,0.055002,-0.007466,0.005862,0.292764,0.274961,,,,0.0,-1.0,91.0
20.0,1.0,uniform,0.140623,0.144258,-0.076754,0.267601,0.278595,0.284259,,,,0.0,-1.0,92.0
22.0,1.0,uniform,0.129966,0.156159,-0.048291,0.269255,0.276651,0.280477,,,,0.0,-1.0,93.0
50.0,1.0,distance,0.99975,0.12193,0.006035,0.004565,0.282206,0.273112,,,,0.0,-1.0,94.0
52.0,1.0,distance,0.99975,0.112186,0.013303,0.004565,0.283768,0.272112,,,,0.0,-1.0,95.0
49.0,1.0,distance,0.99975,0.122587,0.009264,0.004565,0.282101,0.272668,,,,0.0,-1.0,96.0
53.0,1.0,distance,0.99975,0.107964,0.010059,0.004565,0.284442,0.272559,,,,0.0,-1.0,97.0
45.0,1.0,distance,0.99975,0.121327,0.003847,0.004565,0.282303,0.273413,,,,0.0,-1.0,98.0
47.0,1.0,distance,0.99975,0.11236,0.006044,0.004565,0.28374,0.273111,,,,0.0,-1.0,99.0
44.0,1.0,distance,0.99975,0.114533,0.02339,0.004565,0.283392,0.270717,,,,0.0,-1.0,100.0
45.0,2.0,distance,0.999588,0.080682,-0.012224,0.005862,0.288759,0.275609,,,,0.0,-1.0,101.0
45.0,1.0,uniform,0.072398,0.077656,-0.022441,0.278021,0.289234,0.276997,,,,0.0,-1.0,102.0
48.0,1.0,distance,0.99975,0.118657,0.007602,0.004565,0.282732,0.272897,,,,0.0,-1.0,103.0
47.0,2.0,distance,0.999588,0.075164,-0.013827,0.005862,0.289624,0.275828,,,,0.0,-1.0,104.0
47.0,1.0,uniform,0.066517,0.070171,-0.01631,0.278901,0.290405,0.276165,,,,0.0,-1.0,105.0
40.0,1.0,distance,0.99975,0.116975,0.02315,0.004565,0.283001,0.270751,,,,0.0,-1.0,106.0
42.0,1.0,distance,0.99975,0.116633,0.021099,0.004565,0.283056,0.271035,,,,0.0,-1.0,107.0
39.0,1.0,distance,0.99975,0.12687,0.026093,0.004565,0.281411,0.270343,,,,0.0,-1.0,108.0
40.0,2.0,distance,0.999588,0.093286,0.004247,0.005862,0.286772,0.273358,,,,0.0,-1.0,109.0
40.0,1.0,uniform,0.080941,0.065419,-0.005657,0.276737,0.291146,0.274714,,,,0.0,-1.0,110.0
43.0,1.0,distance,0.99975,0.11738,0.021389,0.004565,0.282937,0.270995,,,,0.0,-1.0,111.0
42.0,2.0,distance,0.999588,0.086042,0.003235,0.005862,0.287916,0.273497,,,,0.0,-1.0,112.0
42.0,1.0,uniform,0.070489,0.068787,-0.005998,0.278307,0.290621,0.274761,,,,0.0,-1.0,113.0
35.0,1.0,distance,0.99975,0.146062,0.03454,0.004565,0.278301,0.269168,,,,0.0,-1.0,114.0
37.0,1.0,distance,0.99975,0.133447,0.032315,0.004565,0.280349,0.269478,,,,0.0,-1.0,115.0
34.0,1.0,distance,0.99975,0.158808,0.0296,0.004565,0.276216,0.269856,,,,0.0,-1.0,116.0
35.0,2.0,distance,0.999588,0.113598,-0.004926,0.005862,0.283542,0.274614,,,,0.0,-1.0,117.0
35.0,1.0,uniform,0.093246,0.102736,0.010462,0.274879,0.285274,0.272504,,,,0.0,-1.0,118.0
33.0,1.0,distance,0.99975,0.151613,0.01623,0.004565,0.277395,0.271708,,,,0.0,-1.0,119.0
34.0,2.0,distance,0.999588,0.119095,-0.000201,0.005862,0.282661,0.273968,,,,0.0,-1.0,120.0
34.0,1.0,uniform,0.096366,0.121835,-0.00356,0.274405,0.282222,0.274427,,,,0.0,-1.0,121.0
15.0,1.0,uniform,0.228551,0.124803,-0.056506,0.253542,0.281744,0.281574,,,,0.0,-1.0,122.0
17.0,1.0,uniform,0.196411,0.136015,-0.022804,0.25877,0.279934,0.277046,,,,0.0,-1.0,123.0
18.0,1.0,uniform,0.178016,0.145823,-0.040531,0.261715,0.27834,0.279437,,,,0.0,-1.0,124.0
17.0,2.0,uniform,0.170357,0.079397,-0.104677,0.262931,0.28896,0.287921,,,,0.0,-1.0,125.0
17.0,1.0,distance,0.99975,0.127056,0.01218,0.004565,0.281381,0.272267,,,,0.0,-1.0,126.0
15.0,1.0,distance,0.99975,0.123562,-0.001112,0.004565,0.281944,0.274093,,,,0.0,-1.0,127.0
23.0,1.0,uniform,0.138047,0.143719,-0.042189,0.268002,0.278683,0.279659,,,,0.0,-1.0,128.0
22.0,2.0,uniform,0.144424,0.063433,-0.11563,0.267009,0.291455,0.289345,,,,0.0,-1.0,129.0
22.0,1.0,distance,0.99975,0.153091,0.002535,0.004565,0.277154,0.273593,,,,0.0,-1.0,130.0
20.0,1.0,distance,0.99975,0.14017,-0.018719,0.004565,0.27926,0.276492,,,,0.0,-1.0,131.0
25.0,1.0,uniform,0.131434,0.15181,-0.0158,0.269028,0.277363,0.276096,,,,0.0,-1.0,132.0
27.0,1.0,uniform,0.132592,0.127885,-0.019014,0.268849,0.281248,0.276532,,,,0.0,-1.0,133.0
24.0,1.0,uniform,0.134069,0.146615,-0.046639,0.26862,0.278211,0.280256,,,,0.0,-1.0,134.0
25.0,2.0,uniform,0.135492,0.079873,-0.107803,0.268399,0.288886,0.288328,,,,0.0,-1.0,135.0
25.0,1.0,distance,0.99975,0.15248,0.028163,0.004565,0.277254,0.270055,,,,0.0,-1.0,136.0
27.0,1.0,distance,0.99975,0.140907,0.028352,0.004565,0.27914,0.270029,,,,0.0,-1.0,137.0
30.0,2.0,distance,0.999588,0.118552,-0.001939,0.005862,0.282749,0.274206,,,,0.0,-1.0,138.0
32.0,2.0,distance,0.999588,0.122704,0.018898,0.005862,0.282082,0.271339,,,,0.0,-1.0,139.0
30.0,1.0,distance,0.99975,0.140389,0.019841,0.004565,0.279224,0.271209,,,,0.0,-1.0,140.0
32.0,1.0,distance,0.99975,0.148051,0.014858,0.004565,0.277977,0.271898,,,,0.0,-1.0,141.0
