alpha,tol,max_iter,fit_intercept,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Precedence
1.0,0.1,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,31.0
0.01,0.001,5000.0,1.0,0.290819,0.070913,0.068425,0.243094,0.290289,0.264402,,,,0.0,19260817.0,32.0
0.001,0.001,5000.0,1.0,0.303927,0.0686,0.085668,0.240837,0.29065,0.261944,,,,0.0,19260817.0,33.0
0.1,0.001,5000.0,1.0,0.062068,0.044432,0.015766,0.279564,0.294397,0.271772,,,,0.0,19260817.0,34.0
0.01,0.0001,5000.0,1.0,0.290819,0.070913,0.068425,0.243094,0.290289,0.264402,,,,0.0,19260817.0,35.0
0.01,0.01,5000.0,1.0,0.290819,0.070913,0.068425,0.243094,0.290289,0.264402,,,,0.0,19260817.0,36.0
0.01,0.001,1000.0,1.0,0.290819,0.070913,0.068425,0.243094,0.290289,0.264402,,,,0.0,19260817.0,37.0
0.01,0.001,10000.0,1.0,0.290819,0.070913,0.068425,0.243094,0.290289,0.264402,,,,0.0,19260817.0,38.0
0.01,0.001,5000.0,0.0,-2.26011,-2.578998,-3.700906,0.521209,0.569748,0.593946,,,,0.0,19260817.0,39.0
0.0001,0.001,5000.0,1.0,0.304107,0.06848,0.086637,0.240806,0.290669,0.261805,,,,0.0,19260817.0,40.0
0.001,0.0001,5000.0,1.0,0.303927,0.0686,0.085668,0.240837,0.29065,0.261944,,,,0.0,19260817.0,41.0
0.001,0.01,5000.0,1.0,0.303927,0.0686,0.085668,0.240837,0.29065,0.261944,,,,0.0,19260817.0,42.0
0.001,0.001,1000.0,1.0,0.303927,0.0686,0.085668,0.240837,0.29065,0.261944,,,,0.0,19260817.0,43.0
0.001,0.001,10000.0,1.0,0.303927,0.0686,0.085668,0.240837,0.29065,0.261944,,,,0.0,19260817.0,44.0
0.001,0.001,5000.0,0.0,-2.23341,-2.47983,-3.739587,0.519071,0.561799,0.596384,,,,0.0,19260817.0,45.0
0.1,0.0001,5000.0,1.0,0.062068,0.044432,0.015766,0.279564,0.294397,0.271772,,,,0.0,19260817.0,46.0
0.01,1e-05,5000.0,1.0,0.290819,0.070913,0.068425,0.243094,0.290289,0.264402,,,,0.0,19260817.0,47.0
0.01,0.0001,1000.0,1.0,0.290819,0.070913,0.068425,0.243094,0.290289,0.264402,,,,0.0,19260817.0,48.0
0.01,0.0001,10000.0,1.0,0.290819,0.070913,0.068425,0.243094,0.290289,0.264402,,,,0.0,19260817.0,49.0
0.01,0.0001,5000.0,0.0,-2.260074,-2.578761,-3.700915,0.521207,0.569729,0.593946,,,,0.0,19260817.0,50.0
0.1,0.01,5000.0,1.0,0.062068,0.044432,0.015766,0.279564,0.294397,0.271772,,,,0.0,19260817.0,51.0
0.01,0.1,5000.0,1.0,0.290819,0.070913,0.068425,0.243094,0.290289,0.264402,,,,0.0,19260817.0,52.0
0.01,0.01,1000.0,1.0,0.290819,0.070913,0.068425,0.243094,0.290289,0.264402,,,,0.0,19260817.0,53.0
0.01,0.01,10000.0,1.0,0.290819,0.070913,0.068425,0.243094,0.290289,0.264402,,,,0.0,19260817.0,54.0
0.01,0.01,5000.0,0.0,-2.260768,-2.58325,-3.700764,0.521262,0.570086,0.593937,,,,0.0,19260817.0,55.0
0.1,0.001,1000.0,1.0,0.062068,0.044432,0.015766,0.279564,0.294397,0.271772,,,,0.0,19260817.0,56.0
0.01,0.001,1000.0,0.0,-2.26011,-2.578998,-3.700906,0.521209,0.569748,0.593946,,,,0.0,19260817.0,57.0
0.1,0.001,10000.0,1.0,0.062068,0.044432,0.015766,0.279564,0.294397,0.271772,,,,0.0,19260817.0,58.0
0.01,0.001,10000.0,0.0,-2.26011,-2.578998,-3.700906,0.521209,0.569748,0.593946,,,,0.0,19260817.0,59.0
1e-07,1e-05,1000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,60.0
1e-08,0.0001,1000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,61.0
1e-08,1e-05,5000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,62.0
1e-06,1e-05,1000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261806,,,,0.0,19260817.0,63.0
1e-07,0.0001,1000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,64.0
1e-07,1e-05,5000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,65.0
1e-07,1e-05,1000.0,0.0,-2.233108,-2.472448,-3.74652,0.519047,0.561203,0.59682,,,,0.0,19260817.0,66.0
1e-08,0.001,1000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,67.0
1e-08,0.0001,5000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,68.0
1e-08,0.0001,1000.0,0.0,-2.233108,-2.472447,-3.746521,0.519047,0.561203,0.59682,,,,0.0,19260817.0,69.0
1e-08,1e-05,5000.0,0.0,-2.233108,-2.472447,-3.746521,0.519047,0.561203,0.59682,,,,0.0,19260817.0,70.0
1e-07,1e-05,10000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,71.0
1e-08,0.0001,10000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,72.0
1e-06,1e-05,10000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261806,,,,0.0,19260817.0,73.0
1e-07,0.0001,10000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,74.0
1e-07,1e-05,10000.0,0.0,-2.233108,-2.472448,-3.74652,0.519047,0.561203,0.59682,,,,0.0,19260817.0,75.0
1e-08,0.001,10000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,76.0
1e-08,0.0001,10000.0,0.0,-2.233108,-2.472447,-3.746521,0.519047,0.561203,0.59682,,,,0.0,19260817.0,77.0
1e-07,0.1,1000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,78.0
1e-08,0.01,1000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,79.0
1e-08,0.1,5000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,80.0
1e-06,0.1,1000.0,1.0,0.304109,0.068505,0.086624,0.240806,0.290665,0.261807,,,,0.0,19260817.0,81.0
1e-07,0.01,1000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,82.0
1e-07,0.1,5000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,83.0
1e-07,0.1,1000.0,0.0,-2.233108,-2.472448,-3.74652,0.519047,0.561203,0.59682,,,,0.0,19260817.0,84.0
1e-08,0.01,5000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,85.0
1e-08,0.01,1000.0,0.0,-2.233108,-2.472447,-3.746521,0.519047,0.561203,0.59682,,,,0.0,19260817.0,86.0
1e-08,0.1,5000.0,0.0,-2.233108,-2.472447,-3.746521,0.519047,0.561203,0.59682,,,,0.0,19260817.0,87.0
1e-07,0.1,10000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,88.0
1e-08,0.01,10000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,89.0
1e-06,0.1,10000.0,1.0,0.304109,0.068505,0.086624,0.240806,0.290665,0.261807,,,,0.0,19260817.0,90.0
1e-07,0.01,10000.0,1.0,0.304109,0.068507,0.086625,0.240806,0.290664,0.261807,,,,0.0,19260817.0,91.0
1e-07,0.1,10000.0,0.0,-2.233108,-2.472448,-3.74652,0.519047,0.561203,0.59682,,,,0.0,19260817.0,92.0
1e-08,0.01,10000.0,0.0,-2.233108,-2.472447,-3.746521,0.519047,0.561203,0.59682,,,,0.0,19260817.0,93.0
100.0,1e-05,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,94.0
1000.0,0.0001,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,95.0
1000.0,1e-05,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,96.0
10.0,1e-05,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,97.0
100.0,0.0001,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,98.0
100.0,1e-05,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,99.0
100.0,1e-05,1000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,100.0
1000.0,0.001,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,101.0
1000.0,0.0001,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,102.0
1000.0,0.0001,1000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,103.0
1000.0,1e-05,5000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,104.0
100.0,1e-05,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,105.0
1000.0,0.0001,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,106.0
10.0,1e-05,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,107.0
100.0,0.0001,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,108.0
100.0,1e-05,10000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,109.0
1000.0,0.001,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,110.0
1000.0,0.0001,10000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,111.0
100.0,0.1,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,112.0
1000.0,0.01,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,113.0
1000.0,0.1,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,114.0
10.0,0.1,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,115.0
100.0,0.01,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,116.0
100.0,0.1,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,117.0
100.0,0.1,1000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,118.0
1000.0,0.01,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,119.0
1000.0,0.01,1000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,120.0
1000.0,0.1,5000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,121.0
100.0,0.1,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,122.0
1000.0,0.01,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,123.0
10.0,0.1,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,124.0
100.0,0.01,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,125.0
100.0,0.1,10000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,126.0
1000.0,0.01,10000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,127.0
1e-05,1e-05,1000.0,1.0,0.304109,0.068505,0.086626,0.240806,0.290665,0.261806,,,,0.0,19260817.0,128.0
0.001,1e-05,1000.0,1.0,0.303927,0.0686,0.085668,0.240837,0.29065,0.261944,,,,0.0,19260817.0,129.0
0.0001,0.0001,1000.0,1.0,0.304107,0.06849,0.08664,0.240806,0.290667,0.261804,,,,0.0,19260817.0,130.0
0.0001,1e-05,5000.0,1.0,0.304107,0.068491,0.08664,0.240806,0.290667,0.261804,,,,0.0,19260817.0,131.0
1e-05,0.0001,1000.0,1.0,0.304109,0.068505,0.086626,0.240806,0.290665,0.261806,,,,0.0,19260817.0,132.0
1e-05,1e-05,5000.0,1.0,0.304109,0.068505,0.086626,0.240806,0.290665,0.261806,,,,0.0,19260817.0,133.0
1e-05,1e-05,1000.0,0.0,-2.233108,-2.472517,-3.74645,0.519047,0.561209,0.596816,,,,0.0,19260817.0,134.0
0.01,1e-05,1000.0,1.0,0.290819,0.070913,0.068425,0.243094,0.290289,0.264402,,,,0.0,19260817.0,135.0
0.001,0.0001,1000.0,1.0,0.303927,0.0686,0.085668,0.240837,0.29065,0.261944,,,,0.0,19260817.0,136.0
0.001,1e-05,5000.0,1.0,0.303927,0.0686,0.085668,0.240837,0.29065,0.261944,,,,0.0,19260817.0,137.0
0.001,1e-05,1000.0,0.0,-2.233407,-2.479666,-3.739618,0.519071,0.561786,0.596386,,,,0.0,19260817.0,138.0
0.0001,0.001,1000.0,1.0,0.304107,0.06848,0.086637,0.240806,0.290669,0.261805,,,,0.0,19260817.0,139.0
0.0001,0.0001,5000.0,1.0,0.304107,0.06849,0.08664,0.240806,0.290667,0.261804,,,,0.0,19260817.0,140.0
0.0001,0.0001,1000.0,0.0,-2.233111,-2.473153,-3.745808,0.519047,0.56126,0.596775,,,,0.0,19260817.0,141.0
0.0001,1e-05,5000.0,0.0,-2.233111,-2.473151,-3.745808,0.519047,0.56126,0.596775,,,,0.0,19260817.0,142.0
1e-05,1e-05,10000.0,1.0,0.304109,0.068505,0.086626,0.240806,0.290665,0.261806,,,,0.0,19260817.0,143.0
0.001,1e-05,10000.0,1.0,0.303927,0.0686,0.085668,0.240837,0.29065,0.261944,,,,0.0,19260817.0,144.0
0.0001,0.0001,10000.0,1.0,0.304107,0.06849,0.08664,0.240806,0.290667,0.261804,,,,0.0,19260817.0,145.0
1e-05,0.0001,10000.0,1.0,0.304109,0.068505,0.086626,0.240806,0.290665,0.261806,,,,0.0,19260817.0,146.0
1e-05,1e-05,10000.0,0.0,-2.233108,-2.472517,-3.74645,0.519047,0.561209,0.596816,,,,0.0,19260817.0,147.0
0.01,1e-05,10000.0,1.0,0.290819,0.070913,0.068425,0.243094,0.290289,0.264402,,,,0.0,19260817.0,148.0
0.001,0.0001,10000.0,1.0,0.303927,0.0686,0.085668,0.240837,0.29065,0.261944,,,,0.0,19260817.0,149.0
0.001,1e-05,10000.0,0.0,-2.233407,-2.479666,-3.739618,0.519071,0.561786,0.596386,,,,0.0,19260817.0,150.0
0.0001,0.001,10000.0,1.0,0.304107,0.06848,0.086637,0.240806,0.290669,0.261805,,,,0.0,19260817.0,151.0
0.0001,0.0001,10000.0,0.0,-2.233111,-2.473153,-3.745808,0.519047,0.56126,0.596775,,,,0.0,19260817.0,152.0
1e-05,0.1,1000.0,1.0,0.304109,0.068489,0.086622,0.240806,0.290667,0.261807,,,,0.0,19260817.0,153.0
0.001,0.1,1000.0,1.0,0.303927,0.0686,0.085668,0.240837,0.29065,0.261944,,,,0.0,19260817.0,154.0
0.0001,0.01,1000.0,1.0,0.304107,0.068454,0.08663,0.240806,0.290673,0.261806,,,,0.0,19260817.0,155.0
0.0001,0.1,5000.0,1.0,0.304106,0.068371,0.086607,0.240806,0.290686,0.261809,,,,0.0,19260817.0,156.0
1e-05,0.01,1000.0,1.0,0.304109,0.0685,0.086625,0.240806,0.290665,0.261806,,,,0.0,19260817.0,157.0
1e-05,0.1,5000.0,1.0,0.304109,0.068489,0.086622,0.240806,0.290667,0.261807,,,,0.0,19260817.0,158.0
1e-05,0.1,1000.0,0.0,-2.233108,-2.472564,-3.74644,0.519047,0.561212,0.596815,,,,0.0,19260817.0,159.0
0.01,0.1,1000.0,1.0,0.290819,0.070913,0.068425,0.243094,0.290289,0.264402,,,,0.0,19260817.0,160.0
0.001,0.01,1000.0,1.0,0.303927,0.0686,0.085668,0.240837,0.29065,0.261944,,,,0.0,19260817.0,161.0
0.001,0.1,5000.0,1.0,0.303927,0.0686,0.085668,0.240837,0.29065,0.261944,,,,0.0,19260817.0,162.0
0.001,0.1,1000.0,0.0,-2.23345,-2.481894,-3.739205,0.519074,0.561966,0.59636,,,,0.0,19260817.0,163.0
0.0001,0.01,5000.0,1.0,0.304107,0.068454,0.08663,0.240806,0.290673,0.261806,,,,0.0,19260817.0,164.0
0.0001,0.01,1000.0,0.0,-2.233111,-2.473196,-3.745799,0.519047,0.561263,0.596775,,,,0.0,19260817.0,165.0
0.0001,0.1,5000.0,0.0,-2.233113,-2.473769,-3.745678,0.519047,0.56131,0.596767,,,,0.0,19260817.0,166.0
1e-05,0.1,10000.0,1.0,0.304109,0.068489,0.086622,0.240806,0.290667,0.261807,,,,0.0,19260817.0,167.0
0.001,0.1,10000.0,1.0,0.303927,0.0686,0.085668,0.240837,0.29065,0.261944,,,,0.0,19260817.0,168.0
0.0001,0.01,10000.0,1.0,0.304107,0.068454,0.08663,0.240806,0.290673,0.261806,,,,0.0,19260817.0,169.0
1e-05,0.01,10000.0,1.0,0.304109,0.0685,0.086625,0.240806,0.290665,0.261806,,,,0.0,19260817.0,170.0
1e-05,0.1,10000.0,0.0,-2.233108,-2.472564,-3.74644,0.519047,0.561212,0.596815,,,,0.0,19260817.0,171.0
0.01,0.1,10000.0,1.0,0.290819,0.070913,0.068425,0.243094,0.290289,0.264402,,,,0.0,19260817.0,172.0
0.001,0.01,10000.0,1.0,0.303927,0.0686,0.085668,0.240837,0.29065,0.261944,,,,0.0,19260817.0,173.0
0.001,0.1,10000.0,0.0,-2.23345,-2.481894,-3.739205,0.519074,0.561966,0.59636,,,,0.0,19260817.0,174.0
0.0001,0.01,10000.0,0.0,-2.233111,-2.473196,-3.745799,0.519047,0.561263,0.596775,,,,0.0,19260817.0,175.0
0.1,1e-05,1000.0,1.0,0.062068,0.044432,0.015766,0.279564,0.294397,0.271772,,,,0.0,19260817.0,176.0
1.0,0.0001,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,177.0
1.0,1e-05,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,178.0
0.1,0.0001,1000.0,1.0,0.062068,0.044432,0.015766,0.279564,0.294397,0.271772,,,,0.0,19260817.0,179.0
0.1,1e-05,5000.0,1.0,0.062068,0.044432,0.015766,0.279564,0.294397,0.271772,,,,0.0,19260817.0,180.0
0.1,1e-05,1000.0,0.0,-2.974591,-3.026866,-3.989404,0.575496,0.604346,0.6119,,,,0.0,19260817.0,181.0
10.0,0.0001,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,182.0
1.0,0.001,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,183.0
1.0,0.0001,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,184.0
1.0,0.0001,1000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,185.0
10.0,1e-05,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,186.0
1.0,1e-05,5000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,187.0
0.1,1e-05,10000.0,1.0,0.062068,0.044432,0.015766,0.279564,0.294397,0.271772,,,,0.0,19260817.0,188.0
1.0,0.0001,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,189.0
0.1,0.0001,10000.0,1.0,0.062068,0.044432,0.015766,0.279564,0.294397,0.271772,,,,0.0,19260817.0,190.0
0.1,1e-05,10000.0,0.0,-2.974591,-3.026866,-3.989404,0.575496,0.604346,0.6119,,,,0.0,19260817.0,191.0
10.0,0.0001,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,192.0
1.0,0.001,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,193.0
1.0,0.0001,10000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,194.0
0.1,0.1,1000.0,1.0,0.062068,0.044432,0.015766,0.279564,0.294397,0.271772,,,,0.0,19260817.0,195.0
1.0,0.01,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,196.0
1.0,0.1,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,197.0
0.1,0.01,1000.0,1.0,0.062068,0.044432,0.015766,0.279564,0.294397,0.271772,,,,0.0,19260817.0,198.0
0.1,0.1,5000.0,1.0,0.062068,0.044432,0.015766,0.279564,0.294397,0.271772,,,,0.0,19260817.0,199.0
0.1,0.1,1000.0,0.0,-2.974591,-3.026866,-3.989404,0.575496,0.604346,0.6119,,,,0.0,19260817.0,200.0
10.0,0.01,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,201.0
1.0,0.01,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,202.0
1.0,0.01,1000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,203.0
10.0,0.1,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,204.0
1.0,0.1,5000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,205.0
0.1,0.1,10000.0,1.0,0.062068,0.044432,0.015766,0.279564,0.294397,0.271772,,,,0.0,19260817.0,206.0
1.0,0.01,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,207.0
0.1,0.01,10000.0,1.0,0.062068,0.044432,0.015766,0.279564,0.294397,0.271772,,,,0.0,19260817.0,208.0
