C,degree,tol,max_iter,gamma,nu,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,verbose,kernel,Precedence
0.0001,1.0,0.0001,50.0,scale,0.9,-0.860775,-0.968864,-1.432691,0.39377,0.422581,0.427267,,,,0.01,False,poly,90.0
10.0,9.0,0.0001,50.0,scale,0.1,-1.581865,-1.86967,-2.790264,0.463834,0.510174,0.533323,,,,0.01,False,poly,91.0
10.0,5.0,10.0,50.0,auto,0.1,-0.740982,-0.533211,-0.473118,0.380884,0.372909,0.332487,,,,0.0,False,poly,92.0
0.0001,9.0,10.0,50.0,scale,0.1,-0.740982,-0.533211,-0.473118,0.380884,0.372909,0.332487,,,,0.01,False,poly,93.0
0.1,5.0,0.1,400.0,scale,0.5,0.369805,0.037907,-0.041141,0.229157,0.2954,0.279519,,,,0.0,False,poly,94.0
0.0001,9.0,10.0,1600.0,scale,0.9,-1.169107,-1.279739,-1.845843,0.425145,0.454721,0.462127,,,,0.0,False,poly,95.0
10.0,5.0,0.0001,50.0,auto,0.1,0.183302,-0.325895,-0.76788,0.260872,0.346782,0.364235,,,,0.0,False,poly,96.0
0.01,5.0,0.1,400.0,scale,0.5,0.131737,0.012168,-0.033756,0.268981,0.299325,0.278525,,,,0.0,False,poly,97.0
1.0,5.0,0.1,400.0,scale,0.5,0.677011,0.096338,-0.0477,0.164055,0.286289,0.280398,,,,0.0,False,poly,98.0
0.1,4.0,0.1,400.0,scale,0.5,0.382273,0.07261,0.002408,0.226879,0.290024,0.27361,,,,0.0,False,poly,99.0
0.1,6.0,0.1,400.0,scale,0.5,0.369843,0.049063,-0.017985,0.22915,0.293682,0.276393,,,,0.0,False,poly,100.0
0.1,5.0,0.01,400.0,scale,0.5,0.369805,0.037907,-0.041141,0.229157,0.2954,0.279519,,,,0.0,False,poly,101.0
0.1,5.0,1.0,400.0,scale,0.5,-0.932729,-0.690284,-0.63753,0.401312,0.391545,0.35055,,,,0.0,False,poly,102.0
0.1,5.0,0.1,200.0,scale,0.5,0.371013,0.061846,0.003124,0.228937,0.291702,0.273512,,,,0.0,False,poly,103.0
0.1,5.0,0.1,800.0,scale,0.5,0.374349,0.056221,-0.008777,0.22833,0.292575,0.27514,,,,0.01,False,poly,104.0
0.1,5.0,0.1,400.0,auto,0.5,0.938553,0.025603,8.5e-05,0.071556,0.297283,0.273929,,,,0.0,False,poly,105.0
0.1,5.0,0.1,400.0,scale,0.3,0.24284,0.008995,-0.049362,0.251183,0.299806,0.28062,,,,0.0,False,poly,106.0
0.1,5.0,0.1,400.0,scale,0.7,0.431046,0.085597,0.004695,0.217738,0.287986,0.273296,,,,0.0,False,poly,107.0
10.0,5.0,0.1,400.0,scale,0.5,0.925435,0.040081,-0.007128,0.078825,0.295066,0.274915,,,,0.0,False,poly,108.0
1.0,4.0,0.1,400.0,scale,0.5,0.740826,0.085151,-0.042732,0.146958,0.288056,0.279732,,,,0.01,False,poly,109.0
1.0,6.0,0.1,400.0,scale,0.5,0.604872,0.058688,-0.116068,0.181453,0.292192,0.289402,,,,0.0,False,poly,110.0
1.0,5.0,0.01,400.0,scale,0.5,0.677011,0.096338,-0.0477,0.164055,0.286289,0.280398,,,,0.0,False,poly,111.0
1.0,5.0,1.0,400.0,scale,0.5,-0.932729,-0.690284,-0.63753,0.401312,0.391545,0.35055,,,,0.01,False,poly,112.0
1.0,5.0,0.1,200.0,scale,0.5,0.647258,0.088328,-0.057845,0.171445,0.287555,0.281752,,,,0.01,False,poly,113.0
1.0,5.0,0.1,800.0,scale,0.5,0.721546,0.098769,-0.042781,0.152326,0.285904,0.279739,,,,0.0,False,poly,114.0
1.0,5.0,0.1,400.0,auto,0.5,0.936804,0.03071,-0.005522,0.072567,0.296503,0.274696,,,,0.01,False,poly,115.0
1.0,5.0,0.1,400.0,scale,0.3,0.603882,0.108803,0.008344,0.181681,0.284308,0.272795,,,,0.01,False,poly,116.0
1.0,5.0,0.1,400.0,scale,0.7,0.719644,0.082416,-0.074346,0.152845,0.288486,0.283941,,,,0.0,False,poly,117.0
0.01,4.0,0.1,400.0,scale,0.5,0.119494,0.011005,-0.040725,0.270871,0.299502,0.279463,,,,0.0,False,poly,118.0
0.1,3.0,0.1,400.0,scale,0.5,0.383287,0.095525,0.023387,0.226693,0.286418,0.270718,,,,0.0,False,poly,119.0
0.1,4.0,0.01,400.0,scale,0.5,0.379295,0.072708,0.000815,0.227425,0.290008,0.273829,,,,0.0,False,poly,120.0
0.1,4.0,1.0,400.0,scale,0.5,-0.932729,-0.690284,-0.63753,0.401312,0.391545,0.35055,,,,0.0,False,poly,121.0
0.1,4.0,0.1,200.0,scale,0.5,0.385457,0.074702,0.006783,0.226294,0.289696,0.27301,,,,0.01,False,poly,122.0
0.1,4.0,0.1,800.0,scale,0.5,0.382273,0.07261,0.002408,0.226879,0.290024,0.27361,,,,0.01,False,poly,123.0
0.1,4.0,0.1,400.0,auto,0.5,0.976534,-0.140692,-0.076983,0.04422,0.321652,0.284289,,,,0.0,False,poly,124.0
0.1,4.0,0.1,400.0,scale,0.3,0.251979,0.016528,-0.051069,0.249662,0.298664,0.280848,,,,0.0,False,poly,125.0
0.1,4.0,0.1,400.0,scale,0.7,0.435857,0.098413,0.017567,0.216816,0.28596,0.271523,,,,0.0,False,poly,126.0
0.01,6.0,0.1,400.0,scale,0.5,0.141792,0.009165,-0.035041,0.267419,0.29978,0.278699,,,,0.01,False,poly,127.0
0.1,7.0,0.1,400.0,scale,0.5,0.337195,0.030499,-0.04629,0.235011,0.296535,0.280209,,,,0.01,False,poly,128.0
0.1,6.0,0.01,400.0,scale,0.5,0.369843,0.049063,-0.017985,0.22915,0.293682,0.276393,,,,0.0,False,poly,129.0
0.1,6.0,1.0,400.0,scale,0.5,-0.932729,-0.690284,-0.63753,0.401312,0.391545,0.35055,,,,0.0,False,poly,130.0
0.1,6.0,0.1,200.0,scale,0.5,0.344949,0.037342,-0.039381,0.233633,0.295487,0.279282,,,,0.0,False,poly,131.0
0.1,6.0,0.1,800.0,scale,0.5,0.370338,0.047178,-0.020364,0.22906,0.293973,0.276715,,,,0.0,False,poly,132.0
0.1,6.0,0.1,400.0,auto,0.5,0.944397,-0.019302,-0.063317,0.068068,0.304056,0.28248,,,,0.01,False,poly,133.0
0.1,6.0,0.1,400.0,scale,0.3,0.225649,0.01632,-0.007427,0.254018,0.298696,0.274956,,,,0.0,False,poly,134.0
0.1,6.0,0.1,400.0,scale,0.7,0.432469,0.077958,-0.001123,0.217466,0.289186,0.274094,,,,0.0,False,poly,135.0
0.01,5.0,0.01,400.0,scale,0.5,0.131737,0.012168,-0.033756,0.268981,0.299325,0.278525,,,,0.0,False,poly,136.0
0.1,5.0,0.001,400.0,scale,0.5,0.369805,0.037907,-0.041141,0.229157,0.2954,0.279519,,,,0.0,False,poly,137.0
0.1,5.0,0.01,200.0,scale,0.5,0.371013,0.061846,0.003124,0.228937,0.291702,0.273512,,,,0.01,False,poly,138.0
0.1,5.0,0.01,800.0,scale,0.5,0.372141,0.055087,-0.012377,0.228732,0.292751,0.27563,,,,0.0,False,poly,139.0
0.1,5.0,0.01,400.0,auto,0.5,0.938553,0.025603,8.5e-05,0.071556,0.297283,0.273929,,,,0.0,False,poly,140.0
0.1,5.0,0.01,400.0,scale,0.3,0.241535,0.009842,-0.049224,0.251399,0.299678,0.280601,,,,0.0,False,poly,141.0
0.1,5.0,0.01,400.0,scale,0.7,0.431046,0.085597,0.004695,0.217738,0.287986,0.273296,,,,0.0,False,poly,142.0
0.01,5.0,0.1,200.0,scale,0.5,0.131737,0.012168,-0.033756,0.268981,0.299325,0.278525,,,,0.0,False,poly,143.0
0.1,5.0,1.0,200.0,scale,0.5,-0.932729,-0.690284,-0.63753,0.401312,0.391545,0.35055,,,,0.0,False,poly,144.0
0.1,5.0,0.1,100.0,scale,0.5,0.337155,0.006882,-0.089898,0.235018,0.300125,0.285989,,,,0.01,False,poly,145.0
0.1,5.0,0.1,200.0,auto,0.5,0.886133,0.060157,-0.067527,0.097408,0.291964,0.283038,,,,0.0,False,poly,146.0
0.1,5.0,0.1,200.0,scale,0.3,0.242765,0.017834,-0.029422,0.251195,0.298466,0.277941,,,,0.0,False,poly,147.0
0.1,5.0,0.1,200.0,scale,0.7,0.428717,0.07098,-0.019075,0.218183,0.290278,0.276541,,,,0.0,False,poly,148.0
0.01,5.0,0.1,800.0,scale,0.5,0.131737,0.012168,-0.033756,0.268981,0.299325,0.278525,,,,0.01,False,poly,149.0
0.1,5.0,1.0,800.0,scale,0.5,-0.932729,-0.690284,-0.63753,0.401312,0.391545,0.35055,,,,0.0,False,poly,150.0
0.1,5.0,0.1,1600.0,scale,0.5,0.374349,0.056221,-0.008777,0.22833,0.292575,0.27514,,,,0.01,False,poly,151.0
0.1,5.0,0.1,800.0,auto,0.5,0.976415,0.023047,0.000794,0.044332,0.297673,0.273831,,,,0.01,False,poly,152.0
0.1,5.0,0.1,800.0,scale,0.3,0.24284,0.008995,-0.049362,0.251183,0.299806,0.28062,,,,0.0,False,poly,153.0
0.1,5.0,0.1,800.0,scale,0.7,0.43349,0.090305,0.013244,0.21727,0.287243,0.27212,,,,0.01,False,poly,154.0
0.01,5.0,0.1,400.0,scale,0.7,0.154554,0.022313,-0.023134,0.265423,0.297784,0.277091,,,,0.0,False,poly,155.0
0.1,5.0,1.0,400.0,scale,0.7,-0.705277,-0.809693,-1.219244,0.376959,0.405139,0.408092,,,,0.0,False,poly,156.0
0.1,5.0,0.1,400.0,auto,0.7,0.985239,0.025934,0.003679,0.035071,0.297232,0.273436,,,,0.0,False,poly,157.0
0.1,5.0,0.1,400.0,scale,0.9,0.443781,0.11222,0.046207,0.215288,0.283762,0.267536,,,,0.0,False,poly,158.0
0.01,5.0,0.1,400.0,scale,0.9,0.167774,0.024637,-0.047633,0.26334,0.29743,0.280389,,,,0.0,False,poly,159.0
1.0,5.0,0.1,400.0,scale,0.9,0.717435,0.077497,-0.080095,0.153446,0.289258,0.2847,,,,0.0,False,poly,160.0
0.1,4.0,0.1,400.0,scale,0.9,0.445184,0.112406,0.043225,0.215016,0.283733,0.267954,,,,0.0,False,poly,161.0
0.1,6.0,0.1,400.0,scale,0.9,0.443872,0.104144,0.036682,0.21527,0.28505,0.268869,,,,0.01,False,poly,162.0
0.1,5.0,0.01,400.0,scale,0.9,0.442486,0.113621,0.04888,0.215538,0.283538,0.267161,,,,0.0,False,poly,163.0
0.1,5.0,1.0,400.0,scale,0.9,-1.169107,-1.279739,-1.845843,0.425145,0.454721,0.462127,,,,0.0,False,poly,164.0
0.1,5.0,0.1,200.0,scale,0.9,0.443781,0.11222,0.046207,0.215288,0.283762,0.267536,,,,0.0,False,poly,165.0
0.1,5.0,0.1,800.0,scale,0.9,0.443781,0.11222,0.046207,0.215288,0.283762,0.267536,,,,0.0,False,poly,166.0
0.1,5.0,0.1,400.0,auto,0.9,0.985695,0.020375,-0.001244,0.034526,0.298079,0.274111,,,,0.01,False,poly,167.0
0.01,5.0,0.01,400.0,scale,0.9,0.167885,0.039426,-0.020346,0.263322,0.295167,0.276713,,,,0.0,False,poly,168.0
1.0,5.0,0.01,400.0,scale,0.9,0.717435,0.077497,-0.080095,0.153446,0.289258,0.2847,,,,0.0,False,poly,169.0
0.1,4.0,0.01,400.0,scale,0.9,0.443853,0.115318,0.050277,0.215274,0.283267,0.266965,,,,0.01,False,poly,170.0
0.1,6.0,0.01,400.0,scale,0.9,0.443102,0.106049,0.039546,0.215419,0.284747,0.268469,,,,0.0,False,poly,171.0
0.1,5.0,0.001,400.0,scale,0.9,0.442354,0.113811,0.049361,0.215564,0.283508,0.267094,,,,0.0,False,poly,172.0
0.1,5.0,0.01,200.0,scale,0.9,0.442486,0.113621,0.04888,0.215538,0.283538,0.267161,,,,0.0,False,poly,173.0
0.1,5.0,0.01,800.0,scale,0.9,0.442486,0.113621,0.04888,0.215538,0.283538,0.267161,,,,0.0,False,poly,174.0
0.1,5.0,0.01,400.0,auto,0.9,0.985695,0.020375,-0.001244,0.034526,0.298079,0.274111,,,,0.0,False,poly,175.0
0.01,4.0,0.01,400.0,scale,0.9,0.154918,0.045027,-0.018093,0.265366,0.294305,0.276407,,,,0.02,False,poly,176.0
1.0,4.0,0.01,400.0,scale,0.9,0.753812,0.047858,-0.061367,0.143229,0.293868,0.28222,,,,0.0,False,poly,177.0
0.1,3.0,0.01,400.0,scale,0.9,0.440866,0.123397,0.053488,0.215851,0.28197,0.266513,,,,0.0,False,poly,178.0
0.1,4.0,0.001,400.0,scale,0.9,0.444203,0.114954,0.05054,0.215206,0.283325,0.266928,,,,0.0,False,poly,179.0
0.1,4.0,0.01,200.0,scale,0.9,0.444508,0.113965,0.047667,0.215147,0.283483,0.267332,,,,0.0,False,poly,180.0
0.1,4.0,0.01,800.0,scale,0.9,0.443853,0.115318,0.050277,0.215274,0.283267,0.266965,,,,0.0,False,poly,181.0
0.1,4.0,0.01,400.0,auto,0.9,0.991861,-0.163386,-0.084755,0.026043,0.324836,0.285313,,,,0.0,False,poly,182.0
0.1,4.0,0.01,400.0,scale,0.7,0.435857,0.098413,0.017567,0.216816,0.28596,0.271523,,,,0.0,False,poly,183.0
0.01,3.0,0.01,400.0,scale,0.9,0.145627,0.05221,-0.016047,0.266821,0.293196,0.276129,,,,0.0,False,poly,184.0
1.0,3.0,0.01,400.0,scale,0.9,0.761629,0.071252,-0.013812,0.140936,0.290236,0.275826,,,,0.0,False,poly,185.0
0.1,2.0,0.01,400.0,scale,0.9,0.433875,0.082604,0.034041,0.217196,0.288457,0.269237,,,,0.0,False,poly,186.0
0.1,3.0,0.001,400.0,scale,0.9,0.440961,0.124951,0.056423,0.215833,0.28172,0.2661,,,,0.01,False,poly,187.0
0.1,3.0,0.1,400.0,scale,0.9,0.441062,0.117248,0.044058,0.215813,0.282958,0.267838,,,,0.0,False,poly,188.0
0.1,3.0,0.01,200.0,scale,0.9,0.440866,0.123397,0.053488,0.215851,0.28197,0.266513,,,,0.0,False,poly,189.0
0.1,3.0,0.01,800.0,scale,0.9,0.440866,0.123397,0.053488,0.215851,0.28197,0.266513,,,,0.02,False,poly,190.0
0.1,3.0,0.01,400.0,auto,0.9,0.945923,0.080142,-0.031033,0.067128,0.288843,0.278158,,,,0.0,False,poly,191.0
0.1,3.0,0.01,400.0,scale,0.7,0.429023,0.10628,0.035642,0.218125,0.28471,0.269014,,,,0.0,False,poly,192.0
