n_estimators,max_depth,max_samples,max_features,ccp_alpha,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,bootstrap,Precedence
25.0,3.0,1.0,1.0,1e-08,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.02,19260817.0,-1.0,True,12.0
800.0,3.0,1.0,0.4,0.1,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.46,19260817.0,-1.0,True,13.0
25.0,24.0,0.4,0.4,0.1,-0.001135,-0.003916,-0.033761,0.28883,0.301752,0.278526,,,,0.02,19260817.0,-1.0,True,14.0
800.0,3.0,0.4,1.0,0.1,-3.8e-05,-0.007919,-0.045273,0.288672,0.302353,0.280073,,,,0.57,19260817.0,-1.0,True,15.0
800.0,3.0,0.4,1.0,1e-08,0.087902,0.009754,-0.02817,0.275687,0.299691,0.277772,,,,0.57,19260817.0,-1.0,True,16.0
800.0,24.0,0.4,1.0,0.1,-3.8e-05,-0.007919,-0.045273,0.288672,0.302353,0.280073,,,,0.63,19260817.0,-1.0,True,17.0
25.0,24.0,0.4,1.0,1e-08,0.580079,-0.098568,0.017115,0.18706,0.315657,0.271586,,,,0.02,19260817.0,-1.0,True,18.0
25.0,192.0,1.0,0.4,1e-08,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.02,19260817.0,-1.0,True,19.0
800.0,192.0,0.4,1.0,0.1,-3.8e-05,-0.007919,-0.045273,0.288672,0.302353,0.280073,,,,0.61,19260817.0,-1.0,True,20.0
25.0,24.0,1.0,0.4,0.1,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.02,19260817.0,-1.0,True,21.0
800.0,192.0,1.0,0.4,0.1,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.45,19260817.0,-1.0,True,22.0
25.0,192.0,0.4,0.4,1e-08,0.61425,0.141232,-0.072138,0.179287,0.279087,0.283649,,,,0.02,19260817.0,-1.0,True,23.0
800.0,24.0,0.4,0.4,0.1,-3.8e-05,-0.007919,-0.045273,0.288672,0.302353,0.280073,,,,0.61,19260817.0,-1.0,True,24.0
800.0,24.0,1.0,0.4,0.1,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.45,19260817.0,-1.0,True,25.0
800.0,24.0,0.4,1.0,1e-08,0.616335,0.083354,0.017084,0.178802,0.288339,0.27159,,,,0.61,19260817.0,-1.0,True,26.0
800.0,3.0,1.0,1.0,0.1,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.45,19260817.0,-1.0,True,27.0
25.0,3.0,0.4,0.4,1e-08,0.206008,0.065684,-0.04455,0.25722,0.291105,0.279976,,,,0.02,19260817.0,-1.0,True,28.0
800.0,3.0,0.4,0.4,1e-08,0.238802,0.040347,0.001332,0.251852,0.295025,0.273758,,,,0.56,19260817.0,-1.0,True,29.0
25.0,24.0,0.4,1.0,0.1,-0.001135,-0.003916,-0.033761,0.28883,0.301752,0.278526,,,,0.02,19260817.0,-1.0,True,30.0
800.0,24.0,1.0,1.0,0.1,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.44,19260817.0,-1.0,True,31.0
25.0,24.0,1.0,0.4,1e-08,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.02,19260817.0,-1.0,True,32.0
800.0,24.0,1.0,1.0,1e-08,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.44,19260817.0,-1.0,True,33.0
25.0,3.0,0.4,1.0,0.1,-0.001135,-0.003916,-0.033761,0.28883,0.301752,0.278526,,,,0.02,19260817.0,-1.0,True,34.0
800.0,3.0,1.0,1.0,1e-08,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.45,19260817.0,-1.0,True,35.0
25.0,24.0,1.0,1.0,0.1,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.02,19260817.0,-1.0,True,36.0
800.0,192.0,0.4,1.0,1e-08,0.616347,0.083469,0.017013,0.178799,0.288321,0.2716,,,,0.61,19260817.0,-1.0,True,37.0
25.0,3.0,1.0,1.0,0.1,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.02,19260817.0,-1.0,True,38.0
800.0,3.0,1.0,0.4,1e-08,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.44,19260817.0,-1.0,True,39.0
25.0,3.0,1.0,0.4,0.1,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.02,19260817.0,-1.0,True,40.0
25.0,3.0,0.4,0.4,0.1,-0.001135,-0.003916,-0.033761,0.28883,0.301752,0.278526,,,,0.02,19260817.0,-1.0,True,41.0
800.0,192.0,0.4,0.4,0.1,-3.8e-05,-0.007919,-0.045273,0.288672,0.302353,0.280073,,,,0.6,19260817.0,-1.0,True,42.0
800.0,24.0,1.0,0.4,1e-08,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.46,19260817.0,-1.0,True,43.0
25.0,192.0,1.0,0.4,0.1,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.02,19260817.0,-1.0,True,44.0
800.0,192.0,1.0,1.0,0.1,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.45,19260817.0,-1.0,True,45.0
25.0,192.0,1.0,1.0,0.1,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.02,19260817.0,-1.0,True,46.0
800.0,24.0,0.4,0.4,1e-08,0.629937,0.10093,0.015581,0.175604,0.285561,0.271798,,,,0.6,19260817.0,-1.0,True,47.0
200.0,24.0,0.7,0.7,0.0001,0.793085,0.075861,0.023183,0.131308,0.289515,0.270746,,,,0.16,19260817.0,-1.0,True,48.0
100.0,24.0,0.7,0.7,0.0001,0.791304,0.070823,0.036391,0.131872,0.290303,0.26891,,,,0.08,19260817.0,-1.0,True,49.0
400.0,24.0,0.7,0.7,0.0001,0.793722,0.098405,0.003316,0.131106,0.285962,0.273486,,,,0.32,19260817.0,-1.0,True,50.0
200.0,12.0,0.7,0.7,0.0001,0.784363,0.081941,0.034606,0.134047,0.288561,0.269159,,,,0.16,19260817.0,-1.0,True,51.0
200.0,48.0,0.7,0.7,0.0001,0.793085,0.075861,0.023183,0.131308,0.289515,0.270746,,,,0.16,19260817.0,-1.0,True,52.0
200.0,24.0,0.55,0.7,0.0001,0.715779,0.069466,0.036753,0.153895,0.290515,0.268859,,,,0.15,19260817.0,-1.0,True,53.0
200.0,24.0,0.85,0.7,0.0001,0.838305,0.060302,0.039063,0.116076,0.291942,0.268536,,,,0.16,19260817.0,-1.0,True,54.0
200.0,24.0,0.7,0.55,0.0001,0.791973,0.116958,0.068934,0.131661,0.283004,0.26433,,,,0.18,19260817.0,-1.0,True,55.0
200.0,24.0,0.7,0.85,0.0001,0.796747,0.059824,0.031851,0.130141,0.292016,0.269542,,,,0.17,19260817.0,-1.0,True,56.0
200.0,24.0,0.7,0.7,1e-06,0.799349,0.077036,0.021226,0.129305,0.289331,0.271017,,,,0.18,19260817.0,-1.0,True,57.0
200.0,24.0,0.7,0.7,0.01,0.019783,-0.008633,-0.042258,0.285797,0.302461,0.279668,,,,0.16,19260817.0,-1.0,True,58.0
800.0,24.0,0.7,0.7,0.0001,0.795014,0.094578,0.026948,0.130695,0.286568,0.270224,,,,0.62,19260817.0,-1.0,True,59.0
400.0,12.0,0.7,0.7,0.0001,0.781651,0.079782,0.012822,0.134887,0.2889,0.272178,,,,0.31,19260817.0,-1.0,True,60.0
400.0,48.0,0.7,0.7,0.0001,0.793722,0.098405,0.003316,0.131106,0.285962,0.273486,,,,0.34,19260817.0,-1.0,True,61.0
400.0,24.0,0.55,0.7,0.0001,0.720752,0.075598,0.02107,0.152543,0.289556,0.271039,,,,0.35,19260817.0,-1.0,True,62.0
400.0,24.0,0.85,0.7,0.0001,0.844721,0.059615,0.036019,0.11375,0.292048,0.268961,,,,0.31,19260817.0,-1.0,True,63.0
400.0,24.0,0.7,0.55,0.0001,0.789575,0.095105,0.037192,0.132417,0.286485,0.268798,,,,0.31,19260817.0,-1.0,True,64.0
400.0,24.0,0.7,0.85,0.0001,0.797024,0.068359,0.0427,0.130052,0.290688,0.268028,,,,0.31,19260817.0,-1.0,True,65.0
400.0,24.0,0.7,0.7,1e-06,0.79994,0.098611,0.003148,0.129115,0.285929,0.273509,,,,0.31,19260817.0,-1.0,True,66.0
400.0,24.0,0.7,0.7,0.01,0.02365,-0.004953,-0.043248,0.285232,0.301908,0.279801,,,,0.31,19260817.0,-1.0,True,67.0
100.0,12.0,0.7,0.7,0.0001,0.782797,0.063756,0.066221,0.134533,0.291405,0.264715,,,,0.08,19260817.0,-1.0,True,68.0
200.0,6.0,0.7,0.7,0.0001,0.571824,0.075585,0.028794,0.188889,0.289558,0.269967,,,,0.15,19260817.0,-1.0,True,69.0
200.0,12.0,0.55,0.7,0.0001,0.709503,0.068372,0.038982,0.155585,0.290686,0.268548,,,,0.15,19260817.0,-1.0,True,70.0
200.0,12.0,0.85,0.7,0.0001,0.824684,0.060379,0.036446,0.120867,0.29193,0.268902,,,,0.16,19260817.0,-1.0,True,71.0
200.0,12.0,0.7,0.55,0.0001,0.779479,0.119434,0.032871,0.135557,0.282607,0.2694,,,,0.15,19260817.0,-1.0,True,72.0
200.0,12.0,0.7,0.85,0.0001,0.782852,0.084438,0.016048,0.134516,0.288168,0.271733,,,,0.16,19260817.0,-1.0,True,73.0
200.0,12.0,0.7,0.7,1e-06,0.789867,0.081813,0.030604,0.132325,0.288581,0.269716,,,,0.16,19260817.0,-1.0,True,74.0
200.0,12.0,0.7,0.7,0.01,0.020191,-0.008386,-0.042113,0.285737,0.302424,0.279649,,,,0.16,19260817.0,-1.0,True,75.0
100.0,48.0,0.7,0.7,0.0001,0.791304,0.070823,0.036391,0.131872,0.290303,0.26891,,,,0.08,19260817.0,-1.0,True,76.0
200.0,96.0,0.7,0.7,0.0001,0.793085,0.075861,0.023183,0.131308,0.289515,0.270746,,,,0.16,19260817.0,-1.0,True,77.0
200.0,48.0,0.55,0.7,0.0001,0.715779,0.069466,0.036753,0.153895,0.290515,0.268859,,,,0.16,19260817.0,-1.0,True,78.0
200.0,48.0,0.85,0.7,0.0001,0.838305,0.060302,0.039063,0.116076,0.291942,0.268536,,,,0.16,19260817.0,-1.0,True,79.0
200.0,48.0,0.7,0.55,0.0001,0.791973,0.116958,0.068934,0.131661,0.283004,0.26433,,,,0.16,19260817.0,-1.0,True,80.0
200.0,48.0,0.7,0.85,0.0001,0.796747,0.059824,0.031851,0.130141,0.292016,0.269542,,,,0.16,19260817.0,-1.0,True,81.0
200.0,48.0,0.7,0.7,1e-06,0.799349,0.077036,0.021226,0.129305,0.289331,0.271017,,,,0.16,19260817.0,-1.0,True,82.0
200.0,48.0,0.7,0.7,0.01,0.019783,-0.008633,-0.042258,0.285797,0.302461,0.279668,,,,0.16,19260817.0,-1.0,True,83.0
100.0,24.0,0.7,0.55,0.0001,0.791439,0.119645,0.03466,0.13183,0.282573,0.269151,,,,0.08,19260817.0,-1.0,True,84.0
200.0,24.0,0.55,0.55,0.0001,0.721468,0.090938,0.026938,0.152347,0.287143,0.270225,,,,0.16,19260817.0,-1.0,True,85.0
200.0,24.0,0.85,0.55,0.0001,0.843585,0.066197,0.023272,0.114166,0.291025,0.270734,,,,0.16,19260817.0,-1.0,True,86.0
200.0,24.0,0.7,0.4,0.0001,0.788901,0.086157,0.054239,0.132629,0.287897,0.266408,,,,0.15,19260817.0,-1.0,True,87.0
200.0,24.0,0.7,0.55,1e-06,0.798012,0.116095,0.064467,0.129736,0.283142,0.264963,,,,0.16,19260817.0,-1.0,True,88.0
200.0,24.0,0.7,0.55,0.01,0.010867,-0.009563,-0.043235,0.287094,0.3026,0.279799,,,,0.16,19260817.0,-1.0,True,89.0
100.0,24.0,0.7,0.7,1e-06,0.797712,0.069935,0.030868,0.129832,0.290441,0.269679,,,,0.08,19260817.0,-1.0,True,90.0
200.0,24.0,0.55,0.7,1e-06,0.720382,0.070124,0.040056,0.152644,0.290412,0.268398,,,,0.16,19260817.0,-1.0,True,91.0
200.0,24.0,0.85,0.7,1e-06,0.846026,0.05983,0.040394,0.113271,0.292015,0.26835,,,,0.16,19260817.0,-1.0,True,92.0
200.0,24.0,0.7,0.85,1e-06,0.802085,0.059942,0.032132,0.128421,0.291998,0.269503,,,,0.16,19260817.0,-1.0,True,93.0
200.0,24.0,0.7,0.7,1e-08,0.799367,0.077064,0.020996,0.1293,0.289326,0.271049,,,,0.16,19260817.0,-1.0,True,94.0
50.0,24.0,0.4,0.4,1e-08,0.606867,0.106646,-0.002103,0.180995,0.284652,0.274228,,,,0.04,19260817.0,-1.0,True,95.0
25.0,12.0,0.4,0.4,1e-08,0.60857,0.147385,-0.091321,0.180602,0.278086,0.286175,,,,0.02,19260817.0,-1.0,True,96.0
25.0,48.0,0.4,0.4,1e-08,0.61425,0.141232,-0.072138,0.179287,0.279087,0.283649,,,,0.02,19260817.0,-1.0,True,97.0
25.0,24.0,0.55,0.4,1e-08,0.689462,0.106041,-0.021837,0.160862,0.284748,0.276915,,,,0.02,19260817.0,-1.0,True,98.0
25.0,24.0,0.4,0.55,1e-08,0.585355,0.00777,-0.156615,0.185881,0.299991,0.294612,,,,0.02,19260817.0,-1.0,True,99.0
25.0,24.0,0.4,0.4,1e-06,0.614235,0.141285,-0.072103,0.179291,0.279079,0.283644,,,,0.02,19260817.0,-1.0,True,100.0
50.0,12.0,0.4,0.4,1e-08,0.609276,0.099557,0.005973,0.180439,0.285779,0.273121,,,,0.04,19260817.0,-1.0,True,101.0
25.0,6.0,0.4,0.4,1e-08,0.43895,0.130462,0.012518,0.216221,0.280832,0.27222,,,,0.02,19260817.0,-1.0,True,102.0
25.0,12.0,0.55,0.4,1e-08,0.69155,0.124434,-0.012866,0.16032,0.281804,0.275697,,,,0.02,19260817.0,-1.0,True,103.0
25.0,12.0,0.4,0.55,1e-08,0.571748,0.074813,-0.116392,0.188906,0.289679,0.289444,,,,0.02,19260817.0,-1.0,True,104.0
25.0,12.0,0.4,0.4,1e-06,0.608567,0.147506,-0.091429,0.180603,0.278066,0.286189,,,,0.02,19260817.0,-1.0,True,105.0
50.0,12.0,0.4,0.4,1e-06,0.609295,0.099576,0.006043,0.180435,0.285776,0.273111,,,,0.04,19260817.0,-1.0,True,106.0
25.0,6.0,0.4,0.4,1e-06,0.43894,0.130397,0.012425,0.216222,0.280842,0.272233,,,,0.02,19260817.0,-1.0,True,107.0
25.0,12.0,0.55,0.4,1e-06,0.691524,0.12456,-0.012983,0.160327,0.281783,0.275713,,,,0.02,19260817.0,-1.0,True,108.0
25.0,12.0,0.4,0.55,1e-06,0.571724,0.074832,-0.116332,0.188911,0.289676,0.289436,,,,0.02,19260817.0,-1.0,True,109.0
25.0,12.0,0.4,0.4,0.0001,0.605011,0.143328,-0.087272,0.181421,0.278747,0.285644,,,,0.02,19260817.0,-1.0,True,110.0
50.0,192.0,0.4,0.4,1e-08,0.606867,0.106646,-0.002103,0.180995,0.284652,0.274228,,,,0.04,19260817.0,-1.0,True,111.0
25.0,96.0,0.4,0.4,1e-08,0.61425,0.141232,-0.072138,0.179287,0.279087,0.283649,,,,0.02,19260817.0,-1.0,True,112.0
25.0,192.0,0.55,0.4,1e-08,0.689462,0.106041,-0.021837,0.160862,0.284748,0.276915,,,,0.02,19260817.0,-1.0,True,113.0
25.0,192.0,0.4,0.55,1e-08,0.585355,0.00777,-0.156615,0.185881,0.299991,0.294612,,,,0.02,19260817.0,-1.0,True,114.0
25.0,192.0,0.4,0.4,1e-06,0.614235,0.141285,-0.072103,0.179291,0.279079,0.283644,,,,0.02,19260817.0,-1.0,True,115.0
50.0,96.0,0.4,0.4,1e-08,0.606867,0.106646,-0.002103,0.180995,0.284652,0.274228,,,,0.04,19260817.0,-1.0,True,116.0
25.0,96.0,0.55,0.4,1e-08,0.689462,0.106041,-0.021837,0.160862,0.284748,0.276915,,,,0.02,19260817.0,-1.0,True,117.0
25.0,96.0,0.4,0.55,1e-08,0.585355,0.00777,-0.156615,0.185881,0.299991,0.294612,,,,0.02,19260817.0,-1.0,True,118.0
25.0,96.0,0.4,0.4,1e-06,0.614235,0.141285,-0.072103,0.179291,0.279079,0.283644,,,,0.02,19260817.0,-1.0,True,119.0
50.0,192.0,0.4,0.4,1e-06,0.606873,0.106577,-0.002086,0.180993,0.284663,0.274226,,,,0.04,19260817.0,-1.0,True,120.0
25.0,192.0,0.55,0.4,1e-06,0.689444,0.106357,-0.022314,0.160867,0.284698,0.27698,,,,0.02,19260817.0,-1.0,True,121.0
25.0,192.0,0.4,0.55,1e-06,0.585326,0.008045,-0.156442,0.185887,0.29995,0.29459,,,,0.02,19260817.0,-1.0,True,122.0
25.0,192.0,0.4,0.4,0.0001,0.610381,0.13873,-0.076354,0.180184,0.279494,0.284206,,,,0.02,19260817.0,-1.0,True,123.0
50.0,24.0,0.4,0.4,1e-06,0.606873,0.106577,-0.002086,0.180993,0.284663,0.274226,,,,0.04,19260817.0,-1.0,True,124.0
25.0,48.0,0.4,0.4,1e-06,0.614235,0.141285,-0.072103,0.179291,0.279079,0.283644,,,,0.02,19260817.0,-1.0,True,125.0
25.0,24.0,0.55,0.4,1e-06,0.689444,0.106357,-0.022314,0.160867,0.284698,0.27698,,,,0.02,19260817.0,-1.0,True,126.0
25.0,24.0,0.4,0.55,1e-06,0.585326,0.008045,-0.156442,0.185887,0.29995,0.29459,,,,0.02,19260817.0,-1.0,True,127.0
25.0,24.0,0.4,0.4,0.0001,0.610381,0.13873,-0.076354,0.180184,0.279494,0.284206,,,,0.02,19260817.0,-1.0,True,128.0
50.0,12.0,0.4,0.4,0.0001,0.607585,0.098203,0.010132,0.180829,0.285994,0.272549,,,,0.04,19260817.0,-1.0,True,129.0
25.0,6.0,0.4,0.4,0.0001,0.436885,0.126748,0.0104,0.216618,0.281431,0.272512,,,,0.02,19260817.0,-1.0,True,130.0
25.0,12.0,0.55,0.4,0.0001,0.688346,0.119923,-0.011465,0.161151,0.282529,0.275506,,,,0.02,19260817.0,-1.0,True,131.0
25.0,12.0,0.4,0.55,0.0001,0.572045,0.067642,-0.116176,0.188841,0.290799,0.289416,,,,0.02,19260817.0,-1.0,True,132.0
25.0,12.0,0.4,0.4,0.01,0.041048,0.001992,-0.019597,0.28268,0.300863,0.276611,,,,0.02,19260817.0,-1.0,True,133.0
