max_depth,max_bins,interaction_cst,learning_rate,l2_regularization,max_iter,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Precedence
48.0,16.0,pairwise,0.01,0.01,200.0,0.416297,0.155848,0.043085,0.220542,0.276702,0.267974,,,,0.22,19260817.0,185.0
24.0,4.0,pairwise,0.01,0.01,200.0,0.356848,0.04944,0.110997,0.231501,0.293624,0.25829,,,,0.23,19260817.0,186.0
24.0,16.0,no_interactions,0.01,0.01,200.0,0.264854,0.122137,-0.055804,0.247504,0.282173,0.28148,,,,0.2,19260817.0,187.0
24.0,16.0,pairwise,0.0001,0.01,200.0,0.008353,-0.002875,-0.043242,0.287458,0.301596,0.2798,,,,0.21,19260817.0,188.0
24.0,16.0,pairwise,0.1,0.01,200.0,0.940331,-0.004144,-0.026737,0.070513,0.301787,0.277578,,,,0.27,19260817.0,189.0
24.0,16.0,pairwise,0.01,0.001,200.0,0.416481,0.156279,0.044531,0.220508,0.276631,0.267771,,,,0.21,19260817.0,190.0
24.0,16.0,pairwise,0.01,0.01,100.0,0.256774,0.118147,0.021355,0.248861,0.282814,0.270999,,,,0.11,19260817.0,191.0
24.0,16.0,pairwise,0.01,0.01,400.0,0.61313,0.135154,0.016692,0.179547,0.280073,0.271644,,,,0.44,19260817.0,192.0
12.0,16.0,pairwise,0.01,0.001,200.0,0.416481,0.156279,0.044531,0.220508,0.276631,0.267771,,,,0.2,19260817.0,193.0
48.0,16.0,pairwise,0.01,0.001,200.0,0.416481,0.156279,0.044531,0.220508,0.276631,0.267771,,,,0.21,19260817.0,194.0
24.0,4.0,pairwise,0.01,0.001,200.0,0.356921,0.049438,0.111018,0.231488,0.293624,0.258287,,,,0.21,19260817.0,195.0
24.0,64.0,pairwise,0.01,0.001,200.0,0.466579,0.138958,-0.029468,0.21083,0.279457,0.277947,,,,0.21,19260817.0,196.0
24.0,16.0,no_interactions,0.01,0.001,200.0,0.264921,0.122149,-0.055841,0.247493,0.282171,0.281485,,,,0.18,19260817.0,197.0
24.0,16.0,pairwise,0.0001,0.001,200.0,0.008356,-0.002873,-0.043241,0.287458,0.301596,0.2798,,,,0.2,19260817.0,198.0
24.0,16.0,pairwise,0.1,0.001,200.0,0.940363,-0.004236,-0.026851,0.070495,0.3018,0.277594,,,,0.22,19260817.0,199.0
24.0,16.0,pairwise,0.01,0.0001,200.0,0.416749,0.155349,0.040811,0.220457,0.276784,0.268292,,,,0.23,19260817.0,200.0
24.0,16.0,pairwise,0.01,0.001,100.0,0.257207,0.117148,0.023093,0.248788,0.282974,0.270759,,,,0.11,19260817.0,201.0
24.0,16.0,pairwise,0.01,0.001,400.0,0.611505,0.135067,0.012807,0.179924,0.280087,0.27218,,,,0.41,19260817.0,202.0
6.0,255.0,no_interactions,0.1,10.0,25.0,0.32953,0.093739,-0.026953,0.236366,0.286701,0.277607,,,,0.03,19260817.0,203.0
3.0,64.0,no_interactions,0.1,10.0,25.0,0.297266,0.1186,-0.026856,0.241987,0.282741,0.277594,,,,0.03,19260817.0,204.0
3.0,255.0,no_interactions,0.01,10.0,25.0,0.047171,0.023092,-0.054276,0.281776,0.297666,0.281276,,,,0.02,19260817.0,205.0
3.0,255.0,no_interactions,0.1,1.0,25.0,0.382223,0.123846,-0.020125,0.226888,0.281898,0.276683,,,,0.02,19260817.0,206.0
3.0,255.0,no_interactions,0.1,10.0,50.0,0.50344,0.095966,0.042182,0.203415,0.286348,0.2681,,,,0.04,19260817.0,207.0
6.0,64.0,no_interactions,0.1,10.0,25.0,0.303673,0.101439,-0.041198,0.240881,0.28548,0.279526,,,,0.03,19260817.0,208.0
3.0,16.0,no_interactions,0.1,10.0,25.0,0.244266,0.101953,-0.047283,0.250946,0.285399,0.280342,,,,0.03,19260817.0,209.0
3.0,64.0,pairwise,0.1,10.0,25.0,0.434548,0.1178,-0.042626,0.217067,0.282869,0.279718,,,,0.04,19260817.0,210.0
3.0,64.0,no_interactions,0.01,10.0,25.0,0.045508,0.025012,-0.054591,0.282022,0.297373,0.281318,,,,0.03,19260817.0,211.0
3.0,64.0,no_interactions,0.1,1.0,25.0,0.354044,0.167608,-0.033359,0.232005,0.274768,0.278472,,,,0.03,19260817.0,212.0
3.0,64.0,no_interactions,0.1,10.0,50.0,0.464188,0.134163,0.01095,0.211301,0.280234,0.272436,,,,0.05,19260817.0,213.0
6.0,255.0,pairwise,0.1,10.0,25.0,0.477066,0.110492,0.001867,0.208747,0.284038,0.273684,,,,0.03,19260817.0,214.0
3.0,255.0,pairwise,0.01,10.0,25.0,0.07304,0.015909,-0.043395,0.277924,0.298758,0.279821,,,,0.03,19260817.0,215.0
3.0,255.0,pairwise,0.1,1.0,25.0,0.522941,0.104069,-0.0488,0.19938,0.285062,0.280545,,,,0.03,19260817.0,216.0
3.0,255.0,pairwise,0.1,10.0,50.0,0.649387,0.102125,0.018066,0.170927,0.285371,0.271454,,,,0.05,19260817.0,217.0
6.0,255.0,no_interactions,0.1,1.0,25.0,0.407773,0.132957,-0.040876,0.222147,0.280429,0.279483,,,,0.02,19260817.0,218.0
3.0,255.0,no_interactions,0.01,1.0,25.0,0.061288,0.033353,-0.05155,0.279681,0.296098,0.280912,,,,0.02,19260817.0,219.0
3.0,255.0,no_interactions,0.1,0.1,25.0,0.394643,0.123624,-0.00236,0.224596,0.281934,0.274263,,,,0.02,19260817.0,220.0
3.0,255.0,no_interactions,0.1,1.0,50.0,0.576474,0.138125,0.020876,0.187861,0.279592,0.271066,,,,0.04,19260817.0,221.0
6.0,64.0,no_interactions,0.1,1.0,25.0,0.375332,0.171873,-0.071591,0.22815,0.274063,0.283577,,,,0.03,19260817.0,222.0
3.0,16.0,no_interactions,0.1,1.0,25.0,0.294056,0.111732,-0.050155,0.242539,0.28384,0.280726,,,,0.06,19260817.0,223.0
3.0,64.0,pairwise,0.1,1.0,25.0,0.520361,0.126846,-0.026388,0.199919,0.281415,0.277531,,,,0.04,19260817.0,224.0
3.0,64.0,no_interactions,0.01,1.0,25.0,0.059053,0.037596,-0.053913,0.280013,0.295448,0.281228,,,,0.03,19260817.0,225.0
3.0,64.0,no_interactions,0.1,0.1,25.0,0.366565,0.159996,-0.011651,0.229746,0.276021,0.275532,,,,0.03,19260817.0,226.0
3.0,64.0,no_interactions,0.1,1.0,50.0,0.542442,0.18072,0.013316,0.195263,0.272595,0.27211,,,,0.05,19260817.0,227.0
6.0,64.0,no_interactions,0.1,1.0,50.0,0.57738,0.159988,0.001159,0.18766,0.276023,0.273782,,,,0.05,19260817.0,228.0
3.0,16.0,no_interactions,0.1,1.0,50.0,0.455151,0.142243,-0.061998,0.213076,0.278923,0.282304,,,,0.04,19260817.0,229.0
3.0,64.0,pairwise,0.1,1.0,50.0,0.709151,0.0672,-0.023242,0.155679,0.290868,0.277105,,,,0.06,19260817.0,230.0
3.0,64.0,no_interactions,0.01,1.0,50.0,0.10717,0.066706,-0.042256,0.27276,0.290945,0.279668,,,,0.05,19260817.0,231.0
3.0,64.0,no_interactions,0.1,0.1,50.0,0.548011,0.16884,0.001886,0.194071,0.274565,0.273682,,,,0.05,19260817.0,232.0
3.0,64.0,no_interactions,0.1,1.0,100.0,0.728409,0.162222,0.023211,0.150437,0.275655,0.270742,,,,0.08,19260817.0,233.0
96.0,255.0,pairwise,0.1,0.0001,25.0,0.564888,0.132957,-0.011732,0.190413,0.280429,0.275543,,,,0.03,19260817.0,234.0
192.0,64.0,pairwise,0.1,0.0001,25.0,0.560425,0.146188,-0.016144,0.191387,0.278281,0.276143,,,,0.04,19260817.0,235.0
192.0,255.0,pairwise,0.01,0.0001,25.0,0.095764,0.02034,-0.044357,0.274497,0.298085,0.27995,,,,0.03,19260817.0,236.0
192.0,255.0,pairwise,0.1,0.001,25.0,0.564878,0.132955,-0.01173,0.190415,0.280429,0.275542,,,,0.03,19260817.0,237.0
192.0,255.0,pairwise,0.1,0.0001,50.0,0.759713,0.082439,0.014268,0.141502,0.288483,0.271979,,,,0.05,19260817.0,238.0
48.0,255.0,pairwise,0.1,0.0001,25.0,0.564888,0.132957,-0.011732,0.190413,0.280429,0.275543,,,,0.03,19260817.0,239.0
96.0,64.0,pairwise,0.1,0.0001,25.0,0.560425,0.146188,-0.016144,0.191387,0.278281,0.276143,,,,0.04,19260817.0,240.0
96.0,255.0,no_interactions,0.1,0.0001,25.0,0.426582,0.120334,0.012544,0.218591,0.282463,0.272217,,,,0.03,19260817.0,241.0
96.0,255.0,pairwise,0.01,0.0001,25.0,0.095764,0.02034,-0.044357,0.274497,0.298085,0.27995,,,,0.03,19260817.0,242.0
96.0,255.0,pairwise,0.1,0.001,25.0,0.564878,0.132955,-0.01173,0.190415,0.280429,0.275542,,,,0.03,19260817.0,243.0
96.0,255.0,pairwise,0.1,0.0001,50.0,0.759713,0.082439,0.014268,0.141502,0.288483,0.271979,,,,0.05,19260817.0,244.0
192.0,16.0,pairwise,0.1,0.0001,25.0,0.484518,0.148864,0.091495,0.207254,0.277844,0.261108,,,,0.03,19260817.0,245.0
192.0,64.0,no_interactions,0.1,0.0001,25.0,0.390628,0.152947,-0.05482,0.22534,0.277177,0.281349,,,,0.03,19260817.0,246.0
192.0,64.0,pairwise,0.01,0.0001,25.0,0.093272,0.030581,-0.040026,0.274875,0.296523,0.279369,,,,0.03,19260817.0,247.0
192.0,64.0,pairwise,0.1,0.001,25.0,0.560416,0.146186,-0.016141,0.191389,0.278281,0.276142,,,,0.04,19260817.0,248.0
192.0,64.0,pairwise,0.1,0.0001,50.0,0.749112,0.122389,-0.021118,0.144589,0.282132,0.276818,,,,0.06,19260817.0,249.0
192.0,255.0,no_interactions,0.1,0.001,25.0,0.426573,0.120332,0.012545,0.218593,0.282463,0.272217,,,,0.03,19260817.0,250.0
192.0,255.0,pairwise,0.01,0.001,25.0,0.095762,0.020339,-0.044357,0.274497,0.298085,0.27995,,,,0.03,19260817.0,251.0
192.0,255.0,pairwise,0.1,0.01,25.0,0.564778,0.132939,-0.01171,0.190437,0.280432,0.27554,,,,0.03,19260817.0,252.0
192.0,255.0,pairwise,0.1,0.001,50.0,0.759705,0.08244,0.014272,0.141504,0.288482,0.271978,,,,0.05,19260817.0,253.0
192.0,255.0,no_interactions,0.01,0.0001,25.0,0.065815,0.0322,-0.052568,0.279005,0.296275,0.281048,,,,0.02,19260817.0,254.0
192.0,255.0,no_interactions,0.1,0.0001,50.0,0.629714,0.129557,0.009254,0.175657,0.280978,0.27267,,,,0.04,19260817.0,255.0
48.0,255.0,no_interactions,0.1,0.0001,25.0,0.426582,0.120334,0.012544,0.218591,0.282463,0.272217,,,,0.02,19260817.0,256.0
96.0,64.0,no_interactions,0.1,0.0001,25.0,0.390628,0.152947,-0.05482,0.22534,0.277177,0.281349,,,,0.03,19260817.0,257.0
96.0,255.0,no_interactions,0.01,0.0001,25.0,0.065815,0.0322,-0.052568,0.279005,0.296275,0.281048,,,,0.02,19260817.0,258.0
96.0,255.0,no_interactions,0.1,0.001,25.0,0.426573,0.120332,0.012545,0.218593,0.282463,0.272217,,,,0.02,19260817.0,259.0
96.0,255.0,no_interactions,0.1,0.0001,50.0,0.629714,0.129557,0.009254,0.175657,0.280978,0.27267,,,,0.05,19260817.0,260.0
192.0,64.0,no_interactions,0.1,0.001,25.0,0.390619,0.152944,-0.054817,0.225341,0.277178,0.281348,,,,0.03,19260817.0,261.0
192.0,255.0,no_interactions,0.01,0.001,25.0,0.065813,0.032199,-0.052567,0.279006,0.296275,0.281048,,,,0.02,19260817.0,262.0
192.0,255.0,no_interactions,0.1,0.01,25.0,0.426475,0.120307,0.012558,0.218611,0.282467,0.272215,,,,0.02,19260817.0,263.0
192.0,255.0,no_interactions,0.1,0.001,50.0,0.629704,0.129555,0.009257,0.175659,0.280978,0.272669,,,,0.04,19260817.0,264.0
192.0,64.0,no_interactions,0.1,0.0001,50.0,0.590909,0.157412,0.008302,0.184632,0.276446,0.272801,,,,0.05,19260817.0,265.0
192.0,255.0,no_interactions,0.01,0.0001,50.0,0.118692,0.062067,-0.038244,0.270994,0.291667,0.279129,,,,0.05,19260817.0,266.0
192.0,255.0,no_interactions,0.1,0.0001,100.0,0.80662,0.103291,0.024851,0.126941,0.285186,0.270515,,,,0.09,19260817.0,267.0
12.0,255.0,pairwise,0.1,0.0001,25.0,0.564888,0.132957,-0.011732,0.190413,0.280429,0.275543,,,,0.03,19260817.0,268.0
24.0,64.0,pairwise,0.1,0.0001,25.0,0.560425,0.146188,-0.016144,0.191387,0.278281,0.276143,,,,0.04,19260817.0,269.0
24.0,255.0,pairwise,0.01,0.0001,25.0,0.095764,0.02034,-0.044357,0.274497,0.298085,0.27995,,,,0.03,19260817.0,270.0
24.0,255.0,pairwise,0.1,0.001,25.0,0.564878,0.132955,-0.01173,0.190415,0.280429,0.275542,,,,0.03,19260817.0,271.0
24.0,255.0,pairwise,0.1,0.0001,50.0,0.759713,0.082439,0.014268,0.141502,0.288483,0.271979,,,,0.06,19260817.0,272.0
6.0,255.0,pairwise,0.1,0.0001,25.0,0.564888,0.132957,-0.011732,0.190413,0.280429,0.275543,,,,0.03,19260817.0,273.0
12.0,64.0,pairwise,0.1,0.0001,25.0,0.560425,0.146188,-0.016144,0.191387,0.278281,0.276143,,,,0.04,19260817.0,274.0
12.0,255.0,no_interactions,0.1,0.0001,25.0,0.426582,0.120334,0.012544,0.218591,0.282463,0.272217,,,,0.02,19260817.0,275.0
12.0,255.0,pairwise,0.01,0.0001,25.0,0.095764,0.02034,-0.044357,0.274497,0.298085,0.27995,,,,0.03,19260817.0,276.0
12.0,255.0,pairwise,0.1,0.001,25.0,0.564878,0.132955,-0.01173,0.190415,0.280429,0.275542,,,,0.03,19260817.0,277.0
12.0,255.0,pairwise,0.1,0.0001,50.0,0.759713,0.082439,0.014268,0.141502,0.288483,0.271979,,,,0.06,19260817.0,278.0
48.0,64.0,pairwise,0.1,0.0001,25.0,0.560425,0.146188,-0.016144,0.191387,0.278281,0.276143,,,,0.04,19260817.0,279.0
24.0,16.0,pairwise,0.1,0.0001,25.0,0.484518,0.148864,0.091495,0.207254,0.277844,0.261108,,,,0.04,19260817.0,280.0
24.0,64.0,no_interactions,0.1,0.0001,25.0,0.390628,0.152947,-0.05482,0.22534,0.277177,0.281349,,,,0.03,19260817.0,281.0
24.0,64.0,pairwise,0.01,0.0001,25.0,0.093272,0.030581,-0.040026,0.274875,0.296523,0.279369,,,,0.04,19260817.0,282.0
24.0,64.0,pairwise,0.1,0.001,25.0,0.560416,0.146186,-0.016141,0.191389,0.278281,0.276142,,,,0.04,19260817.0,283.0
24.0,64.0,pairwise,0.1,0.0001,50.0,0.749112,0.122389,-0.021118,0.144589,0.282132,0.276818,,,,0.06,19260817.0,284.0
48.0,255.0,pairwise,0.1,0.001,25.0,0.564878,0.132955,-0.01173,0.190415,0.280429,0.275542,,,,0.03,19260817.0,285.0
24.0,255.0,no_interactions,0.1,0.001,25.0,0.426573,0.120332,0.012545,0.218593,0.282463,0.272217,,,,0.02,19260817.0,286.0
24.0,255.0,pairwise,0.01,0.001,25.0,0.095762,0.020339,-0.044357,0.274497,0.298085,0.27995,,,,0.03,19260817.0,287.0
24.0,255.0,pairwise,0.1,0.01,25.0,0.564778,0.132939,-0.01171,0.190437,0.280432,0.27554,,,,0.03,19260817.0,288.0
24.0,255.0,pairwise,0.1,0.001,50.0,0.759705,0.08244,0.014272,0.141504,0.288482,0.271978,,,,0.05,19260817.0,289.0
24.0,255.0,no_interactions,0.01,0.0001,25.0,0.065815,0.0322,-0.052568,0.279005,0.296275,0.281048,,,,0.02,19260817.0,290.0
24.0,255.0,no_interactions,0.1,0.0001,50.0,0.629714,0.129557,0.009254,0.175657,0.280978,0.27267,,,,0.05,19260817.0,291.0
6.0,255.0,no_interactions,0.1,0.0001,25.0,0.426582,0.120334,0.012544,0.218591,0.282463,0.272217,,,,0.03,19260817.0,292.0
12.0,64.0,no_interactions,0.1,0.0001,25.0,0.390628,0.152947,-0.05482,0.22534,0.277177,0.281349,,,,0.03,19260817.0,293.0
12.0,255.0,no_interactions,0.01,0.0001,25.0,0.065815,0.0322,-0.052568,0.279005,0.296275,0.281048,,,,0.03,19260817.0,294.0
12.0,255.0,no_interactions,0.1,0.001,25.0,0.426573,0.120332,0.012545,0.218593,0.282463,0.272217,,,,0.03,19260817.0,295.0
12.0,255.0,no_interactions,0.1,0.0001,50.0,0.629714,0.129557,0.009254,0.175657,0.280978,0.27267,,,,0.05,19260817.0,296.0
48.0,255.0,no_interactions,0.1,0.001,25.0,0.426573,0.120332,0.012545,0.218593,0.282463,0.272217,,,,0.03,19260817.0,297.0
24.0,64.0,no_interactions,0.1,0.001,25.0,0.390619,0.152944,-0.054817,0.225341,0.277178,0.281348,,,,0.03,19260817.0,298.0
24.0,255.0,no_interactions,0.01,0.001,25.0,0.065813,0.032199,-0.052567,0.279006,0.296275,0.281048,,,,0.03,19260817.0,299.0
24.0,255.0,no_interactions,0.1,0.01,25.0,0.426475,0.120307,0.012558,0.218611,0.282467,0.272215,,,,0.03,19260817.0,300.0
24.0,255.0,no_interactions,0.1,0.001,50.0,0.629704,0.129555,0.009257,0.175659,0.280978,0.272669,,,,0.05,19260817.0,301.0
48.0,255.0,no_interactions,0.1,0.0001,50.0,0.629714,0.129557,0.009254,0.175657,0.280978,0.27267,,,,0.04,19260817.0,302.0
24.0,64.0,no_interactions,0.1,0.0001,50.0,0.590909,0.157412,0.008302,0.184632,0.276446,0.272801,,,,0.05,19260817.0,303.0
24.0,255.0,no_interactions,0.01,0.0001,50.0,0.118692,0.062067,-0.038244,0.270994,0.291667,0.279129,,,,0.05,19260817.0,304.0
24.0,255.0,no_interactions,0.1,0.0001,100.0,0.80662,0.103291,0.024851,0.126941,0.285186,0.270515,,,,0.08,19260817.0,305.0
3.0,64.0,no_interactions,0.1,0.0001,25.0,0.36826,0.159028,-0.012309,0.229438,0.27618,0.275621,,,,0.03,19260817.0,306.0
3.0,255.0,no_interactions,0.01,0.0001,25.0,0.063413,0.034741,-0.052293,0.279364,0.295886,0.281012,,,,0.02,19260817.0,307.0
3.0,255.0,no_interactions,0.1,0.001,25.0,0.395612,0.123891,-0.002514,0.224416,0.281891,0.274284,,,,0.02,19260817.0,308.0
3.0,255.0,no_interactions,0.1,0.0001,50.0,0.590522,0.146411,0.015415,0.184719,0.278244,0.271821,,,,0.04,19260817.0,309.0
6.0,64.0,no_interactions,0.1,0.0001,25.0,0.390628,0.152947,-0.05482,0.22534,0.277177,0.281349,,,,0.03,19260817.0,310.0
3.0,16.0,no_interactions,0.1,0.0001,25.0,0.302603,0.11769,-0.051466,0.241066,0.282887,0.280901,,,,0.03,19260817.0,311.0
3.0,64.0,pairwise,0.1,0.0001,25.0,0.521979,0.123042,-0.020756,0.199581,0.282027,0.276769,,,,0.04,19260817.0,312.0
3.0,64.0,no_interactions,0.01,0.0001,25.0,0.061226,0.039109,-0.054707,0.27969,0.295215,0.281334,,,,0.03,19260817.0,313.0
3.0,64.0,no_interactions,0.1,0.001,25.0,0.368252,0.159025,-0.012307,0.229439,0.276181,0.275621,,,,0.03,19260817.0,314.0
3.0,64.0,no_interactions,0.1,0.0001,50.0,0.545347,0.175491,-0.005843,0.194642,0.273464,0.274739,,,,0.05,19260817.0,315.0
6.0,255.0,no_interactions,0.1,0.001,25.0,0.426573,0.120332,0.012545,0.218593,0.282463,0.272217,,,,0.02,19260817.0,316.0
3.0,255.0,pairwise,0.1,0.001,25.0,0.53876,0.084066,-0.049035,0.196047,0.288227,0.280576,,,,0.03,19260817.0,317.0
3.0,255.0,no_interactions,0.01,0.001,25.0,0.063411,0.03474,-0.052292,0.279364,0.295886,0.281011,,,,0.03,19260817.0,318.0
3.0,255.0,no_interactions,0.1,0.01,25.0,0.395524,0.123867,-0.0025,0.224432,0.281895,0.274282,,,,0.03,19260817.0,319.0
3.0,255.0,no_interactions,0.1,0.001,50.0,0.590512,0.146409,0.015418,0.184721,0.278245,0.27182,,,,0.04,19260817.0,320.0
6.0,255.0,no_interactions,0.1,0.0001,50.0,0.629714,0.129557,0.009254,0.175657,0.280978,0.27267,,,,0.05,19260817.0,321.0
3.0,255.0,pairwise,0.1,0.0001,50.0,0.733772,0.055819,0.020367,0.148944,0.292637,0.271136,,,,0.05,19260817.0,322.0
3.0,255.0,no_interactions,0.01,0.0001,50.0,0.114252,0.066903,-0.040673,0.271676,0.290915,0.279456,,,,0.06,19260817.0,323.0
3.0,255.0,no_interactions,0.1,0.0001,100.0,0.773595,0.139112,-0.018945,0.137353,0.279432,0.276523,,,,0.15,19260817.0,324.0
