alpha,tol,max_iter,fit_intercept,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Precedence
0.1,0.001,1000.0,1.0,0.077683,0.037809,-0.003142,0.277227,0.295415,0.27437,,,,0.01,19260817.0,56.0
0.01,0.001,1000.0,0.0,-1.979538,-2.102198,-3.031939,0.498277,0.530441,0.550063,,,,0.01,19260817.0,57.0
0.1,0.001,10000.0,1.0,0.077683,0.037809,-0.003142,0.277227,0.295415,0.27437,,,,0.01,19260817.0,58.0
0.01,0.001,10000.0,0.0,-1.979538,-2.102198,-3.031939,0.498277,0.530441,0.550063,,,,0.02,19260817.0,59.0
1e-07,1e-05,1000.0,1.0,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.03,19260817.0,60.0
1e-08,0.0001,1000.0,1.0,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,61.0
1e-08,1e-05,5000.0,1.0,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,62.0
100.0,0.1,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,63.0
1000.0,0.01,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,64.0
1000.0,0.1,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,65.0
10.0,0.1,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,66.0
100.0,0.01,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,67.0
100.0,0.1,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,68.0
100.0,0.1,10000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.11,19260817.0,69.0
1000.0,0.001,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,70.0
1000.0,0.01,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,71.0
1000.0,0.01,10000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.01,19260817.0,72.0
1000.0,0.1,5000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.01,19260817.0,73.0
100.0,0.1,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,74.0
1000.0,0.01,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.04,19260817.0,75.0
10.0,0.1,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,76.0
100.0,0.01,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.11,19260817.0,77.0
100.0,0.1,1000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.09,19260817.0,78.0
1000.0,0.001,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,79.0
1000.0,0.01,1000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.01,19260817.0,80.0
100.0,1e-05,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,81.0
1000.0,0.0001,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,82.0
1000.0,1e-05,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.06,19260817.0,83.0
10.0,1e-05,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.09,19260817.0,84.0
100.0,0.0001,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,85.0
100.0,1e-05,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,86.0
100.0,1e-05,10000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.01,19260817.0,87.0
1000.0,0.0001,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,88.0
1000.0,0.0001,10000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.01,19260817.0,89.0
1000.0,1e-05,5000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.01,19260817.0,90.0
100.0,1e-05,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.03,19260817.0,91.0
1000.0,0.0001,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,92.0
10.0,1e-05,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,93.0
100.0,0.0001,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.08,19260817.0,94.0
100.0,1e-05,1000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.01,19260817.0,95.0
1000.0,0.0001,1000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.09,19260817.0,96.0
0.1,0.1,10000.0,1.0,0.077738,0.037788,-0.003252,0.277219,0.295418,0.274385,,,,0.01,19260817.0,97.0
1.0,0.01,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,98.0
1.0,0.1,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,99.0
0.01,0.1,10000.0,1.0,0.445897,0.203736,0.083791,0.214878,0.268739,0.262212,,,,0.02,19260817.0,100.0
0.1,0.01,10000.0,1.0,0.077688,0.037805,-0.00315,0.277227,0.295416,0.274371,,,,0.01,19260817.0,101.0
0.1,0.1,5000.0,1.0,0.077738,0.037788,-0.003252,0.277219,0.295418,0.274385,,,,0.01,19260817.0,102.0
0.1,0.1,10000.0,0.0,-2.95892,-3.00457,-4.049867,0.57436,0.602671,0.615596,,,,0.01,19260817.0,103.0
10.0,0.01,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,104.0
1.0,0.001,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,105.0
1.0,0.01,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,106.0
1.0,0.01,10000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.01,19260817.0,107.0
10.0,0.1,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,108.0
1.0,0.1,5000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.08,19260817.0,109.0
0.1,0.1,1000.0,1.0,0.077738,0.037788,-0.003252,0.277219,0.295418,0.274385,,,,0.01,19260817.0,110.0
1.0,0.01,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.12,19260817.0,111.0
0.01,0.1,1000.0,1.0,0.445897,0.203736,0.083791,0.214878,0.268739,0.262212,,,,0.01,19260817.0,112.0
0.1,0.01,1000.0,1.0,0.077688,0.037805,-0.00315,0.277227,0.295416,0.274371,,,,0.05,19260817.0,113.0
0.1,0.1,1000.0,0.0,-2.95892,-3.00457,-4.049867,0.57436,0.602671,0.615596,,,,0.01,19260817.0,114.0
10.0,0.01,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,19260817.0,115.0
1.0,0.001,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.03,19260817.0,116.0
1.0,0.01,1000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.01,19260817.0,117.0
0.1,1e-05,10000.0,1.0,0.077683,0.037809,-0.003141,0.277228,0.295415,0.27437,,,,0.01,19260817.0,118.0
1.0,0.0001,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,19260817.0,119.0
1.0,1e-05,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,120.0
0.01,1e-05,10000.0,1.0,0.447685,0.212796,0.085296,0.214531,0.267206,0.261997,,,,0.01,19260817.0,121.0
0.1,0.0001,10000.0,1.0,0.077683,0.037809,-0.003141,0.277228,0.295415,0.27437,,,,0.01,19260817.0,122.0
0.1,1e-05,5000.0,1.0,0.077683,0.037809,-0.003141,0.277228,0.295415,0.27437,,,,0.01,19260817.0,123.0
0.1,1e-05,10000.0,0.0,-2.958976,-3.004623,-4.049566,0.574365,0.602675,0.615578,,,,0.02,19260817.0,124.0
10.0,0.0001,10000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,125.0
1.0,0.0001,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.09,19260817.0,126.0
1.0,0.0001,10000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.01,19260817.0,127.0
10.0,1e-05,5000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,128.0
1.0,1e-05,5000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.01,19260817.0,129.0
0.1,1e-05,1000.0,1.0,0.077683,0.037809,-0.003141,0.277228,0.295415,0.27437,,,,0.01,19260817.0,130.0
1.0,0.0001,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,131.0
0.01,1e-05,1000.0,1.0,0.447685,0.212796,0.085296,0.214531,0.267206,0.261997,,,,0.01,19260817.0,132.0
0.1,0.0001,1000.0,1.0,0.077683,0.037809,-0.003141,0.277228,0.295415,0.27437,,,,0.01,19260817.0,133.0
0.1,1e-05,1000.0,0.0,-2.958976,-3.004623,-4.049566,0.574365,0.602675,0.615578,,,,0.02,19260817.0,134.0
10.0,0.0001,1000.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.08,19260817.0,135.0
1.0,0.0001,1000.0,0.0,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.01,19260817.0,136.0
1e-05,0.1,10000.0,1.0,0.478279,0.250942,0.105958,0.208505,0.260651,0.259021,,,,0.01,19260817.0,137.0
0.001,0.1,10000.0,1.0,0.477728,0.24668,0.107528,0.208615,0.261392,0.258793,,,,0.08,19260817.0,138.0
0.0001,0.01,10000.0,1.0,0.478273,0.250781,0.106036,0.208506,0.260679,0.25901,,,,0.01,19260817.0,139.0
0.0001,0.1,5000.0,1.0,0.478273,0.250562,0.106263,0.208506,0.260717,0.258977,,,,0.06,19260817.0,140.0
1e-06,0.1,10000.0,1.0,0.478279,0.25098,0.105925,0.208505,0.260645,0.259026,,,,0.01,19260817.0,141.0
1e-05,0.01,10000.0,1.0,0.478279,0.250964,0.105934,0.208505,0.260647,0.259024,,,,0.12,19260817.0,142.0
1e-05,0.1,5000.0,1.0,0.478279,0.250942,0.105958,0.208505,0.260651,0.259021,,,,0.01,19260817.0,143.0
1e-05,0.1,10000.0,0.0,-1.914778,-1.97765,-3.125614,0.492832,0.519684,0.556417,,,,0.01,19260817.0,144.0
0.001,0.01,10000.0,1.0,0.477745,0.247858,0.10727,0.208611,0.261187,0.258831,,,,0.01,19260817.0,145.0
0.001,0.1,5000.0,1.0,0.477728,0.24668,0.107528,0.208615,0.261392,0.258793,,,,0.02,19260817.0,146.0
0.001,0.1,10000.0,0.0,-1.915726,-1.980881,-3.101988,0.492912,0.519965,0.554821,,,,0.06,19260817.0,147.0
0.0001,0.001,10000.0,1.0,0.478273,0.250805,0.106008,0.208506,0.260675,0.259014,,,,0.01,19260817.0,148.0
0.0001,0.01,5000.0,1.0,0.478273,0.250781,0.106036,0.208506,0.260679,0.25901,,,,0.01,19260817.0,149.0
0.0001,0.01,10000.0,0.0,-1.914785,-1.97784,-3.1239,0.492833,0.5197,0.556301,,,,0.01,19260817.0,150.0
0.0001,0.1,5000.0,0.0,-1.914786,-1.977845,-3.123391,0.492833,0.5197,0.556267,,,,0.01,19260817.0,151.0
1e-05,0.1,1000.0,1.0,0.478279,0.250942,0.105958,0.208505,0.260651,0.259021,,,,0.01,19260817.0,152.0
0.001,0.1,1000.0,1.0,0.477728,0.24668,0.107528,0.208615,0.261392,0.258793,,,,0.11,19260817.0,153.0
0.0001,0.01,1000.0,1.0,0.478273,0.250781,0.106036,0.208506,0.260679,0.25901,,,,0.01,19260817.0,154.0
1e-06,0.1,1000.0,1.0,0.478279,0.25098,0.105925,0.208505,0.260645,0.259026,,,,0.02,19260817.0,155.0
1e-05,0.01,1000.0,1.0,0.478279,0.250964,0.105934,0.208505,0.260647,0.259024,,,,0.04,19260817.0,156.0
1e-05,0.1,1000.0,0.0,-1.914778,-1.97765,-3.125614,0.492832,0.519684,0.556417,,,,0.02,19260817.0,157.0
0.001,0.01,1000.0,1.0,0.477745,0.247858,0.10727,0.208611,0.261187,0.258831,,,,0.01,19260817.0,158.0
0.001,0.1,1000.0,0.0,-1.915726,-1.980881,-3.101988,0.492912,0.519965,0.554821,,,,0.02,19260817.0,159.0
0.0001,0.001,1000.0,1.0,0.478273,0.250805,0.106008,0.208506,0.260675,0.259014,,,,0.01,19260817.0,160.0
0.0001,0.01,1000.0,0.0,-1.914785,-1.97784,-3.1239,0.492833,0.5197,0.556301,,,,0.01,19260817.0,161.0
1e-07,0.1,10000.0,1.0,0.478279,0.250983,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,162.0
1e-08,0.01,10000.0,1.0,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,163.0
1e-08,0.1,5000.0,1.0,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,164.0
1e-07,0.01,10000.0,1.0,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,165.0
1e-07,0.1,5000.0,1.0,0.478279,0.250983,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,166.0
1e-07,0.1,10000.0,0.0,-1.914777,-1.977629,-3.125861,0.492832,0.519682,0.556433,,,,0.01,19260817.0,167.0
1e-08,0.001,10000.0,1.0,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,168.0
1e-08,0.01,5000.0,1.0,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,169.0
1e-08,0.01,10000.0,0.0,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.01,19260817.0,170.0
1e-08,0.1,5000.0,0.0,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.01,19260817.0,171.0
1e-05,1e-05,10000.0,1.0,0.478279,0.250967,0.105929,0.208505,0.260647,0.259025,,,,0.01,19260817.0,172.0
0.001,1e-05,10000.0,1.0,0.477741,0.24801,0.107267,0.208612,0.261161,0.258831,,,,0.01,19260817.0,173.0
0.0001,0.0001,10000.0,1.0,0.478273,0.250814,0.105997,0.208506,0.260674,0.259015,,,,0.2,19260817.0,174.0
0.0001,1e-05,5000.0,1.0,0.478273,0.250816,0.105995,0.208506,0.260673,0.259016,,,,0.02,19260817.0,175.0
1e-06,1e-05,10000.0,1.0,0.478279,0.250982,0.105922,0.208505,0.260644,0.259026,,,,0.01,19260817.0,176.0
1e-05,0.0001,10000.0,1.0,0.478279,0.250967,0.105929,0.208505,0.260647,0.259025,,,,0.02,19260817.0,177.0
1e-05,1e-05,5000.0,1.0,0.478279,0.250967,0.105929,0.208505,0.260647,0.259025,,,,0.01,19260817.0,178.0
1e-05,1e-05,10000.0,0.0,-1.914778,-1.977649,-3.125679,0.492832,0.519683,0.556421,,,,0.02,19260817.0,179.0
0.001,0.0001,10000.0,1.0,0.477741,0.248008,0.107267,0.208612,0.261161,0.258831,,,,0.01,19260817.0,180.0
0.001,1e-05,5000.0,1.0,0.477741,0.24801,0.107267,0.208612,0.261161,0.258831,,,,0.02,19260817.0,181.0
0.001,1e-05,10000.0,0.0,-1.9155,-1.98058,-3.10777,0.492893,0.519939,0.555212,,,,0.02,19260817.0,182.0
0.0001,0.0001,5000.0,1.0,0.478273,0.250814,0.105997,0.208506,0.260674,0.259015,,,,0.01,19260817.0,183.0
0.0001,0.0001,10000.0,0.0,-1.914785,-1.977838,-3.124032,0.492833,0.5197,0.55631,,,,0.01,19260817.0,184.0
0.0001,1e-05,5000.0,0.0,-1.914785,-1.977838,-3.124039,0.492833,0.5197,0.55631,,,,0.02,19260817.0,185.0
1e-07,0.1,1000.0,1.0,0.478279,0.250983,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,186.0
1e-08,0.01,1000.0,1.0,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,187.0
1e-07,0.01,1000.0,1.0,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,188.0
1e-07,0.1,1000.0,0.0,-1.914777,-1.977629,-3.125861,0.492832,0.519682,0.556433,,,,0.07,19260817.0,189.0
1e-08,0.001,1000.0,1.0,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.0,19260817.0,190.0
1e-08,0.01,1000.0,0.0,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.01,19260817.0,191.0
1e-05,1e-05,1000.0,1.0,0.478279,0.250967,0.105929,0.208505,0.260647,0.259025,,,,0.01,19260817.0,192.0
0.001,1e-05,1000.0,1.0,0.477741,0.24801,0.107267,0.208612,0.261161,0.258831,,,,0.11,19260817.0,193.0
0.0001,0.0001,1000.0,1.0,0.478273,0.250814,0.105997,0.208506,0.260674,0.259015,,,,0.02,19260817.0,194.0
1e-06,1e-05,1000.0,1.0,0.478279,0.250982,0.105922,0.208505,0.260644,0.259026,,,,0.01,19260817.0,195.0
1e-05,0.0001,1000.0,1.0,0.478279,0.250967,0.105929,0.208505,0.260647,0.259025,,,,0.02,19260817.0,196.0
1e-05,1e-05,1000.0,0.0,-1.914778,-1.977649,-3.125679,0.492832,0.519683,0.556421,,,,0.01,19260817.0,197.0
0.001,0.0001,1000.0,1.0,0.477741,0.248008,0.107267,0.208612,0.261161,0.258831,,,,0.01,19260817.0,198.0
0.001,1e-05,1000.0,0.0,-1.9155,-1.98058,-3.10777,0.492893,0.519939,0.555212,,,,0.05,19260817.0,199.0
0.0001,0.0001,1000.0,0.0,-1.914785,-1.977838,-3.124032,0.492833,0.5197,0.55631,,,,0.01,19260817.0,200.0
1e-07,1e-05,10000.0,1.0,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.05,19260817.0,201.0
1e-08,0.0001,10000.0,1.0,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,202.0
1e-07,0.0001,10000.0,1.0,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,203.0
1e-07,1e-05,5000.0,1.0,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.02,19260817.0,204.0
1e-07,1e-05,10000.0,0.0,-1.914777,-1.977629,-3.125861,0.492832,0.519682,0.556433,,,,0.02,19260817.0,205.0
1e-08,0.0001,5000.0,1.0,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,206.0
1e-08,0.0001,10000.0,0.0,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.18,19260817.0,207.0
1e-08,1e-05,5000.0,0.0,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.01,19260817.0,208.0
