n_estimators,max_depth,max_samples,max_features,ccp_alpha,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,bootstrap,Precedence
50.0,24.0,0.4,0.55,1e-08,0.570676,0.080731,-0.030466,0.189142,0.288751,0.278082,,,,0.32,19260817.0,-1.0,True,181.0
50.0,24.0,0.4,0.4,1e-06,0.574974,0.102282,0.051331,0.188193,0.285346,0.266817,,,,0.72,19260817.0,-1.0,True,182.0
25.0,12.0,0.55,0.4,1e-08,0.663987,0.101442,0.055471,0.16733,0.28548,0.266234,,,,0.22,19260817.0,-1.0,True,183.0
25.0,48.0,0.55,0.4,1e-08,0.682091,0.140974,0.098182,0.16276,0.279129,0.260145,,,,0.18,19260817.0,-1.0,True,184.0
25.0,24.0,0.7,0.4,1e-08,0.775882,0.076322,0.01491,0.136658,0.289443,0.27189,,,,0.22,19260817.0,-1.0,True,185.0
25.0,24.0,0.55,0.55,1e-08,0.693076,0.051298,0.044328,0.159923,0.293337,0.2678,,,,0.17,19260817.0,-1.0,True,186.0
25.0,24.0,0.55,0.4,1e-06,0.682193,0.141185,0.0982,0.162734,0.279095,0.260142,,,,0.16,19260817.0,-1.0,True,187.0
25.0,12.0,0.4,0.55,1e-08,0.583626,0.07289,-0.089136,0.186268,0.28998,0.285889,,,,0.2,19260817.0,-1.0,True,188.0
25.0,48.0,0.4,0.55,1e-08,0.584758,0.079952,-0.106444,0.186015,0.288873,0.288151,,,,0.12,19260817.0,-1.0,True,189.0
25.0,24.0,0.4,0.7,1e-08,0.575055,-0.039447,0.107724,0.188175,0.307046,0.258765,,,,0.14,19260817.0,-1.0,True,190.0
25.0,24.0,0.4,0.55,1e-06,0.584735,0.080414,-0.106798,0.18602,0.288801,0.288197,,,,0.17,19260817.0,-1.0,True,191.0
25.0,12.0,0.4,0.4,1e-06,0.555749,0.072422,0.055163,0.192402,0.290053,0.266277,,,,0.17,19260817.0,-1.0,True,192.0
25.0,48.0,0.4,0.4,1e-06,0.562541,0.084378,0.071994,0.190926,0.288178,0.263895,,,,0.21,19260817.0,-1.0,True,193.0
25.0,24.0,0.4,0.4,0.0001,0.562818,0.085128,0.078547,0.190865,0.28806,0.262962,,,,0.25,19260817.0,-1.0,True,194.0
400.0,24.0,0.4,0.4,1e-08,0.591591,0.099824,0.033636,0.184478,0.285737,0.269294,,,,3.01,19260817.0,-1.0,True,195.0
800.0,12.0,0.4,0.4,1e-08,0.591631,0.104576,0.022649,0.184469,0.284981,0.27082,,,,7.35,19260817.0,-1.0,True,196.0
800.0,24.0,0.55,0.4,1e-08,0.712035,0.119239,0.05233,0.154905,0.282638,0.266676,,,,8.41,19260817.0,-1.0,True,197.0
800.0,24.0,0.4,0.55,1e-08,0.593525,0.099309,-0.008123,0.18404,0.285818,0.275051,,,,7.15,19260817.0,-1.0,True,198.0
800.0,24.0,0.4,0.4,1e-06,0.59552,0.102499,0.025267,0.183588,0.285312,0.270457,,,,7.15,19260817.0,-1.0,True,199.0
200.0,24.0,0.4,0.4,1e-08,0.582676,0.096948,0.013702,0.18648,0.286193,0.272057,,,,1.85,19260817.0,-1.0,True,200.0
400.0,12.0,0.4,0.4,1e-08,0.588629,0.103463,0.028002,0.185145,0.285158,0.270078,,,,4.26,19260817.0,-1.0,True,201.0
400.0,48.0,0.4,0.4,1e-08,0.591591,0.099824,0.033636,0.184478,0.285737,0.269294,,,,3.07,19260817.0,-1.0,True,202.0
400.0,24.0,0.55,0.4,1e-08,0.705884,0.126552,0.053124,0.156551,0.281462,0.266564,,,,2.67,19260817.0,-1.0,True,203.0
400.0,24.0,0.4,0.55,1e-08,0.588852,0.100168,-0.020794,0.185095,0.285682,0.276774,,,,2.63,19260817.0,-1.0,True,204.0
400.0,24.0,0.4,0.4,1e-06,0.591571,0.099803,0.03368,0.184482,0.28574,0.269288,,,,2.82,19260817.0,-1.0,True,205.0
800.0,6.0,0.4,0.4,1e-08,0.477257,0.079587,0.020963,0.208709,0.288931,0.271054,,,,6.22,19260817.0,-1.0,True,206.0
800.0,12.0,0.55,0.4,1e-08,0.704462,0.111942,0.035785,0.156929,0.283807,0.268994,,,,5.11,19260817.0,-1.0,True,207.0
800.0,12.0,0.4,0.55,1e-08,0.594516,0.104504,0.009208,0.183816,0.284993,0.272676,,,,4.76,19260817.0,-1.0,True,208.0
800.0,12.0,0.4,0.4,1e-06,0.591632,0.104575,0.022699,0.184468,0.284982,0.270813,,,,7.2,19260817.0,-1.0,True,209.0
800.0,48.0,0.55,0.4,1e-08,0.712047,0.119197,0.052517,0.154902,0.282645,0.26665,,,,7.62,19260817.0,-1.0,True,210.0
800.0,24.0,0.7,0.4,1e-08,0.786537,0.109845,0.02293,0.13337,0.284142,0.270781,,,,5.69,19260817.0,-1.0,True,211.0
800.0,24.0,0.55,0.55,1e-08,0.71019,0.12169,0.003603,0.155401,0.282245,0.273446,,,,4.92,19260817.0,-1.0,True,212.0
800.0,24.0,0.55,0.4,1e-06,0.712071,0.119263,0.052368,0.154896,0.282634,0.266671,,,,4.59,19260817.0,-1.0,True,213.0
800.0,48.0,0.4,0.55,1e-08,0.593525,0.099309,-0.008123,0.18404,0.285818,0.275051,,,,4.79,19260817.0,-1.0,True,214.0
800.0,24.0,0.4,0.7,1e-08,0.593689,0.098328,0.002195,0.184003,0.285974,0.273639,,,,5.08,19260817.0,-1.0,True,215.0
800.0,24.0,0.4,0.55,1e-06,0.593519,0.099264,-0.008106,0.184042,0.285825,0.275048,,,,5.54,19260817.0,-1.0,True,216.0
800.0,48.0,0.4,0.4,1e-06,0.59552,0.102499,0.025267,0.183588,0.285312,0.270457,,,,4.79,19260817.0,-1.0,True,217.0
800.0,24.0,0.4,0.4,0.0001,0.593094,0.103137,0.024646,0.184138,0.28521,0.270543,,,,5.59,19260817.0,-1.0,True,218.0
400.0,24.0,0.4,1.0,1e-08,0.581151,0.073558,0.004043,0.186821,0.289875,0.273386,,,,3.6,19260817.0,-1.0,True,219.0
800.0,12.0,0.4,1.0,1e-08,0.531679,0.085582,-0.015718,0.197546,0.287988,0.276085,,,,5.51,19260817.0,-1.0,True,220.0
800.0,24.0,0.55,1.0,1e-08,0.698213,0.089813,0.019184,0.158579,0.287321,0.2713,,,,5.32,19260817.0,-1.0,True,221.0
800.0,24.0,0.4,0.85,1e-08,0.598059,0.092671,0.005355,0.183011,0.28687,0.273206,,,,7.45,19260817.0,-1.0,True,222.0
800.0,24.0,0.4,1.0,1e-06,0.583918,0.083186,-0.007631,0.186203,0.288365,0.274983,,,,3.47,19260817.0,-1.0,True,223.0
400.0,12.0,0.4,1.0,1e-08,0.523683,0.091008,-0.016558,0.199225,0.287132,0.276199,,,,1.6,19260817.0,-1.0,True,224.0
800.0,6.0,0.4,1.0,1e-08,0.248629,0.038868,-0.015956,0.250221,0.295253,0.276117,,,,4.94,19260817.0,-1.0,True,225.0
800.0,12.0,0.55,1.0,1e-08,0.605129,0.074565,0.017582,0.181394,0.289718,0.271521,,,,3.78,19260817.0,-1.0,True,226.0
800.0,12.0,0.4,0.85,1e-08,0.59711,0.091,0.006176,0.183227,0.287134,0.273093,,,,4.7,19260817.0,-1.0,True,227.0
800.0,12.0,0.4,1.0,1e-06,0.531678,0.085581,-0.015711,0.197546,0.287988,0.276084,,,,4.55,19260817.0,-1.0,True,228.0
400.0,24.0,0.55,1.0,1e-08,0.6942,0.107535,0.01883,0.15963,0.28451,0.271349,,,,1.59,19260817.0,-1.0,True,229.0
800.0,48.0,0.55,1.0,1e-08,0.698416,0.090277,0.018904,0.158526,0.287248,0.271339,,,,3.76,19260817.0,-1.0,True,230.0
800.0,24.0,0.7,1.0,1e-08,0.773268,0.103393,0.04051,0.137452,0.28517,0.268334,,,,3.37,19260817.0,-1.0,True,231.0
800.0,24.0,0.55,0.85,1e-08,0.708278,0.094973,0.031335,0.155913,0.286505,0.269614,,,,4.65,19260817.0,-1.0,True,232.0
800.0,24.0,0.55,1.0,1e-06,0.69821,0.089819,0.019221,0.15858,0.28732,0.271295,,,,3.72,19260817.0,-1.0,True,233.0
400.0,24.0,0.4,0.85,1e-08,0.593128,0.07828,0.011507,0.18413,0.289136,0.27236,,,,2.89,19260817.0,-1.0,True,234.0
800.0,48.0,0.4,0.85,1e-08,0.598059,0.092671,0.005355,0.183011,0.28687,0.273206,,,,5.51,19260817.0,-1.0,True,235.0
800.0,24.0,0.4,0.85,1e-06,0.598055,0.092634,0.005326,0.183012,0.286875,0.27321,,,,5.63,19260817.0,-1.0,True,236.0
400.0,24.0,0.4,1.0,1e-06,0.581156,0.073534,0.004065,0.18682,0.289879,0.273383,,,,2.22,19260817.0,-1.0,True,237.0
800.0,48.0,0.4,1.0,1e-06,0.583918,0.083186,-0.007631,0.186203,0.288365,0.274983,,,,5.97,19260817.0,-1.0,True,238.0
800.0,24.0,0.4,1.0,0.0001,0.583143,0.083449,-0.006987,0.186376,0.288324,0.274896,,,,4.7,19260817.0,-1.0,True,239.0
100.0,12.0,0.55,0.7,1e-06,0.696674,0.096727,0.028301,0.158983,0.286228,0.270036,,,,0.48,19260817.0,-1.0,True,240.0
400.0,12.0,0.55,0.7,1e-06,0.698407,0.125133,0.015023,0.158528,0.281691,0.271875,,,,4.12,19260817.0,-1.0,True,241.0
200.0,6.0,0.55,0.7,1e-06,0.564466,0.086437,0.007187,0.190505,0.287853,0.272954,,,,1.09,19260817.0,-1.0,True,242.0
200.0,12.0,0.4,0.7,1e-06,0.588866,0.080495,0.007298,0.185092,0.288788,0.272939,,,,1.62,19260817.0,-1.0,True,243.0
200.0,12.0,0.55,0.55,1e-06,0.692067,0.125301,0.048243,0.160186,0.281664,0.267251,,,,1.29,19260817.0,-1.0,True,244.0
200.0,12.0,0.55,0.85,1e-06,0.697291,0.057837,-0.003759,0.158821,0.292324,0.274455,,,,1.42,19260817.0,-1.0,True,245.0
200.0,12.0,0.55,0.7,1e-08,0.699799,0.14078,-0.006462,0.158162,0.279161,0.274824,,,,1.31,19260817.0,-1.0,True,246.0
