n_estimators,max_depth,max_samples,max_features,ccp_alpha,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,bootstrap,Precedence
25.0,192.0,0.4,0.4,0.0001,0.562818,0.085128,0.078547,0.190865,0.28806,0.262962,,,,0.33,19260817.0,-1.0,True,133.0
400.0,192.0,0.4,0.4,1e-08,0.591591,0.099824,0.033636,0.184478,0.285737,0.269294,,,,5.46,19260817.0,-1.0,True,134.0
800.0,96.0,0.4,0.4,1e-08,0.595545,0.102519,0.025217,0.183582,0.285308,0.270464,,,,6.36,19260817.0,-1.0,True,135.0
800.0,192.0,0.55,0.4,1e-08,0.712047,0.119197,0.052517,0.154902,0.282645,0.26665,,,,4.94,19260817.0,-1.0,True,136.0
800.0,192.0,0.4,0.55,1e-08,0.593525,0.099309,-0.008123,0.18404,0.285818,0.275051,,,,8.52,19260817.0,-1.0,True,137.0
800.0,192.0,0.4,0.4,1e-06,0.59552,0.102499,0.025267,0.183588,0.285312,0.270457,,,,9.89,19260817.0,-1.0,True,138.0
200.0,192.0,0.4,0.4,1e-08,0.582676,0.096948,0.013702,0.18648,0.286193,0.272057,,,,2.69,19260817.0,-1.0,True,139.0
400.0,96.0,0.4,0.4,1e-08,0.591591,0.099824,0.033636,0.184478,0.285737,0.269294,,,,3.54,19260817.0,-1.0,True,140.0
400.0,192.0,0.55,0.4,1e-08,0.705884,0.126552,0.053124,0.156551,0.281462,0.266564,,,,5.35,19260817.0,-1.0,True,141.0
400.0,192.0,0.4,0.55,1e-08,0.588852,0.100168,-0.020794,0.185095,0.285682,0.276774,,,,2.74,19260817.0,-1.0,True,142.0
400.0,192.0,0.4,0.4,1e-06,0.591571,0.099803,0.03368,0.184482,0.28574,0.269288,,,,2.03,19260817.0,-1.0,True,143.0
800.0,48.0,0.4,0.4,1e-08,0.595545,0.102519,0.025217,0.183582,0.285308,0.270464,,,,6.02,19260817.0,-1.0,True,144.0
800.0,96.0,0.55,0.4,1e-08,0.712047,0.119197,0.052517,0.154902,0.282645,0.26665,,,,5.9,19260817.0,-1.0,True,145.0
800.0,96.0,0.4,0.55,1e-08,0.593525,0.099309,-0.008123,0.18404,0.285818,0.275051,,,,5.99,19260817.0,-1.0,True,146.0
800.0,96.0,0.4,0.4,1e-06,0.59552,0.102499,0.025267,0.183588,0.285312,0.270457,,,,4.57,19260817.0,-1.0,True,147.0
800.0,192.0,0.7,0.4,1e-08,0.786556,0.109925,0.023119,0.133364,0.284129,0.270755,,,,5.52,19260817.0,-1.0,True,148.0
800.0,192.0,0.55,0.55,1e-08,0.71019,0.12169,0.003603,0.155401,0.282245,0.273446,,,,5.44,19260817.0,-1.0,True,149.0
800.0,192.0,0.55,0.4,1e-06,0.712082,0.11922,0.052554,0.154892,0.282641,0.266645,,,,5.65,19260817.0,-1.0,True,150.0
800.0,192.0,0.4,0.7,1e-08,0.593689,0.098328,0.002195,0.184003,0.285974,0.273639,,,,5.13,19260817.0,-1.0,True,151.0
800.0,192.0,0.4,0.55,1e-06,0.593519,0.099264,-0.008106,0.184042,0.285825,0.275048,,,,6.41,19260817.0,-1.0,True,152.0
800.0,192.0,0.4,0.4,0.0001,0.593094,0.103137,0.024646,0.184138,0.28521,0.270543,,,,5.69,19260817.0,-1.0,True,153.0
400.0,192.0,0.4,1.0,1e-08,0.581151,0.073558,0.004043,0.186821,0.289875,0.273386,,,,2.06,19260817.0,-1.0,True,154.0
800.0,96.0,0.4,1.0,1e-08,0.583921,0.083195,-0.007656,0.186202,0.288364,0.274987,,,,4.16,19260817.0,-1.0,True,155.0
800.0,192.0,0.55,1.0,1e-08,0.698416,0.090277,0.018904,0.158526,0.287248,0.271339,,,,3.91,19260817.0,-1.0,True,156.0
800.0,192.0,0.4,0.85,1e-08,0.598059,0.092671,0.005355,0.183011,0.28687,0.273206,,,,5.67,19260817.0,-1.0,True,157.0
800.0,192.0,0.4,1.0,1e-06,0.583918,0.083186,-0.007631,0.186203,0.288365,0.274983,,,,4.94,19260817.0,-1.0,True,158.0
400.0,96.0,0.4,1.0,1e-08,0.581151,0.073558,0.004043,0.186821,0.289875,0.273386,,,,2.08,19260817.0,-1.0,True,159.0
800.0,48.0,0.4,1.0,1e-08,0.583921,0.083195,-0.007656,0.186202,0.288364,0.274987,,,,5.23,19260817.0,-1.0,True,160.0
800.0,96.0,0.55,1.0,1e-08,0.698416,0.090277,0.018904,0.158526,0.287248,0.271339,,,,4.01,19260817.0,-1.0,True,161.0
800.0,96.0,0.4,0.85,1e-08,0.598059,0.092671,0.005355,0.183011,0.28687,0.273206,,,,4.57,19260817.0,-1.0,True,162.0
800.0,96.0,0.4,1.0,1e-06,0.583918,0.083186,-0.007631,0.186203,0.288365,0.274983,,,,4.19,19260817.0,-1.0,True,163.0
400.0,192.0,0.55,1.0,1e-08,0.694442,0.107291,0.017726,0.159567,0.284549,0.271501,,,,2.96,19260817.0,-1.0,True,164.0
800.0,192.0,0.7,1.0,1e-08,0.773589,0.101965,0.040409,0.137355,0.285397,0.268348,,,,5.6,19260817.0,-1.0,True,165.0
800.0,192.0,0.55,0.85,1e-08,0.708278,0.094973,0.031335,0.155913,0.286505,0.269614,,,,5.87,19260817.0,-1.0,True,166.0
800.0,192.0,0.55,1.0,1e-06,0.698413,0.090283,0.018942,0.158527,0.287247,0.271333,,,,4.18,19260817.0,-1.0,True,167.0
400.0,192.0,0.4,0.85,1e-08,0.593128,0.07828,0.011507,0.18413,0.289136,0.27236,,,,3.37,19260817.0,-1.0,True,168.0
800.0,192.0,0.4,0.85,1e-06,0.598055,0.092634,0.005326,0.183012,0.286875,0.27321,,,,8.94,19260817.0,-1.0,True,169.0
400.0,192.0,0.4,1.0,1e-06,0.581156,0.073534,0.004065,0.18682,0.289879,0.273383,,,,3.05,19260817.0,-1.0,True,170.0
800.0,192.0,0.4,1.0,0.0001,0.583143,0.083449,-0.006987,0.186376,0.288324,0.274896,,,,7.25,19260817.0,-1.0,True,171.0
50.0,24.0,0.4,0.4,1e-08,0.575004,0.102151,0.051372,0.188187,0.285367,0.266811,,,,0.45,19260817.0,-1.0,True,172.0
25.0,12.0,0.4,0.4,1e-08,0.555707,0.072476,0.054873,0.192411,0.290045,0.266318,,,,0.34,19260817.0,-1.0,True,173.0
25.0,24.0,0.55,0.4,1e-08,0.682091,0.140974,0.098182,0.16276,0.279129,0.260145,,,,0.23,19260817.0,-1.0,True,174.0
25.0,24.0,0.4,0.55,1e-08,0.584758,0.079952,-0.106444,0.186015,0.288873,0.288151,,,,0.3,19260817.0,-1.0,True,175.0
25.0,24.0,0.4,0.4,1e-06,0.562541,0.084378,0.071994,0.190926,0.288178,0.263895,,,,0.45,19260817.0,-1.0,True,176.0
100.0,24.0,0.4,0.4,1e-08,0.588657,0.091344,0.047986,0.185139,0.287079,0.267287,,,,0.91,19260817.0,-1.0,True,177.0
50.0,12.0,0.4,0.4,1e-08,0.56815,0.096647,0.047021,0.189698,0.28624,0.267422,,,,0.34,19260817.0,-1.0,True,178.0
50.0,48.0,0.4,0.4,1e-08,0.575004,0.102151,0.051372,0.188187,0.285367,0.266811,,,,0.83,19260817.0,-1.0,True,179.0
50.0,24.0,0.55,0.4,1e-08,0.691763,0.144682,0.122545,0.160265,0.278526,0.256607,,,,0.38,19260817.0,-1.0,True,180.0
