alpha,tol,max_iter,fit_intercept,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Precedence
0.0001,1e-05,1000.0,1.0,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.04,19260817.0,0.0
1000.0,1e-05,1000.0,True,0.201669,0.059678,-0.016566,0.257922,0.292039,0.2762,,,,0.0,19260817.0,1.0
1000.0,0.1,1000.0,True,0.201669,0.059678,-0.016566,0.257922,0.292039,0.2762,,,,0.0,19260817.0,2.0
1e-08,0.1,1000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,3.0
1000.0,0.1,10000.0,True,0.201669,0.059678,-0.016566,0.257922,0.292039,0.2762,,,,0.0,19260817.0,4.0
1.0,1e-05,10000.0,True,0.365961,-0.053297,-0.070209,0.229855,0.309085,0.283394,,,,0.0,19260817.0,5.0
0.0001,1e-05,1000.0,False,-2.181093,-2.909094,-4.099416,0.514854,0.595443,0.618609,,,,0.0,19260817.0,6.0
1000.0,0.1,10000.0,False,-2.804959,-3.015076,-4.000018,0.563081,0.603461,0.61255,,,,0.0,19260817.0,7.0
1.0,1e-05,1000.0,True,0.365961,-0.053297,-0.070209,0.229855,0.309085,0.283394,,,,0.0,19260817.0,8.0
0.0001,1e-05,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,9.0
1000.0,0.1,1000.0,False,-2.804959,-3.015076,-4.000018,0.563081,0.603461,0.61255,,,,0.0,19260817.0,10.0
0.0001,0.1,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,11.0
1.0,0.1,1000.0,True,0.365961,-0.053297,-0.070209,0.229855,0.309085,0.283394,,,,0.0,19260817.0,12.0
0.0001,0.1,1000.0,False,-2.181093,-2.909094,-4.099416,0.514854,0.595443,0.618609,,,,0.0,19260817.0,13.0
1e-08,0.1,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,14.0
1000.0,1e-05,1000.0,False,-2.804959,-3.015076,-4.000018,0.563081,0.603461,0.61255,,,,0.0,19260817.0,15.0
1e-08,0.1,10000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,16.0
1.0,0.1,10000.0,False,-2.181673,-2.904002,-4.077685,0.514901,0.595055,0.617289,,,,0.0,19260817.0,17.0
1e-08,1e-05,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,18.0
0.0001,0.1,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,19.0
1e-08,0.1,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,20.0
1000.0,1e-05,10000.0,False,-2.804959,-3.015076,-4.000018,0.563081,0.603461,0.61255,,,,0.0,19260817.0,21.0
1e-08,1e-05,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,22.0
1000.0,1e-05,10000.0,True,0.201669,0.059678,-0.016566,0.257922,0.292039,0.2762,,,,0.0,19260817.0,23.0
0.0001,0.1,10000.0,False,-2.181093,-2.909094,-4.099416,0.514854,0.595443,0.618609,,,,0.0,19260817.0,24.0
1e-08,1e-05,10000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,25.0
1e-08,1e-05,1000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,26.0
1.0,0.1,1000.0,False,-2.181673,-2.904002,-4.077685,0.514901,0.595055,0.617289,,,,0.0,19260817.0,27.0
1.0,1e-05,10000.0,False,-2.181673,-2.904002,-4.077685,0.514901,0.595055,0.617289,,,,0.0,19260817.0,28.0
0.0001,1e-05,10000.0,False,-2.181093,-2.909094,-4.099416,0.514854,0.595443,0.618609,,,,0.0,19260817.0,29.0
1.0,1e-05,1000.0,False,-2.181673,-2.904002,-4.077685,0.514901,0.595055,0.617289,,,,0.0,19260817.0,30.0
1.0,0.1,10000.0,True,0.365961,-0.053297,-0.070209,0.229855,0.309085,0.283394,,,,0.0,19260817.0,31.0
0.01,0.001,5000.0,True,0.365964,-0.054152,-0.070634,0.229855,0.30921,0.28345,,,,0.0,19260817.0,32.0
0.001,0.001,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,33.0
0.1,0.001,5000.0,True,0.365964,-0.054074,-0.070596,0.229855,0.309199,0.283445,,,,0.0,19260817.0,34.0
0.01,0.0001,5000.0,True,0.365964,-0.054152,-0.070634,0.229855,0.30921,0.28345,,,,0.0,19260817.0,35.0
0.01,0.01,5000.0,True,0.365964,-0.054152,-0.070634,0.229855,0.30921,0.28345,,,,0.0,19260817.0,36.0
0.01,0.001,1000.0,True,0.365964,-0.054152,-0.070634,0.229855,0.30921,0.28345,,,,0.0,19260817.0,37.0
0.01,0.001,10000.0,True,0.365964,-0.054152,-0.070634,0.229855,0.30921,0.28345,,,,0.0,19260817.0,38.0
0.01,0.001,5000.0,False,-2.181093,-2.909037,-4.099186,0.514854,0.595439,0.618595,,,,0.0,19260817.0,39.0
0.0001,0.001,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,40.0
0.001,0.0001,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,41.0
0.001,0.01,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,42.0
0.001,0.001,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,43.0
0.001,0.001,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,44.0
0.001,0.001,5000.0,False,-2.181093,-2.909088,-4.099395,0.514854,0.595443,0.618607,,,,0.0,19260817.0,45.0
1.0,0.001,5000.0,True,0.365961,-0.053297,-0.070209,0.229855,0.309085,0.283394,,,,0.0,19260817.0,46.0
0.1,0.0001,5000.0,True,0.365964,-0.054074,-0.070596,0.229855,0.309199,0.283445,,,,0.0,19260817.0,47.0
0.1,0.01,5000.0,True,0.365964,-0.054074,-0.070596,0.229855,0.309199,0.283445,,,,0.0,19260817.0,48.0
0.1,0.001,1000.0,True,0.365964,-0.054074,-0.070596,0.229855,0.309199,0.283445,,,,0.0,19260817.0,49.0
0.1,0.001,10000.0,True,0.365964,-0.054074,-0.070596,0.229855,0.309199,0.283445,,,,0.0,19260817.0,50.0
0.1,0.001,5000.0,False,-2.181099,-2.908532,-4.097106,0.514855,0.5954,0.618469,,,,0.0,19260817.0,51.0
0.01,1e-05,5000.0,True,0.365964,-0.054152,-0.070634,0.229855,0.30921,0.28345,,,,0.0,19260817.0,52.0
0.01,0.0001,1000.0,True,0.365964,-0.054152,-0.070634,0.229855,0.30921,0.28345,,,,0.0,19260817.0,53.0
0.01,0.0001,10000.0,True,0.365964,-0.054152,-0.070634,0.229855,0.30921,0.28345,,,,0.0,19260817.0,54.0
0.01,0.0001,5000.0,False,-2.181093,-2.909037,-4.099186,0.514854,0.595439,0.618595,,,,0.0,19260817.0,55.0
0.01,0.1,5000.0,True,0.365964,-0.054152,-0.070634,0.229855,0.30921,0.28345,,,,0.0,19260817.0,56.0
0.01,0.01,1000.0,True,0.365964,-0.054152,-0.070634,0.229855,0.30921,0.28345,,,,0.0,19260817.0,57.0
0.01,0.01,10000.0,True,0.365964,-0.054152,-0.070634,0.229855,0.30921,0.28345,,,,0.0,19260817.0,58.0
0.01,0.01,5000.0,False,-2.181093,-2.909037,-4.099186,0.514854,0.595439,0.618595,,,,0.0,19260817.0,59.0
0.01,0.001,1000.0,False,-2.181093,-2.909037,-4.099186,0.514854,0.595439,0.618595,,,,0.0,19260817.0,60.0
0.01,0.001,10000.0,False,-2.181093,-2.909037,-4.099186,0.514854,0.595439,0.618595,,,,0.0,19260817.0,61.0
100.0,1e-05,1000.0,True,0.350353,0.00487,-0.036413,0.232667,0.300429,0.278883,,,,0.0,19260817.0,62.0
1000.0,0.0001,1000.0,True,0.201669,0.059678,-0.016566,0.257922,0.292039,0.2762,,,,0.0,19260817.0,63.0
1000.0,1e-05,5000.0,True,0.201669,0.059678,-0.016566,0.257922,0.292039,0.2762,,,,0.0,19260817.0,64.0
1e-07,0.1,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,65.0
1e-08,0.01,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,66.0
1e-08,0.1,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,67.0
1e-06,0.1,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,68.0
1e-07,0.01,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.01,19260817.0,69.0
1e-07,0.1,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,70.0
1e-07,0.1,10000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,71.0
1e-08,0.001,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,72.0
1e-08,0.01,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,73.0
1e-08,0.01,10000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,74.0
1e-08,0.1,5000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,75.0
1e-07,0.1,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,76.0
1e-08,0.01,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,77.0
1e-06,0.1,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,78.0
1e-07,0.01,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,79.0
1e-07,0.1,1000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,80.0
1e-08,0.001,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,81.0
1e-08,0.01,1000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,82.0
1e-07,1e-05,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,83.0
1e-08,0.0001,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,84.0
1e-08,1e-05,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,85.0
1e-06,1e-05,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,86.0
1e-07,0.0001,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,87.0
1e-07,1e-05,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,88.0
1e-07,1e-05,10000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,89.0
1e-08,0.0001,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,90.0
1e-08,0.0001,10000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,91.0
1e-08,1e-05,5000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,92.0
1e-07,1e-05,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,93.0
1e-08,0.0001,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,94.0
1e-06,1e-05,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,95.0
1e-07,0.0001,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,96.0
1e-07,1e-05,1000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,97.0
1e-08,0.0001,1000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,98.0
1e-05,0.1,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,99.0
0.001,0.1,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,100.0
0.0001,0.01,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,101.0
0.0001,0.1,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,102.0
1e-05,0.01,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,103.0
1e-05,0.1,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,104.0
1e-05,0.1,10000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,105.0
0.01,0.1,10000.0,True,0.365964,-0.054152,-0.070634,0.229855,0.30921,0.28345,,,,0.0,19260817.0,106.0
0.001,0.01,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,107.0
0.001,0.1,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,108.0
0.001,0.1,10000.0,False,-2.181093,-2.909088,-4.099395,0.514854,0.595443,0.618607,,,,0.0,19260817.0,109.0
0.0001,0.001,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,110.0
0.0001,0.01,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,111.0
0.0001,0.01,10000.0,False,-2.181093,-2.909094,-4.099416,0.514854,0.595443,0.618609,,,,0.0,19260817.0,112.0
0.0001,0.1,5000.0,False,-2.181093,-2.909094,-4.099416,0.514854,0.595443,0.618609,,,,0.0,19260817.0,113.0
1e-05,0.1,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,114.0
0.001,0.1,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,115.0
0.0001,0.01,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,116.0
1e-05,0.01,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,117.0
1e-05,0.1,1000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,118.0
0.01,0.1,1000.0,True,0.365964,-0.054152,-0.070634,0.229855,0.30921,0.28345,,,,0.0,19260817.0,119.0
0.001,0.01,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,120.0
0.001,0.1,1000.0,False,-2.181093,-2.909088,-4.099395,0.514854,0.595443,0.618607,,,,0.0,19260817.0,121.0
0.0001,0.001,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,122.0
0.0001,0.01,1000.0,False,-2.181093,-2.909094,-4.099416,0.514854,0.595443,0.618609,,,,0.0,19260817.0,123.0
1e-05,1e-05,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,124.0
0.001,1e-05,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,125.0
0.0001,0.0001,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,126.0
0.0001,1e-05,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,127.0
1e-05,0.0001,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,128.0
1e-05,1e-05,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,129.0
1e-05,1e-05,10000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,130.0
0.01,1e-05,10000.0,True,0.365964,-0.054152,-0.070634,0.229855,0.30921,0.28345,,,,0.0,19260817.0,131.0
0.001,0.0001,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,132.0
0.001,1e-05,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,133.0
0.001,1e-05,10000.0,False,-2.181093,-2.909088,-4.099395,0.514854,0.595443,0.618607,,,,0.0,19260817.0,134.0
0.0001,0.0001,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,135.0
0.0001,0.0001,10000.0,False,-2.181093,-2.909094,-4.099416,0.514854,0.595443,0.618609,,,,0.0,19260817.0,136.0
0.0001,1e-05,5000.0,False,-2.181093,-2.909094,-4.099416,0.514854,0.595443,0.618609,,,,0.0,19260817.0,137.0
1e-05,1e-05,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,138.0
0.001,1e-05,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,139.0
0.0001,0.0001,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,140.0
1e-05,0.0001,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,141.0
1e-05,1e-05,1000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,142.0
0.01,1e-05,1000.0,True,0.365964,-0.054152,-0.070634,0.229855,0.30921,0.28345,,,,0.0,19260817.0,143.0
0.001,0.0001,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,144.0
