alpha,tol,max_iter,fit_intercept,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Precedence
0.0001,0.1,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.05,19260817.0,19.0
1e-08,0.1,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,20.0
1000.0,1e-05,10000.0,False,-2.708695,-2.850098,-3.952104,0.555913,0.590933,0.609608,,,,0.07,19260817.0,21.0
1e-08,1e-05,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.09,19260817.0,22.0
1000.0,1e-05,10000.0,True,0.299314,0.103241,0.015139,0.241634,0.285194,0.271859,,,,0.01,19260817.0,23.0
0.0001,0.1,10000.0,False,-1.914777,-1.977629,-3.12586,0.492832,0.519682,0.556433,,,,0.01,19260817.0,24.0
1e-08,1e-05,10000.0,False,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.07,19260817.0,25.0
1e-08,1e-05,1000.0,False,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.07,19260817.0,26.0
1.0,0.1,1000.0,False,-1.916193,-1.976172,-3.095815,0.492952,0.519555,0.554404,,,,0.04,19260817.0,27.0
1.0,1e-05,10000.0,False,-1.916193,-1.976172,-3.095815,0.492952,0.519555,0.554404,,,,0.03,19260817.0,28.0
0.0001,1e-05,10000.0,False,-1.914777,-1.977629,-3.12586,0.492832,0.519682,0.556433,,,,0.01,19260817.0,29.0
1.0,1e-05,1000.0,False,-1.916193,-1.976172,-3.095815,0.492952,0.519555,0.554404,,,,0.0,19260817.0,30.0
1.0,0.1,10000.0,True,0.478272,0.250626,0.106104,0.208506,0.260706,0.259,,,,0.08,19260817.0,31.0
0.01,0.001,5000.0,True,0.478279,0.25098,0.105923,0.208505,0.260645,0.259026,,,,0.06,19260817.0,32.0
0.001,0.001,5000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.02,19260817.0,33.0
0.1,0.001,5000.0,True,0.478279,0.250949,0.10594,0.208505,0.26065,0.259023,,,,0.0,19260817.0,34.0
0.01,0.0001,5000.0,True,0.478279,0.25098,0.105923,0.208505,0.260645,0.259026,,,,0.08,19260817.0,35.0
0.01,0.01,5000.0,True,0.478279,0.25098,0.105923,0.208505,0.260645,0.259026,,,,0.01,19260817.0,36.0
0.01,0.001,1000.0,True,0.478279,0.25098,0.105923,0.208505,0.260645,0.259026,,,,0.02,19260817.0,37.0
0.01,0.001,10000.0,True,0.478279,0.25098,0.105923,0.208505,0.260645,0.259026,,,,0.02,19260817.0,38.0
0.01,0.001,5000.0,False,-1.914778,-1.977599,-3.125514,0.492832,0.519679,0.55641,,,,0.02,19260817.0,39.0
0.0001,0.001,5000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.02,19260817.0,40.0
0.001,0.0001,5000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.06,19260817.0,41.0
0.001,0.01,5000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,42.0
0.001,0.001,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,43.0
0.001,0.001,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,44.0
0.001,0.001,5000.0,False,-1.914777,-1.977626,-3.125828,0.492832,0.519681,0.556431,,,,0.09,19260817.0,45.0
1.0,0.001,5000.0,True,0.478272,0.250626,0.106104,0.208506,0.260706,0.259,,,,0.03,19260817.0,46.0
0.1,0.0001,5000.0,True,0.478279,0.250949,0.10594,0.208505,0.26065,0.259023,,,,0.0,19260817.0,47.0
0.1,0.01,5000.0,True,0.478279,0.250949,0.10594,0.208505,0.26065,0.259023,,,,0.06,19260817.0,48.0
0.1,0.001,1000.0,True,0.478279,0.250949,0.10594,0.208505,0.26065,0.259023,,,,0.01,19260817.0,49.0
0.1,0.001,10000.0,True,0.478279,0.250949,0.10594,0.208505,0.26065,0.259023,,,,0.03,19260817.0,50.0
0.1,0.001,5000.0,False,-1.914793,-1.977343,-3.122424,0.492833,0.519657,0.556202,,,,0.01,19260817.0,51.0
0.01,1e-05,5000.0,True,0.478279,0.25098,0.105923,0.208505,0.260645,0.259026,,,,0.02,19260817.0,52.0
0.01,0.0001,1000.0,True,0.478279,0.25098,0.105923,0.208505,0.260645,0.259026,,,,0.01,19260817.0,53.0
0.01,0.0001,10000.0,True,0.478279,0.25098,0.105923,0.208505,0.260645,0.259026,,,,0.01,19260817.0,54.0
0.01,0.0001,5000.0,False,-1.914778,-1.977599,-3.125514,0.492832,0.519679,0.55641,,,,0.01,19260817.0,55.0
0.01,0.1,5000.0,True,0.478279,0.25098,0.105923,0.208505,0.260645,0.259026,,,,0.0,19260817.0,56.0
0.01,0.01,1000.0,True,0.478279,0.25098,0.105923,0.208505,0.260645,0.259026,,,,0.01,19260817.0,57.0
0.01,0.01,10000.0,True,0.478279,0.25098,0.105923,0.208505,0.260645,0.259026,,,,0.0,19260817.0,58.0
0.01,0.01,5000.0,False,-1.914778,-1.977599,-3.125514,0.492832,0.519679,0.55641,,,,0.0,19260817.0,59.0
0.01,0.001,1000.0,False,-1.914778,-1.977599,-3.125514,0.492832,0.519679,0.55641,,,,0.03,19260817.0,60.0
0.01,0.001,10000.0,False,-1.914778,-1.977599,-3.125514,0.492832,0.519679,0.55641,,,,0.0,19260817.0,61.0
1e-07,0.1,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,62.0
1e-08,0.01,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.02,19260817.0,63.0
1e-08,0.1,5000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.03,19260817.0,64.0
100.0,1e-05,10000.0,True,0.459387,0.215217,0.096375,0.212246,0.266794,0.260405,,,,0.03,19260817.0,65.0
1000.0,0.0001,10000.0,True,0.299314,0.103241,0.015139,0.241634,0.285194,0.271859,,,,0.01,19260817.0,66.0
1000.0,1e-05,5000.0,True,0.299314,0.103241,0.015139,0.241634,0.285194,0.271859,,,,0.01,19260817.0,67.0
10.0,1e-05,10000.0,True,0.477817,0.247194,0.106962,0.208597,0.261303,0.258875,,,,0.05,19260817.0,68.0
100.0,0.0001,10000.0,True,0.459387,0.215217,0.096375,0.212246,0.266794,0.260405,,,,0.0,19260817.0,69.0
100.0,1e-05,5000.0,True,0.459387,0.215217,0.096375,0.212246,0.266794,0.260405,,,,0.01,19260817.0,70.0
100.0,1e-05,10000.0,False,-2.374243,-2.435364,-3.571817,0.530255,0.558198,0.585734,,,,0.01,19260817.0,71.0
1000.0,0.001,10000.0,True,0.299314,0.103241,0.015139,0.241634,0.285194,0.271859,,,,0.01,19260817.0,72.0
1000.0,0.0001,5000.0,True,0.299314,0.103241,0.015139,0.241634,0.285194,0.271859,,,,0.01,19260817.0,73.0
1000.0,0.0001,10000.0,False,-2.708695,-2.850098,-3.952104,0.555913,0.590933,0.609608,,,,0.07,19260817.0,74.0
1000.0,1e-05,5000.0,False,-2.708695,-2.850098,-3.952104,0.555913,0.590933,0.609608,,,,0.1,19260817.0,75.0
100.0,1e-05,1000.0,True,0.459387,0.215217,0.096375,0.212246,0.266794,0.260405,,,,0.01,19260817.0,76.0
1000.0,0.0001,1000.0,True,0.299314,0.103241,0.015139,0.241634,0.285194,0.271859,,,,0.03,19260817.0,77.0
10.0,1e-05,1000.0,True,0.477817,0.247194,0.106962,0.208597,0.261303,0.258875,,,,0.11,19260817.0,78.0
100.0,0.0001,1000.0,True,0.459387,0.215217,0.096375,0.212246,0.266794,0.260405,,,,0.02,19260817.0,79.0
100.0,1e-05,1000.0,False,-2.374243,-2.435364,-3.571817,0.530255,0.558198,0.585734,,,,0.02,19260817.0,80.0
1000.0,0.001,1000.0,True,0.299314,0.103241,0.015139,0.241634,0.285194,0.271859,,,,0.01,19260817.0,81.0
1000.0,0.0001,1000.0,False,-2.708695,-2.850098,-3.952104,0.555913,0.590933,0.609608,,,,0.26,19260817.0,82.0
100.0,0.1,10000.0,True,0.459387,0.215217,0.096375,0.212246,0.266794,0.260405,,,,0.01,19260817.0,83.0
1000.0,0.01,10000.0,True,0.299314,0.103241,0.015139,0.241634,0.285194,0.271859,,,,0.01,19260817.0,84.0
1000.0,0.1,5000.0,True,0.299314,0.103241,0.015139,0.241634,0.285194,0.271859,,,,0.08,19260817.0,85.0
10.0,0.1,10000.0,True,0.477817,0.247194,0.106962,0.208597,0.261303,0.258875,,,,0.01,19260817.0,86.0
100.0,0.01,10000.0,True,0.459387,0.215217,0.096375,0.212246,0.266794,0.260405,,,,0.07,19260817.0,87.0
100.0,0.1,5000.0,True,0.459387,0.215217,0.096375,0.212246,0.266794,0.260405,,,,0.06,19260817.0,88.0
100.0,0.1,10000.0,False,-2.374243,-2.435364,-3.571817,0.530255,0.558198,0.585734,,,,0.01,19260817.0,89.0
1000.0,0.01,5000.0,True,0.299314,0.103241,0.015139,0.241634,0.285194,0.271859,,,,0.11,19260817.0,90.0
1000.0,0.01,10000.0,False,-2.708695,-2.850098,-3.952104,0.555913,0.590933,0.609608,,,,0.01,19260817.0,91.0
1000.0,0.1,5000.0,False,-2.708695,-2.850098,-3.952104,0.555913,0.590933,0.609608,,,,0.1,19260817.0,92.0
100.0,0.1,1000.0,True,0.459387,0.215217,0.096375,0.212246,0.266794,0.260405,,,,0.02,19260817.0,93.0
1000.0,0.01,1000.0,True,0.299314,0.103241,0.015139,0.241634,0.285194,0.271859,,,,0.13,19260817.0,94.0
10.0,0.1,1000.0,True,0.477817,0.247194,0.106962,0.208597,0.261303,0.258875,,,,0.0,19260817.0,95.0
100.0,0.01,1000.0,True,0.459387,0.215217,0.096375,0.212246,0.266794,0.260405,,,,0.02,19260817.0,96.0
100.0,0.1,1000.0,False,-2.374243,-2.435364,-3.571817,0.530255,0.558198,0.585734,,,,0.03,19260817.0,97.0
1000.0,0.01,1000.0,False,-2.708695,-2.850098,-3.952104,0.555913,0.590933,0.609608,,,,0.01,19260817.0,98.0
0.1,1e-05,10000.0,True,0.478279,0.250949,0.10594,0.208505,0.26065,0.259023,,,,0.02,19260817.0,99.0
1.0,0.0001,10000.0,True,0.478272,0.250626,0.106104,0.208506,0.260706,0.259,,,,0.01,19260817.0,100.0
1.0,1e-05,5000.0,True,0.478272,0.250626,0.106104,0.208506,0.260706,0.259,,,,0.0,19260817.0,101.0
0.01,1e-05,10000.0,True,0.478279,0.25098,0.105923,0.208505,0.260645,0.259026,,,,0.07,19260817.0,102.0
0.1,0.0001,10000.0,True,0.478279,0.250949,0.10594,0.208505,0.26065,0.259023,,,,0.01,19260817.0,103.0
0.1,1e-05,5000.0,True,0.478279,0.250949,0.10594,0.208505,0.26065,0.259023,,,,0.14,19260817.0,104.0
0.1,1e-05,10000.0,False,-1.914793,-1.977343,-3.122424,0.492833,0.519657,0.556202,,,,0.01,19260817.0,105.0
10.0,0.0001,10000.0,True,0.477817,0.247194,0.106962,0.208597,0.261303,0.258875,,,,0.18,19260817.0,106.0
1.0,0.001,10000.0,True,0.478272,0.250626,0.106104,0.208506,0.260706,0.259,,,,0.14,19260817.0,107.0
1.0,0.0001,5000.0,True,0.478272,0.250626,0.106104,0.208506,0.260706,0.259,,,,0.01,19260817.0,108.0
1.0,0.0001,10000.0,False,-1.916193,-1.976172,-3.095815,0.492952,0.519555,0.554404,,,,0.02,19260817.0,109.0
10.0,1e-05,5000.0,True,0.477817,0.247194,0.106962,0.208597,0.261303,0.258875,,,,0.01,19260817.0,110.0
1.0,1e-05,5000.0,False,-1.916193,-1.976172,-3.095815,0.492952,0.519555,0.554404,,,,0.11,19260817.0,111.0
0.1,1e-05,1000.0,True,0.478279,0.250949,0.10594,0.208505,0.26065,0.259023,,,,0.07,19260817.0,112.0
1.0,0.0001,1000.0,True,0.478272,0.250626,0.106104,0.208506,0.260706,0.259,,,,0.01,19260817.0,113.0
0.01,1e-05,1000.0,True,0.478279,0.25098,0.105923,0.208505,0.260645,0.259026,,,,0.08,19260817.0,114.0
0.1,0.0001,1000.0,True,0.478279,0.250949,0.10594,0.208505,0.26065,0.259023,,,,0.01,19260817.0,115.0
0.1,1e-05,1000.0,False,-1.914793,-1.977343,-3.122424,0.492833,0.519657,0.556202,,,,0.04,19260817.0,116.0
10.0,0.0001,1000.0,True,0.477817,0.247194,0.106962,0.208597,0.261303,0.258875,,,,0.08,19260817.0,117.0
1.0,0.001,1000.0,True,0.478272,0.250626,0.106104,0.208506,0.260706,0.259,,,,0.01,19260817.0,118.0
1.0,0.0001,1000.0,False,-1.916193,-1.976172,-3.095815,0.492952,0.519555,0.554404,,,,0.01,19260817.0,119.0
0.1,0.1,10000.0,True,0.478279,0.250949,0.10594,0.208505,0.26065,0.259023,,,,0.01,19260817.0,120.0
1.0,0.01,10000.0,True,0.478272,0.250626,0.106104,0.208506,0.260706,0.259,,,,0.06,19260817.0,121.0
1.0,0.1,5000.0,True,0.478272,0.250626,0.106104,0.208506,0.260706,0.259,,,,0.01,19260817.0,122.0
0.01,0.1,10000.0,True,0.478279,0.25098,0.105923,0.208505,0.260645,0.259026,,,,0.05,19260817.0,123.0
0.1,0.01,10000.0,True,0.478279,0.250949,0.10594,0.208505,0.26065,0.259023,,,,0.01,19260817.0,124.0
0.1,0.1,5000.0,True,0.478279,0.250949,0.10594,0.208505,0.26065,0.259023,,,,0.18,19260817.0,125.0
0.1,0.1,10000.0,False,-1.914793,-1.977343,-3.122424,0.492833,0.519657,0.556202,,,,0.01,19260817.0,126.0
10.0,0.01,10000.0,True,0.477817,0.247194,0.106962,0.208597,0.261303,0.258875,,,,0.01,19260817.0,127.0
1.0,0.01,5000.0,True,0.478272,0.250626,0.106104,0.208506,0.260706,0.259,,,,0.0,19260817.0,128.0
1.0,0.01,10000.0,False,-1.916193,-1.976172,-3.095815,0.492952,0.519555,0.554404,,,,0.0,19260817.0,129.0
10.0,0.1,5000.0,True,0.477817,0.247194,0.106962,0.208597,0.261303,0.258875,,,,0.01,19260817.0,130.0
1.0,0.1,5000.0,False,-1.916193,-1.976172,-3.095815,0.492952,0.519555,0.554404,,,,0.07,19260817.0,131.0
0.1,0.1,1000.0,True,0.478279,0.250949,0.10594,0.208505,0.26065,0.259023,,,,0.02,19260817.0,132.0
1.0,0.01,1000.0,True,0.478272,0.250626,0.106104,0.208506,0.260706,0.259,,,,0.22,19260817.0,133.0
0.01,0.1,1000.0,True,0.478279,0.25098,0.105923,0.208505,0.260645,0.259026,,,,0.12,19260817.0,134.0
0.1,0.01,1000.0,True,0.478279,0.250949,0.10594,0.208505,0.26065,0.259023,,,,0.26,19260817.0,135.0
0.1,0.1,1000.0,False,-1.914793,-1.977343,-3.122424,0.492833,0.519657,0.556202,,,,0.02,19260817.0,136.0
10.0,0.01,1000.0,True,0.477817,0.247194,0.106962,0.208597,0.261303,0.258875,,,,0.01,19260817.0,137.0
1.0,0.01,1000.0,False,-1.916193,-1.976172,-3.095815,0.492952,0.519555,0.554404,,,,0.01,19260817.0,138.0
1e-05,1e-05,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,139.0
0.001,1e-05,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.02,19260817.0,140.0
0.0001,0.0001,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.03,19260817.0,141.0
0.0001,1e-05,5000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.21,19260817.0,142.0
1e-06,1e-05,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.02,19260817.0,143.0
1e-05,0.0001,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.0,19260817.0,144.0
1e-05,1e-05,5000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.12,19260817.0,145.0
1e-05,1e-05,10000.0,False,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.12,19260817.0,146.0
0.001,0.0001,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,147.0
0.001,1e-05,5000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,148.0
0.001,1e-05,10000.0,False,-1.914777,-1.977626,-3.125828,0.492832,0.519681,0.556431,,,,0.04,19260817.0,149.0
0.0001,0.001,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,150.0
0.0001,0.0001,5000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.02,19260817.0,151.0
0.0001,0.0001,10000.0,False,-1.914777,-1.977629,-3.12586,0.492832,0.519682,0.556433,,,,0.02,19260817.0,152.0
0.0001,1e-05,5000.0,False,-1.914777,-1.977629,-3.12586,0.492832,0.519682,0.556433,,,,0.12,19260817.0,153.0
1e-05,1e-05,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,154.0
0.001,1e-05,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.03,19260817.0,155.0
0.0001,0.0001,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,156.0
1e-06,1e-05,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,157.0
1e-05,0.0001,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,158.0
1e-05,1e-05,1000.0,False,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.08,19260817.0,159.0
0.001,0.0001,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,160.0
0.001,1e-05,1000.0,False,-1.914777,-1.977626,-3.125828,0.492832,0.519681,0.556431,,,,0.01,19260817.0,161.0
0.0001,0.001,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.02,19260817.0,162.0
0.0001,0.0001,1000.0,False,-1.914777,-1.977629,-3.12586,0.492832,0.519682,0.556433,,,,0.04,19260817.0,163.0
1e-07,1e-05,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,164.0
1e-08,0.0001,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.1,19260817.0,165.0
1e-08,1e-05,5000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.13,19260817.0,166.0
1e-07,0.0001,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,167.0
1e-07,1e-05,5000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,168.0
1e-07,1e-05,10000.0,False,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.12,19260817.0,169.0
1e-08,0.001,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.08,19260817.0,170.0
1e-08,0.0001,5000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.14,19260817.0,171.0
1e-08,0.0001,10000.0,False,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.01,19260817.0,172.0
1e-08,1e-05,5000.0,False,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.06,19260817.0,173.0
1e-05,0.1,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.0,19260817.0,174.0
0.001,0.1,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.13,19260817.0,175.0
0.0001,0.01,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,176.0
0.0001,0.1,5000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.05,19260817.0,177.0
1e-06,0.1,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,178.0
1e-05,0.01,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.12,19260817.0,179.0
1e-05,0.1,5000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.06,19260817.0,180.0
1e-05,0.1,10000.0,False,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.01,19260817.0,181.0
0.001,0.01,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.1,19260817.0,182.0
0.001,0.1,5000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,183.0
0.001,0.1,10000.0,False,-1.914777,-1.977626,-3.125828,0.492832,0.519681,0.556431,,,,0.09,19260817.0,184.0
0.0001,0.01,5000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,185.0
0.0001,0.01,10000.0,False,-1.914777,-1.977629,-3.12586,0.492832,0.519682,0.556433,,,,0.01,19260817.0,186.0
0.0001,0.1,5000.0,False,-1.914777,-1.977629,-3.12586,0.492832,0.519682,0.556433,,,,0.01,19260817.0,187.0
1e-07,1e-05,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.08,19260817.0,188.0
1e-08,0.0001,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.12,19260817.0,189.0
1e-07,0.0001,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.11,19260817.0,190.0
1e-07,1e-05,1000.0,False,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.04,19260817.0,191.0
1e-08,0.001,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.04,19260817.0,192.0
1e-08,0.0001,1000.0,False,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.18,19260817.0,193.0
1e-05,0.1,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,194.0
0.001,0.1,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.09,19260817.0,195.0
0.0001,0.01,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.08,19260817.0,196.0
1e-06,0.1,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.07,19260817.0,197.0
1e-05,0.01,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.07,19260817.0,198.0
1e-05,0.1,1000.0,False,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.09,19260817.0,199.0
0.001,0.01,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.05,19260817.0,200.0
0.001,0.1,1000.0,False,-1.914777,-1.977626,-3.125828,0.492832,0.519681,0.556431,,,,0.01,19260817.0,201.0
0.0001,0.01,1000.0,False,-1.914777,-1.977629,-3.12586,0.492832,0.519682,0.556433,,,,0.0,19260817.0,202.0
1e-07,0.1,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.08,19260817.0,203.0
1e-08,0.01,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.02,19260817.0,204.0
1e-07,0.01,10000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.01,19260817.0,205.0
1e-07,0.1,5000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.0,19260817.0,206.0
1e-07,0.1,10000.0,False,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.07,19260817.0,207.0
1e-08,0.01,5000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.04,19260817.0,208.0
1e-08,0.01,10000.0,False,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.14,19260817.0,209.0
1e-08,0.1,5000.0,False,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.04,19260817.0,210.0
1e-07,0.01,1000.0,True,0.478279,0.250984,0.105921,0.208505,0.260644,0.259026,,,,0.02,19260817.0,211.0
1e-07,0.1,1000.0,False,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.01,19260817.0,212.0
1e-08,0.01,1000.0,False,-1.914777,-1.977629,-3.125863,0.492832,0.519682,0.556433,,,,0.01,19260817.0,213.0
