max_depth,max_bins,interaction_cst,learning_rate,l2_regularization,max_iter,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Precedence
24.0,4.0,pairwise,0.1,0.1,50.0,0.572546,0.079949,0.011661,0.18873,0.288874,0.272338,,,,0.13,19260817.0,185.0
24.0,4.0,pairwise,0.1,1.0,100.0,0.721767,0.083263,-0.074969,0.152265,0.288353,0.284023,,,,0.24,19260817.0,186.0
12.0,4.0,pairwise,0.1,1.0,100.0,0.721767,0.083263,-0.074969,0.152265,0.288353,0.284023,,,,0.23,19260817.0,187.0
48.0,4.0,pairwise,0.1,1.0,100.0,0.721767,0.083263,-0.074969,0.152265,0.288353,0.284023,,,,0.23,19260817.0,188.0
24.0,16.0,pairwise,0.1,1.0,100.0,0.837598,0.032083,0.068364,0.11633,0.296293,0.264411,,,,0.25,19260817.0,189.0
24.0,4.0,no_interactions,0.1,1.0,100.0,0.338652,0.076088,-0.099496,0.234753,0.289479,0.287245,,,,0.19,19260817.0,190.0
24.0,4.0,pairwise,0.01,1.0,100.0,0.21242,0.035742,0.002058,0.256179,0.295732,0.273658,,,,0.23,19260817.0,191.0
24.0,4.0,pairwise,0.1,0.1,100.0,0.737725,0.056231,-0.117241,0.147834,0.292573,0.289554,,,,0.27,19260817.0,192.0
24.0,4.0,pairwise,0.1,1.0,200.0,0.86748,0.018914,-0.258934,0.105084,0.298302,0.307367,,,,0.47,19260817.0,193.0
6.0,4.0,no_interactions,0.1,0.0001,25.0,0.167751,0.051638,-0.063875,0.263344,0.293285,0.282554,,,,0.05,19260817.0,194.0
3.0,16.0,no_interactions,0.1,0.0001,25.0,0.294895,0.044177,-0.045706,0.242395,0.294436,0.280131,,,,0.05,19260817.0,195.0
3.0,4.0,no_interactions,0.01,0.0001,25.0,0.028154,0.011437,-0.037814,0.284574,0.299436,0.279072,,,,0.05,19260817.0,196.0
3.0,4.0,no_interactions,0.1,0.001,25.0,0.167749,0.051638,-0.063874,0.263344,0.293285,0.282554,,,,0.06,19260817.0,197.0
3.0,4.0,no_interactions,0.1,0.0001,50.0,0.244293,0.072013,-0.101149,0.250942,0.290117,0.287461,,,,0.1,19260817.0,198.0
12.0,4.0,no_interactions,0.1,0.0001,25.0,0.167751,0.051638,-0.063875,0.263344,0.293285,0.282554,,,,0.06,19260817.0,199.0
6.0,16.0,no_interactions,0.1,0.0001,25.0,0.332967,0.038473,-0.060981,0.23576,0.295313,0.282169,,,,0.08,19260817.0,200.0
6.0,4.0,pairwise,0.1,0.0001,25.0,0.407314,0.025864,0.034284,0.222233,0.297243,0.269203,,,,0.07,19260817.0,201.0
6.0,4.0,no_interactions,0.01,0.0001,25.0,0.028154,0.011437,-0.037814,0.284574,0.299436,0.279072,,,,0.06,19260817.0,202.0
6.0,4.0,no_interactions,0.1,0.001,25.0,0.167749,0.051638,-0.063874,0.263344,0.293285,0.282554,,,,0.06,19260817.0,203.0
6.0,4.0,no_interactions,0.1,0.0001,50.0,0.244293,0.072013,-0.101149,0.250942,0.290117,0.287461,,,,0.11,19260817.0,204.0
3.0,16.0,no_interactions,0.1,0.001,25.0,0.294888,0.044176,-0.045703,0.242396,0.294436,0.28013,,,,0.11,19260817.0,205.0
3.0,4.0,pairwise,0.1,0.001,25.0,0.389465,0.045292,0.045485,0.225555,0.294264,0.267638,,,,0.06,19260817.0,206.0
3.0,4.0,no_interactions,0.01,0.001,25.0,0.028153,0.011437,-0.037814,0.284574,0.299436,0.279072,,,,0.05,19260817.0,207.0
3.0,4.0,no_interactions,0.1,0.01,25.0,0.167726,0.051634,-0.063864,0.263348,0.293285,0.282552,,,,0.06,19260817.0,208.0
3.0,4.0,no_interactions,0.1,0.001,50.0,0.24429,0.072013,-0.101147,0.250942,0.290117,0.287461,,,,0.1,19260817.0,209.0
3.0,16.0,no_interactions,0.1,0.0001,50.0,0.444698,0.060479,-0.03707,0.21511,0.291914,0.278971,,,,0.12,19260817.0,210.0
3.0,4.0,pairwise,0.1,0.0001,50.0,0.553227,0.090683,0.030439,0.192948,0.287184,0.269739,,,,0.11,19260817.0,211.0
3.0,4.0,no_interactions,0.01,0.0001,50.0,0.050834,0.020593,-0.032588,0.281234,0.298046,0.278368,,,,0.11,19260817.0,212.0
3.0,4.0,no_interactions,0.1,0.0001,100.0,0.342076,0.076722,-0.099401,0.234145,0.28938,0.287233,,,,0.18,19260817.0,213.0
6.0,4.0,pairwise,0.1,0.0001,50.0,0.570104,0.047336,0.022643,0.189268,0.293949,0.270821,,,,0.13,19260817.0,214.0
3.0,16.0,pairwise,0.1,0.0001,50.0,0.646507,0.053461,-0.000696,0.171627,0.293003,0.274036,,,,0.1,19260817.0,215.0
3.0,4.0,pairwise,0.01,0.0001,50.0,0.128524,0.028736,-0.024819,0.269478,0.296805,0.277319,,,,0.11,19260817.0,216.0
3.0,4.0,pairwise,0.1,0.001,50.0,0.553219,0.090684,0.03044,0.192949,0.287183,0.269739,,,,0.12,19260817.0,217.0
3.0,4.0,pairwise,0.1,0.0001,100.0,0.725669,0.088612,-0.081236,0.151194,0.287511,0.28485,,,,0.21,19260817.0,218.0
6.0,4.0,pairwise,0.1,0.001,50.0,0.570096,0.047338,0.022645,0.18927,0.293949,0.270821,,,,0.12,19260817.0,219.0
3.0,16.0,pairwise,0.1,0.001,50.0,0.646499,0.053463,-0.000694,0.171629,0.293002,0.274035,,,,0.1,19260817.0,220.0
3.0,4.0,pairwise,0.01,0.001,50.0,0.128521,0.028735,-0.024819,0.269479,0.296805,0.277319,,,,0.11,19260817.0,221.0
3.0,4.0,pairwise,0.1,0.01,50.0,0.553144,0.090704,0.030447,0.192966,0.28718,0.269738,,,,0.11,19260817.0,222.0
3.0,4.0,pairwise,0.1,0.001,100.0,0.725662,0.088615,-0.081231,0.151196,0.28751,0.284849,,,,0.21,19260817.0,223.0
6.0,4.0,pairwise,0.1,0.01,50.0,0.570013,0.047359,0.022662,0.189288,0.293945,0.270818,,,,0.13,19260817.0,224.0
3.0,16.0,pairwise,0.1,0.01,50.0,0.646424,0.053486,-0.00068,0.171648,0.292999,0.274033,,,,0.11,19260817.0,225.0
3.0,4.0,no_interactions,0.1,0.01,50.0,0.244261,0.071998,-0.101039,0.250947,0.290119,0.287447,,,,0.1,19260817.0,226.0
3.0,4.0,pairwise,0.01,0.01,50.0,0.128489,0.028729,-0.024825,0.269484,0.296806,0.27732,,,,0.12,19260817.0,227.0
3.0,4.0,pairwise,0.1,0.1,50.0,0.552185,0.084422,0.037752,0.193172,0.288171,0.26872,,,,0.18,19260817.0,228.0
3.0,4.0,pairwise,0.1,0.01,25.0,0.389395,0.045308,0.045478,0.225567,0.294262,0.267639,,,,0.07,19260817.0,229.0
3.0,4.0,pairwise,0.1,0.01,100.0,0.725592,0.088651,-0.081184,0.151215,0.287504,0.284843,,,,0.21,19260817.0,230.0
96.0,4.0,pairwise,0.1,10.0,25.0,0.338092,0.064397,0.020973,0.234852,0.291305,0.271052,,,,0.06,19260817.0,231.0
192.0,16.0,pairwise,0.1,10.0,25.0,0.4079,0.06806,-0.063514,0.222123,0.290734,0.282506,,,,0.07,19260817.0,232.0
192.0,4.0,pairwise,0.01,10.0,25.0,0.060476,0.00665,-0.045988,0.279802,0.30016,0.280168,,,,0.06,19260817.0,233.0
192.0,4.0,pairwise,0.1,1.0,25.0,0.389831,0.048523,0.038327,0.225487,0.293766,0.268639,,,,0.07,19260817.0,234.0
192.0,4.0,pairwise,0.1,10.0,50.0,0.477827,0.068217,0.046889,0.208595,0.29071,0.267441,,,,0.12,19260817.0,235.0
96.0,16.0,pairwise,0.1,10.0,25.0,0.4079,0.06806,-0.063514,0.222123,0.290734,0.282506,,,,0.07,19260817.0,236.0
96.0,4.0,no_interactions,0.1,10.0,25.0,0.144033,0.049012,-0.043005,0.26707,0.29369,0.279769,,,,0.06,19260817.0,237.0
96.0,4.0,pairwise,0.01,10.0,25.0,0.060476,0.00665,-0.045988,0.279802,0.30016,0.280168,,,,0.06,19260817.0,238.0
96.0,4.0,pairwise,0.1,1.0,25.0,0.389831,0.048523,0.038327,0.225487,0.293766,0.268639,,,,0.07,19260817.0,239.0
96.0,4.0,pairwise,0.1,10.0,50.0,0.477827,0.068217,0.046889,0.208595,0.29071,0.267441,,,,0.11,19260817.0,240.0
192.0,64.0,pairwise,0.1,10.0,25.0,0.449823,0.009322,-0.002534,0.214115,0.299756,0.274287,,,,0.08,19260817.0,241.0
192.0,16.0,no_interactions,0.1,10.0,25.0,0.259566,0.03741,-0.049036,0.248393,0.295476,0.280576,,,,0.08,19260817.0,242.0
192.0,16.0,pairwise,0.01,10.0,25.0,0.058684,0.009494,-0.050836,0.280068,0.29973,0.280817,,,,0.07,19260817.0,243.0
192.0,16.0,pairwise,0.1,1.0,25.0,0.492353,0.001425,0.01847,0.205673,0.300949,0.271399,,,,0.07,19260817.0,244.0
192.0,16.0,pairwise,0.1,10.0,50.0,0.613211,0.041377,-0.030667,0.179528,0.294867,0.278109,,,,0.12,19260817.0,245.0
192.0,4.0,no_interactions,0.1,10.0,50.0,0.219249,0.064939,-0.090783,0.255066,0.291221,0.286105,,,,0.1,19260817.0,246.0
192.0,4.0,pairwise,0.01,10.0,50.0,0.105839,0.024574,-0.035551,0.272963,0.29744,0.278767,,,,0.12,19260817.0,247.0
192.0,4.0,pairwise,0.1,1.0,50.0,0.55085,0.081378,0.046856,0.19346,0.288649,0.267445,,,,0.13,19260817.0,248.0
192.0,4.0,pairwise,0.1,10.0,100.0,0.653274,0.07487,0.005917,0.169977,0.28967,0.273129,,,,0.23,19260817.0,249.0
6.0,4.0,pairwise,0.1,10.0,25.0,0.338092,0.064397,0.020973,0.234852,0.291305,0.271052,,,,0.06,19260817.0,250.0
12.0,16.0,pairwise,0.1,10.0,25.0,0.4079,0.06806,-0.063514,0.222123,0.290734,0.282506,,,,0.06,19260817.0,251.0
12.0,4.0,no_interactions,0.1,10.0,25.0,0.144033,0.049012,-0.043005,0.26707,0.29369,0.279769,,,,0.05,19260817.0,252.0
12.0,4.0,pairwise,0.01,10.0,25.0,0.060476,0.00665,-0.045988,0.279802,0.30016,0.280168,,,,0.06,19260817.0,253.0
12.0,4.0,pairwise,0.1,1.0,25.0,0.389831,0.048523,0.038327,0.225487,0.293766,0.268639,,,,0.06,19260817.0,254.0
48.0,16.0,pairwise,0.1,10.0,25.0,0.4079,0.06806,-0.063514,0.222123,0.290734,0.282506,,,,0.07,19260817.0,255.0
24.0,64.0,pairwise,0.1,10.0,25.0,0.449823,0.009322,-0.002534,0.214115,0.299756,0.274287,,,,0.07,19260817.0,256.0
24.0,16.0,no_interactions,0.1,10.0,25.0,0.259566,0.03741,-0.049036,0.248393,0.295476,0.280576,,,,0.08,19260817.0,257.0
24.0,16.0,pairwise,0.01,10.0,25.0,0.058684,0.009494,-0.050836,0.280068,0.29973,0.280817,,,,0.07,19260817.0,258.0
24.0,16.0,pairwise,0.1,1.0,25.0,0.492353,0.001425,0.01847,0.205673,0.300949,0.271399,,,,0.07,19260817.0,259.0
3.0,16.0,pairwise,0.1,10.0,25.0,0.372157,0.059388,-0.026655,0.228729,0.292084,0.277567,,,,0.06,19260817.0,260.0
3.0,4.0,pairwise,0.01,10.0,25.0,0.060476,0.00665,-0.045988,0.279802,0.30016,0.280168,,,,0.09,19260817.0,261.0
3.0,4.0,pairwise,0.1,1.0,25.0,0.372685,0.055382,0.046127,0.228633,0.292705,0.267548,,,,0.06,19260817.0,262.0
3.0,4.0,pairwise,0.1,10.0,50.0,0.493352,0.076653,0.048705,0.20547,0.289391,0.267186,,,,0.11,19260817.0,263.0
6.0,16.0,pairwise,0.1,10.0,25.0,0.4079,0.06806,-0.063514,0.222123,0.290734,0.282506,,,,0.07,19260817.0,264.0
3.0,64.0,pairwise,0.1,10.0,25.0,0.418701,0.022951,0.007545,0.220088,0.297687,0.272905,,,,0.06,19260817.0,265.0
3.0,16.0,no_interactions,0.1,10.0,25.0,0.242732,0.020121,-0.028857,0.251201,0.298118,0.277865,,,,0.06,19260817.0,266.0
3.0,16.0,pairwise,0.01,10.0,25.0,0.054688,0.005921,-0.049793,0.280662,0.30027,0.280678,,,,0.06,19260817.0,267.0
3.0,16.0,pairwise,0.1,1.0,25.0,0.436778,0.064558,0.00699,0.216639,0.29128,0.272981,,,,0.05,19260817.0,268.0
3.0,16.0,pairwise,0.1,10.0,50.0,0.573836,0.032974,-0.015142,0.188445,0.296156,0.276007,,,,0.11,19260817.0,269.0
6.0,4.0,pairwise,0.1,10.0,50.0,0.477827,0.068217,0.046889,0.208595,0.29071,0.267441,,,,0.11,19260817.0,270.0
3.0,4.0,no_interactions,0.1,10.0,50.0,0.219249,0.064939,-0.090783,0.255066,0.291221,0.286105,,,,0.09,19260817.0,271.0
3.0,4.0,pairwise,0.01,10.0,50.0,0.105839,0.024574,-0.035551,0.272963,0.29744,0.278767,,,,0.11,19260817.0,272.0
3.0,4.0,pairwise,0.1,1.0,50.0,0.553715,0.086176,-0.002154,0.192842,0.287895,0.274235,,,,0.11,19260817.0,273.0
3.0,4.0,pairwise,0.1,10.0,100.0,0.658157,0.069965,-0.029136,0.168775,0.290437,0.277902,,,,0.21,19260817.0,274.0
6.0,4.0,pairwise,0.1,0.01,100.0,0.744963,0.066885,-0.118994,0.14578,0.290917,0.289781,,,,0.24,19260817.0,275.0
3.0,16.0,pairwise,0.1,0.01,100.0,0.804746,0.018247,-0.043588,0.127555,0.298403,0.279847,,,,0.19,19260817.0,276.0
3.0,4.0,no_interactions,0.1,0.01,100.0,0.342037,0.076726,-0.099319,0.234151,0.289379,0.287222,,,,0.21,19260817.0,277.0
3.0,4.0,pairwise,0.01,0.01,100.0,0.213175,0.038504,-0.001604,0.256056,0.295308,0.27416,,,,0.22,19260817.0,278.0
3.0,4.0,pairwise,0.1,0.1,100.0,0.722209,0.105988,-0.090737,0.152144,0.284757,0.286099,,,,0.21,19260817.0,279.0
3.0,4.0,pairwise,0.1,0.01,200.0,0.856535,-0.020438,-0.277645,0.109337,0.304225,0.309643,,,,0.41,19260817.0,280.0
6.0,4.0,pairwise,0.1,0.1,100.0,0.737725,0.056231,-0.117241,0.147834,0.292573,0.289554,,,,0.23,19260817.0,281.0
3.0,16.0,pairwise,0.1,0.1,100.0,0.794074,0.058146,-0.072809,0.130994,0.292276,0.283738,,,,0.19,19260817.0,282.0
3.0,4.0,no_interactions,0.1,0.1,100.0,0.34171,0.076532,-0.099188,0.23421,0.28941,0.287205,,,,0.17,19260817.0,283.0
3.0,4.0,pairwise,0.01,0.1,100.0,0.212689,0.038487,-0.001702,0.256135,0.295311,0.274173,,,,0.23,19260817.0,284.0
3.0,4.0,pairwise,0.1,1.0,100.0,0.724956,0.098228,-0.130591,0.15139,0.28599,0.291279,,,,0.21,19260817.0,285.0
3.0,4.0,pairwise,0.1,0.1,200.0,0.861087,-0.044167,-0.2789,0.107589,0.307742,0.309795,,,,0.45,19260817.0,286.0
