max_depth,max_bins,interaction_cst,learning_rate,l2_regularization,max_iter,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Precedence
24.0,4.0,no_interactions,1e-08,0.0001,400.0,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.75,19260817.0,32.0
3.0,255.0,no_interactions,1e-08,10.0,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.05,19260817.0,33.0
3.0,255.0,no_interactions,1e-08,0.0001,400.0,1e-06,-0.009001,-0.048066,0.288666,0.302516,0.280447,,,,0.56,19260817.0,34.0
3.0,255.0,no_interactions,0.1,0.0001,400.0,0.957388,-0.166063,-0.107137,0.059588,0.325209,0.288241,,,,0.68,19260817.0,35.0
192.0,4.0,pairwise,0.1,10.0,400.0,0.922831,-0.074678,-0.352889,0.08019,0.312206,0.31863,,,,0.9,19260817.0,36.0
24.0,255.0,pairwise,0.1,0.0001,400.0,0.997242,-0.066546,-0.022152,0.015161,0.311023,0.276958,,,,0.98,19260817.0,37.0
192.0,4.0,pairwise,0.1,0.0001,25.0,0.407314,0.025864,0.034284,0.222233,0.297243,0.269203,,,,0.07,19260817.0,38.0
3.0,4.0,no_interactions,0.1,10.0,25.0,0.144033,0.049012,-0.043005,0.26707,0.29369,0.279769,,,,0.05,19260817.0,39.0
192.0,255.0,pairwise,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.08,19260817.0,40.0
192.0,4.0,no_interactions,0.1,0.0001,400.0,0.547494,0.017416,-0.316892,0.194182,0.298529,0.314363,,,,0.77,19260817.0,41.0
24.0,4.0,no_interactions,1e-08,10.0,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.05,19260817.0,42.0
192.0,255.0,pairwise,0.1,0.0001,400.0,0.997242,-0.066546,-0.022152,0.015161,0.311023,0.276958,,,,0.98,19260817.0,43.0
3.0,4.0,pairwise,1e-08,10.0,400.0,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.79,19260817.0,44.0
24.0,4.0,no_interactions,0.1,10.0,25.0,0.144033,0.049012,-0.043005,0.26707,0.29369,0.279769,,,,0.05,19260817.0,45.0
24.0,4.0,pairwise,1e-08,10.0,400.0,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.84,19260817.0,46.0
192.0,255.0,pairwise,0.1,0.0001,25.0,0.564602,-0.003405,0.001403,0.190476,0.301676,0.273748,,,,0.07,19260817.0,47.0
3.0,255.0,no_interactions,0.1,10.0,400.0,0.929909,-0.077724,-0.095975,0.076424,0.312648,0.286785,,,,0.68,19260817.0,48.0
192.0,255.0,no_interactions,1e-08,10.0,400.0,1e-06,-0.009,-0.048067,0.288666,0.302515,0.280447,,,,0.95,19260817.0,49.0
192.0,255.0,no_interactions,0.1,0.0001,25.0,0.416696,0.007834,-0.0013,0.220467,0.299981,0.274118,,,,0.06,19260817.0,50.0
192.0,4.0,pairwise,1e-08,0.0001,400.0,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.88,19260817.0,51.0
24.0,4.0,pairwise,0.1,0.0001,400.0,0.95372,-0.041964,-0.345217,0.0621,0.307417,0.317725,,,,0.89,19260817.0,52.0
3.0,4.0,pairwise,0.1,0.0001,400.0,0.944362,-0.035573,-0.399763,0.06809,0.306473,0.324103,,,,0.81,19260817.0,53.0
192.0,4.0,no_interactions,1e-08,10.0,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.06,19260817.0,54.0
24.0,255.0,no_interactions,1e-08,10.0,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.07,19260817.0,55.0
24.0,4.0,no_interactions,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.05,19260817.0,56.0
3.0,4.0,pairwise,1e-08,0.0001,400.0,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.9,19260817.0,57.0
3.0,4.0,no_interactions,1e-08,0.0001,400.0,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.83,19260817.0,58.0
24.0,255.0,pairwise,1e-08,10.0,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.07,19260817.0,59.0
192.0,255.0,no_interactions,0.1,10.0,400.0,0.946973,-0.157607,-0.04186,0.066473,0.324028,0.279615,,,,0.84,19260817.0,60.0
3.0,255.0,pairwise,0.1,10.0,25.0,0.431776,-0.002317,-0.003525,0.217599,0.301512,0.274423,,,,0.05,19260817.0,61.0
24.0,4.0,no_interactions,0.1,0.0001,400.0,0.547494,0.017416,-0.316892,0.194182,0.298529,0.314363,,,,0.77,19260817.0,62.0
192.0,4.0,pairwise,1e-08,10.0,400.0,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.79,19260817.0,63.0
3.0,4.0,pairwise,0.1,10.0,400.0,0.912931,-0.004465,-0.377736,0.085178,0.301835,0.321543,,,,0.81,19260817.0,64.0
192.0,4.0,pairwise,0.1,0.0001,400.0,0.95372,-0.041964,-0.345217,0.0621,0.307417,0.317725,,,,0.89,19260817.0,65.0
24.0,4.0,pairwise,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.06,19260817.0,66.0
24.0,255.0,pairwise,0.1,10.0,400.0,0.991271,0.020848,0.001725,0.026969,0.298007,0.273704,,,,0.93,19260817.0,67.0
24.0,255.0,pairwise,0.1,10.0,25.0,0.449064,0.017245,0.02369,0.214263,0.298555,0.270676,,,,0.06,19260817.0,68.0
24.0,255.0,no_interactions,0.1,10.0,25.0,0.344982,0.028158,-0.001503,0.233627,0.296893,0.274146,,,,0.06,19260817.0,69.0
24.0,255.0,no_interactions,1e-08,0.0001,400.0,1e-06,-0.009001,-0.048066,0.288666,0.302516,0.280447,,,,1.03,19260817.0,70.0
192.0,255.0,pairwise,0.1,10.0,25.0,0.449064,0.017245,0.02369,0.214263,0.298555,0.270676,,,,0.06,19260817.0,71.0
3.0,255.0,pairwise,0.1,0.0001,25.0,0.521638,-0.016646,-0.024256,0.199652,0.30366,0.277243,,,,0.05,19260817.0,72.0
3.0,4.0,no_interactions,0.1,0.0001,400.0,0.547494,0.017416,-0.316892,0.194182,0.298529,0.314363,,,,0.72,19260817.0,73.0
3.0,4.0,pairwise,0.1,0.0001,25.0,0.389472,0.04529,0.045486,0.225553,0.294264,0.267637,,,,0.06,19260817.0,74.0
3.0,4.0,no_interactions,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.06,19260817.0,75.0
192.0,255.0,no_interactions,0.1,0.0001,400.0,0.974343,-0.184266,-0.119412,0.046238,0.327738,0.289835,,,,0.84,19260817.0,76.0
192.0,255.0,pairwise,0.1,10.0,400.0,0.991271,0.020848,0.001725,0.026969,0.298007,0.273704,,,,0.95,19260817.0,77.0
24.0,255.0,pairwise,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.07,19260817.0,78.0
192.0,4.0,no_interactions,1e-08,10.0,400.0,0.0,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.75,19260817.0,79.0
3.0,255.0,pairwise,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.05,19260817.0,80.0
192.0,255.0,no_interactions,0.1,10.0,25.0,0.344982,0.028158,-0.001503,0.233627,0.296893,0.274146,,,,0.06,19260817.0,81.0
3.0,4.0,no_interactions,0.1,10.0,400.0,0.519822,0.046992,-0.259969,0.200031,0.294002,0.307493,,,,0.63,19260817.0,82.0
24.0,255.0,pairwise,0.1,0.0001,25.0,0.564602,-0.003405,0.001403,0.190476,0.301676,0.273748,,,,0.07,19260817.0,83.0
3.0,255.0,pairwise,0.1,10.0,400.0,0.982321,-0.08843,-0.092886,0.038382,0.314197,0.28638,,,,0.71,19260817.0,84.0
192.0,255.0,pairwise,1e-08,10.0,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.06,19260817.0,85.0
3.0,4.0,pairwise,0.1,10.0,25.0,0.331068,0.064384,0.045715,0.236095,0.291307,0.267605,,,,0.06,19260817.0,86.0
192.0,255.0,no_interactions,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.07,19260817.0,87.0
24.0,255.0,pairwise,1e-08,0.0001,400.0,2e-06,-0.009001,-0.048066,0.288666,0.302516,0.280447,,,,1.15,19260817.0,88.0
3.0,4.0,pairwise,1e-08,10.0,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.06,19260817.0,89.0
3.0,4.0,no_interactions,1e-08,10.0,400.0,0.0,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.74,19260817.0,90.0
192.0,255.0,no_interactions,1e-08,10.0,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.06,19260817.0,91.0
192.0,4.0,pairwise,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.06,19260817.0,92.0
24.0,4.0,pairwise,1e-08,10.0,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.06,19260817.0,93.0
24.0,64.0,pairwise,0.0001,0.1,100.0,0.003294,-0.008432,-0.048326,0.288191,0.30243,0.280481,,,,0.24,19260817.0,94.0
24.0,4.0,pairwise,0.1,10.0,400.0,0.922831,-0.074678,-0.352889,0.08019,0.312206,0.31863,,,,0.89,19260817.0,95.0
192.0,4.0,no_interactions,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.05,19260817.0,96.0
12.0,64.0,pairwise,0.0001,0.1,100.0,0.003294,-0.008432,-0.048326,0.288191,0.30243,0.280481,,,,0.23,19260817.0,97.0
48.0,64.0,pairwise,0.0001,0.1,100.0,0.003294,-0.008432,-0.048326,0.288191,0.30243,0.280481,,,,0.23,19260817.0,98.0
24.0,16.0,pairwise,0.0001,0.1,100.0,0.002923,-0.00868,-0.048478,0.288244,0.302467,0.280502,,,,0.22,19260817.0,99.0
24.0,255.0,pairwise,0.0001,0.1,100.0,0.003975,-0.010529,-0.045653,0.288092,0.302745,0.280124,,,,0.28,19260817.0,100.0
24.0,64.0,no_interactions,0.0001,0.1,100.0,0.002459,-0.009929,-0.04759,0.288311,0.302655,0.280383,,,,0.28,19260817.0,101.0
24.0,64.0,pairwise,1e-06,0.1,100.0,3.3e-05,-0.008995,-0.048069,0.288662,0.302515,0.280447,,,,0.24,19260817.0,102.0
24.0,64.0,pairwise,0.01,0.1,100.0,0.286925,0.007252,0.007642,0.243761,0.300069,0.272892,,,,0.24,19260817.0,103.0
24.0,64.0,pairwise,0.0001,0.01,100.0,0.003306,-0.008432,-0.048327,0.288189,0.30243,0.280481,,,,0.23,19260817.0,104.0
24.0,64.0,pairwise,0.0001,1.0,100.0,0.003225,-0.008312,-0.048311,0.2882,0.302412,0.280479,,,,0.23,19260817.0,105.0
24.0,64.0,pairwise,0.0001,0.1,50.0,0.001655,-0.008712,-0.048192,0.288427,0.302472,0.280463,,,,0.12,19260817.0,106.0
24.0,64.0,pairwise,0.0001,0.1,200.0,0.006642,-0.007462,-0.048479,0.287706,0.302285,0.280502,,,,0.43,19260817.0,107.0
6.0,64.0,pairwise,0.0001,0.1,100.0,0.003294,-0.008432,-0.048326,0.288191,0.30243,0.280481,,,,0.27,19260817.0,108.0
12.0,16.0,pairwise,0.0001,0.1,100.0,0.002923,-0.00868,-0.048478,0.288244,0.302467,0.280502,,,,0.24,19260817.0,109.0
12.0,255.0,pairwise,0.0001,0.1,100.0,0.003975,-0.010529,-0.045653,0.288092,0.302745,0.280124,,,,0.29,19260817.0,110.0
12.0,64.0,no_interactions,0.0001,0.1,100.0,0.002459,-0.009929,-0.04759,0.288311,0.302655,0.280383,,,,0.24,19260817.0,111.0
12.0,64.0,pairwise,1e-06,0.1,100.0,3.3e-05,-0.008995,-0.048069,0.288662,0.302515,0.280447,,,,0.24,19260817.0,112.0
12.0,64.0,pairwise,0.01,0.1,100.0,0.286925,0.007252,0.007642,0.243761,0.300069,0.272892,,,,0.24,19260817.0,113.0
12.0,64.0,pairwise,0.0001,0.01,100.0,0.003306,-0.008432,-0.048327,0.288189,0.30243,0.280481,,,,0.24,19260817.0,114.0
12.0,64.0,pairwise,0.0001,1.0,100.0,0.003225,-0.008312,-0.048311,0.2882,0.302412,0.280479,,,,0.25,19260817.0,115.0
12.0,64.0,pairwise,0.0001,0.1,50.0,0.001655,-0.008712,-0.048192,0.288427,0.302472,0.280463,,,,0.13,19260817.0,116.0
12.0,64.0,pairwise,0.0001,0.1,200.0,0.006642,-0.007462,-0.048479,0.287706,0.302285,0.280502,,,,0.52,19260817.0,117.0
96.0,64.0,pairwise,0.0001,0.1,100.0,0.003294,-0.008432,-0.048326,0.288191,0.30243,0.280481,,,,0.23,19260817.0,118.0
48.0,16.0,pairwise,0.0001,0.1,100.0,0.002923,-0.00868,-0.048478,0.288244,0.302467,0.280502,,,,0.23,19260817.0,119.0
48.0,255.0,pairwise,0.0001,0.1,100.0,0.003975,-0.010529,-0.045653,0.288092,0.302745,0.280124,,,,0.29,19260817.0,120.0
48.0,64.0,no_interactions,0.0001,0.1,100.0,0.002459,-0.009929,-0.04759,0.288311,0.302655,0.280383,,,,0.24,19260817.0,121.0
48.0,64.0,pairwise,1e-06,0.1,100.0,3.3e-05,-0.008995,-0.048069,0.288662,0.302515,0.280447,,,,0.27,19260817.0,122.0
48.0,64.0,pairwise,0.01,0.1,100.0,0.286925,0.007252,0.007642,0.243761,0.300069,0.272892,,,,0.26,19260817.0,123.0
48.0,64.0,pairwise,0.0001,0.01,100.0,0.003306,-0.008432,-0.048327,0.288189,0.30243,0.280481,,,,0.31,19260817.0,124.0
48.0,64.0,pairwise,0.0001,1.0,100.0,0.003225,-0.008312,-0.048311,0.2882,0.302412,0.280479,,,,0.17,19260817.0,125.0
48.0,64.0,pairwise,0.0001,0.1,50.0,0.001655,-0.008712,-0.048192,0.288427,0.302472,0.280463,,,,0.12,19260817.0,126.0
48.0,64.0,pairwise,0.0001,0.1,200.0,0.006642,-0.007462,-0.048479,0.287706,0.302285,0.280502,,,,0.4,19260817.0,127.0
24.0,4.0,pairwise,0.0001,0.1,100.0,0.003678,-0.007981,-0.047644,0.288135,0.302363,0.28039,,,,0.2,19260817.0,128.0
24.0,16.0,no_interactions,0.0001,0.1,100.0,0.002287,-0.009932,-0.048229,0.288336,0.302655,0.280468,,,,0.23,19260817.0,129.0
24.0,16.0,pairwise,1e-06,0.1,100.0,3e-05,-0.008997,-0.048071,0.288662,0.302515,0.280447,,,,0.26,19260817.0,130.0
24.0,16.0,pairwise,0.01,0.1,100.0,0.251772,0.015711,-0.042304,0.249697,0.298788,0.279675,,,,0.24,19260817.0,131.0
24.0,16.0,pairwise,0.0001,0.01,100.0,0.002933,-0.00868,-0.048478,0.288243,0.302468,0.280502,,,,0.23,19260817.0,132.0
24.0,16.0,pairwise,0.0001,1.0,100.0,0.002829,-0.008678,-0.048477,0.288258,0.302467,0.280502,,,,0.23,19260817.0,133.0
24.0,16.0,pairwise,0.0001,0.1,50.0,0.001469,-0.008837,-0.048269,0.288454,0.302491,0.280474,,,,0.11,19260817.0,134.0
24.0,16.0,pairwise,0.0001,0.1,200.0,0.005789,-0.008382,-0.048914,0.28783,0.302423,0.28056,,,,0.45,19260817.0,135.0
24.0,255.0,no_interactions,0.0001,0.1,100.0,0.002477,-0.009939,-0.047215,0.288309,0.302656,0.280333,,,,0.24,19260817.0,136.0
24.0,255.0,pairwise,1e-06,0.1,100.0,4e-05,-0.009016,-0.048042,0.288661,0.302518,0.280443,,,,0.31,19260817.0,137.0
24.0,255.0,pairwise,0.01,0.1,100.0,0.311898,0.017931,0.006249,0.239454,0.298451,0.273083,,,,0.31,19260817.0,138.0
24.0,255.0,pairwise,0.0001,0.01,100.0,0.003991,-0.010536,-0.045642,0.28809,0.302746,0.280122,,,,0.3,19260817.0,139.0
24.0,255.0,pairwise,0.0001,1.0,100.0,0.003827,-0.010469,-0.045753,0.288113,0.302736,0.280137,,,,0.3,19260817.0,140.0
24.0,255.0,pairwise,0.0001,0.1,50.0,0.001998,-0.009764,-0.046851,0.288378,0.30263,0.280284,,,,0.15,19260817.0,141.0
24.0,255.0,pairwise,0.0001,0.1,200.0,0.007872,-0.012068,-0.043306,0.287528,0.302975,0.279809,,,,0.64,19260817.0,142.0
24.0,64.0,no_interactions,1e-06,0.1,100.0,2.5e-05,-0.00901,-0.048062,0.288663,0.302517,0.280446,,,,0.28,19260817.0,143.0
24.0,64.0,no_interactions,0.01,0.1,100.0,0.192472,0.002476,-0.015884,0.259403,0.30079,0.276107,,,,0.24,19260817.0,144.0
24.0,64.0,no_interactions,0.0001,0.01,100.0,0.002468,-0.009933,-0.047587,0.28831,0.302655,0.280383,,,,0.25,19260817.0,145.0
24.0,64.0,no_interactions,0.0001,1.0,100.0,0.002426,-0.00967,-0.047683,0.288316,0.302616,0.280395,,,,0.24,19260817.0,146.0
24.0,64.0,no_interactions,0.0001,0.1,50.0,0.001236,-0.009464,-0.047825,0.288488,0.302585,0.280414,,,,0.12,19260817.0,147.0
24.0,64.0,no_interactions,0.0001,0.1,200.0,0.005029,-0.010234,-0.047337,0.28794,0.3027,0.280349,,,,0.47,19260817.0,148.0
24.0,64.0,pairwise,1e-08,0.1,100.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.24,19260817.0,149.0
24.0,64.0,pairwise,1e-06,0.01,100.0,3.3e-05,-0.008995,-0.048069,0.288662,0.302515,0.280447,,,,0.28,19260817.0,150.0
24.0,64.0,pairwise,1e-06,1.0,100.0,3.2e-05,-0.008995,-0.048069,0.288662,0.302515,0.280447,,,,0.35,19260817.0,151.0
24.0,64.0,pairwise,1e-06,0.1,50.0,1.7e-05,-0.008997,-0.048068,0.288664,0.302515,0.280447,,,,0.14,19260817.0,152.0
24.0,64.0,pairwise,1e-06,0.1,200.0,6.7e-05,-0.008989,-0.048071,0.288657,0.302514,0.280447,,,,0.57,19260817.0,153.0
24.0,64.0,pairwise,0.1,0.1,100.0,0.885471,0.024158,0.071626,0.097691,0.297503,0.263947,,,,0.35,19260817.0,154.0
24.0,64.0,pairwise,0.01,0.01,100.0,0.288179,0.008311,0.006766,0.243546,0.299909,0.273012,,,,0.32,19260817.0,155.0
24.0,64.0,pairwise,0.01,1.0,100.0,0.280162,0.012437,0.001691,0.244914,0.299285,0.273709,,,,0.32,19260817.0,156.0
24.0,64.0,pairwise,0.01,0.1,50.0,0.160863,0.01619,-0.015673,0.264431,0.298715,0.276079,,,,0.16,19260817.0,157.0
24.0,64.0,pairwise,0.01,0.1,200.0,0.458723,0.009238,0.036892,0.212376,0.299769,0.26884,,,,0.47,19260817.0,158.0
24.0,64.0,pairwise,0.0001,0.001,100.0,0.003307,-0.008432,-0.048327,0.288189,0.30243,0.280481,,,,0.23,19260817.0,159.0
24.0,64.0,pairwise,0.0001,0.01,50.0,0.001661,-0.008712,-0.048193,0.288427,0.302472,0.280464,,,,0.12,19260817.0,160.0
24.0,64.0,pairwise,0.0001,0.01,200.0,0.006647,-0.007526,-0.048501,0.287705,0.302294,0.280505,,,,0.46,19260817.0,161.0
24.0,64.0,pairwise,0.0001,10.0,100.0,0.002823,-0.007336,-0.047935,0.288259,0.302266,0.280429,,,,0.21,19260817.0,162.0
24.0,64.0,pairwise,0.0001,1.0,50.0,0.001599,-0.008717,-0.048191,0.288436,0.302473,0.280463,,,,0.13,19260817.0,163.0
24.0,64.0,pairwise,0.0001,1.0,200.0,0.006585,-0.007148,-0.048588,0.287714,0.302238,0.280516,,,,0.51,19260817.0,164.0
24.0,64.0,pairwise,0.0001,0.1,25.0,0.00083,-0.008855,-0.048128,0.288547,0.302494,0.280455,,,,0.08,19260817.0,165.0
24.0,64.0,pairwise,0.0001,0.1,400.0,0.013438,-0.004716,-0.04855,0.28672,0.301873,0.280511,,,,0.84,19260817.0,166.0
12.0,4.0,pairwise,0.1,10.0,25.0,0.338092,0.064397,0.020973,0.234852,0.291305,0.271052,,,,0.06,19260817.0,167.0
48.0,4.0,pairwise,0.1,10.0,25.0,0.338092,0.064397,0.020973,0.234852,0.291305,0.271052,,,,0.08,19260817.0,168.0
24.0,16.0,pairwise,0.1,10.0,25.0,0.4079,0.06806,-0.063514,0.222123,0.290734,0.282506,,,,0.08,19260817.0,169.0
24.0,4.0,pairwise,0.01,10.0,25.0,0.060476,0.00665,-0.045988,0.279802,0.30016,0.280168,,,,0.06,19260817.0,170.0
24.0,4.0,pairwise,0.1,1.0,25.0,0.389831,0.048523,0.038327,0.225487,0.293766,0.268639,,,,0.06,19260817.0,171.0
24.0,4.0,pairwise,0.1,10.0,50.0,0.477827,0.068217,0.046889,0.208595,0.29071,0.267441,,,,0.11,19260817.0,172.0
12.0,4.0,pairwise,0.1,10.0,50.0,0.477827,0.068217,0.046889,0.208595,0.29071,0.267441,,,,0.12,19260817.0,173.0
48.0,4.0,pairwise,0.1,10.0,50.0,0.477827,0.068217,0.046889,0.208595,0.29071,0.267441,,,,0.12,19260817.0,174.0
24.0,16.0,pairwise,0.1,10.0,50.0,0.613211,0.041377,-0.030667,0.179528,0.294867,0.278109,,,,0.12,19260817.0,175.0
24.0,4.0,no_interactions,0.1,10.0,50.0,0.219249,0.064939,-0.090783,0.255066,0.291221,0.286105,,,,0.1,19260817.0,176.0
24.0,4.0,pairwise,0.01,10.0,50.0,0.105839,0.024574,-0.035551,0.272963,0.29744,0.278767,,,,0.11,19260817.0,177.0
24.0,4.0,pairwise,0.1,1.0,50.0,0.55085,0.081378,0.046856,0.19346,0.288649,0.267445,,,,0.13,19260817.0,178.0
24.0,4.0,pairwise,0.1,10.0,100.0,0.653274,0.07487,0.005917,0.169977,0.28967,0.273129,,,,0.22,19260817.0,179.0
12.0,4.0,pairwise,0.1,1.0,50.0,0.55085,0.081378,0.046856,0.19346,0.288649,0.267445,,,,0.12,19260817.0,180.0
48.0,4.0,pairwise,0.1,1.0,50.0,0.55085,0.081378,0.046856,0.19346,0.288649,0.267445,,,,0.13,19260817.0,181.0
24.0,16.0,pairwise,0.1,1.0,50.0,0.692109,0.022115,0.052313,0.160175,0.297815,0.266679,,,,0.12,19260817.0,182.0
24.0,4.0,no_interactions,0.1,1.0,50.0,0.241337,0.071555,-0.097442,0.251432,0.290189,0.286977,,,,0.1,19260817.0,183.0
24.0,4.0,pairwise,0.01,1.0,50.0,0.125584,0.027691,-0.025396,0.269932,0.296964,0.277397,,,,0.13,19260817.0,184.0
