n_estimators,max_depth,subsample,colsample_bylevel,max_bin,reg_lambda,learning_rate,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,verbose,Precedence
100.0,8.0,0.4,0.7,256.0,0.1,0.1,0.999569,-0.02206,0.118658,0.00599,0.304467,0.257175,,,,0.45,19260817.0,False,175.0
100.0,8.0,0.55,0.55,256.0,0.1,0.1,0.999564,-0.018729,0.028888,0.00603,0.303971,0.269954,,,,0.39,19260817.0,False,176.0
100.0,8.0,0.55,0.85,256.0,0.1,0.1,0.999588,0.037257,0.065855,0.005857,0.2955,0.264766,,,,0.52,19260817.0,False,177.0
100.0,8.0,0.55,0.7,64.0,0.1,0.1,0.999526,0.086717,-0.040362,0.006286,0.287809,0.279414,,,,0.2,19260817.0,False,178.0
100.0,8.0,0.55,0.7,256.0,0.01,0.1,0.99962,0.124945,0.00898,0.005628,0.281721,0.272707,,,,0.44,19260817.0,False,179.0
100.0,8.0,0.55,0.7,256.0,1.0,0.1,0.998045,0.11482,0.023642,0.012764,0.283347,0.270683,,,,0.49,19260817.0,False,180.0
100.0,8.0,0.55,0.7,256.0,0.1,0.01,0.625233,0.077621,0.016474,0.176717,0.289239,0.271674,,,,0.44,19260817.0,False,181.0
100.0,8.0,0.55,0.7,256.0,0.1,1.0,0.99975,-0.593942,-0.614926,0.004565,0.380223,0.348123,,,,0.46,19260817.0,False,182.0
100.0,4.0,0.7,0.55,256.0,0.1,0.1,0.94011,-0.069017,0.041549,0.070643,0.311383,0.268189,,,,0.06,19260817.0,False,183.0
100.0,8.0,0.85,0.55,256.0,0.1,0.1,0.999589,0.029517,0.008751,0.005852,0.296685,0.272739,,,,0.39,19260817.0,False,184.0
100.0,8.0,0.7,0.4,256.0,0.1,0.1,0.999529,-0.066723,-0.078134,0.006263,0.311048,0.284441,,,,0.32,19260817.0,False,185.0
100.0,8.0,0.7,0.55,64.0,0.1,0.1,0.999495,0.05362,0.102047,0.006489,0.292978,0.259587,,,,0.18,19260817.0,False,186.0
100.0,8.0,0.7,0.55,256.0,0.01,0.1,0.999628,0.072961,-0.071358,0.005565,0.289969,0.283546,,,,0.4,19260817.0,False,187.0
100.0,8.0,0.7,0.55,256.0,1.0,0.1,0.998032,0.097483,-0.022826,0.012806,0.286108,0.277049,,,,0.4,19260817.0,False,188.0
100.0,8.0,0.7,0.55,256.0,0.1,0.01,0.625475,0.054828,0.057846,0.176659,0.292791,0.265899,,,,0.39,19260817.0,False,189.0
100.0,8.0,0.7,0.55,256.0,0.1,1.0,0.99975,-0.453087,-0.195513,0.004565,0.363034,0.299525,,,,0.39,19260817.0,False,190.0
100.0,4.0,0.7,0.85,256.0,0.1,0.1,0.946762,0.006247,-0.075644,0.066605,0.300221,0.284112,,,,0.06,19260817.0,False,191.0
100.0,8.0,0.85,0.85,256.0,0.1,0.1,0.999591,0.040914,0.069031,0.00584,0.294938,0.264316,,,,0.55,19260817.0,False,192.0
100.0,8.0,0.7,1.0,256.0,0.1,0.1,0.999594,-0.029047,0.064994,0.005819,0.305506,0.264888,,,,0.49,19260817.0,False,193.0
100.0,8.0,0.7,0.85,64.0,0.1,0.1,0.999605,0.125964,-0.022459,0.005737,0.281557,0.276999,,,,0.22,19260817.0,False,194.0
100.0,8.0,0.7,0.85,256.0,0.01,0.1,0.999608,0.064403,0.055427,0.005716,0.291304,0.26624,,,,0.5,19260817.0,False,195.0
100.0,8.0,0.7,0.85,256.0,1.0,0.1,0.997864,0.035312,-0.106109,0.013342,0.295798,0.288108,,,,0.52,19260817.0,False,196.0
100.0,8.0,0.7,0.85,256.0,0.1,0.01,0.615766,0.065863,0.025775,0.178934,0.291077,0.270387,,,,0.52,19260817.0,False,197.0
100.0,8.0,0.7,0.85,256.0,0.1,1.0,0.99975,-0.295922,-0.425689,0.004565,0.34284,0.327091,,,,0.53,19260817.0,False,198.0
100.0,4.0,0.7,0.7,256.0,0.01,0.1,0.946523,0.013102,0.019306,0.066754,0.299184,0.271283,,,,0.07,19260817.0,False,199.0
100.0,8.0,0.85,0.7,256.0,0.01,0.1,0.999656,-0.022797,-0.089323,0.005354,0.304577,0.285913,,,,0.49,19260817.0,False,200.0
100.0,8.0,0.7,0.7,64.0,0.01,0.1,0.999646,0.055267,0.092585,0.005428,0.292723,0.260951,,,,0.19,19260817.0,False,201.0
100.0,8.0,0.7,0.7,256.0,0.01,0.01,0.642835,0.070042,0.034408,0.172516,0.290425,0.269186,,,,0.46,19260817.0,False,202.0
100.0,8.0,0.7,0.7,256.0,0.01,1.0,0.99975,-0.467999,-0.871146,0.004565,0.364893,0.374722,,,,0.45,19260817.0,False,203.0
100.0,4.0,0.7,0.7,256.0,1.0,0.1,0.924689,-0.026807,0.013069,0.079218,0.305173,0.272144,,,,0.07,19260817.0,False,204.0
100.0,8.0,0.85,0.7,256.0,1.0,0.1,0.997411,-0.04207,-0.035312,0.014687,0.307433,0.278735,,,,0.43,19260817.0,False,205.0
100.0,8.0,0.7,0.7,64.0,1.0,0.1,0.998273,0.118083,0.103744,0.011995,0.282824,0.259341,,,,0.2,19260817.0,False,206.0
100.0,8.0,0.7,0.7,256.0,1.0,0.01,0.512315,0.050069,-0.002104,0.201589,0.293527,0.274228,,,,0.46,19260817.0,False,207.0
100.0,8.0,0.7,0.7,256.0,1.0,1.0,0.99975,-0.139586,-0.198935,0.004565,0.321496,0.299953,,,,0.45,19260817.0,False,208.0
100.0,4.0,0.7,0.7,256.0,0.1,0.01,0.296939,0.027298,0.002958,0.242043,0.297024,0.273535,,,,0.07,19260817.0,False,209.0
100.0,8.0,0.85,0.7,256.0,0.1,0.01,0.633564,0.052126,0.021775,0.174741,0.293209,0.270941,,,,0.44,19260817.0,False,210.0
100.0,8.0,0.7,0.7,64.0,0.1,0.01,0.619172,0.050596,0.035077,0.17814,0.293446,0.269093,,,,0.19,19260817.0,False,211.0
100.0,8.0,0.7,0.7,256.0,0.1,0.001,0.095833,0.001508,-0.035345,0.274486,0.300936,0.278739,,,,0.5,19260817.0,False,212.0
50.0,16.0,0.7,0.55,256.0,0.1,0.1,0.999455,0.190546,-0.044504,0.006737,0.270956,0.27997,,,,16.62,19260817.0,False,213.0
200.0,16.0,0.7,0.55,256.0,0.1,0.1,0.99975,0.189966,-0.04426,0.004565,0.271053,0.279937,,,,108.21,19260817.0,False,214.0
100.0,16.0,0.55,0.55,256.0,0.1,0.1,0.99975,0.104396,0.005021,0.004567,0.28501,0.273252,,,,50.46,19260817.0,False,215.0
100.0,16.0,0.85,0.55,256.0,0.1,0.1,0.99975,0.117514,0.044477,0.004567,0.282915,0.267779,,,,47.15,19260817.0,False,216.0
100.0,16.0,0.7,0.4,256.0,0.1,0.1,0.99975,0.044712,-0.016363,0.004566,0.294354,0.276172,,,,36.55,19260817.0,False,217.0
100.0,16.0,0.7,0.55,64.0,0.1,0.1,0.99975,0.104022,0.057851,0.004566,0.285069,0.265898,,,,18.25,19260817.0,False,218.0
100.0,16.0,0.7,0.55,256.0,0.01,0.1,0.99975,0.151426,-0.022157,0.004566,0.277426,0.276959,,,,42.96,19260817.0,False,219.0
100.0,16.0,0.7,0.55,256.0,1.0,0.1,0.999698,0.113945,0.038037,0.005014,0.283487,0.26868,,,,52.16,19260817.0,False,220.0
100.0,16.0,0.7,0.55,256.0,0.1,0.01,0.815813,0.082122,-0.008245,0.123887,0.288532,0.275067,,,,44.61,19260817.0,False,221.0
100.0,16.0,0.7,0.55,256.0,0.1,1.0,0.99975,0.018226,-0.295213,0.004565,0.298406,0.311764,,,,45.98,19260817.0,False,222.0
25.0,16.0,0.7,0.55,256.0,0.1,0.1,0.98358,0.1769,-0.052576,0.03699,0.27323,0.281049,,,,7.33,19260817.0,False,223.0
50.0,16.0,0.55,0.55,256.0,0.1,0.1,0.999458,0.10357,0.004466,0.00672,0.285141,0.273328,,,,26.49,19260817.0,False,224.0
50.0,16.0,0.85,0.55,256.0,0.1,0.1,0.999453,0.116846,0.044776,0.006754,0.283022,0.267737,,,,21.58,19260817.0,False,225.0
50.0,16.0,0.7,0.4,256.0,0.1,0.1,0.999433,0.045417,-0.016853,0.006874,0.294245,0.276239,,,,14.77,19260817.0,False,226.0
50.0,16.0,0.7,0.55,64.0,0.1,0.1,0.999558,0.10387,0.058113,0.00607,0.285094,0.265861,,,,9.27,19260817.0,False,227.0
50.0,16.0,0.7,0.55,256.0,0.01,0.1,0.999572,0.15018,-0.022457,0.005971,0.277629,0.276999,,,,21.53,19260817.0,False,228.0
50.0,16.0,0.7,0.55,256.0,1.0,0.1,0.992407,0.113725,0.034219,0.025154,0.283522,0.269212,,,,21.99,19260817.0,False,229.0
50.0,16.0,0.7,0.55,256.0,0.1,0.01,0.572351,0.061367,-0.017302,0.188773,0.291776,0.2763,,,,21.62,19260817.0,False,230.0
50.0,16.0,0.7,0.55,256.0,0.1,1.0,0.99975,0.018226,-0.295213,0.004565,0.298406,0.311764,,,,23.25,19260817.0,False,231.0
100.0,16.0,1.0,1.0,256.0,0.01,1.0,0.99975,0.088293,0.033593,0.004565,0.287561,0.2693,,,,74.71,19260817.0,False,232.0
200.0,8.0,1.0,1.0,256.0,0.01,1.0,0.99975,0.174193,-0.343073,0.004565,0.273679,0.317472,,,,0.96,19260817.0,False,233.0
200.0,16.0,0.85,1.0,256.0,0.01,1.0,0.99975,0.058111,-0.052051,0.004565,0.292282,0.280979,,,,133.67,19260817.0,False,234.0
200.0,16.0,1.0,0.85,256.0,0.01,1.0,0.99975,0.097268,-0.032804,0.004565,0.286142,0.278397,,,,109.43,19260817.0,False,235.0
200.0,16.0,1.0,1.0,256.0,0.1,1.0,0.99975,0.094171,0.063107,0.004565,0.286632,0.265156,,,,131.45,19260817.0,False,236.0
200.0,16.0,1.0,1.0,256.0,0.01,0.1,0.99975,0.023853,0.014228,0.004565,0.29755,0.271984,,,,188.65,19260817.0,False,237.0
50.0,16.0,1.0,1.0,256.0,0.01,1.0,0.99975,0.088293,0.033593,0.004565,0.287561,0.2693,,,,44.9,19260817.0,False,238.0
100.0,8.0,1.0,1.0,256.0,0.01,1.0,0.99975,0.174193,-0.343073,0.004565,0.273679,0.317472,,,,0.51,19260817.0,False,239.0
100.0,16.0,0.85,1.0,256.0,0.01,1.0,0.99975,0.058111,-0.052051,0.004565,0.292282,0.280979,,,,64.23,19260817.0,False,240.0
100.0,16.0,1.0,0.85,256.0,0.01,1.0,0.99975,0.097268,-0.032804,0.004565,0.286142,0.278397,,,,53.15,19260817.0,False,241.0
100.0,16.0,1.0,1.0,64.0,0.01,1.0,0.99975,0.052326,-0.381754,0.004565,0.293178,0.322011,,,,28.07,19260817.0,False,242.0
100.0,16.0,1.0,1.0,256.0,0.1,1.0,0.99975,0.094171,0.063107,0.004565,0.286632,0.265156,,,,65.96,19260817.0,False,243.0
100.0,16.0,1.0,1.0,256.0,0.01,0.1,0.99975,0.02385,0.014226,0.004566,0.29755,0.271985,,,,97.6,19260817.0,False,244.0
200.0,4.0,1.0,1.0,256.0,0.01,1.0,0.99975,-0.130106,-0.286767,0.004565,0.320156,0.310746,,,,0.1,19260817.0,False,245.0
200.0,8.0,0.85,1.0,256.0,0.01,1.0,0.99975,-0.390703,-0.315931,0.004565,0.355156,0.314248,,,,0.98,19260817.0,False,246.0
200.0,8.0,1.0,0.85,256.0,0.01,1.0,0.99975,-0.384095,-0.658947,0.004565,0.354311,0.352835,,,,1.06,19260817.0,False,247.0
200.0,8.0,1.0,1.0,64.0,0.01,1.0,0.99975,-0.150359,-0.285506,0.004565,0.323012,0.310594,,,,0.47,19260817.0,False,248.0
200.0,8.0,1.0,1.0,256.0,0.1,1.0,0.99975,0.049508,-0.282151,0.004565,0.293614,0.310188,,,,0.96,19260817.0,False,249.0
200.0,8.0,1.0,1.0,256.0,0.01,0.1,0.99975,0.003549,0.028956,0.004566,0.300629,0.269945,,,,0.95,19260817.0,False,250.0
200.0,16.0,0.85,0.85,256.0,0.01,1.0,0.99975,-0.213971,-0.22301,0.004565,0.331823,0.30295,,,,119.49,19260817.0,False,251.0
200.0,16.0,1.0,0.7,256.0,0.01,1.0,0.99975,0.104587,-0.126957,0.004565,0.28498,0.29081,,,,94.73,19260817.0,False,252.0
200.0,16.0,1.0,0.85,64.0,0.01,1.0,0.99975,-0.517757,-0.057177,0.004565,0.371025,0.281663,,,,43.14,19260817.0,False,253.0
200.0,16.0,1.0,0.85,256.0,0.1,1.0,0.99975,0.152465,0.030653,0.004565,0.277256,0.269709,,,,115.43,19260817.0,False,254.0
200.0,16.0,1.0,0.85,256.0,0.01,0.1,0.99975,0.054811,0.095466,0.004565,0.292794,0.260536,,,,147.56,19260817.0,False,255.0
200.0,16.0,0.85,1.0,256.0,0.1,1.0,0.99975,0.019548,0.00212,0.004565,0.298205,0.27365,,,,148.92,19260817.0,False,256.0
200.0,16.0,1.0,1.0,64.0,0.1,1.0,0.99975,-0.087218,-0.17405,0.004565,0.314022,0.296824,,,,64.13,19260817.0,False,257.0
200.0,16.0,1.0,1.0,256.0,0.1,0.1,0.99975,0.037472,-0.009048,0.004565,0.295467,0.275177,,,,235.2,19260817.0,False,258.0
100.0,16.0,1.0,1.0,256.0,1.0,1.0,0.99975,0.108355,-0.048646,0.004565,0.284379,0.280524,,,,114.79,19260817.0,False,259.0
200.0,8.0,1.0,1.0,256.0,1.0,1.0,0.99975,-0.201649,0.040094,0.004565,0.330135,0.268392,,,,1.23,19260817.0,False,260.0
200.0,16.0,0.85,1.0,256.0,1.0,1.0,0.99975,0.088353,0.006748,0.004565,0.287551,0.273014,,,,171.65,19260817.0,False,261.0
200.0,16.0,1.0,0.85,256.0,1.0,1.0,0.99975,0.191754,-0.178121,0.004565,0.270753,0.297338,,,,131.61,19260817.0,False,262.0
200.0,16.0,1.0,1.0,256.0,1.0,0.1,0.99975,0.067194,0.069437,0.004565,0.290869,0.264258,,,,303.1,19260817.0,False,263.0
50.0,16.0,1.0,1.0,256.0,1.0,1.0,0.99975,0.108355,-0.048646,0.004565,0.284379,0.280524,,,,74.08,19260817.0,False,264.0
100.0,8.0,1.0,1.0,256.0,1.0,1.0,0.99975,-0.201649,0.040094,0.004565,0.330135,0.268392,,,,0.59,19260817.0,False,265.0
100.0,16.0,0.85,1.0,256.0,1.0,1.0,0.99975,0.088353,0.006748,0.004565,0.287551,0.273014,,,,97.75,19260817.0,False,266.0
100.0,16.0,1.0,0.85,256.0,1.0,1.0,0.99975,0.191754,-0.178121,0.004565,0.270753,0.297338,,,,56.84,19260817.0,False,267.0
100.0,16.0,1.0,1.0,64.0,1.0,1.0,0.99975,-0.03767,-0.086059,0.004565,0.306783,0.285484,,,,23.81,19260817.0,False,268.0
100.0,16.0,1.0,1.0,256.0,1.0,0.1,0.999707,0.067404,0.069718,0.00494,0.290836,0.264218,,,,101.54,19260817.0,False,269.0
200.0,8.0,1.0,0.85,256.0,1.0,1.0,0.99975,-0.193716,-0.274555,0.004565,0.329043,0.309268,,,,1.11,19260817.0,False,270.0
200.0,16.0,0.85,0.85,256.0,1.0,1.0,0.99975,0.001384,0.042564,0.004565,0.300955,0.268047,,,,133.77,19260817.0,False,271.0
200.0,16.0,1.0,0.7,256.0,1.0,1.0,0.99975,0.067216,-0.021817,0.004565,0.290866,0.276912,,,,88.01,19260817.0,False,272.0
200.0,16.0,1.0,0.85,64.0,1.0,1.0,0.99975,-0.300792,0.065501,0.004565,0.343484,0.264817,,,,47.52,19260817.0,False,273.0
200.0,16.0,1.0,0.85,256.0,1.0,0.1,0.99975,0.121513,0.067521,0.004565,0.282273,0.26453,,,,189.26,19260817.0,False,274.0
50.0,2.0,0.4,0.4,64.0,0.01,1.0,0.925607,-0.125754,-0.827332,0.078734,0.319539,0.370309,,,,0.01,19260817.0,False,275.0
25.0,4.0,0.4,0.4,64.0,0.01,1.0,0.975212,-0.622788,-0.625801,0.045448,0.383648,0.349293,,,,0.01,19260817.0,False,276.0
25.0,2.0,0.55,0.4,64.0,0.01,1.0,0.779855,-0.084924,-0.147496,0.135441,0.313691,0.293448,,,,0.01,19260817.0,False,277.0
25.0,2.0,0.4,0.55,64.0,0.01,1.0,0.788291,-0.484385,-0.260706,0.132821,0.366923,0.307583,,,,0.01,19260817.0,False,278.0
25.0,2.0,0.4,0.4,64.0,0.1,1.0,0.782306,-0.014679,-0.612361,0.134685,0.303366,0.347846,,,,0.01,19260817.0,False,279.0
25.0,2.0,0.4,0.4,64.0,0.01,0.1,0.24272,0.042379,-0.016002,0.251203,0.294713,0.276123,,,,0.01,19260817.0,False,280.0
50.0,2.0,0.4,0.4,64.0,0.01,0.1,0.403322,0.048225,0.033619,0.22298,0.293812,0.269296,,,,0.01,19260817.0,False,281.0
25.0,4.0,0.4,0.4,64.0,0.01,0.1,0.519279,0.079192,0.076514,0.200144,0.288992,0.263252,,,,0.01,19260817.0,False,282.0
25.0,2.0,0.55,0.4,64.0,0.01,0.1,0.316047,0.013652,0.038428,0.238731,0.2991,0.268625,,,,0.01,19260817.0,False,283.0
25.0,2.0,0.4,0.55,64.0,0.01,0.1,0.24596,-0.016091,-0.051603,0.250665,0.303577,0.280919,,,,0.01,19260817.0,False,284.0
25.0,2.0,0.4,0.4,256.0,0.01,0.1,0.28441,-0.001194,-0.01343,0.24419,0.301343,0.275774,,,,0.01,19260817.0,False,285.0
25.0,2.0,0.4,0.4,64.0,0.1,0.1,0.245252,0.027147,-0.00575,0.250783,0.297047,0.274727,,,,0.01,19260817.0,False,286.0
25.0,2.0,0.4,0.4,64.0,0.01,0.01,0.038578,-0.002248,-0.039657,0.283044,0.301502,0.279319,,,,0.01,19260817.0,False,287.0
50.0,16.0,0.4,0.4,64.0,0.01,0.001,0.081405,0.002201,-0.041646,0.276668,0.300832,0.279586,,,,5.45,19260817.0,False,288.0
25.0,8.0,0.4,0.4,64.0,0.01,0.001,0.025286,-0.005745,-0.044695,0.284993,0.302027,0.279995,,,,0.06,19260817.0,False,289.0
25.0,16.0,0.55,0.4,64.0,0.01,0.001,0.042236,-0.004628,-0.046399,0.282505,0.301859,0.280223,,,,2.58,19260817.0,False,290.0
25.0,16.0,0.4,0.55,64.0,0.01,0.001,0.043095,-0.003865,-0.043707,0.282378,0.301745,0.279863,,,,5.16,19260817.0,False,291.0
25.0,16.0,0.4,0.4,64.0,0.1,0.001,0.039008,-0.004747,-0.043796,0.28298,0.301877,0.279875,,,,3.2,19260817.0,False,292.0
25.0,16.0,0.4,0.4,64.0,0.01,0.01,0.351564,0.030445,-0.012984,0.23245,0.296543,0.275713,,,,2.4,19260817.0,False,293.0
100.0,16.0,0.4,0.4,64.0,0.01,0.001,0.157741,0.009753,-0.033993,0.264923,0.299691,0.278557,,,,12.14,19260817.0,False,294.0
50.0,8.0,0.4,0.4,64.0,0.01,0.001,0.049536,-0.002292,-0.040339,0.281426,0.301508,0.279411,,,,0.06,19260817.0,False,295.0
50.0,16.0,0.55,0.4,64.0,0.01,0.001,0.084739,-0.000523,-0.042453,0.276165,0.301242,0.279695,,,,5.89,19260817.0,False,296.0
50.0,16.0,0.4,0.55,64.0,0.01,0.001,0.085144,-7.5e-05,-0.04085,0.276104,0.301175,0.279479,,,,9.38,19260817.0,False,297.0
50.0,16.0,0.4,0.4,256.0,0.01,0.001,0.083882,-0.000887,-0.039559,0.276294,0.301297,0.279306,,,,17.0,19260817.0,False,298.0
50.0,16.0,0.4,0.4,64.0,0.1,0.001,0.078669,0.000546,-0.039954,0.277079,0.301081,0.279359,,,,7.41,19260817.0,False,299.0
50.0,16.0,0.4,0.4,64.0,0.01,0.01,0.583864,0.046423,0.006475,0.186215,0.29409,0.273052,,,,5.94,19260817.0,False,300.0
25.0,4.0,0.4,0.4,64.0,0.01,0.001,0.008189,-0.007447,-0.04675,0.287482,0.302283,0.28027,,,,0.01,19260817.0,False,301.0
25.0,8.0,0.55,0.4,64.0,0.01,0.001,0.024869,-0.005499,-0.04335,0.285054,0.30199,0.279815,,,,0.04,19260817.0,False,302.0
25.0,8.0,0.4,0.55,64.0,0.01,0.001,0.026808,-0.006481,-0.044568,0.284771,0.302138,0.279978,,,,0.04,19260817.0,False,303.0
25.0,8.0,0.4,0.4,256.0,0.01,0.001,0.025244,-0.005939,-0.04395,0.285,0.302056,0.279895,,,,0.07,19260817.0,False,304.0
25.0,8.0,0.4,0.4,64.0,0.1,0.001,0.024088,-0.005884,-0.044908,0.285168,0.302048,0.280024,,,,0.04,19260817.0,False,305.0
25.0,8.0,0.4,0.4,64.0,0.01,0.01,0.211517,0.019009,-0.014092,0.256326,0.298287,0.275864,,,,0.05,19260817.0,False,306.0
25.0,16.0,0.7,0.4,64.0,0.01,0.001,0.044047,-0.005445,-0.045821,0.282237,0.301982,0.280146,,,,3.48,19260817.0,False,307.0
25.0,16.0,0.55,0.55,64.0,0.01,0.001,0.04208,-0.004751,-0.044854,0.282528,0.301878,0.280017,,,,3.71,19260817.0,False,308.0
25.0,16.0,0.55,0.4,256.0,0.01,0.001,0.044578,-0.005504,-0.042682,0.282159,0.301991,0.279725,,,,7.05,19260817.0,False,309.0
25.0,16.0,0.55,0.4,64.0,0.1,0.001,0.039292,-0.004756,-0.046497,0.282938,0.301879,0.280237,,,,2.59,19260817.0,False,310.0
25.0,16.0,0.55,0.4,64.0,0.01,0.01,0.352715,0.034993,-0.034023,0.232244,0.295847,0.278561,,,,3.6,19260817.0,False,311.0
25.0,16.0,0.4,0.7,64.0,0.01,0.001,0.043483,-0.005243,-0.045314,0.282321,0.301952,0.280078,,,,6.37,19260817.0,False,312.0
25.0,16.0,0.4,0.55,256.0,0.01,0.001,0.040974,-0.005099,-0.043606,0.282691,0.30193,0.279849,,,,12.96,19260817.0,False,313.0
25.0,16.0,0.4,0.55,64.0,0.1,0.001,0.040179,-0.004216,-0.043985,0.282808,0.301798,0.2799,,,,5.36,19260817.0,False,314.0
25.0,16.0,0.4,0.55,64.0,0.01,0.01,0.362459,0.038755,-0.007857,0.230489,0.29527,0.275014,,,,4.96,19260817.0,False,315.0
25.0,16.0,0.4,0.4,256.0,0.1,0.001,0.040258,-0.004839,-0.04418,0.282796,0.301891,0.279926,,,,8.2,19260817.0,False,316.0
25.0,16.0,0.4,0.4,256.0,0.01,0.01,0.357326,0.026219,-0.01483,0.231415,0.297189,0.275964,,,,8.92,19260817.0,False,317.0
25.0,16.0,0.4,0.4,64.0,0.1,0.01,0.326685,0.036471,-0.015412,0.236867,0.29562,0.276043,,,,2.15,19260817.0,False,318.0
25.0,16.0,0.4,0.4,64.0,0.01,0.1,0.989273,0.060816,0.064722,0.029898,0.291862,0.264927,,,,3.95,19260817.0,False,319.0
50.0,16.0,0.4,0.4,64.0,1.0,0.001,0.048568,-0.0035,-0.043678,0.281569,0.30169,0.279859,,,,5.85,19260817.0,False,320.0
25.0,8.0,0.4,0.4,64.0,1.0,0.001,0.017353,-0.00644,-0.046236,0.286151,0.302131,0.280202,,,,0.05,19260817.0,False,321.0
25.0,16.0,0.55,0.4,64.0,1.0,0.001,0.024938,-0.006652,-0.045817,0.285044,0.302163,0.280146,,,,3.99,19260817.0,False,322.0
25.0,16.0,0.4,0.55,64.0,1.0,0.001,0.02457,-0.005952,-0.045606,0.285098,0.302058,0.280117,,,,4.85,19260817.0,False,323.0
25.0,16.0,0.4,0.4,64.0,1.0,0.01,0.214907,0.014843,-0.026261,0.255774,0.29892,0.277514,,,,2.2,19260817.0,False,324.0
100.0,16.0,0.4,0.4,64.0,1.0,0.001,0.094214,0.000665,-0.040205,0.274732,0.301063,0.279393,,,,12.43,19260817.0,False,325.0
50.0,8.0,0.4,0.4,64.0,1.0,0.001,0.033911,-0.004621,-0.043157,0.28373,0.301858,0.279789,,,,0.07,19260817.0,False,326.0
50.0,16.0,0.55,0.4,64.0,1.0,0.001,0.048459,-0.004875,-0.043673,0.281585,0.301896,0.279858,,,,7.02,19260817.0,False,327.0
50.0,16.0,0.4,0.55,64.0,1.0,0.001,0.049131,-0.002758,-0.042838,0.281486,0.301578,0.279746,,,,9.26,19260817.0,False,328.0
50.0,16.0,0.4,0.4,256.0,1.0,0.001,0.047235,-0.004598,-0.043214,0.281766,0.301855,0.279797,,,,18.71,19260817.0,False,329.0
50.0,16.0,0.4,0.4,64.0,1.0,0.01,0.38726,0.031149,-0.013918,0.225961,0.296436,0.27584,,,,5.87,19260817.0,False,330.0
25.0,4.0,0.4,0.4,64.0,1.0,0.001,0.00696,-0.006927,-0.046915,0.28766,0.302205,0.280292,,,,0.01,19260817.0,False,331.0
25.0,8.0,0.55,0.4,64.0,1.0,0.001,0.017129,-0.006906,-0.045371,0.286183,0.302202,0.280086,,,,0.03,19260817.0,False,332.0
25.0,8.0,0.4,0.55,64.0,1.0,0.001,0.017889,-0.006773,-0.045317,0.286073,0.302182,0.280079,,,,0.04,19260817.0,False,333.0
25.0,8.0,0.4,0.4,256.0,1.0,0.001,0.016932,-0.006861,-0.045616,0.286212,0.302195,0.280119,,,,0.07,19260817.0,False,334.0
25.0,8.0,0.4,0.4,64.0,1.0,0.01,0.155584,0.011766,-0.030148,0.265262,0.299386,0.278039,,,,0.03,19260817.0,False,335.0
25.0,16.0,0.7,0.4,64.0,1.0,0.001,0.024821,-0.006698,-0.046266,0.285061,0.30217,0.280206,,,,3.55,19260817.0,False,336.0
25.0,16.0,0.55,0.55,64.0,1.0,0.001,0.025439,-0.006775,-0.045313,0.284971,0.302182,0.280078,,,,4.91,19260817.0,False,337.0
25.0,16.0,0.55,0.4,256.0,1.0,0.001,0.024869,-0.006723,-0.044819,0.285054,0.302174,0.280012,,,,7.5,19260817.0,False,338.0
25.0,16.0,0.55,0.4,64.0,1.0,0.01,0.225891,0.016316,-0.036011,0.253979,0.298696,0.278829,,,,4.12,19260817.0,False,339.0
25.0,16.0,0.4,0.7,64.0,1.0,0.001,0.024312,-0.007296,-0.045977,0.285136,0.30226,0.280167,,,,4.04,19260817.0,False,340.0
25.0,16.0,0.4,0.55,256.0,1.0,0.001,0.023764,-0.007285,-0.046257,0.285216,0.302258,0.280204,,,,12.22,19260817.0,False,341.0
25.0,16.0,0.4,0.55,64.0,1.0,0.01,0.221432,0.019855,-0.01996,0.254709,0.298159,0.276661,,,,5.0,19260817.0,False,342.0
25.0,16.0,0.4,0.4,256.0,1.0,0.01,0.219579,0.005642,-0.027532,0.255012,0.300313,0.277686,,,,10.24,19260817.0,False,343.0
25.0,16.0,0.4,0.4,64.0,1.0,0.1,0.921207,0.058481,0.019895,0.081029,0.292224,0.271202,,,,3.93,19260817.0,False,344.0
200.0,8.0,0.4,0.4,64.0,0.01,0.001,0.184861,0.017893,-0.021462,0.260623,0.298457,0.276864,,,,0.3,19260817.0,False,345.0
200.0,16.0,0.55,0.4,64.0,0.01,0.001,0.302243,0.021194,-0.026598,0.241128,0.297955,0.277559,,,,28.11,19260817.0,False,346.0
200.0,16.0,0.4,0.55,64.0,0.01,0.001,0.298798,0.021004,-0.021796,0.241723,0.297984,0.27691,,,,38.62,19260817.0,False,347.0
200.0,16.0,0.4,0.4,64.0,0.1,0.001,0.280209,0.022057,-0.023698,0.244906,0.297823,0.277167,,,,26.26,19260817.0,False,348.0
200.0,16.0,0.4,0.4,64.0,0.01,0.01,0.96954,0.085691,0.015821,0.05038,0.287971,0.271765,,,,28.1,19260817.0,False,349.0
100.0,8.0,0.4,0.4,64.0,0.01,0.001,0.097772,0.005267,-0.034438,0.274192,0.300369,0.278617,,,,0.11,19260817.0,False,350.0
200.0,4.0,0.4,0.4,64.0,0.01,0.001,0.064515,-0.001233,-0.036003,0.2792,0.301349,0.278828,,,,0.05,19260817.0,False,351.0
