n_estimators,max_depth,subsample,colsample_bylevel,max_bin,reg_lambda,learning_rate,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,verbose,Precedence
25.0,2.0,0.4,0.4,64.0,1.0,0.001,0.003533,-0.008454,-0.047452,0.288156,0.302434,0.280364,,,,0.01,19260817.0,False,47.0
200.0,2.0,0.4,1.0,256.0,0.01,1.0,0.999629,-0.322311,-0.085366,0.00556,0.346313,0.285393,,,,0.05,19260817.0,False,48.0
200.0,16.0,0.4,0.4,64.0,1.0,0.001,0.179718,0.010043,-0.032925,0.261443,0.299647,0.278413,,,,25.97,19260817.0,False,49.0
25.0,16.0,0.4,0.4,256.0,1.0,1.0,0.99975,0.14291,-0.066087,0.004565,0.278815,0.282847,,,,12.81,19260817.0,False,50.0
200.0,16.0,0.4,1.0,256.0,1.0,1.0,0.99975,-0.11137,-0.202852,0.004565,0.317491,0.300443,,,,173.31,19260817.0,False,51.0
200.0,2.0,0.4,0.4,64.0,1.0,0.001,0.026309,-0.003341,-0.041302,0.284844,0.301666,0.27954,,,,0.04,19260817.0,False,52.0
25.0,16.0,1.0,0.4,256.0,0.01,1.0,0.99975,-0.045273,-0.35583,0.004565,0.307905,0.318976,,,,7.49,19260817.0,False,53.0
25.0,2.0,1.0,0.4,256.0,0.01,0.001,0.004685,-0.008392,-0.047531,0.287989,0.302424,0.280375,,,,0.01,19260817.0,False,54.0
25.0,16.0,1.0,0.4,64.0,1.0,1.0,0.99975,-0.03895,0.070952,0.004565,0.306973,0.264043,,,,3.41,19260817.0,False,55.0
25.0,2.0,1.0,1.0,256.0,0.01,1.0,0.939512,-0.135982,-0.647856,0.070995,0.320987,0.351654,,,,0.02,19260817.0,False,56.0
200.0,16.0,1.0,0.4,64.0,0.01,1.0,0.99975,-0.267942,-0.026875,0.004565,0.339119,0.277597,,,,25.86,19260817.0,False,57.0
25.0,2.0,1.0,0.4,64.0,1.0,0.001,0.004626,-0.009065,-0.047217,0.287998,0.302525,0.280333,,,,0.01,19260817.0,False,58.0
25.0,2.0,1.0,1.0,256.0,1.0,0.001,0.005385,-0.008043,-0.047044,0.287888,0.302372,0.28031,,,,0.01,19260817.0,False,59.0
25.0,16.0,0.4,1.0,256.0,0.01,0.001,0.043261,-0.006782,-0.044336,0.282353,0.302183,0.279947,,,,21.14,19260817.0,False,60.0
200.0,2.0,0.4,1.0,256.0,0.01,0.001,0.03149,-0.003191,-0.043469,0.284085,0.301643,0.279831,,,,0.08,19260817.0,False,61.0
200.0,2.0,1.0,1.0,64.0,1.0,0.001,0.037064,-0.007946,-0.041217,0.283266,0.302358,0.279529,,,,0.07,19260817.0,False,62.0
200.0,2.0,1.0,0.4,64.0,0.01,1.0,0.99975,-0.210562,-0.465245,0.004568,0.331357,0.331597,,,,0.04,19260817.0,False,63.0
25.0,16.0,0.4,0.4,256.0,0.01,1.0,0.99975,0.079706,-0.403736,0.004565,0.288912,0.324563,,,,9.37,19260817.0,False,64.0
25.0,16.0,0.4,0.4,64.0,1.0,0.001,0.024354,-0.00585,-0.045753,0.28513,0.302043,0.280137,,,,3.46,19260817.0,False,65.0
200.0,16.0,1.0,1.0,256.0,0.01,1.0,0.99975,0.088293,0.033593,0.004565,0.287561,0.2693,,,,153.54,19260817.0,False,66.0
25.0,2.0,0.4,0.4,64.0,0.01,1.0,0.760145,0.009751,-0.812767,0.141374,0.299691,0.368831,,,,0.01,19260817.0,False,67.0
200.0,2.0,1.0,0.4,256.0,0.01,1.0,0.99975,-0.448049,-0.536727,0.004567,0.362405,0.339589,,,,0.03,19260817.0,False,68.0
200.0,16.0,1.0,0.4,64.0,0.01,0.001,0.305714,0.02,-0.018346,0.240528,0.298137,0.276442,,,,27.15,19260817.0,False,69.0
200.0,16.0,0.4,0.4,256.0,1.0,1.0,0.99975,0.142909,-0.066088,0.004565,0.278815,0.282847,,,,75.01,19260817.0,False,70.0
200.0,16.0,1.0,1.0,64.0,1.0,1.0,0.99975,-0.03767,-0.086059,0.004565,0.306783,0.285484,,,,55.58,19260817.0,False,71.0
200.0,2.0,0.4,0.4,256.0,0.01,1.0,0.999314,-0.70518,-1.084672,0.00756,0.393267,0.395526,,,,0.04,19260817.0,False,72.0
25.0,2.0,1.0,0.4,256.0,1.0,0.001,0.004367,-0.008365,-0.047469,0.288035,0.30242,0.280367,,,,0.01,19260817.0,False,73.0
200.0,16.0,0.4,1.0,256.0,0.01,0.001,0.295997,0.019026,-0.025383,0.242205,0.298285,0.277395,,,,184.15,19260817.0,False,74.0
200.0,2.0,1.0,1.0,256.0,0.01,0.001,0.040187,-0.007554,-0.041752,0.282807,0.302299,0.279601,,,,0.05,19260817.0,False,75.0
25.0,16.0,1.0,0.4,64.0,0.01,0.001,0.044195,-0.004386,-0.042175,0.282215,0.301823,0.279657,,,,3.51,19260817.0,False,76.0
200.0,16.0,1.0,1.0,256.0,1.0,1.0,0.99975,0.108355,-0.048646,0.004565,0.284379,0.280524,,,,158.85,19260817.0,False,77.0
25.0,2.0,0.4,1.0,64.0,1.0,1.0,0.830465,-0.247742,-0.081732,0.118857,0.336407,0.284915,,,,0.01,19260817.0,False,78.0
25.0,2.0,1.0,1.0,64.0,1.0,1.0,0.916951,-0.500097,-0.446449,0.083189,0.36886,0.329464,,,,0.01,19260817.0,False,79.0
200.0,16.0,1.0,0.4,256.0,1.0,0.001,0.185043,0.007217,-0.034903,0.260593,0.300075,0.27868,,,,60.2,19260817.0,False,80.0
200.0,16.0,0.4,0.4,256.0,0.01,0.001,0.294406,0.021425,-0.019455,0.242479,0.29792,0.276592,,,,57.37,19260817.0,False,81.0
25.0,2.0,1.0,0.4,64.0,1.0,1.0,0.86134,-0.033977,-0.589438,0.107491,0.306237,0.345364,,,,0.01,19260817.0,False,82.0
200.0,16.0,0.4,1.0,64.0,0.01,1.0,0.99975,-0.452393,-0.210911,0.004565,0.362948,0.301448,,,,52.93,19260817.0,False,83.0
200.0,16.0,0.4,1.0,64.0,1.0,0.001,0.181308,0.008622,-0.031246,0.26119,0.299862,0.278187,,,,61.06,19260817.0,False,84.0
25.0,16.0,1.0,1.0,256.0,0.01,1.0,0.99975,0.088293,0.033593,0.004565,0.287561,0.2693,,,,23.11,19260817.0,False,85.0
200.0,2.0,0.4,1.0,64.0,1.0,0.001,0.029432,-0.005052,-0.043313,0.284387,0.301923,0.27981,,,,0.06,19260817.0,False,86.0
200.0,16.0,0.4,1.0,64.0,0.01,0.001,0.296978,0.016005,-0.021178,0.242036,0.298744,0.276826,,,,55.4,19260817.0,False,87.0
200.0,16.0,1.0,1.0,256.0,0.01,0.001,0.30324,0.017634,-0.023373,0.240956,0.298496,0.277123,,,,136.17,19260817.0,False,88.0
200.0,2.0,0.4,0.4,64.0,0.01,1.0,0.999191,-0.25414,-0.895287,0.008209,0.337268,0.377132,,,,0.04,19260817.0,False,89.0
25.0,2.0,0.4,1.0,256.0,1.0,1.0,0.77162,-0.346503,-0.702209,0.137951,0.349467,0.357406,,,,0.01,19260817.0,False,90.0
200.0,2.0,0.4,1.0,256.0,1.0,0.001,0.029394,-0.003491,-0.043892,0.284392,0.301688,0.279888,,,,0.05,19260817.0,False,91.0
200.0,16.0,0.4,1.0,64.0,1.0,1.0,0.99975,-0.234712,-0.135392,0.004565,0.334645,0.291896,,,,60.1,19260817.0,False,92.0
25.0,16.0,0.4,1.0,64.0,0.01,0.001,0.043577,-0.006132,-0.043214,0.282307,0.302085,0.279797,,,,8.15,19260817.0,False,93.0
25.0,16.0,1.0,1.0,256.0,1.0,1.0,0.99975,0.108355,-0.048646,0.004565,0.284379,0.280524,,,,26.75,19260817.0,False,94.0
200.0,2.0,1.0,0.4,256.0,1.0,0.001,0.034172,-0.005757,-0.042987,0.283691,0.302029,0.279766,,,,0.04,19260817.0,False,95.0
25.0,16.0,1.0,1.0,256.0,1.0,0.001,0.025245,-0.006306,-0.045162,0.284999,0.302111,0.280058,,,,16.94,19260817.0,False,96.0
200.0,2.0,1.0,1.0,64.0,0.01,1.0,0.99975,-0.372084,-0.461072,0.004566,0.352771,0.331125,,,,0.04,19260817.0,False,97.0
25.0,16.0,1.0,0.4,256.0,1.0,0.001,0.02532,-0.007017,-0.045873,0.284988,0.302218,0.280153,,,,7.24,19260817.0,False,98.0
25.0,16.0,1.0,0.4,64.0,0.01,1.0,0.99975,-0.267942,-0.026875,0.004565,0.339119,0.277597,,,,3.65,19260817.0,False,99.0
200.0,16.0,1.0,1.0,256.0,1.0,0.001,0.184062,0.008092,-0.030162,0.26075,0.299942,0.278041,,,,145.67,19260817.0,False,100.0
25.0,2.0,1.0,1.0,256.0,0.01,0.001,0.005863,-0.007962,-0.046894,0.287819,0.30236,0.28029,,,,0.01,19260817.0,False,101.0
25.0,2.0,0.4,0.4,256.0,0.01,1.0,0.746967,-0.584308,-0.890873,0.145206,0.379072,0.376693,,,,0.01,19260817.0,False,102.0
25.0,2.0,0.4,1.0,256.0,0.01,0.001,0.003748,-0.00846,-0.047638,0.288125,0.302435,0.280389,,,,0.01,19260817.0,False,103.0
25.0,2.0,0.4,0.4,64.0,0.01,0.001,0.003801,-0.008452,-0.047385,0.288117,0.302433,0.280355,,,,0.01,19260817.0,False,104.0
200.0,16.0,1.0,0.4,256.0,0.01,0.001,0.304741,0.018393,-0.023685,0.240696,0.298381,0.277165,,,,65.74,19260817.0,False,105.0
200.0,16.0,0.4,0.4,64.0,1.0,1.0,0.99975,-0.071229,-0.135479,0.004565,0.311705,0.291908,,,,21.89,19260817.0,False,106.0
25.0,16.0,0.4,1.0,256.0,1.0,1.0,0.99975,-0.11137,-0.202852,0.004565,0.317491,0.300443,,,,20.73,19260817.0,False,107.0
25.0,16.0,1.0,1.0,64.0,0.01,0.001,0.044258,-0.004404,-0.045173,0.282206,0.301826,0.280059,,,,6.8,19260817.0,False,108.0
200.0,2.0,0.4,0.4,64.0,1.0,1.0,0.99894,-0.230672,-0.198869,0.009399,0.334098,0.299945,,,,0.04,19260817.0,False,109.0
25.0,2.0,1.0,1.0,64.0,0.01,0.001,0.005064,-0.008559,-0.047098,0.287934,0.302449,0.280317,,,,0.01,19260817.0,False,110.0
200.0,16.0,1.0,0.4,256.0,0.01,1.0,0.99975,-0.045273,-0.35583,0.004565,0.307905,0.318976,,,,51.6,19260817.0,False,111.0
25.0,2.0,0.4,0.4,256.0,1.0,1.0,0.814361,-0.684905,-0.382074,0.124374,0.390922,0.322049,,,,0.01,19260817.0,False,112.0
25.0,16.0,1.0,1.0,256.0,0.01,0.001,0.044695,-0.00515,-0.04481,0.282142,0.301938,0.280011,,,,24.15,19260817.0,False,113.0
25.0,2.0,1.0,1.0,256.0,1.0,1.0,0.915837,-0.138015,-0.295883,0.083744,0.321274,0.311845,,,,0.02,19260817.0,False,114.0
200.0,2.0,1.0,1.0,64.0,1.0,1.0,0.99975,-0.549622,-0.487288,0.004568,0.3749,0.334082,,,,0.06,19260817.0,False,115.0
200.0,16.0,1.0,1.0,64.0,0.01,1.0,0.99975,0.052326,-0.381754,0.004565,0.293178,0.322011,,,,57.03,19260817.0,False,116.0
25.0,2.0,0.4,1.0,256.0,1.0,0.001,0.003526,-0.008484,-0.047666,0.288157,0.302438,0.280393,,,,0.01,19260817.0,False,117.0
200.0,2.0,1.0,0.4,64.0,0.01,0.001,0.037103,-0.006187,-0.041471,0.283261,0.302094,0.279563,,,,0.03,19260817.0,False,118.0
25.0,16.0,1.0,1.0,64.0,0.01,1.0,0.99975,0.052326,-0.381754,0.004565,0.293178,0.322011,,,,8.46,19260817.0,False,119.0
25.0,2.0,0.4,1.0,64.0,1.0,0.001,0.004073,-0.008577,-0.047776,0.288078,0.302452,0.280408,,,,0.01,19260817.0,False,120.0
25.0,2.0,0.4,0.4,64.0,1.0,1.0,0.758034,-0.105573,-0.482854,0.141995,0.316662,0.333584,,,,0.01,19260817.0,False,121.0
200.0,16.0,1.0,0.4,256.0,1.0,1.0,0.99975,0.018279,-0.075047,0.004565,0.298398,0.284033,,,,61.85,19260817.0,False,122.0
200.0,2.0,1.0,0.4,64.0,1.0,0.001,0.034743,-0.006102,-0.042208,0.283607,0.302081,0.279662,,,,0.03,19260817.0,False,123.0
200.0,2.0,0.4,1.0,64.0,0.01,0.001,0.031686,-0.004965,-0.043364,0.284056,0.30191,0.279817,,,,0.04,19260817.0,False,124.0
25.0,16.0,0.4,1.0,64.0,1.0,0.001,0.024903,-0.007192,-0.045202,0.285049,0.302244,0.280063,,,,8.75,19260817.0,False,125.0
200.0,2.0,0.4,0.4,64.0,0.01,0.001,0.028305,-0.003115,-0.040925,0.284552,0.301632,0.27949,,,,0.05,19260817.0,False,126.0
200.0,2.0,1.0,1.0,256.0,1.0,0.001,0.037144,-0.007674,-0.042323,0.283254,0.302317,0.279677,,,,0.06,19260817.0,False,127.0
100.0,8.0,0.7,0.7,256.0,0.1,0.1,0.999539,0.016853,0.003205,0.0062,0.298615,0.273501,,,,0.48,19260817.0,False,128.0
50.0,8.0,0.7,0.7,256.0,0.1,0.1,0.989071,0.028799,0.001117,0.030177,0.296795,0.273787,,,,0.23,19260817.0,False,129.0
200.0,8.0,0.7,0.7,256.0,0.1,0.1,0.99975,0.01496,0.003008,0.004566,0.298902,0.273528,,,,0.91,19260817.0,False,130.0
100.0,4.0,0.7,0.7,256.0,0.1,0.1,0.946079,-0.009958,0.026551,0.067031,0.302659,0.270279,,,,0.07,19260817.0,False,131.0
100.0,16.0,0.7,0.7,256.0,0.1,0.1,0.99975,0.06303,0.003543,0.004566,0.291518,0.273454,,,,62.49,19260817.0,False,132.0
100.0,8.0,0.55,0.7,256.0,0.1,0.1,0.999463,0.10704,-0.027526,0.006688,0.284589,0.277685,,,,0.41,19260817.0,False,133.0
100.0,8.0,0.85,0.7,256.0,0.1,0.1,0.999554,-0.003542,-0.097917,0.006094,0.301696,0.287039,,,,0.48,19260817.0,False,134.0
100.0,8.0,0.7,0.55,256.0,0.1,0.1,0.999569,0.048475,-0.036577,0.005994,0.293773,0.278905,,,,0.41,19260817.0,False,135.0
100.0,8.0,0.7,0.85,256.0,0.1,0.1,0.999552,0.064602,0.009907,0.006112,0.291273,0.27258,,,,0.54,19260817.0,False,136.0
100.0,8.0,0.7,0.7,64.0,0.1,0.1,0.999498,-0.102125,0.004995,0.006465,0.316168,0.273255,,,,0.2,19260817.0,False,137.0
100.0,8.0,0.7,0.7,256.0,0.01,0.1,0.999659,0.065314,0.035185,0.005331,0.291162,0.269078,,,,0.45,19260817.0,False,138.0
100.0,8.0,0.7,0.7,256.0,1.0,0.1,0.997889,0.05218,-0.003548,0.013263,0.293201,0.274426,,,,0.46,19260817.0,False,139.0
100.0,8.0,0.7,0.7,256.0,0.1,0.01,0.631302,0.065671,0.01178,0.17528,0.291107,0.272322,,,,0.49,19260817.0,False,140.0
100.0,8.0,0.7,0.7,256.0,0.1,1.0,0.99975,-0.521097,-0.765397,0.004565,0.371433,0.36398,,,,0.42,19260817.0,False,141.0
25.0,8.0,0.7,0.7,256.0,0.1,0.1,0.912486,0.021703,0.010078,0.085395,0.297877,0.272556,,,,0.12,19260817.0,False,142.0
50.0,4.0,0.7,0.7,256.0,0.1,0.1,0.770255,0.000323,0.016104,0.138363,0.301115,0.271726,,,,0.04,19260817.0,False,143.0
50.0,16.0,0.7,0.7,256.0,0.1,0.1,0.999572,0.062222,0.003542,0.005975,0.291643,0.273455,,,,30.81,19260817.0,False,144.0
50.0,8.0,0.55,0.7,256.0,0.1,0.1,0.986875,0.105911,-0.029937,0.033071,0.284769,0.27801,,,,0.2,19260817.0,False,145.0
50.0,8.0,0.85,0.7,256.0,0.1,0.1,0.990815,-0.006711,-0.100082,0.027666,0.302172,0.287322,,,,0.23,19260817.0,False,146.0
50.0,8.0,0.7,0.55,256.0,0.1,0.1,0.987956,0.057098,-0.035536,0.03168,0.292439,0.278765,,,,0.21,19260817.0,False,147.0
50.0,8.0,0.7,0.85,256.0,0.1,0.1,0.989859,0.067695,0.013516,0.029069,0.290791,0.272083,,,,0.27,19260817.0,False,148.0
50.0,8.0,0.7,0.7,64.0,0.1,0.1,0.989416,-0.090228,0.007277,0.029697,0.314457,0.272942,,,,0.1,19260817.0,False,149.0
50.0,8.0,0.7,0.7,256.0,0.01,0.1,0.992352,0.065301,0.0322,0.025244,0.291164,0.269494,,,,0.22,19260817.0,False,150.0
50.0,8.0,0.7,0.7,256.0,1.0,0.1,0.963616,0.057662,0.021956,0.055062,0.292352,0.270916,,,,0.22,19260817.0,False,151.0
50.0,8.0,0.7,0.7,256.0,0.1,0.01,0.400942,0.039418,-0.003363,0.223424,0.295168,0.274401,,,,0.23,19260817.0,False,152.0
50.0,8.0,0.7,0.7,256.0,0.1,1.0,0.99975,-0.521097,-0.765397,0.004565,0.371433,0.36398,,,,0.23,19260817.0,False,153.0
200.0,4.0,0.7,0.7,256.0,0.1,0.1,0.995555,-0.020439,0.016828,0.019245,0.304226,0.271625,,,,0.13,19260817.0,False,154.0
200.0,16.0,0.7,0.7,256.0,0.1,0.1,0.99975,0.063034,0.003541,0.004565,0.291517,0.273455,,,,125.46,19260817.0,False,155.0
200.0,8.0,0.55,0.7,256.0,0.1,0.1,0.99975,0.108684,-0.026039,0.004567,0.284327,0.277484,,,,0.84,19260817.0,False,156.0
200.0,8.0,0.85,0.7,256.0,0.1,0.1,0.99975,-0.005207,-0.096032,0.004566,0.301946,0.286792,,,,0.95,19260817.0,False,157.0
200.0,8.0,0.7,0.55,256.0,0.1,0.1,0.99975,0.047744,-0.037677,0.004566,0.293886,0.279053,,,,0.77,19260817.0,False,158.0
200.0,8.0,0.7,0.85,256.0,0.1,0.1,0.99975,0.064348,0.010043,0.004566,0.291313,0.272561,,,,1.05,19260817.0,False,159.0
200.0,8.0,0.7,0.7,64.0,0.1,0.1,0.99975,-0.102619,0.003468,0.004567,0.316239,0.273465,,,,0.37,19260817.0,False,160.0
200.0,8.0,0.7,0.7,256.0,0.01,0.1,0.99975,0.065214,0.035426,0.004566,0.291178,0.269044,,,,0.89,19260817.0,False,161.0
200.0,8.0,0.7,0.7,256.0,1.0,0.1,0.999741,0.049125,-0.005724,0.004642,0.293673,0.274723,,,,0.91,19260817.0,False,162.0
200.0,8.0,0.7,0.7,256.0,0.1,0.01,0.863903,0.08623,0.034665,0.106493,0.287886,0.26915,,,,0.97,19260817.0,False,163.0
200.0,8.0,0.7,0.7,256.0,0.1,1.0,0.99975,-0.521097,-0.765397,0.004565,0.371433,0.36398,,,,0.88,19260817.0,False,164.0
100.0,16.0,0.55,0.7,256.0,0.1,0.1,0.99975,0.064735,-0.027684,0.004566,0.291252,0.277706,,,,67.94,19260817.0,False,165.0
100.0,16.0,0.85,0.7,256.0,0.1,0.1,0.99975,0.034577,-0.008332,0.004566,0.295911,0.275079,,,,60.47,19260817.0,False,166.0
100.0,16.0,0.7,0.55,256.0,0.1,0.1,0.99975,0.189954,-0.044261,0.004566,0.271055,0.279937,,,,44.92,19260817.0,False,167.0
100.0,16.0,0.7,0.85,256.0,0.1,0.1,0.99975,0.08966,-0.060484,0.004566,0.287345,0.282103,,,,69.73,19260817.0,False,168.0
100.0,16.0,0.7,0.7,64.0,0.1,0.1,0.99975,0.059877,0.055322,0.004566,0.292008,0.266255,,,,21.16,19260817.0,False,169.0
100.0,16.0,0.7,0.7,256.0,0.01,0.1,0.99975,0.062908,-0.015528,0.004566,0.291537,0.276059,,,,66.79,19260817.0,False,170.0
100.0,16.0,0.7,0.7,256.0,1.0,0.1,0.999699,0.072838,0.027199,0.005009,0.289988,0.270189,,,,71.8,19260817.0,False,171.0
100.0,16.0,0.7,0.7,256.0,0.1,0.01,0.813765,0.071653,0.017263,0.124574,0.290173,0.271565,,,,58.92,19260817.0,False,172.0
100.0,16.0,0.7,0.7,256.0,0.1,1.0,0.99975,0.075915,-0.222922,0.004565,0.289506,0.302939,,,,38.66,19260817.0,False,173.0
100.0,4.0,0.55,0.7,256.0,0.1,0.1,0.932836,-0.005183,-0.032721,0.074811,0.301943,0.278386,,,,0.05,19260817.0,False,174.0
