learning_rate,n_estimators,subsample,min_samples_split,max_depth,max_features,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Precedence
0.01,800.0,0.85,2.0,96.0,0.25,0.999749,-0.03108,0.065678,0.004577,0.305808,0.264792,,,,1.18,42.0,907.0
0.01,800.0,1.0,4.0,96.0,0.25,0.99975,-0.018362,0.05816,0.004568,0.303916,0.265855,,,,1.04,42.0,908.0
0.01,800.0,1.0,2.0,192.0,0.25,0.99975,-0.007875,0.054848,0.004566,0.302347,0.266322,,,,1.39,42.0,909.0
0.01,800.0,1.0,2.0,96.0,0.4,0.99975,-0.024086,0.066492,0.004566,0.304769,0.264676,,,,2.34,42.0,910.0
0.0001,800.0,1.0,64.0,48.0,1.0,0.031028,-0.003443,-0.043085,0.284153,0.301681,0.279779,,,,0.21,42.0,911.0
0.1,800.0,1.0,64.0,48.0,1.0,0.999674,-0.131009,0.003444,0.005213,0.320284,0.273468,,,,0.2,42.0,912.0
0.01,400.0,1.0,64.0,48.0,1.0,0.720059,0.052174,0.034209,0.152732,0.293202,0.269214,,,,0.1,42.0,913.0
0.01,800.0,0.85,64.0,48.0,1.0,0.8333,0.008768,0.060643,0.117859,0.29984,0.265504,,,,0.26,42.0,914.0
0.01,800.0,1.0,32.0,48.0,1.0,0.980188,0.000599,0.034226,0.040631,0.301073,0.269212,,,,0.23,42.0,915.0
0.01,800.0,1.0,64.0,24.0,1.0,0.883633,0.021143,0.046531,0.098472,0.297963,0.267491,,,,0.2,42.0,916.0
0.01,800.0,1.0,64.0,96.0,1.0,0.883633,0.021143,0.046531,0.098472,0.297963,0.267491,,,,0.23,42.0,917.0
0.01,800.0,1.0,64.0,48.0,0.85,0.972109,-0.115776,0.00569,0.048209,0.31812,0.27316,,,,1.89,42.0,918.0
0.0001,400.0,1.0,64.0,48.0,1.0,0.015378,-0.006282,-0.045611,0.286438,0.302108,0.280118,,,,0.1,42.0,919.0
0.1,400.0,1.0,64.0,48.0,1.0,0.997931,-0.126143,0.00661,0.01313,0.319594,0.273033,,,,0.2,42.0,920.0
0.01,200.0,1.0,64.0,48.0,1.0,0.507081,0.051946,0.013672,0.202667,0.293237,0.272061,,,,0.09,42.0,921.0
0.01,400.0,0.85,64.0,48.0,1.0,0.65849,0.031215,0.034609,0.168693,0.296426,0.269158,,,,0.16,42.0,922.0
0.01,400.0,1.0,32.0,48.0,1.0,0.889445,0.024458,0.036628,0.095981,0.297458,0.268876,,,,0.13,42.0,923.0
0.01,400.0,1.0,64.0,24.0,1.0,0.720059,0.052174,0.034209,0.152732,0.293202,0.269214,,,,0.11,42.0,924.0
0.01,400.0,1.0,64.0,96.0,1.0,0.720059,0.052174,0.034209,0.152732,0.293202,0.269214,,,,0.1,42.0,925.0
0.01,400.0,1.0,64.0,48.0,0.85,0.871181,-0.061039,0.053687,0.103606,0.310219,0.266485,,,,0.87,42.0,926.0
0.0001,800.0,1.0,64.0,24.0,1.0,0.031028,-0.003443,-0.043085,0.284153,0.301681,0.279779,,,,0.2,42.0,927.0
0.1,800.0,1.0,64.0,24.0,1.0,0.999674,-0.131009,0.003444,0.005213,0.320284,0.273468,,,,0.28,42.0,928.0
0.01,800.0,0.85,64.0,24.0,1.0,0.8333,0.008768,0.060643,0.117859,0.29984,0.265504,,,,0.22,42.0,929.0
0.01,800.0,1.0,32.0,24.0,1.0,0.980188,0.000599,0.034226,0.040631,0.301073,0.269212,,,,0.22,42.0,930.0
0.01,800.0,1.0,64.0,12.0,1.0,0.883582,0.020977,0.046535,0.098493,0.297988,0.26749,,,,0.2,42.0,931.0
0.01,800.0,1.0,64.0,24.0,0.85,0.972109,-0.115776,0.00569,0.048209,0.31812,0.27316,,,,1.89,42.0,932.0
0.0001,800.0,1.0,64.0,96.0,1.0,0.031028,-0.003443,-0.043085,0.284153,0.301681,0.279779,,,,0.24,42.0,933.0
0.1,800.0,1.0,64.0,96.0,1.0,0.999674,-0.131009,0.003444,0.005213,0.320284,0.273468,,,,0.2,42.0,934.0
0.01,800.0,0.85,64.0,96.0,1.0,0.8333,0.008768,0.060643,0.117859,0.29984,0.265504,,,,0.22,42.0,935.0
0.01,800.0,1.0,32.0,96.0,1.0,0.980188,0.000599,0.034226,0.040631,0.301073,0.269212,,,,0.23,42.0,936.0
0.01,800.0,1.0,64.0,192.0,1.0,0.883633,0.021143,0.046531,0.098472,0.297963,0.267491,,,,0.2,42.0,937.0
0.01,800.0,1.0,64.0,96.0,0.85,0.972109,-0.115776,0.00569,0.048209,0.31812,0.27316,,,,1.78,42.0,938.0
1.0,800.0,1.0,2.0,3.0,0.25,0.99975,-0.211717,-0.27426,0.004565,0.331515,0.309232,,,,0.44,42.0,939.0
10.0,400.0,1.0,2.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.21,42.0,940.0
10.0,800.0,0.85,2.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.32,42.0,941.0
10.0,800.0,1.0,4.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.33,42.0,942.0
10.0,800.0,1.0,2.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.46,42.0,943.0
10.0,800.0,1.0,2.0,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.48,42.0,944.0
1.0,400.0,1.0,2.0,3.0,0.25,0.99975,-0.211717,-0.27426,0.004565,0.331515,0.309232,,,,0.22,42.0,945.0
10.0,200.0,1.0,2.0,3.0,0.25,-inf,-inf,-inf,inf,inf,inf,,,,0.11,42.0,946.0
10.0,400.0,0.85,2.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.2,42.0,947.0
10.0,400.0,1.0,4.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.21,42.0,948.0
10.0,400.0,1.0,2.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.34,42.0,949.0
10.0,400.0,1.0,2.0,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.29,42.0,950.0
1.0,800.0,0.85,2.0,3.0,0.25,0.999739,-0.406026,-1.184111,0.004662,0.357107,0.404849,,,,0.44,42.0,951.0
10.0,800.0,0.7,2.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.29,42.0,952.0
10.0,800.0,0.85,4.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.52,42.0,953.0
10.0,800.0,0.85,2.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.46,42.0,954.0
10.0,800.0,0.85,2.0,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.45,42.0,955.0
1.0,800.0,1.0,4.0,3.0,0.25,0.99975,0.045524,-0.509603,0.004565,0.294228,0.336579,,,,0.6,42.0,956.0
10.0,800.0,1.0,8.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.37,42.0,957.0
10.0,800.0,1.0,4.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.59,42.0,958.0
10.0,800.0,1.0,4.0,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.47,42.0,959.0
1.0,800.0,1.0,2.0,6.0,0.25,0.99975,-1.037864,-0.768912,0.004565,0.429922,0.364342,,,,0.62,42.0,960.0
10.0,800.0,1.0,2.0,12.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.69,42.0,961.0
10.0,800.0,1.0,2.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.7,42.0,962.0
1.0,800.0,1.0,2.0,3.0,0.4,0.99975,-0.685573,-0.256721,0.004565,0.390999,0.307097,,,,0.79,42.0,963.0
10.0,800.0,1.0,2.0,3.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.62,42.0,964.0
1.0,800.0,1.0,64.0,3.0,1.0,0.99975,-0.897599,-0.290485,0.004565,0.414863,0.311195,,,,0.51,42.0,965.0
10.0,400.0,1.0,64.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.16,42.0,966.0
10.0,800.0,0.85,64.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.23,42.0,967.0
10.0,800.0,1.0,32.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.32,42.0,968.0
10.0,800.0,1.0,64.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.3,42.0,969.0
10.0,800.0,1.0,64.0,3.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.9,42.0,970.0
1.0,400.0,1.0,64.0,3.0,1.0,0.999748,-0.897021,-0.290182,0.004582,0.414799,0.311158,,,,0.1,42.0,971.0
10.0,200.0,1.0,64.0,3.0,1.0,-inf,-inf,-inf,inf,inf,inf,,,,0.05,42.0,972.0
10.0,400.0,0.85,64.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.12,42.0,973.0
10.0,400.0,1.0,32.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.09,42.0,974.0
10.0,400.0,1.0,64.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.11,42.0,975.0
10.0,400.0,1.0,64.0,3.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.54,42.0,976.0
1.0,800.0,0.85,64.0,3.0,1.0,0.999731,-0.402012,-0.252701,0.004731,0.356597,0.306605,,,,0.2,42.0,977.0
10.0,800.0,0.7,64.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.2,42.0,978.0
10.0,800.0,0.85,32.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.19,42.0,979.0
10.0,800.0,0.85,64.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.22,42.0,980.0
10.0,800.0,0.85,64.0,3.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.7,42.0,981.0
1.0,800.0,1.0,32.0,3.0,1.0,0.99975,-0.699721,-0.388005,0.004565,0.392637,0.322739,,,,0.18,42.0,982.0
10.0,800.0,1.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.16,42.0,983.0
10.0,800.0,1.0,32.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.17,42.0,984.0
10.0,800.0,1.0,32.0,3.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.84,42.0,985.0
1.0,800.0,1.0,64.0,6.0,1.0,0.99975,-0.516616,-0.601058,0.004565,0.370886,0.346625,,,,0.22,42.0,986.0
10.0,800.0,1.0,64.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.24,42.0,987.0
10.0,800.0,1.0,64.0,6.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.13,42.0,988.0
1.0,800.0,1.0,64.0,3.0,0.85,0.99975,-0.928119,-0.496598,0.004565,0.418186,0.335126,,,,1.18,42.0,989.0
10.0,800.0,1.0,64.0,3.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.68,42.0,990.0
1e-06,800.0,0.25,2.0,384.0,1.0,0.0005,-0.008926,-0.048012,0.288594,0.302504,0.280439,,,,0.25,42.0,991.0
1e-08,400.0,0.25,2.0,384.0,1.0,2e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.14,42.0,992.0
1e-08,800.0,0.4,2.0,384.0,1.0,8e-06,-0.008999,-0.048066,0.288665,0.302515,0.280447,,,,0.32,42.0,993.0
1e-08,800.0,0.25,4.0,384.0,1.0,4e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.3,42.0,994.0
1e-08,800.0,0.25,2.0,192.0,1.0,5e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.24,42.0,995.0
1e-08,800.0,0.25,2.0,384.0,0.85,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.72,42.0,996.0
0.0001,800.0,0.25,2.0,384.0,1.0,0.048683,-0.001788,-0.043022,0.281552,0.301432,0.279771,,,,0.29,42.0,997.0
1e-06,400.0,0.25,2.0,384.0,1.0,0.000248,-0.008969,-0.048037,0.288631,0.302511,0.280443,,,,0.12,42.0,998.0
1e-06,800.0,0.4,2.0,384.0,1.0,0.000763,-0.008906,-0.047972,0.288556,0.302501,0.280434,,,,0.25,42.0,999.0
1e-06,800.0,0.25,4.0,384.0,1.0,0.000443,-0.008921,-0.048009,0.288602,0.302504,0.280439,,,,0.21,42.0,1000.0
1e-06,800.0,0.25,2.0,192.0,1.0,0.0005,-0.008926,-0.048012,0.288594,0.302504,0.280439,,,,0.23,42.0,1001.0
1e-06,800.0,0.25,2.0,384.0,0.85,0.000511,-0.008895,-0.047964,0.288593,0.3025,0.280433,,,,0.58,42.0,1002.0
1e-08,200.0,0.25,2.0,384.0,1.0,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.05,42.0,1003.0
1e-08,400.0,0.4,2.0,384.0,1.0,4e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.12,42.0,1004.0
1e-08,400.0,0.25,4.0,384.0,1.0,2e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.1,42.0,1005.0
1e-08,400.0,0.25,2.0,192.0,1.0,2e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.11,42.0,1006.0
1e-08,400.0,0.25,2.0,384.0,0.85,3e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.3,42.0,1007.0
1e-08,800.0,0.55,2.0,384.0,1.0,1e-05,-0.008999,-0.048065,0.288665,0.302515,0.280447,,,,0.29,42.0,1008.0
1e-08,800.0,0.4,4.0,384.0,1.0,7e-06,-0.009,-0.048066,0.288665,0.302515,0.280447,,,,0.23,42.0,1009.0
1e-08,800.0,0.4,2.0,192.0,1.0,8e-06,-0.008999,-0.048066,0.288665,0.302515,0.280447,,,,0.25,42.0,1010.0
1e-08,800.0,0.4,2.0,384.0,0.85,8e-06,-0.008999,-0.048065,0.288665,0.302515,0.280446,,,,1.01,42.0,1011.0
1e-08,800.0,0.25,8.0,384.0,1.0,3e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.2,42.0,1012.0
1e-08,800.0,0.25,4.0,192.0,1.0,4e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.2,42.0,1013.0
1e-08,800.0,0.25,4.0,384.0,0.85,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.57,42.0,1014.0
1e-08,800.0,0.25,2.0,96.0,1.0,5e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.21,42.0,1015.0
1e-08,800.0,0.25,2.0,192.0,0.85,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.59,42.0,1016.0
1e-08,800.0,0.25,2.0,384.0,0.7,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.52,42.0,1017.0
0.1,800.0,1.0,2.0,3.0,0.25,0.99975,-0.060224,-0.04814,0.004566,0.310099,0.280456,,,,0.49,42.0,1018.0
0.01,400.0,1.0,2.0,3.0,0.25,0.773485,-0.013697,0.053823,0.137387,0.303219,0.266466,,,,0.23,42.0,1019.0
0.01,800.0,0.85,2.0,3.0,0.25,0.937103,-0.009034,0.039802,0.072396,0.302521,0.268433,,,,0.44,42.0,1020.0
0.01,800.0,1.0,4.0,3.0,0.25,0.919871,-0.025745,0.037374,0.081713,0.305015,0.268772,,,,0.45,42.0,1021.0
0.01,800.0,1.0,2.0,6.0,0.25,0.999218,-0.014544,0.054375,0.008072,0.303346,0.266388,,,,0.73,42.0,1022.0
0.01,800.0,1.0,2.0,3.0,0.4,0.920687,-0.020326,0.043061,0.081296,0.304209,0.267977,,,,0.67,42.0,1023.0
0.0001,400.0,1.0,2.0,3.0,0.25,0.022264,-0.006893,-0.042432,0.285435,0.302199,0.279692,,,,0.23,42.0,1024.0
0.1,400.0,1.0,2.0,3.0,0.25,0.999699,-0.060548,-0.046514,0.005005,0.310147,0.280239,,,,0.23,42.0,1025.0
0.01,200.0,1.0,2.0,3.0,0.25,0.594591,0.002785,0.043861,0.183799,0.300744,0.267865,,,,0.11,42.0,1026.0
0.01,400.0,0.85,2.0,3.0,0.25,0.799134,0.016563,0.075591,0.129375,0.298659,0.263383,,,,0.22,42.0,1027.0
0.01,400.0,1.0,4.0,3.0,0.25,0.781941,-0.015003,0.06741,0.134798,0.303414,0.264546,,,,0.23,42.0,1028.0
0.01,400.0,1.0,2.0,6.0,0.25,0.986822,-0.010357,0.065426,0.033138,0.302719,0.264827,,,,0.37,42.0,1029.0
0.01,400.0,1.0,2.0,3.0,0.4,0.783127,-0.004561,0.064219,0.134431,0.301849,0.264998,,,,0.33,42.0,1030.0
0.0001,800.0,0.85,2.0,3.0,0.25,0.042968,-0.004016,-0.038468,0.282397,0.301767,0.27916,,,,0.45,42.0,1031.0
0.1,800.0,0.85,2.0,3.0,0.25,0.999745,0.005539,-0.00154,0.004605,0.300328,0.274151,,,,0.44,42.0,1032.0
0.01,800.0,0.7,2.0,3.0,0.25,0.937449,-0.014166,0.036468,0.072196,0.303289,0.268899,,,,0.39,42.0,1033.0
0.01,800.0,0.85,4.0,3.0,0.25,0.935916,-0.010276,0.048054,0.073075,0.302707,0.267277,,,,0.45,42.0,1034.0
0.01,800.0,0.85,2.0,6.0,0.25,0.999201,-0.020525,0.050772,0.008161,0.304238,0.266895,,,,0.65,42.0,1035.0
0.01,800.0,0.85,2.0,3.0,0.4,0.94759,-0.042969,0.038418,0.066085,0.307566,0.268627,,,,0.59,42.0,1036.0
0.0001,800.0,1.0,4.0,3.0,0.25,0.043547,-0.00481,-0.036842,0.282311,0.301887,0.278941,,,,0.46,42.0,1037.0
0.1,800.0,1.0,4.0,3.0,0.25,0.99975,-0.031738,-0.050847,0.004566,0.305905,0.280818,,,,0.45,42.0,1038.0
0.01,800.0,1.0,8.0,3.0,0.25,0.917574,-0.031932,0.032928,0.082876,0.305934,0.269392,,,,0.47,42.0,1039.0
0.01,800.0,1.0,4.0,6.0,0.25,0.999057,0.007044,0.060328,0.008866,0.300101,0.265549,,,,0.71,42.0,1040.0
0.01,800.0,1.0,4.0,3.0,0.4,0.924944,-0.027446,0.038227,0.079084,0.305268,0.268653,,,,0.65,42.0,1041.0
0.0001,800.0,1.0,2.0,6.0,0.25,0.095805,0.001369,-0.027836,0.27449,0.300957,0.277727,,,,0.73,42.0,1042.0
0.1,800.0,1.0,2.0,6.0,0.25,0.99975,-0.117233,-0.05294,0.004565,0.318327,0.281098,,,,0.69,42.0,1043.0
0.01,800.0,1.0,2.0,6.0,0.4,0.999237,-0.013331,0.024757,0.007971,0.303164,0.270528,,,,1.07,42.0,1044.0
0.0001,800.0,1.0,2.0,3.0,0.4,0.046096,-0.006178,-0.034454,0.281935,0.302092,0.27862,,,,0.63,42.0,1045.0
0.1,800.0,1.0,2.0,3.0,0.4,0.99975,-0.071574,-0.084822,0.004565,0.311755,0.285322,,,,0.64,42.0,1046.0
0.01,800.0,1.0,2.0,3.0,0.55,0.925596,-0.043626,0.049323,0.07874,0.307662,0.267099,,,,0.82,42.0,1047.0
0.1,800.0,1.0,64.0,3.0,1.0,0.998433,-0.087557,-0.04214,0.011428,0.314071,0.279653,,,,0.18,42.0,1048.0
0.01,400.0,1.0,64.0,3.0,1.0,0.539511,0.051209,0.035766,0.195887,0.293351,0.268997,,,,0.09,42.0,1049.0
0.01,800.0,0.85,64.0,3.0,1.0,0.707919,0.032932,0.07684,0.156008,0.296163,0.263205,,,,0.2,42.0,1050.0
0.01,800.0,1.0,32.0,3.0,1.0,0.787028,0.050713,0.054059,0.133216,0.293427,0.266433,,,,0.18,42.0,1051.0
0.01,800.0,1.0,64.0,6.0,1.0,0.862125,0.018106,0.055912,0.107186,0.298424,0.266172,,,,0.2,42.0,1052.0
0.01,800.0,1.0,64.0,3.0,0.85,0.838371,-0.04669,-0.007497,0.116053,0.308114,0.274965,,,,1.11,42.0,1053.0
0.0001,400.0,1.0,64.0,3.0,1.0,0.009684,-0.007388,-0.046211,0.287265,0.302274,0.280198,,,,0.09,42.0,1054.0
0.1,400.0,1.0,64.0,3.0,1.0,0.983731,-0.069542,-0.026605,0.036819,0.311459,0.27756,,,,0.09,42.0,1055.0
0.01,200.0,1.0,64.0,3.0,1.0,0.35395,0.040792,0.010512,0.232022,0.294957,0.272497,,,,0.05,42.0,1056.0
0.01,400.0,0.85,64.0,3.0,1.0,0.508586,0.035664,0.025225,0.202358,0.295744,0.270463,,,,0.1,42.0,1057.0
0.01,400.0,1.0,32.0,3.0,1.0,0.582368,0.049104,0.029904,0.186549,0.293676,0.269813,,,,0.09,42.0,1058.0
0.01,400.0,1.0,64.0,6.0,1.0,0.690039,0.040942,0.036751,0.160713,0.294934,0.268859,,,,0.1,42.0,1059.0
0.01,400.0,1.0,64.0,3.0,0.85,0.664096,-0.028079,0.040196,0.167303,0.305362,0.268378,,,,0.54,42.0,1060.0
0.0001,800.0,1.0,32.0,3.0,1.0,0.021991,-0.005124,-0.043855,0.285475,0.301934,0.279883,,,,0.18,42.0,1061.0
0.1,800.0,1.0,32.0,3.0,1.0,0.999373,-0.054413,-0.06133,0.007231,0.309248,0.282216,,,,0.22,42.0,1062.0
0.01,800.0,0.85,32.0,3.0,1.0,0.77406,0.031344,0.088593,0.137212,0.296406,0.261524,,,,0.21,42.0,1063.0
0.01,800.0,1.0,16.0,3.0,1.0,0.832792,0.046946,0.079644,0.118039,0.294009,0.262805,,,,0.19,42.0,1064.0
0.01,800.0,1.0,32.0,6.0,1.0,0.94986,0.018498,0.060031,0.064638,0.298365,0.265591,,,,0.21,42.0,1065.0
0.01,800.0,1.0,32.0,3.0,0.85,0.886097,-0.010779,0.009578,0.097423,0.302782,0.272625,,,,1.17,42.0,1066.0
1e-06,800.0,0.25,2.0,48.0,0.25,0.000508,-0.008905,-0.047974,0.288593,0.302501,0.280434,,,,0.32,42.0,1067.0
1e-08,400.0,0.25,2.0,48.0,0.25,3e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.16,42.0,1068.0
1e-08,800.0,0.4,2.0,48.0,0.25,8e-06,-0.008999,-0.048065,0.288665,0.302515,0.280446,,,,0.5,42.0,1069.0
1e-08,800.0,0.25,4.0,48.0,0.25,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.31,42.0,1070.0
1e-08,800.0,0.25,2.0,24.0,0.25,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.32,42.0,1071.0
1e-08,800.0,0.25,2.0,96.0,0.25,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.33,42.0,1072.0
1e-08,800.0,0.25,2.0,48.0,0.4,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.4,42.0,1073.0
0.0001,800.0,0.25,2.0,48.0,0.25,0.049638,0.000172,-0.038887,0.281411,0.301137,0.279216,,,,0.32,42.0,1074.0
1e-06,400.0,0.25,2.0,48.0,0.25,0.000254,-0.008962,-0.048018,0.28863,0.30251,0.28044,,,,0.16,42.0,1075.0
1e-06,800.0,0.4,2.0,48.0,0.25,0.000776,-0.008898,-0.047934,0.288554,0.3025,0.280429,,,,0.47,42.0,1076.0
1e-06,800.0,0.25,4.0,48.0,0.25,0.000496,-0.008896,-0.047973,0.288595,0.3025,0.280434,,,,0.3,42.0,1077.0
1e-06,800.0,0.25,2.0,24.0,0.25,0.000508,-0.008905,-0.047974,0.288593,0.302501,0.280434,,,,0.33,42.0,1078.0
1e-06,800.0,0.25,2.0,96.0,0.25,0.000508,-0.008905,-0.047974,0.288593,0.302501,0.280434,,,,0.32,42.0,1079.0
1e-06,800.0,0.25,2.0,48.0,0.4,0.000515,-0.008909,-0.047978,0.288592,0.302502,0.280435,,,,0.43,42.0,1080.0
1e-08,200.0,0.25,2.0,48.0,0.25,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.08,42.0,1081.0
1e-08,400.0,0.4,2.0,48.0,0.25,4e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.24,42.0,1082.0
1e-08,400.0,0.25,4.0,48.0,0.25,2e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.15,42.0,1083.0
1e-08,400.0,0.25,2.0,24.0,0.25,3e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.16,42.0,1084.0
1e-08,400.0,0.25,2.0,96.0,0.25,3e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.18,42.0,1085.0
1e-08,400.0,0.25,2.0,48.0,0.4,3e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.19,42.0,1086.0
1e-08,800.0,0.55,2.0,48.0,0.25,1e-05,-0.008999,-0.048065,0.288665,0.302515,0.280446,,,,0.59,42.0,1087.0
1e-08,800.0,0.4,4.0,48.0,0.25,8e-06,-0.008999,-0.048065,0.288665,0.302515,0.280447,,,,0.41,42.0,1088.0
1e-08,800.0,0.4,2.0,24.0,0.25,8e-06,-0.008999,-0.048065,0.288665,0.302515,0.280446,,,,0.45,42.0,1089.0
1e-08,800.0,0.4,2.0,96.0,0.25,8e-06,-0.008999,-0.048065,0.288665,0.302515,0.280446,,,,0.46,42.0,1090.0
1e-08,800.0,0.4,2.0,48.0,0.4,8e-06,-0.008999,-0.048065,0.288665,0.302515,0.280446,,,,0.61,42.0,1091.0
1e-08,800.0,0.25,8.0,48.0,0.25,4e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.27,42.0,1092.0
1e-08,800.0,0.25,4.0,24.0,0.25,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.29,42.0,1093.0
1e-08,800.0,0.25,4.0,96.0,0.25,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.29,42.0,1094.0
1e-08,800.0,0.25,4.0,48.0,0.4,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.35,42.0,1095.0
1e-08,800.0,0.25,2.0,24.0,0.4,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.39,42.0,1096.0
1e-08,800.0,0.25,2.0,192.0,0.25,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.31,42.0,1097.0
1e-08,800.0,0.25,2.0,96.0,0.4,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.42,42.0,1098.0
1e-08,800.0,0.25,2.0,48.0,0.55,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.49,42.0,1099.0
1e-06,800.0,0.25,64.0,48.0,1.0,-0.0,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.17,42.0,1100.0
1e-08,400.0,0.25,64.0,48.0,1.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.09,42.0,1101.0
1e-08,800.0,0.4,64.0,48.0,1.0,1e-06,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.18,42.0,1102.0
1e-08,800.0,0.25,32.0,48.0,1.0,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.18,42.0,1103.0
1e-08,800.0,0.25,64.0,24.0,1.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.17,42.0,1104.0
1e-08,800.0,0.25,64.0,96.0,1.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.17,42.0,1105.0
