max_bins,min_samples_leaf,interactions,max_leaves,learning_rate,max_rounds,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,Precedence
4096.0,32.0,8.0,100.0,1.0,25.0,0.939014,-0.886724,-0.298784,0.071287,0.413672,0.312194,,,,0.57,19260817.0,-1.0,53.0
4.0,2.0,2.0,10000.0,1.0,200.0,0.951463,0.125466,0.118657,0.063597,0.281637,0.257175,,,,1.92,19260817.0,-1.0,54.0
4096.0,2.0,8.0,100.0,0.001,25.0,0.190749,-0.716087,-1.117712,0.25968,0.394522,0.398648,,,,0.85,19260817.0,-1.0,55.0
4.0,32.0,8.0,10000.0,0.001,25.0,-0.13143,-0.613713,-0.961139,0.307051,0.382574,0.383628,,,,0.39,19260817.0,-1.0,56.0
4.0,2.0,2.0,10000.0,0.001,200.0,0.272828,0.021589,0.008192,0.246158,0.297895,0.272816,,,,1.98,19260817.0,-1.0,57.0
4.0,2.0,2.0,100.0,0.001,200.0,0.272828,0.021589,0.008192,0.246158,0.297895,0.272816,,,,2.07,19260817.0,-1.0,58.0
4096.0,2.0,8.0,100.0,0.001,200.0,0.949052,-0.057232,-0.088463,0.065157,0.309662,0.2858,,,,3.88,19260817.0,-1.0,59.0
4096.0,2.0,2.0,10000.0,0.001,25.0,-0.031233,-0.850795,-1.337595,0.29314,0.409714,0.418833,,,,0.77,19260817.0,-1.0,60.0
4.0,32.0,2.0,10000.0,0.001,200.0,0.245679,0.054039,-0.017641,0.250711,0.292913,0.276346,,,,1.52,19260817.0,-1.0,61.0
4096.0,2.0,2.0,100.0,0.001,25.0,-0.009393,-0.751067,-1.177886,0.290019,0.398523,0.404272,,,,0.82,19260817.0,-1.0,62.0
4096.0,2.0,8.0,10000.0,1.0,200.0,0.869086,-1.22069,-0.624223,0.104446,0.448793,0.349123,,,,3.33,19260817.0,-1.0,63.0
256.0,8.0,4.0,1000.0,0.1,100.0,0.870994,-0.10046,-0.18244,0.103682,0.315929,0.297883,,,,1.45,19260817.0,-1.0,64.0
64.0,8.0,4.0,1000.0,0.1,100.0,0.96967,-0.065118,-0.044021,0.050273,0.310814,0.279905,,,,1.36,19260817.0,-1.0,65.0
1024.0,8.0,4.0,1000.0,0.1,100.0,0.870994,-0.10046,-0.18244,0.103682,0.315929,0.297883,,,,1.62,19260817.0,-1.0,66.0
256.0,4.0,4.0,1000.0,0.1,100.0,0.871095,-0.101294,-0.183362,0.103641,0.316049,0.297999,,,,1.3,19260817.0,-1.0,67.0
256.0,16.0,4.0,1000.0,0.1,100.0,0.870134,-0.102918,-0.188216,0.104027,0.316281,0.298609,,,,1.41,19260817.0,-1.0,68.0
256.0,8.0,2.0,1000.0,0.1,100.0,0.871514,-0.097638,-0.18045,0.103472,0.315524,0.297632,,,,1.2,19260817.0,-1.0,69.0
256.0,8.0,8.0,1000.0,0.1,100.0,0.870918,-0.101297,-0.184229,0.103712,0.316049,0.298108,,,,1.6,19260817.0,-1.0,70.0
256.0,8.0,4.0,100.0,0.1,100.0,0.94965,-0.066984,-0.04724,0.064773,0.311086,0.280336,,,,1.18,19260817.0,-1.0,71.0
256.0,8.0,4.0,10000.0,0.1,100.0,0.870994,-0.10046,-0.18244,0.103682,0.315929,0.297883,,,,1.34,19260817.0,-1.0,72.0
256.0,8.0,4.0,1000.0,0.01,100.0,0.873806,-0.088793,-0.20253,0.102545,0.31425,0.300403,,,,1.24,19260817.0,-1.0,73.0
256.0,8.0,4.0,1000.0,1.0,100.0,0.869116,-1.207158,-0.627767,0.104433,0.447424,0.349504,,,,1.34,19260817.0,-1.0,74.0
256.0,8.0,4.0,1000.0,0.1,50.0,0.870932,-0.100178,-0.181243,0.103706,0.315888,0.297732,,,,0.67,19260817.0,-1.0,75.0
256.0,8.0,4.0,1000.0,0.1,200.0,0.871005,-0.100666,-0.183389,0.103677,0.315958,0.298002,,,,2.26,19260817.0,-1.0,76.0
6.0,8.0,4.0,1000.0,0.1,100.0,0.764064,0.056038,-0.055213,0.140215,0.292603,0.281401,,,,1.05,19260817.0,-1.0,77.0
64.0,4.0,4.0,1000.0,0.1,100.0,0.968401,-0.102927,-0.05352,0.051313,0.316283,0.281175,,,,1.16,19260817.0,-1.0,78.0
64.0,16.0,4.0,1000.0,0.1,100.0,0.961808,-0.084328,-0.053564,0.056413,0.313605,0.281181,,,,1.1,19260817.0,-1.0,79.0
64.0,8.0,2.0,1000.0,0.1,100.0,0.970707,-0.05651,-0.044296,0.049406,0.309556,0.279942,,,,0.94,19260817.0,-1.0,80.0
64.0,8.0,8.0,1000.0,0.1,100.0,0.967244,-0.069755,-0.03906,0.052245,0.31149,0.279239,,,,1.24,19260817.0,-1.0,81.0
64.0,8.0,4.0,100.0,0.1,100.0,0.96967,-0.065118,-0.044021,0.050273,0.310814,0.279905,,,,1.24,19260817.0,-1.0,82.0
64.0,8.0,4.0,10000.0,0.1,100.0,0.96967,-0.065118,-0.044021,0.050273,0.310814,0.279905,,,,1.26,19260817.0,-1.0,83.0
64.0,8.0,4.0,1000.0,0.01,100.0,0.95284,-0.077438,-0.057047,0.062688,0.312607,0.281646,,,,1.78,19260817.0,-1.0,84.0
64.0,8.0,4.0,1000.0,1.0,100.0,0.959307,-0.658151,-0.118619,0.058231,0.387806,0.289732,,,,1.34,19260817.0,-1.0,85.0
64.0,8.0,4.0,1000.0,0.1,50.0,0.969632,-0.064952,-0.043343,0.050304,0.31079,0.279814,,,,0.96,19260817.0,-1.0,86.0
64.0,8.0,4.0,1000.0,0.1,200.0,0.969698,-0.065243,-0.044534,0.05025,0.310832,0.279974,,,,2.23,19260817.0,-1.0,87.0
4096.0,8.0,4.0,1000.0,0.1,100.0,0.870994,-0.10046,-0.18244,0.103682,0.315929,0.297883,,,,1.68,19260817.0,-1.0,88.0
1024.0,4.0,4.0,1000.0,0.1,100.0,0.871095,-0.101294,-0.183362,0.103641,0.316049,0.297999,,,,1.51,19260817.0,-1.0,89.0
1024.0,16.0,4.0,1000.0,0.1,100.0,0.870134,-0.102918,-0.188216,0.104027,0.316281,0.298609,,,,1.26,19260817.0,-1.0,90.0
1024.0,8.0,2.0,1000.0,0.1,100.0,0.871514,-0.097638,-0.18045,0.103472,0.315524,0.297632,,,,1.49,19260817.0,-1.0,91.0
1024.0,8.0,8.0,1000.0,0.1,100.0,0.870918,-0.101297,-0.184229,0.103712,0.316049,0.298108,,,,1.95,19260817.0,-1.0,92.0
1024.0,8.0,4.0,100.0,0.1,100.0,0.94965,-0.066984,-0.04724,0.064773,0.311086,0.280336,,,,1.15,19260817.0,-1.0,93.0
1024.0,8.0,4.0,10000.0,0.1,100.0,0.870994,-0.10046,-0.18244,0.103682,0.315929,0.297883,,,,1.59,19260817.0,-1.0,94.0
1024.0,8.0,4.0,1000.0,0.01,100.0,0.873806,-0.088793,-0.20253,0.102545,0.31425,0.300403,,,,1.5,19260817.0,-1.0,95.0
1024.0,8.0,4.0,1000.0,1.0,100.0,0.869116,-1.207158,-0.627767,0.104433,0.447424,0.349504,,,,1.77,19260817.0,-1.0,96.0
1024.0,8.0,4.0,1000.0,0.1,50.0,0.870932,-0.100178,-0.181243,0.103706,0.315888,0.297732,,,,0.82,19260817.0,-1.0,97.0
1024.0,8.0,4.0,1000.0,0.1,200.0,0.871005,-0.100666,-0.183389,0.103677,0.315958,0.298002,,,,2.4,19260817.0,-1.0,98.0
256.0,2.0,4.0,1000.0,0.1,100.0,0.870933,-0.100582,-0.177917,0.103706,0.315946,0.297313,,,,1.45,19260817.0,-1.0,99.0
256.0,4.0,2.0,1000.0,0.1,100.0,0.87135,-0.099084,-0.178315,0.103538,0.315731,0.297363,,,,1.26,19260817.0,-1.0,100.0
256.0,4.0,8.0,1000.0,0.1,100.0,0.870906,-0.102836,-0.183862,0.103717,0.31627,0.298062,,,,1.85,19260817.0,-1.0,101.0
256.0,4.0,4.0,100.0,0.1,100.0,0.949328,-0.067616,-0.047527,0.06498,0.311179,0.280374,,,,1.55,19260817.0,-1.0,102.0
256.0,4.0,4.0,10000.0,0.1,100.0,0.871095,-0.101294,-0.183362,0.103641,0.316049,0.297999,,,,1.49,19260817.0,-1.0,103.0
256.0,4.0,4.0,1000.0,0.01,100.0,0.873705,-0.088614,-0.202194,0.102586,0.314224,0.300361,,,,1.52,19260817.0,-1.0,104.0
256.0,4.0,4.0,1000.0,1.0,100.0,0.869116,-1.207158,-0.627767,0.104433,0.447424,0.349504,,,,1.76,19260817.0,-1.0,105.0
256.0,4.0,4.0,1000.0,0.1,50.0,0.871071,-0.101022,-0.182275,0.10365,0.316009,0.297862,,,,0.81,19260817.0,-1.0,106.0
256.0,4.0,4.0,1000.0,0.1,200.0,0.871112,-0.101498,-0.18424,0.103634,0.316078,0.298109,,,,2.32,19260817.0,-1.0,107.0
256.0,32.0,4.0,1000.0,0.1,100.0,0.870177,-0.106936,-0.188205,0.104009,0.316857,0.298608,,,,1.42,19260817.0,-1.0,108.0
256.0,16.0,2.0,1000.0,0.1,100.0,0.870029,-0.102215,-0.186318,0.104069,0.316181,0.298371,,,,1.11,19260817.0,-1.0,109.0
256.0,16.0,8.0,1000.0,0.1,100.0,0.870202,-0.103057,-0.188024,0.103999,0.316301,0.298585,,,,1.73,19260817.0,-1.0,110.0
256.0,16.0,4.0,100.0,0.1,100.0,0.949257,-0.066919,-0.047776,0.065025,0.311077,0.280408,,,,1.07,19260817.0,-1.0,111.0
256.0,16.0,4.0,10000.0,0.1,100.0,0.870134,-0.102918,-0.188216,0.104027,0.316281,0.298609,,,,1.36,19260817.0,-1.0,112.0
256.0,16.0,4.0,1000.0,0.01,100.0,0.873846,-0.08845,-0.203013,0.102529,0.3142,0.300463,,,,1.48,19260817.0,-1.0,113.0
256.0,16.0,4.0,1000.0,1.0,100.0,0.869116,-1.207158,-0.627767,0.104433,0.447424,0.349504,,,,1.68,19260817.0,-1.0,114.0
256.0,16.0,4.0,1000.0,0.1,50.0,0.870096,-0.102643,-0.186951,0.104042,0.316242,0.29845,,,,0.91,19260817.0,-1.0,115.0
256.0,16.0,4.0,1000.0,0.1,200.0,0.870159,-0.103123,-0.189172,0.104017,0.316311,0.29873,,,,2.04,19260817.0,-1.0,116.0
256.0,8.0,2.0,100.0,0.1,100.0,0.94965,-0.067014,-0.046811,0.064774,0.311091,0.280279,,,,1.28,19260817.0,-1.0,117.0
256.0,8.0,2.0,10000.0,0.1,100.0,0.871514,-0.097638,-0.18045,0.103472,0.315524,0.297632,,,,0.68,19260817.0,-1.0,118.0
256.0,8.0,2.0,1000.0,0.01,100.0,0.873556,-0.088689,-0.202336,0.102647,0.314235,0.300379,,,,0.75,19260817.0,-1.0,119.0
256.0,8.0,2.0,1000.0,1.0,100.0,0.869116,-1.207158,-0.627767,0.104433,0.447424,0.349504,,,,1.06,19260817.0,-1.0,120.0
256.0,8.0,2.0,1000.0,0.1,50.0,0.871423,-0.097516,-0.179102,0.103509,0.315506,0.297462,,,,0.83,19260817.0,-1.0,121.0
256.0,8.0,2.0,1000.0,0.1,200.0,0.871538,-0.097819,-0.181436,0.103463,0.315549,0.297756,,,,1.71,19260817.0,-1.0,122.0
256.0,8.0,8.0,100.0,0.1,100.0,0.949642,-0.067291,-0.047311,0.064778,0.311131,0.280346,,,,1.19,19260817.0,-1.0,123.0
256.0,8.0,8.0,10000.0,0.1,100.0,0.870918,-0.101297,-0.184229,0.103712,0.316049,0.298108,,,,1.45,19260817.0,-1.0,124.0
256.0,8.0,8.0,1000.0,0.01,100.0,0.873987,-0.088962,-0.202762,0.102472,0.314274,0.300432,,,,1.4,19260817.0,-1.0,125.0
256.0,8.0,8.0,1000.0,1.0,100.0,0.869116,-1.207158,-0.627767,0.104433,0.447424,0.349504,,,,1.76,19260817.0,-1.0,126.0
256.0,8.0,8.0,1000.0,0.1,50.0,0.870766,-0.101019,-0.183025,0.103773,0.316009,0.297956,,,,0.88,19260817.0,-1.0,127.0
256.0,8.0,8.0,1000.0,0.1,200.0,0.870919,-0.101522,-0.185137,0.103712,0.316081,0.298222,,,,2.65,19260817.0,-1.0,128.0
256.0,8.0,4.0,100.0,0.01,100.0,0.9502,-0.052055,-0.084007,0.064419,0.308902,0.285215,,,,1.39,19260817.0,-1.0,129.0
256.0,8.0,4.0,100.0,1.0,100.0,0.939676,-0.871799,-0.286916,0.070899,0.412033,0.310764,,,,1.2,19260817.0,-1.0,130.0
256.0,8.0,4.0,100.0,0.1,50.0,0.949531,-0.066843,-0.046048,0.064849,0.311066,0.280176,,,,1.26,19260817.0,-1.0,131.0
256.0,8.0,4.0,100.0,0.1,200.0,0.94965,-0.067119,-0.048139,0.064773,0.311106,0.280456,,,,2.52,19260817.0,-1.0,132.0
256.0,8.0,4.0,10000.0,0.01,100.0,0.873806,-0.088793,-0.20253,0.102545,0.31425,0.300403,,,,1.57,19260817.0,-1.0,133.0
256.0,8.0,4.0,10000.0,1.0,100.0,0.869116,-1.207158,-0.627767,0.104433,0.447424,0.349504,,,,1.63,19260817.0,-1.0,134.0
256.0,8.0,4.0,10000.0,0.1,50.0,0.870932,-0.100178,-0.181243,0.103706,0.315888,0.297732,,,,0.84,19260817.0,-1.0,135.0
256.0,8.0,4.0,10000.0,0.1,200.0,0.871005,-0.100666,-0.183389,0.103677,0.315958,0.298002,,,,2.22,19260817.0,-1.0,136.0
256.0,8.0,4.0,1000.0,0.001,100.0,0.849588,-0.113832,-0.254332,0.111954,0.317843,0.306805,,,,1.53,19260817.0,-1.0,137.0
256.0,8.0,4.0,1000.0,0.01,50.0,0.873534,-0.088658,-0.202645,0.102656,0.31423,0.300417,,,,0.71,19260817.0,-1.0,138.0
256.0,8.0,4.0,1000.0,0.01,200.0,0.873881,-0.088862,-0.203136,0.102515,0.31426,0.300478,,,,2.1,19260817.0,-1.0,139.0
256.0,8.0,4.0,1000.0,1.0,50.0,0.869116,-1.207154,-0.627766,0.104433,0.447423,0.349504,,,,0.8,19260817.0,-1.0,140.0
256.0,8.0,4.0,1000.0,0.1,25.0,0.870848,-0.099984,-0.180188,0.10374,0.31586,0.297599,,,,0.8,19260817.0,-1.0,141.0
256.0,8.0,4.0,1000.0,1.0,200.0,0.869116,-1.207158,-0.627767,0.104433,0.447424,0.349504,,,,2.28,19260817.0,-1.0,142.0
6.0,2.0,2.0,100.0,1.0,200.0,0.965242,0.122502,-0.047713,0.053817,0.282114,0.280399,,,,2.24,19260817.0,-1.0,143.0
4.0,4.0,2.0,100.0,1.0,200.0,0.951463,0.125466,0.118657,0.063597,0.281637,0.257175,,,,1.57,19260817.0,-1.0,144.0
4.0,2.0,4.0,100.0,1.0,200.0,0.953182,0.123077,0.118657,0.06246,0.282022,0.257175,,,,2.31,19260817.0,-1.0,145.0
4.0,2.0,2.0,1000.0,1.0,200.0,0.951463,0.125466,0.118657,0.063597,0.281637,0.257175,,,,2.01,19260817.0,-1.0,146.0
4.0,2.0,2.0,100.0,0.1,200.0,0.884572,-0.004434,-0.007574,0.098074,0.30183,0.274976,,,,1.73,19260817.0,-1.0,147.0
4.0,2.0,2.0,100.0,1.0,100.0,0.951463,0.125466,0.118657,0.063597,0.281637,0.257175,,,,0.96,19260817.0,-1.0,148.0
6.0,32.0,8.0,10000.0,0.001,200.0,0.624459,0.069589,-0.039923,0.176899,0.290496,0.279355,,,,2.45,19260817.0,-1.0,149.0
4.0,16.0,8.0,10000.0,0.001,200.0,0.601604,0.08846,0.003283,0.182202,0.287534,0.27349,,,,2.53,19260817.0,-1.0,150.0
4.0,32.0,4.0,10000.0,0.001,200.0,0.370875,0.07325,-0.016409,0.228963,0.289923,0.276179,,,,1.6,19260817.0,-1.0,151.0
4.0,32.0,8.0,1000.0,0.001,200.0,0.571472,0.099829,-0.010602,0.188967,0.285736,0.275389,,,,2.18,19260817.0,-1.0,152.0
4.0,32.0,8.0,10000.0,0.01,200.0,0.924996,0.096231,0.029045,0.079057,0.286306,0.269933,,,,2.11,19260817.0,-1.0,153.0
4.0,32.0,8.0,10000.0,0.001,100.0,0.523551,0.041769,-0.037208,0.199253,0.294807,0.27899,,,,1.15,19260817.0,-1.0,154.0
6.0,32.0,8.0,1000.0,0.001,200.0,0.624459,0.069589,-0.039923,0.176899,0.290496,0.279355,,,,3.19,19260817.0,-1.0,155.0
4.0,16.0,8.0,1000.0,0.001,200.0,0.601604,0.08846,0.003283,0.182202,0.287534,0.27349,,,,3.47,19260817.0,-1.0,156.0
4.0,32.0,4.0,1000.0,0.001,200.0,0.370875,0.07325,-0.016409,0.228963,0.289923,0.276179,,,,1.87,19260817.0,-1.0,157.0
4.0,32.0,8.0,1000.0,0.01,200.0,0.924996,0.096231,0.029045,0.079057,0.286306,0.269933,,,,2.48,19260817.0,-1.0,158.0
4.0,32.0,8.0,1000.0,0.001,100.0,0.523551,0.041769,-0.037208,0.199253,0.294807,0.27899,,,,1.27,19260817.0,-1.0,159.0
6.0,32.0,8.0,10000.0,0.01,200.0,0.957588,0.048671,-0.06873,0.059448,0.293743,0.283198,,,,2.22,19260817.0,-1.0,160.0
4.0,16.0,8.0,10000.0,0.01,200.0,0.93987,0.068305,-0.005014,0.070785,0.290696,0.274626,,,,2.51,19260817.0,-1.0,161.0
4.0,32.0,4.0,10000.0,0.01,200.0,0.850681,0.05862,0.003248,0.111546,0.292203,0.273495,,,,1.93,19260817.0,-1.0,162.0
4.0,32.0,8.0,10000.0,0.1,200.0,0.904332,0.078649,0.031217,0.089285,0.289078,0.26963,,,,2.21,19260817.0,-1.0,163.0
4.0,32.0,8.0,10000.0,0.01,100.0,0.916981,0.094713,0.029352,0.083174,0.286547,0.26989,,,,1.22,19260817.0,-1.0,164.0
6.0,32.0,8.0,10000.0,1.0,25.0,0.966014,-0.032166,-0.286199,0.053217,0.305969,0.310678,,,,0.43,19260817.0,-1.0,165.0
4.0,16.0,8.0,10000.0,1.0,25.0,0.963812,0.095598,0.125576,0.054913,0.286407,0.256163,,,,0.51,19260817.0,-1.0,166.0
4.0,32.0,4.0,10000.0,1.0,25.0,0.963847,0.095598,0.125576,0.054887,0.286407,0.256163,,,,0.36,19260817.0,-1.0,167.0
4.0,32.0,8.0,1000.0,1.0,25.0,0.963847,0.095598,0.125576,0.054887,0.286407,0.256163,,,,0.41,19260817.0,-1.0,168.0
4.0,32.0,8.0,10000.0,0.1,25.0,0.904062,0.078976,0.026296,0.089411,0.289026,0.270314,,,,0.47,19260817.0,-1.0,169.0
4.0,32.0,8.0,10000.0,1.0,50.0,0.963847,0.095598,0.125576,0.054887,0.286407,0.256163,,,,0.59,19260817.0,-1.0,170.0
6.0,16.0,8.0,10000.0,1.0,25.0,0.970339,0.147218,-0.047713,0.049715,0.278113,0.280399,,,,0.43,19260817.0,-1.0,171.0
4.0,8.0,8.0,10000.0,1.0,25.0,0.956853,0.143451,0.108779,0.059961,0.278726,0.258612,,,,0.54,19260817.0,-1.0,172.0
4.0,16.0,4.0,10000.0,1.0,25.0,0.963812,0.095598,0.125576,0.054913,0.286407,0.256163,,,,0.44,19260817.0,-1.0,173.0
4.0,16.0,8.0,1000.0,1.0,25.0,0.963812,0.095598,0.125576,0.054913,0.286407,0.256163,,,,0.45,19260817.0,-1.0,174.0
