max_bins,min_samples_leaf,interactions,max_leaves,learning_rate,max_rounds,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,Precedence
4.0,16.0,8.0,10000.0,0.1,25.0,0.880397,0.071839,0.005744,0.099831,0.290144,0.273152,,,,0.51,19260817.0,-1.0,175.0
4.0,16.0,8.0,10000.0,1.0,50.0,0.963812,0.095598,0.125576,0.054913,0.286407,0.256163,,,,0.72,19260817.0,-1.0,176.0
6.0,32.0,4.0,10000.0,1.0,25.0,0.966014,-0.032166,-0.286199,0.053217,0.305969,0.310678,,,,0.35,19260817.0,-1.0,177.0
4.0,32.0,4.0,1000.0,1.0,25.0,0.963847,0.095598,0.125576,0.054887,0.286407,0.256163,,,,0.35,19260817.0,-1.0,178.0
4.0,32.0,4.0,10000.0,0.1,25.0,0.742873,0.047758,0.018822,0.146376,0.293884,0.27135,,,,0.43,19260817.0,-1.0,179.0
4.0,32.0,4.0,10000.0,1.0,50.0,0.963847,0.095598,0.125576,0.054887,0.286407,0.256163,,,,0.53,19260817.0,-1.0,180.0
6.0,32.0,8.0,1000.0,1.0,25.0,0.966014,-0.032166,-0.286199,0.053217,0.305969,0.310678,,,,0.58,19260817.0,-1.0,181.0
4.0,32.0,8.0,1000.0,0.1,25.0,0.904062,0.078976,0.026296,0.089411,0.289026,0.270314,,,,0.52,19260817.0,-1.0,182.0
4.0,32.0,8.0,1000.0,1.0,50.0,0.963847,0.095598,0.125576,0.054887,0.286407,0.256163,,,,0.78,19260817.0,-1.0,183.0
6.0,32.0,8.0,10000.0,1.0,50.0,0.966014,-0.032166,-0.286199,0.053217,0.305969,0.310678,,,,0.59,19260817.0,-1.0,184.0
4.0,32.0,8.0,10000.0,0.1,50.0,0.904062,0.078976,0.026296,0.089411,0.289026,0.270314,,,,0.74,19260817.0,-1.0,185.0
4.0,32.0,8.0,10000.0,1.0,100.0,0.963847,0.095598,0.125576,0.054887,0.286407,0.256163,,,,0.97,19260817.0,-1.0,186.0
64.0,16.0,8.0,10000.0,1.0,25.0,0.95096,-0.656716,-0.112442,0.063925,0.387638,0.288931,,,,0.48,19260817.0,-1.0,187.0
6.0,8.0,8.0,10000.0,1.0,25.0,0.970817,0.114303,-0.042094,0.049313,0.283429,0.279646,,,,0.44,19260817.0,-1.0,188.0
6.0,16.0,4.0,10000.0,1.0,25.0,0.970339,0.147218,-0.047713,0.049715,0.278113,0.280399,,,,0.54,19260817.0,-1.0,189.0
6.0,16.0,8.0,1000.0,1.0,25.0,0.970339,0.147218,-0.047713,0.049715,0.278113,0.280399,,,,0.47,19260817.0,-1.0,190.0
6.0,16.0,8.0,10000.0,0.1,25.0,0.871084,0.073287,-0.058075,0.103645,0.289918,0.281783,,,,0.42,19260817.0,-1.0,191.0
6.0,16.0,8.0,10000.0,1.0,50.0,0.970339,0.147218,-0.047713,0.049715,0.278113,0.280399,,,,0.57,19260817.0,-1.0,192.0
6.0,2.0,2.0,100.0,0.001,200.0,0.34763,0.02506,-0.053324,0.233154,0.297366,0.281149,,,,1.69,19260817.0,-1.0,193.0
4.0,4.0,2.0,100.0,0.001,200.0,0.275168,0.0239,0.005456,0.245762,0.297543,0.273192,,,,1.58,19260817.0,-1.0,194.0
4.0,2.0,4.0,100.0,0.001,200.0,0.419589,0.021912,0.012118,0.21992,0.297846,0.272275,,,,1.95,19260817.0,-1.0,195.0
4.0,2.0,2.0,1000.0,0.001,200.0,0.272828,0.021589,0.008192,0.246158,0.297895,0.272816,,,,1.94,19260817.0,-1.0,196.0
4.0,2.0,2.0,100.0,0.01,200.0,0.81067,-0.001795,-0.035782,0.125605,0.301433,0.278798,,,,1.72,19260817.0,-1.0,197.0
4.0,2.0,2.0,100.0,0.001,100.0,0.201577,-0.008696,-0.058938,0.257936,0.30247,0.281897,,,,0.92,19260817.0,-1.0,198.0
64.0,2.0,2.0,100.0,0.001,200.0,0.896584,-0.08458,-0.068919,0.09283,0.313641,0.283223,,,,1.98,19260817.0,-1.0,199.0
6.0,4.0,2.0,100.0,0.001,200.0,0.347137,0.024399,-0.053841,0.233242,0.297467,0.281218,,,,1.53,19260817.0,-1.0,200.0
6.0,2.0,4.0,100.0,0.001,200.0,0.480808,0.022924,-0.046765,0.207998,0.297691,0.280272,,,,2.33,19260817.0,-1.0,201.0
6.0,2.0,2.0,1000.0,0.001,200.0,0.34763,0.02506,-0.053324,0.233154,0.297366,0.281149,,,,2.06,19260817.0,-1.0,202.0
6.0,2.0,2.0,100.0,0.01,200.0,0.852979,0.006922,-0.084866,0.110684,0.300119,0.285328,,,,1.59,19260817.0,-1.0,203.0
6.0,2.0,2.0,100.0,0.001,100.0,0.267199,0.005044,-0.074938,0.247109,0.300403,0.284019,,,,1.26,19260817.0,-1.0,204.0
4.0,8.0,2.0,100.0,0.001,200.0,0.230284,0.031462,-0.007386,0.253257,0.296388,0.27495,,,,1.7,19260817.0,-1.0,205.0
4.0,4.0,4.0,100.0,0.001,200.0,0.421965,0.041491,0.002274,0.219469,0.294849,0.273629,,,,1.9,19260817.0,-1.0,206.0
4.0,4.0,2.0,1000.0,0.001,200.0,0.275168,0.0239,0.005456,0.245762,0.297543,0.273192,,,,1.75,19260817.0,-1.0,207.0
4.0,4.0,2.0,100.0,0.01,200.0,0.855184,0.005648,0.012738,0.109851,0.300312,0.27219,,,,1.65,19260817.0,-1.0,208.0
4.0,4.0,2.0,100.0,0.001,100.0,0.194986,-0.006298,-0.055223,0.258999,0.30211,0.281403,,,,1.04,19260817.0,-1.0,209.0
4.0,2.0,4.0,1000.0,0.001,200.0,0.419589,0.021912,0.012118,0.21992,0.297846,0.272275,,,,2.21,19260817.0,-1.0,210.0
4.0,2.0,4.0,100.0,0.01,200.0,0.910679,0.052264,-0.011355,0.086273,0.293188,0.275491,,,,1.86,19260817.0,-1.0,211.0
4.0,2.0,4.0,100.0,0.001,100.0,0.333746,-0.001526,-0.046725,0.235622,0.301393,0.280267,,,,1.12,19260817.0,-1.0,212.0
4.0,2.0,2.0,1000.0,0.01,200.0,0.81067,-0.001795,-0.035782,0.125605,0.301433,0.278798,,,,1.8,19260817.0,-1.0,213.0
4.0,2.0,2.0,1000.0,0.001,100.0,0.201577,-0.008696,-0.058938,0.257936,0.30247,0.281897,,,,1.02,19260817.0,-1.0,214.0
6.0,2.0,2.0,10000.0,0.001,200.0,0.34763,0.02506,-0.053324,0.233154,0.297366,0.281149,,,,1.67,19260817.0,-1.0,215.0
4.0,4.0,2.0,10000.0,0.001,200.0,0.275168,0.0239,0.005456,0.245762,0.297543,0.273192,,,,1.78,19260817.0,-1.0,216.0
4.0,2.0,4.0,10000.0,0.001,200.0,0.419589,0.021912,0.012118,0.21992,0.297846,0.272275,,,,1.92,19260817.0,-1.0,217.0
4.0,2.0,2.0,10000.0,0.01,200.0,0.81067,-0.001795,-0.035782,0.125605,0.301433,0.278798,,,,1.88,19260817.0,-1.0,218.0
4.0,2.0,2.0,10000.0,0.001,100.0,0.201577,-0.008696,-0.058938,0.257936,0.30247,0.281897,,,,1.1,19260817.0,-1.0,219.0
64.0,2.0,2.0,10000.0,0.001,200.0,0.896584,-0.08458,-0.068919,0.09283,0.313641,0.283223,,,,2.06,19260817.0,-1.0,220.0
6.0,4.0,2.0,10000.0,0.001,200.0,0.347137,0.024399,-0.053841,0.233242,0.297467,0.281218,,,,1.57,19260817.0,-1.0,221.0
6.0,2.0,4.0,10000.0,0.001,200.0,0.480808,0.022924,-0.046765,0.207998,0.297691,0.280272,,,,2.01,19260817.0,-1.0,222.0
6.0,2.0,2.0,10000.0,0.01,200.0,0.852979,0.006922,-0.084866,0.110684,0.300119,0.285328,,,,1.76,19260817.0,-1.0,223.0
6.0,2.0,2.0,10000.0,0.001,100.0,0.267199,0.005044,-0.074938,0.247109,0.300403,0.284019,,,,1.02,19260817.0,-1.0,224.0
4.0,8.0,2.0,10000.0,0.001,200.0,0.230284,0.031462,-0.007386,0.253257,0.296388,0.27495,,,,1.78,19260817.0,-1.0,225.0
4.0,4.0,4.0,10000.0,0.001,200.0,0.421965,0.041491,0.002274,0.219469,0.294849,0.273629,,,,2.11,19260817.0,-1.0,226.0
4.0,4.0,2.0,10000.0,0.01,200.0,0.855184,0.005648,0.012738,0.109851,0.300312,0.27219,,,,1.64,19260817.0,-1.0,227.0
4.0,4.0,2.0,10000.0,0.001,100.0,0.194986,-0.006298,-0.055223,0.258999,0.30211,0.281403,,,,1.0,19260817.0,-1.0,228.0
4.0,2.0,4.0,10000.0,0.01,200.0,0.910679,0.052264,-0.011355,0.086273,0.293188,0.275491,,,,1.9,19260817.0,-1.0,229.0
4.0,2.0,4.0,10000.0,0.001,100.0,0.333746,-0.001526,-0.046725,0.235622,0.301393,0.280267,,,,1.28,19260817.0,-1.0,230.0
6.0,2.0,8.0,100.0,0.001,200.0,0.607654,0.050848,-0.038028,0.180813,0.293407,0.2791,,,,2.52,19260817.0,-1.0,231.0
4.0,4.0,8.0,100.0,0.001,200.0,0.621395,0.056353,0.030726,0.177619,0.292555,0.269699,,,,2.5,19260817.0,-1.0,232.0
4.0,2.0,8.0,1000.0,0.001,200.0,0.620774,0.040748,0.01603,0.177764,0.294964,0.271736,,,,2.92,19260817.0,-1.0,233.0
4.0,2.0,8.0,100.0,0.01,200.0,0.87031,0.072052,0.031016,0.103956,0.290111,0.269658,,,,2.48,19260817.0,-1.0,234.0
4.0,2.0,8.0,100.0,0.001,100.0,0.505856,0.016746,-0.035077,0.202919,0.298631,0.278703,,,,1.35,19260817.0,-1.0,235.0
64.0,2.0,8.0,100.0,0.001,200.0,0.929499,-0.081098,-0.050505,0.076647,0.313137,0.280773,,,,2.92,19260817.0,-1.0,236.0
6.0,4.0,8.0,100.0,0.001,200.0,0.633659,0.046191,-0.041294,0.174718,0.294126,0.279539,,,,2.34,19260817.0,-1.0,237.0
6.0,2.0,8.0,1000.0,0.001,200.0,0.607654,0.050848,-0.038028,0.180813,0.293407,0.2791,,,,2.6,19260817.0,-1.0,238.0
6.0,2.0,8.0,100.0,0.01,200.0,0.908079,0.036851,-0.091831,0.087519,0.295562,0.286242,,,,2.8,19260817.0,-1.0,239.0
6.0,2.0,8.0,100.0,0.001,100.0,0.533348,0.028277,-0.063377,0.197194,0.296875,0.282488,,,,1.45,19260817.0,-1.0,240.0
4.0,8.0,8.0,100.0,0.001,200.0,0.611671,0.106699,0.009181,0.179885,0.284643,0.27268,,,,3.87,19260817.0,-1.0,241.0
4.0,4.0,8.0,1000.0,0.001,200.0,0.621395,0.056353,0.030726,0.177619,0.292555,0.269699,,,,3.79,19260817.0,-1.0,242.0
4.0,4.0,8.0,100.0,0.01,200.0,0.938517,0.068431,0.008344,0.071577,0.290676,0.272795,,,,3.14,19260817.0,-1.0,243.0
4.0,4.0,8.0,100.0,0.001,100.0,0.507151,0.023299,-0.026688,0.202653,0.297634,0.277572,,,,1.64,19260817.0,-1.0,244.0
4.0,2.0,8.0,1000.0,0.01,200.0,0.87031,0.072052,0.031016,0.103956,0.290111,0.269658,,,,3.14,19260817.0,-1.0,245.0
4.0,2.0,8.0,1000.0,0.001,100.0,0.505856,0.016746,-0.035077,0.202919,0.298631,0.278703,,,,1.72,19260817.0,-1.0,246.0
4.0,2.0,8.0,100.0,0.1,200.0,0.838978,0.063245,0.03368,0.115835,0.291484,0.269288,,,,2.9,19260817.0,-1.0,247.0
4.0,2.0,8.0,100.0,0.01,100.0,0.868347,0.071835,0.03035,0.10474,0.290145,0.269751,,,,1.72,19260817.0,-1.0,248.0
6.0,2.0,8.0,10000.0,0.001,200.0,0.607654,0.050848,-0.038028,0.180813,0.293407,0.2791,,,,3.12,19260817.0,-1.0,249.0
4.0,4.0,8.0,10000.0,0.001,200.0,0.621395,0.056353,0.030726,0.177619,0.292555,0.269699,,,,2.97,19260817.0,-1.0,250.0
4.0,2.0,8.0,10000.0,0.01,200.0,0.87031,0.072052,0.031016,0.103956,0.290111,0.269658,,,,2.54,19260817.0,-1.0,251.0
4.0,2.0,8.0,10000.0,0.001,100.0,0.505856,0.016746,-0.035077,0.202919,0.298631,0.278703,,,,1.32,19260817.0,-1.0,252.0
64.0,2.0,8.0,10000.0,0.001,200.0,0.929499,-0.081098,-0.050505,0.076647,0.313137,0.280773,,,,2.71,19260817.0,-1.0,253.0
6.0,4.0,8.0,10000.0,0.001,200.0,0.633659,0.046191,-0.041294,0.174718,0.294126,0.279539,,,,2.48,19260817.0,-1.0,254.0
6.0,2.0,8.0,10000.0,0.01,200.0,0.908079,0.036851,-0.091831,0.087519,0.295562,0.286242,,,,2.6,19260817.0,-1.0,255.0
6.0,2.0,8.0,10000.0,0.001,100.0,0.533348,0.028277,-0.063377,0.197194,0.296875,0.282488,,,,1.31,19260817.0,-1.0,256.0
4.0,8.0,8.0,10000.0,0.001,200.0,0.611671,0.106699,0.009181,0.179885,0.284643,0.27268,,,,2.43,19260817.0,-1.0,257.0
4.0,4.0,8.0,10000.0,0.01,200.0,0.938517,0.068431,0.008344,0.071577,0.290676,0.272795,,,,2.7,19260817.0,-1.0,258.0
4.0,4.0,8.0,10000.0,0.001,100.0,0.507151,0.023299,-0.026688,0.202653,0.297634,0.277572,,,,1.41,19260817.0,-1.0,259.0
4.0,2.0,8.0,10000.0,0.1,200.0,0.838978,0.063245,0.03368,0.115835,0.291484,0.269288,,,,1.99,19260817.0,-1.0,260.0
4.0,2.0,8.0,10000.0,0.01,100.0,0.868347,0.071835,0.03035,0.10474,0.290145,0.269751,,,,1.53,19260817.0,-1.0,261.0
6.0,32.0,2.0,100.0,0.001,200.0,0.333512,0.055608,-0.075806,0.235663,0.29267,0.284134,,,,1.28,19260817.0,-1.0,262.0
4.0,16.0,2.0,100.0,0.001,200.0,0.244502,0.037504,0.004907,0.250907,0.295462,0.273267,,,,1.65,19260817.0,-1.0,263.0
4.0,32.0,4.0,100.0,0.001,200.0,0.370875,0.07325,-0.016409,0.228963,0.289923,0.276179,,,,1.69,19260817.0,-1.0,264.0
4.0,32.0,2.0,1000.0,0.001,200.0,0.245679,0.054039,-0.017641,0.250711,0.292913,0.276346,,,,1.74,19260817.0,-1.0,265.0
4.0,32.0,2.0,100.0,0.01,200.0,0.795382,0.089428,0.003166,0.130577,0.287382,0.273506,,,,1.31,19260817.0,-1.0,266.0
4.0,32.0,2.0,100.0,0.001,100.0,0.190134,0.005412,-0.067367,0.259778,0.300347,0.283017,,,,0.82,19260817.0,-1.0,267.0
64.0,32.0,2.0,100.0,0.001,200.0,0.893927,-0.083442,-0.074822,0.094015,0.313476,0.284004,,,,1.73,19260817.0,-1.0,268.0
6.0,16.0,2.0,100.0,0.001,200.0,0.328135,0.040132,-0.046055,0.236612,0.295058,0.280177,,,,1.65,19260817.0,-1.0,269.0
6.0,32.0,4.0,100.0,0.001,200.0,0.44108,0.068247,-0.068017,0.21581,0.290705,0.283103,,,,1.63,19260817.0,-1.0,270.0
6.0,32.0,2.0,1000.0,0.001,200.0,0.333512,0.055608,-0.075806,0.235663,0.29267,0.284134,,,,1.5,19260817.0,-1.0,271.0
6.0,32.0,2.0,100.0,0.01,200.0,0.729863,0.083552,-0.079319,0.150034,0.288308,0.284597,,,,1.31,19260817.0,-1.0,272.0
6.0,32.0,2.0,100.0,0.001,100.0,0.262683,0.019715,-0.082553,0.24787,0.29818,0.285023,,,,0.86,19260817.0,-1.0,273.0
4.0,16.0,4.0,100.0,0.001,200.0,0.375789,0.048963,0.01125,0.228067,0.293698,0.272395,,,,1.86,19260817.0,-1.0,274.0
4.0,32.0,4.0,100.0,0.01,200.0,0.850681,0.05862,0.003248,0.111546,0.292203,0.273495,,,,1.76,19260817.0,-1.0,275.0
4.0,32.0,4.0,100.0,0.001,100.0,0.312848,0.016028,-0.060932,0.239289,0.29874,0.282163,,,,0.92,19260817.0,-1.0,276.0
4.0,16.0,2.0,1000.0,0.001,200.0,0.244502,0.037504,0.004907,0.250907,0.295462,0.273267,,,,1.43,19260817.0,-1.0,277.0
4.0,32.0,2.0,1000.0,0.01,200.0,0.795382,0.089428,0.003166,0.130577,0.287382,0.273506,,,,1.43,19260817.0,-1.0,278.0
4.0,32.0,2.0,1000.0,0.001,100.0,0.190134,0.005412,-0.067367,0.259778,0.300347,0.283017,,,,1.06,19260817.0,-1.0,279.0
4.0,16.0,2.0,100.0,0.01,200.0,0.70374,0.060623,0.026226,0.157121,0.291892,0.270324,,,,1.53,19260817.0,-1.0,280.0
4.0,32.0,2.0,100.0,0.1,200.0,0.734248,0.044388,0.016515,0.148811,0.294403,0.271669,,,,1.37,19260817.0,-1.0,281.0
4.0,32.0,2.0,100.0,0.01,100.0,0.671895,0.068272,0.011764,0.165349,0.290701,0.272324,,,,0.99,19260817.0,-1.0,282.0
64.0,2.0,2.0,100.0,1.0,200.0,0.958721,-0.635308,-0.083638,0.058649,0.385125,0.285166,,,,1.43,19260817.0,-1.0,283.0
6.0,4.0,2.0,100.0,1.0,200.0,0.970817,0.114593,-0.042094,0.049313,0.283383,0.279646,,,,1.36,19260817.0,-1.0,284.0
6.0,2.0,4.0,100.0,1.0,200.0,0.965293,0.122502,-0.047713,0.053778,0.282114,0.280399,,,,1.57,19260817.0,-1.0,285.0
6.0,2.0,2.0,1000.0,1.0,200.0,0.965242,0.122502,-0.047713,0.053817,0.282114,0.280399,,,,1.34,19260817.0,-1.0,286.0
6.0,2.0,2.0,100.0,0.1,200.0,0.894184,0.013174,-0.083244,0.093901,0.299173,0.285114,,,,1.6,19260817.0,-1.0,287.0
6.0,2.0,2.0,100.0,1.0,100.0,0.965242,0.122502,-0.047713,0.053817,0.282114,0.280399,,,,0.99,19260817.0,-1.0,288.0
4.0,8.0,2.0,100.0,1.0,200.0,0.957755,0.147649,0.100263,0.059332,0.278043,0.259845,,,,1.36,19260817.0,-1.0,289.0
4.0,4.0,4.0,100.0,1.0,200.0,0.953199,0.123077,0.118657,0.062449,0.282022,0.257175,,,,1.8,19260817.0,-1.0,290.0
4.0,4.0,2.0,1000.0,1.0,200.0,0.951463,0.125466,0.118657,0.063597,0.281637,0.257175,,,,1.36,19260817.0,-1.0,291.0
4.0,4.0,2.0,100.0,0.1,200.0,0.884353,-0.004352,-0.007554,0.098167,0.301818,0.274973,,,,1.86,19260817.0,-1.0,292.0
4.0,4.0,2.0,100.0,1.0,100.0,0.951463,0.125466,0.118657,0.063597,0.281637,0.257175,,,,0.98,19260817.0,-1.0,293.0
4.0,2.0,4.0,1000.0,1.0,200.0,0.953182,0.123077,0.118657,0.06246,0.282022,0.257175,,,,2.37,19260817.0,-1.0,294.0
4.0,2.0,4.0,100.0,0.1,200.0,0.874401,0.050009,0.01995,0.102303,0.293536,0.271194,,,,1.99,19260817.0,-1.0,295.0
4.0,2.0,4.0,100.0,1.0,100.0,0.953182,0.123077,0.118657,0.06246,0.282022,0.257175,,,,1.28,19260817.0,-1.0,296.0
4.0,2.0,2.0,1000.0,0.1,200.0,0.884572,-0.004434,-0.007574,0.098074,0.30183,0.274976,,,,1.67,19260817.0,-1.0,297.0
4.0,2.0,2.0,1000.0,1.0,100.0,0.951463,0.125466,0.118657,0.063597,0.281637,0.257175,,,,1.01,19260817.0,-1.0,298.0
4.0,2.0,2.0,100.0,0.1,100.0,0.884549,-0.004136,-0.007713,0.098083,0.301786,0.274995,,,,0.95,19260817.0,-1.0,299.0
4.0,2.0,2.0,100.0,1.0,50.0,0.951463,0.125466,0.118657,0.063597,0.281637,0.257175,,,,0.61,19260817.0,-1.0,300.0
6.0,8.0,2.0,100.0,1.0,200.0,0.970817,0.114593,-0.042094,0.049313,0.283383,0.279646,,,,1.43,19260817.0,-1.0,301.0
4.0,16.0,2.0,100.0,1.0,200.0,0.963808,0.089841,0.125576,0.054917,0.287317,0.256163,,,,1.23,19260817.0,-1.0,302.0
4.0,8.0,4.0,100.0,1.0,200.0,0.956869,0.143451,0.108779,0.059951,0.278726,0.258612,,,,1.6,19260817.0,-1.0,303.0
4.0,8.0,2.0,1000.0,1.0,200.0,0.957755,0.147649,0.100263,0.059332,0.278043,0.259845,,,,1.65,19260817.0,-1.0,304.0
4.0,8.0,2.0,100.0,0.1,200.0,0.6895,0.058344,0.046825,0.160852,0.292246,0.26745,,,,1.59,19260817.0,-1.0,305.0
4.0,8.0,2.0,100.0,1.0,100.0,0.957755,0.147649,0.100263,0.059332,0.278043,0.259845,,,,0.72,19260817.0,-1.0,306.0
6.0,2.0,8.0,10000.0,1.0,25.0,0.965293,0.122502,-0.047713,0.053778,0.282114,0.280399,,,,0.26,19260817.0,-1.0,307.0
4.0,4.0,8.0,10000.0,1.0,25.0,0.953199,0.123077,0.118657,0.062449,0.282022,0.257175,,,,0.72,19260817.0,-1.0,308.0
4.0,2.0,4.0,10000.0,1.0,25.0,0.953182,0.123077,0.118657,0.06246,0.282022,0.257175,,,,0.55,19260817.0,-1.0,309.0
4.0,2.0,8.0,1000.0,1.0,25.0,0.953182,0.123077,0.118657,0.06246,0.282022,0.257175,,,,0.54,19260817.0,-1.0,310.0
4.0,2.0,8.0,10000.0,0.1,25.0,0.836562,0.062485,0.020081,0.116701,0.291602,0.271176,,,,0.57,19260817.0,-1.0,311.0
4.0,2.0,8.0,10000.0,1.0,50.0,0.953182,0.123077,0.118657,0.06246,0.282022,0.257175,,,,0.63,19260817.0,-1.0,312.0
64.0,2.0,8.0,10000.0,1.0,25.0,0.958745,-0.628606,-0.083638,0.058632,0.384335,0.285166,,,,0.56,19260817.0,-1.0,313.0
6.0,4.0,8.0,10000.0,1.0,25.0,0.970817,0.114303,-0.042094,0.049313,0.283429,0.279646,,,,0.57,19260817.0,-1.0,314.0
6.0,2.0,4.0,10000.0,1.0,25.0,0.965293,0.122502,-0.047713,0.053778,0.282114,0.280399,,,,0.61,19260817.0,-1.0,315.0
6.0,2.0,8.0,1000.0,1.0,25.0,0.965293,0.122502,-0.047713,0.053778,0.282114,0.280399,,,,0.48,19260817.0,-1.0,316.0
6.0,2.0,8.0,10000.0,0.1,25.0,0.866021,0.041377,-0.076464,0.105661,0.294867,0.284221,,,,0.55,19260817.0,-1.0,317.0
6.0,2.0,8.0,10000.0,1.0,50.0,0.965293,0.122502,-0.047713,0.053778,0.282114,0.280399,,,,0.69,19260817.0,-1.0,318.0
4.0,4.0,4.0,10000.0,1.0,25.0,0.953199,0.123077,0.118657,0.062449,0.282022,0.257175,,,,0.45,19260817.0,-1.0,319.0
4.0,4.0,8.0,1000.0,1.0,25.0,0.953199,0.123077,0.118657,0.062449,0.282022,0.257175,,,,0.59,19260817.0,-1.0,320.0
4.0,4.0,8.0,10000.0,0.1,25.0,0.894781,0.05824,0.014774,0.093636,0.292262,0.271909,,,,0.44,19260817.0,-1.0,321.0
4.0,4.0,8.0,10000.0,1.0,50.0,0.953199,0.123077,0.118657,0.062449,0.282022,0.257175,,,,0.75,19260817.0,-1.0,322.0
4.0,2.0,4.0,1000.0,1.0,25.0,0.953182,0.123077,0.118657,0.06246,0.282022,0.257175,,,,0.44,19260817.0,-1.0,323.0
4.0,2.0,4.0,10000.0,0.1,25.0,0.850099,0.043894,-0.003617,0.111763,0.29448,0.274435,,,,0.63,19260817.0,-1.0,324.0
4.0,2.0,4.0,10000.0,1.0,50.0,0.953182,0.123077,0.118657,0.06246,0.282022,0.257175,,,,0.67,19260817.0,-1.0,325.0
4.0,2.0,8.0,1000.0,0.1,25.0,0.836562,0.062485,0.020081,0.116701,0.291602,0.271176,,,,0.5,19260817.0,-1.0,326.0
4.0,2.0,8.0,1000.0,1.0,50.0,0.953182,0.123077,0.118657,0.06246,0.282022,0.257175,,,,0.85,19260817.0,-1.0,327.0
4.0,2.0,8.0,10000.0,0.1,50.0,0.836562,0.062485,0.020081,0.116701,0.291602,0.271176,,,,0.82,19260817.0,-1.0,328.0
4.0,2.0,8.0,10000.0,1.0,100.0,0.953182,0.123077,0.118657,0.06246,0.282022,0.257175,,,,1.39,19260817.0,-1.0,329.0
6.0,2.0,2.0,10000.0,1.0,25.0,0.965242,0.122502,-0.047713,0.053817,0.282114,0.280399,,,,0.63,19260817.0,-1.0,330.0
4.0,4.0,2.0,10000.0,1.0,25.0,0.951462,0.125466,0.118657,0.063597,0.281637,0.257175,,,,0.42,19260817.0,-1.0,331.0
4.0,2.0,2.0,1000.0,1.0,25.0,0.951462,0.125466,0.118657,0.063597,0.281637,0.257175,,,,0.64,19260817.0,-1.0,332.0
4.0,2.0,2.0,10000.0,0.1,25.0,0.806842,-0.002197,-0.081748,0.126868,0.301494,0.284917,,,,0.69,19260817.0,-1.0,333.0
4.0,2.0,2.0,10000.0,1.0,50.0,0.951463,0.125466,0.118657,0.063597,0.281637,0.257175,,,,0.63,19260817.0,-1.0,334.0
64.0,2.0,2.0,10000.0,1.0,25.0,0.958721,-0.635308,-0.083638,0.058649,0.385125,0.285166,,,,0.51,19260817.0,-1.0,335.0
6.0,4.0,2.0,10000.0,1.0,25.0,0.970817,0.114593,-0.042094,0.049313,0.283383,0.279646,,,,0.48,19260817.0,-1.0,336.0
6.0,2.0,2.0,1000.0,1.0,25.0,0.965242,0.122502,-0.047713,0.053817,0.282114,0.280399,,,,0.47,19260817.0,-1.0,337.0
6.0,2.0,2.0,10000.0,0.1,25.0,0.892358,0.014467,-0.082214,0.094708,0.298977,0.284979,,,,0.48,19260817.0,-1.0,338.0
6.0,2.0,2.0,10000.0,1.0,50.0,0.965242,0.122502,-0.047713,0.053817,0.282114,0.280399,,,,0.48,19260817.0,-1.0,339.0
4.0,8.0,2.0,10000.0,1.0,25.0,0.957755,0.147649,0.100263,0.059332,0.278043,0.259845,,,,0.43,19260817.0,-1.0,340.0
4.0,4.0,2.0,1000.0,1.0,25.0,0.951462,0.125466,0.118657,0.063597,0.281637,0.257175,,,,0.43,19260817.0,-1.0,341.0
4.0,4.0,2.0,10000.0,0.1,25.0,0.880875,-0.002451,-0.014168,0.099632,0.301532,0.275874,,,,0.51,19260817.0,-1.0,342.0
4.0,4.0,2.0,10000.0,1.0,50.0,0.951463,0.125466,0.118657,0.063597,0.281637,0.257175,,,,0.8,19260817.0,-1.0,343.0
4.0,2.0,2.0,1000.0,0.1,25.0,0.806842,-0.002197,-0.081748,0.126868,0.301494,0.284917,,,,0.48,19260817.0,-1.0,344.0
4.0,2.0,2.0,1000.0,1.0,50.0,0.951463,0.125466,0.118657,0.063597,0.281637,0.257175,,,,0.6,19260817.0,-1.0,345.0
4.0,2.0,2.0,10000.0,0.1,50.0,0.824467,-0.00582,-0.093984,0.120941,0.302038,0.286524,,,,0.54,19260817.0,-1.0,346.0
4.0,2.0,2.0,10000.0,1.0,100.0,0.951463,0.125466,0.118657,0.063597,0.281637,0.257175,,,,0.87,19260817.0,-1.0,347.0
6.0,2.0,8.0,100.0,1.0,25.0,0.965293,0.122502,-0.047713,0.053778,0.282114,0.280399,,,,0.47,19260817.0,-1.0,348.0
4.0,4.0,8.0,100.0,1.0,25.0,0.953199,0.123077,0.118657,0.062449,0.282022,0.257175,,,,0.69,19260817.0,-1.0,349.0
4.0,2.0,4.0,100.0,1.0,25.0,0.953182,0.123077,0.118657,0.06246,0.282022,0.257175,,,,0.56,19260817.0,-1.0,350.0
4.0,2.0,8.0,100.0,0.1,25.0,0.836562,0.062485,0.020081,0.116701,0.291602,0.271176,,,,0.61,19260817.0,-1.0,351.0
4.0,2.0,8.0,100.0,1.0,50.0,0.953182,0.123077,0.118657,0.06246,0.282022,0.257175,,,,0.65,19260817.0,-1.0,352.0
64.0,2.0,8.0,100.0,1.0,25.0,0.958745,-0.628606,-0.083638,0.058632,0.384335,0.285166,,,,0.45,19260817.0,-1.0,353.0
