n_estimators,max_depth,subsample,colsample_bytree,gamma,eta,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,Precedence
100.0,24.0,0.55,0.7,0.0001,0.001,0.095977,0.004224,-0.03822,0.274464,0.300527,0.279126,,,,1.01,19260817.0,-1.0,166.0
400.0,48.0,0.55,0.7,0.0001,0.01,0.967052,0.040032,0.070335,0.052398,0.295074,0.264131,,,,4.34,19260817.0,-1.0,167.0
200.0,96.0,0.55,0.7,0.0001,0.01,0.842425,0.060448,0.067532,0.114588,0.291919,0.264529,,,,2.02,19260817.0,-1.0,168.0
200.0,48.0,0.4,0.7,0.0001,0.01,0.748903,0.058422,0.04513,0.14465,0.292234,0.267687,,,,1.61,19260817.0,-1.0,169.0
200.0,48.0,0.55,0.55,0.0001,0.01,0.840909,0.052891,0.103928,0.115138,0.293091,0.259315,,,,2.03,19260817.0,-1.0,170.0
200.0,48.0,0.55,0.85,0.0001,0.01,0.84035,0.044835,0.054158,0.11534,0.294335,0.266419,,,,2.04,19260817.0,-1.0,171.0
200.0,48.0,0.55,0.7,1e-06,0.01,0.841628,0.056505,0.07575,0.114878,0.292531,0.263361,,,,2.01,19260817.0,-1.0,172.0
200.0,48.0,0.55,0.7,0.01,0.01,0.835806,0.057627,0.058637,0.11697,0.292357,0.265787,,,,2.14,19260817.0,-1.0,173.0
200.0,48.0,0.55,0.7,0.0001,0.001,0.181217,0.019295,-0.022323,0.261205,0.298244,0.276981,,,,2.1,19260817.0,-1.0,174.0
400.0,24.0,0.4,0.7,0.0001,0.01,0.916391,0.031925,0.075346,0.083469,0.296317,0.263418,,,,3.56,19260817.0,-1.0,175.0
200.0,12.0,0.4,0.7,0.0001,0.01,0.748903,0.058422,0.04513,0.14465,0.292234,0.267687,,,,1.64,19260817.0,-1.0,176.0
200.0,24.0,0.4,0.55,0.0001,0.01,0.748314,0.05476,0.027298,0.144819,0.292801,0.270175,,,,1.74,19260817.0,-1.0,177.0
200.0,24.0,0.4,0.85,0.0001,0.01,0.7473,0.096722,0.0511,0.145111,0.286228,0.266849,,,,1.65,19260817.0,-1.0,178.0
200.0,24.0,0.4,0.7,1e-06,0.01,0.748304,0.059349,0.057023,0.144822,0.29209,0.266015,,,,1.6,19260817.0,-1.0,179.0
200.0,24.0,0.4,0.7,0.01,0.01,0.744923,0.054693,0.058422,0.145791,0.292812,0.265818,,,,1.72,19260817.0,-1.0,180.0
200.0,24.0,0.4,0.7,0.0001,0.001,0.141913,0.018156,-0.027985,0.2674,0.298417,0.277747,,,,1.63,19260817.0,-1.0,181.0
200.0,24.0,0.4,0.7,0.0001,0.1,0.99947,0.055572,-0.047918,0.006646,0.292676,0.280427,,,,1.84,19260817.0,-1.0,182.0
400.0,24.0,0.55,0.7,1e-06,0.01,0.967304,0.038212,0.073738,0.052196,0.295353,0.263647,,,,4.36,19260817.0,-1.0,183.0
200.0,12.0,0.55,0.7,1e-06,0.01,0.842261,0.052831,0.071469,0.114648,0.2931,0.26397,,,,1.99,19260817.0,-1.0,184.0
200.0,24.0,0.55,0.55,1e-06,0.01,0.841799,0.061708,0.090811,0.114816,0.291723,0.261206,,,,2.11,19260817.0,-1.0,185.0
200.0,24.0,0.55,0.85,1e-06,0.01,0.839865,0.0403,0.055278,0.115515,0.295033,0.266261,,,,2.01,19260817.0,-1.0,186.0
200.0,24.0,0.55,0.7,1e-08,0.01,0.841628,0.056505,0.07575,0.114878,0.292531,0.263361,,,,2.14,19260817.0,-1.0,187.0
200.0,24.0,0.55,0.7,1e-06,0.001,0.181214,0.019317,-0.022311,0.261205,0.29824,0.276979,,,,2.47,19260817.0,-1.0,188.0
200.0,24.0,0.55,0.7,1e-06,0.1,0.999741,-0.069365,0.049459,0.004645,0.311433,0.26708,,,,2.48,19260817.0,-1.0,189.0
400.0,24.0,0.55,0.7,0.01,0.01,0.956006,0.040756,0.056111,0.060547,0.294962,0.266144,,,,4.36,19260817.0,-1.0,190.0
200.0,12.0,0.55,0.7,0.01,0.01,0.835806,0.057627,0.058637,0.11697,0.292357,0.265787,,,,2.12,19260817.0,-1.0,191.0
200.0,24.0,0.55,0.55,0.01,0.01,0.83642,0.061435,0.10066,0.116751,0.291766,0.259787,,,,2.1,19260817.0,-1.0,192.0
200.0,24.0,0.55,0.85,0.01,0.01,0.83308,0.056208,0.061474,0.117937,0.292577,0.265387,,,,2.07,19260817.0,-1.0,193.0
200.0,24.0,0.55,0.7,0.1,0.01,0.757501,0.073577,0.079064,0.142151,0.289872,0.262888,,,,2.03,19260817.0,-1.0,194.0
200.0,24.0,0.55,0.7,0.01,0.001,0.18047,0.019363,-0.021828,0.261324,0.298233,0.276914,,,,2.06,19260817.0,-1.0,195.0
200.0,24.0,0.55,0.7,0.01,0.1,0.987326,0.001088,-0.038846,0.032498,0.300999,0.27921,,,,2.13,19260817.0,-1.0,196.0
100.0,24.0,0.4,0.85,0.0001,0.01,0.520084,0.090904,0.033369,0.199976,0.287149,0.269331,,,,0.8,19260817.0,-1.0,197.0
400.0,24.0,0.4,0.85,0.0001,0.01,0.914041,0.07879,0.049609,0.084633,0.289056,0.267059,,,,3.47,19260817.0,-1.0,198.0
200.0,12.0,0.4,0.85,0.0001,0.01,0.7473,0.096722,0.0511,0.145111,0.286228,0.266849,,,,1.69,19260817.0,-1.0,199.0
200.0,48.0,0.4,0.85,0.0001,0.01,0.7473,0.096722,0.0511,0.145111,0.286228,0.266849,,,,1.73,19260817.0,-1.0,200.0
200.0,24.0,0.4,1.0,0.0001,0.01,0.747362,0.107143,0.091378,0.145093,0.284573,0.261124,,,,1.9,19260817.0,-1.0,201.0
200.0,24.0,0.4,0.85,1e-06,0.01,0.746699,0.094283,0.054131,0.145283,0.286615,0.266423,,,,1.61,19260817.0,-1.0,202.0
200.0,24.0,0.4,0.85,0.01,0.01,0.740628,0.069691,0.050603,0.147014,0.29048,0.266919,,,,1.64,19260817.0,-1.0,203.0
200.0,24.0,0.4,0.85,0.0001,0.001,0.143497,0.020639,-0.023314,0.267153,0.298039,0.277115,,,,1.65,19260817.0,-1.0,204.0
200.0,24.0,0.4,0.85,0.0001,0.1,0.99942,-0.031607,0.137473,0.006952,0.305886,0.254415,,,,1.8,19260817.0,-1.0,205.0
100.0,24.0,0.4,1.0,0.0001,0.01,0.524205,0.10637,0.059052,0.199116,0.284696,0.265729,,,,1.02,19260817.0,-1.0,206.0
400.0,24.0,0.4,1.0,0.0001,0.01,0.914077,0.0857,0.089331,0.084616,0.287969,0.261418,,,,3.38,19260817.0,-1.0,207.0
200.0,12.0,0.4,1.0,0.0001,0.01,0.748966,0.107797,0.080829,0.144631,0.284468,0.262636,,,,1.67,19260817.0,-1.0,208.0
200.0,48.0,0.4,1.0,0.0001,0.01,0.747362,0.107143,0.091378,0.145093,0.284573,0.261124,,,,1.69,19260817.0,-1.0,209.0
200.0,24.0,0.55,1.0,0.0001,0.01,0.84131,0.048524,0.054521,0.114993,0.293766,0.266368,,,,2.0,19260817.0,-1.0,210.0
200.0,24.0,0.4,1.0,1e-06,0.01,0.747468,0.106922,0.094239,0.145062,0.284608,0.260713,,,,1.71,19260817.0,-1.0,211.0
200.0,24.0,0.4,1.0,0.01,0.01,0.745471,0.118268,0.078605,0.145635,0.282794,0.262953,,,,1.67,19260817.0,-1.0,212.0
200.0,24.0,0.4,1.0,0.0001,0.001,0.143877,0.015978,-0.022296,0.267094,0.298748,0.276977,,,,1.62,19260817.0,-1.0,213.0
200.0,24.0,0.4,1.0,0.0001,0.1,0.999447,-0.074512,0.062836,0.006789,0.312182,0.265194,,,,1.84,19260817.0,-1.0,214.0
100.0,24.0,0.4,1.0,0.01,0.01,0.524356,0.10493,0.054783,0.199084,0.284925,0.266331,,,,1.04,19260817.0,-1.0,215.0
400.0,24.0,0.4,1.0,0.01,0.01,0.906769,0.088552,0.084664,0.088141,0.28752,0.262087,,,,3.55,19260817.0,-1.0,216.0
200.0,12.0,0.4,1.0,0.01,0.01,0.743242,0.110322,0.086562,0.146271,0.284066,0.261816,,,,1.71,19260817.0,-1.0,217.0
200.0,48.0,0.4,1.0,0.01,0.01,0.745471,0.118268,0.078605,0.145635,0.282794,0.262953,,,,1.77,19260817.0,-1.0,218.0
200.0,24.0,0.55,1.0,0.01,0.01,0.836592,0.063975,0.049585,0.11669,0.291371,0.267062,,,,2.01,19260817.0,-1.0,219.0
200.0,24.0,0.4,1.0,0.1,0.01,0.678144,0.102112,0.044769,0.163767,0.285373,0.267738,,,,1.65,19260817.0,-1.0,220.0
200.0,24.0,0.4,1.0,0.01,0.001,0.143743,0.015379,-0.021808,0.267115,0.298839,0.276911,,,,1.52,19260817.0,-1.0,221.0
200.0,24.0,0.4,1.0,0.01,0.1,0.986927,0.050084,0.049244,0.033005,0.293525,0.26711,,,,1.73,19260817.0,-1.0,222.0
100.0,48.0,0.4,1.0,0.01,0.01,0.524356,0.10493,0.054783,0.199084,0.284925,0.266331,,,,0.87,19260817.0,-1.0,223.0
400.0,48.0,0.4,1.0,0.01,0.01,0.906769,0.088552,0.084664,0.088141,0.28752,0.262087,,,,3.62,19260817.0,-1.0,224.0
200.0,96.0,0.4,1.0,0.01,0.01,0.745471,0.118268,0.078605,0.145635,0.282794,0.262953,,,,1.7,19260817.0,-1.0,225.0
200.0,48.0,0.55,1.0,0.01,0.01,0.836592,0.063975,0.049585,0.11669,0.291371,0.267062,,,,1.99,19260817.0,-1.0,226.0
200.0,48.0,0.4,0.85,0.01,0.01,0.740628,0.069691,0.050603,0.147014,0.29048,0.266919,,,,1.66,19260817.0,-1.0,227.0
200.0,48.0,0.4,1.0,0.1,0.01,0.678144,0.102112,0.044769,0.163767,0.285373,0.267738,,,,1.71,19260817.0,-1.0,228.0
200.0,48.0,0.4,1.0,0.01,0.001,0.143743,0.015379,-0.021808,0.267115,0.298839,0.276911,,,,1.63,19260817.0,-1.0,229.0
200.0,48.0,0.4,1.0,0.01,0.1,0.986927,0.050084,0.049244,0.033005,0.293525,0.26711,,,,1.74,19260817.0,-1.0,230.0
