C,degree,tol,max_iter,gamma,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,verbose,kernel,Precedence
0.1,5.0,0.1,200.0,scale,0.397467,0.084355,-0.036311,0.224071,0.288181,0.278869,,,,0.0,False,poly,55.0
0.1,5.0,0.1,800.0,scale,0.397467,0.084355,-0.036311,0.224071,0.288181,0.278869,,,,0.0,False,poly,56.0
0.1,5.0,0.1,400.0,auto,0.898924,0.080392,-0.032227,0.091774,0.288804,0.278319,,,,0.0,False,poly,57.0
10.0,5.0,0.1,400.0,scale,0.875474,0.079747,-0.025163,0.101865,0.288905,0.277365,,,,0.0,False,poly,58.0
1.0,4.0,0.1,400.0,scale,0.712245,0.111449,0.026167,0.154849,0.283886,0.270332,,,,0.0,False,poly,59.0
1.0,6.0,0.1,400.0,scale,0.648345,0.096547,0.01346,0.171181,0.286256,0.27209,,,,0.0,False,poly,60.0
1.0,5.0,0.01,400.0,scale,0.680027,0.101254,0.022069,0.163287,0.28551,0.270901,,,,0.0,False,poly,61.0
1.0,5.0,1.0,400.0,scale,-2.8e-05,-0.008071,-0.045672,0.28867,0.302376,0.280126,,,,0.0,False,poly,62.0
1.0,5.0,0.1,200.0,scale,0.678499,0.099879,0.019467,0.163677,0.285728,0.271261,,,,0.0,False,poly,63.0
1.0,5.0,0.1,800.0,scale,0.678499,0.099879,0.019467,0.163677,0.285728,0.271261,,,,0.0,False,poly,64.0
1.0,5.0,0.1,400.0,auto,0.898924,0.080392,-0.032227,0.091774,0.288804,0.278319,,,,0.0,False,poly,65.0
0.01,4.0,0.1,400.0,scale,0.138685,0.003734,-0.074629,0.267903,0.300601,0.283978,,,,0.0,False,poly,66.0
0.1,3.0,0.1,400.0,scale,0.399704,0.090244,-0.01653,0.223655,0.287253,0.276195,,,,0.0,False,poly,67.0
0.1,4.0,0.01,400.0,scale,0.402887,0.101568,-0.016135,0.223061,0.28546,0.276141,,,,0.0,False,poly,68.0
0.1,4.0,1.0,400.0,scale,-2.8e-05,-0.008071,-0.045672,0.28867,0.302376,0.280126,,,,0.0,False,poly,69.0
0.1,4.0,0.1,200.0,scale,0.400482,0.094663,-0.027298,0.22351,0.286554,0.277654,,,,0.0,False,poly,70.0
0.1,4.0,0.1,800.0,scale,0.400482,0.094663,-0.027298,0.22351,0.286554,0.277654,,,,0.0,False,poly,71.0
0.1,4.0,0.1,400.0,auto,0.895364,0.049839,-0.034878,0.093376,0.293563,0.278677,,,,0.0,False,poly,72.0
0.01,5.0,0.01,400.0,scale,0.151965,0.011815,-0.056102,0.265829,0.299379,0.28152,,,,0.0,False,poly,73.0
0.1,6.0,0.01,400.0,scale,0.392975,0.080961,-0.030247,0.224905,0.288715,0.278052,,,,0.0,False,poly,74.0
0.1,5.0,0.001,400.0,scale,0.399837,0.089033,-0.02865,0.22363,0.287444,0.277837,,,,0.0,False,poly,75.0
0.1,5.0,0.01,200.0,scale,0.399766,0.08844,-0.029716,0.223644,0.287538,0.277981,,,,0.0,False,poly,76.0
0.1,5.0,0.01,800.0,scale,0.399766,0.08844,-0.029716,0.223644,0.287538,0.277981,,,,0.0,False,poly,77.0
0.1,5.0,0.01,400.0,auto,0.899419,0.081342,-0.030058,0.091549,0.288655,0.278027,,,,0.0,False,poly,78.0
0.01,5.0,0.1,200.0,scale,0.150232,0.011196,-0.057028,0.266101,0.299473,0.281643,,,,0.0,False,poly,79.0
0.1,6.0,0.1,200.0,scale,0.390635,0.076054,-0.038648,0.225338,0.289485,0.279184,,,,0.0,False,poly,80.0
0.1,5.0,1.0,200.0,scale,-2.8e-05,-0.008071,-0.045672,0.28867,0.302376,0.280126,,,,0.0,False,poly,81.0
0.1,5.0,0.1,100.0,scale,0.394652,0.076912,-0.047684,0.224594,0.28935,0.280396,,,,0.0,False,poly,82.0
0.1,5.0,0.1,200.0,auto,0.866304,0.063648,-0.063435,0.105549,0.291422,0.282495,,,,0.0,False,poly,83.0
0.01,5.0,0.1,800.0,scale,0.150232,0.011196,-0.057028,0.266101,0.299473,0.281643,,,,0.0,False,poly,84.0
0.1,6.0,0.1,800.0,scale,0.390635,0.076054,-0.038648,0.225338,0.289485,0.279184,,,,0.0,False,poly,85.0
0.1,5.0,1.0,800.0,scale,-2.8e-05,-0.008071,-0.045672,0.28867,0.302376,0.280126,,,,0.0,False,poly,86.0
0.1,5.0,0.1,1600.0,scale,0.397467,0.084355,-0.036311,0.224071,0.288181,0.278869,,,,0.0,False,poly,87.0
0.1,5.0,0.1,800.0,auto,0.898924,0.080392,-0.032227,0.091774,0.288804,0.278319,,,,0.0,False,poly,88.0
0.01,5.0,0.1,400.0,auto,0.833096,0.066516,0.014908,0.117932,0.290975,0.271891,,,,0.0,False,poly,89.0
0.1,6.0,0.1,400.0,auto,0.900133,0.060364,-0.017833,0.091223,0.291932,0.276372,,,,0.0,False,poly,90.0
0.1,5.0,1.0,400.0,auto,-2.8e-05,-0.008071,-0.045672,0.28867,0.302376,0.280126,,,,0.0,False,poly,91.0
10.0,4.0,0.1,400.0,scale,0.893022,0.056274,-0.043141,0.094416,0.292567,0.279787,,,,0.0,False,poly,92.0
1.0,3.0,0.1,400.0,scale,0.737486,0.100876,0.042961,0.147901,0.28557,0.267991,,,,0.0,False,poly,93.0
1.0,4.0,0.01,400.0,scale,0.713307,0.113629,0.03019,0.154563,0.283537,0.269773,,,,0.0,False,poly,94.0
1.0,4.0,1.0,400.0,scale,-2.8e-05,-0.008071,-0.045672,0.28867,0.302376,0.280126,,,,0.0,False,poly,95.0
1.0,4.0,0.1,200.0,scale,0.712245,0.111449,0.026167,0.154849,0.283886,0.270332,,,,0.0,False,poly,96.0
1.0,4.0,0.1,800.0,scale,0.712245,0.111449,0.026167,0.154849,0.283886,0.270332,,,,0.0,False,poly,97.0
1.0,4.0,0.1,400.0,auto,0.895947,0.038817,-0.040979,0.093116,0.29526,0.279497,,,,0.0,False,poly,98.0
10.0,4.0,0.01,400.0,scale,0.894807,0.058748,-0.039233,0.093625,0.292183,0.279262,,,,0.0,False,poly,99.0
1.0,3.0,0.01,400.0,scale,0.741842,0.105862,0.046209,0.146669,0.284777,0.267536,,,,0.0,False,poly,100.0
1.0,4.0,0.001,400.0,scale,0.7134,0.114013,0.030788,0.154538,0.283476,0.26969,,,,0.0,False,poly,101.0
1.0,4.0,0.01,200.0,scale,0.712601,0.112397,0.028078,0.154753,0.283734,0.270067,,,,0.0,False,poly,102.0
1.0,4.0,0.01,800.0,scale,0.713307,0.113629,0.03019,0.154563,0.283537,0.269773,,,,0.0,False,poly,103.0
1.0,4.0,0.01,400.0,auto,0.897225,0.049299,-0.033675,0.092542,0.293646,0.278515,,,,0.0,False,poly,104.0
0.1,4.0,0.001,400.0,scale,0.402973,0.102011,-0.015365,0.223045,0.285389,0.276037,,,,0.0,False,poly,105.0
10.0,4.0,0.001,400.0,scale,0.894713,0.059091,-0.039019,0.093666,0.29213,0.279234,,,,0.0,False,poly,106.0
1.0,3.0,0.001,400.0,scale,0.742012,0.106348,0.04705,0.146621,0.284699,0.267418,,,,0.0,False,poly,107.0
1.0,5.0,0.001,400.0,scale,0.680038,0.101742,0.022744,0.163285,0.285432,0.270807,,,,0.0,False,poly,108.0
1.0,4.0,0.0001,400.0,scale,0.713415,0.1141,0.030889,0.154534,0.283462,0.269676,,,,0.0,False,poly,109.0
1.0,4.0,0.001,200.0,scale,0.712601,0.112397,0.028078,0.154753,0.283734,0.270067,,,,0.0,False,poly,110.0
1.0,4.0,0.001,800.0,scale,0.7134,0.114013,0.030788,0.154538,0.283476,0.26969,,,,0.0,False,poly,111.0
1.0,4.0,0.001,400.0,auto,0.897389,0.049367,-0.033442,0.092468,0.293635,0.278483,,,,0.0,False,poly,112.0
0.1,4.0,0.0001,400.0,scale,0.402979,0.102098,-0.015232,0.223044,0.285375,0.276019,,,,0.0,False,poly,113.0
10.0,4.0,0.0001,400.0,scale,0.894713,0.059091,-0.039019,0.093666,0.29213,0.279234,,,,0.0,False,poly,114.0
1.0,3.0,0.0001,400.0,scale,0.742046,0.106377,0.047089,0.146611,0.284695,0.267413,,,,0.0,False,poly,115.0
1.0,5.0,0.0001,400.0,scale,0.680051,0.10177,0.022786,0.163281,0.285428,0.270801,,,,0.0,False,poly,116.0
1.0,4.0,0.0001,200.0,scale,0.712601,0.112397,0.028078,0.154753,0.283734,0.270067,,,,0.0,False,poly,117.0
1.0,4.0,0.0001,800.0,scale,0.713415,0.1141,0.030889,0.154534,0.283462,0.269676,,,,0.0,False,poly,118.0
1.0,4.0,0.0001,400.0,auto,0.897389,0.049367,-0.033442,0.092468,0.293635,0.278483,,,,0.0,False,poly,119.0
0.001,9.0,0.0001,1600.0,auto,0.81959,0.084944,-0.028278,0.12261,0.288088,0.277787,,,,0.0,False,poly,120.0
0.0001,8.0,0.0001,1600.0,auto,0.645248,0.09298,0.008255,0.171933,0.286821,0.272807,,,,0.0,False,poly,121.0
0.0001,9.0,0.001,1600.0,auto,0.707686,0.083829,0.00387,0.156071,0.288264,0.27341,,,,0.0,False,poly,122.0
0.0001,9.0,0.0001,800.0,auto,0.707696,0.083847,0.00391,0.156068,0.288261,0.273404,,,,0.0,False,poly,123.0
0.01,9.0,0.0001,1600.0,auto,0.895713,0.099554,-0.063995,0.09322,0.285779,0.28257,,,,0.0,False,poly,124.0
0.001,8.0,0.0001,1600.0,auto,0.79624,0.071403,0.003778,0.130303,0.290212,0.273422,,,,0.0,False,poly,125.0
0.001,9.0,0.001,1600.0,auto,0.819602,0.084917,-0.028332,0.122606,0.288093,0.277794,,,,0.0,False,poly,126.0
0.001,9.0,0.0001,800.0,auto,0.81959,0.084944,-0.028278,0.12261,0.288088,0.277787,,,,0.0,False,poly,127.0
0.001,9.0,0.0001,1600.0,scale,0.082595,-0.009876,-0.054199,0.276488,0.302647,0.281266,,,,0.0,False,poly,128.0
0.0001,7.0,0.0001,1600.0,auto,0.564025,0.093378,-9.1e-05,0.190602,0.286758,0.273953,,,,0.0,False,poly,129.0
0.0001,8.0,0.001,1600.0,auto,0.645229,0.092954,0.008201,0.171937,0.286825,0.272815,,,,0.0,False,poly,130.0
0.0001,8.0,0.0001,800.0,auto,0.645248,0.09298,0.008255,0.171933,0.286821,0.272807,,,,0.0,False,poly,131.0
0.0001,8.0,0.0001,1600.0,scale,0.050027,-0.007456,-0.044379,0.281353,0.302284,0.279953,,,,0.0,False,poly,132.0
0.0001,9.0,0.01,1600.0,auto,0.707649,0.083705,0.003599,0.15608,0.288283,0.273447,,,,0.0,False,poly,133.0
0.0001,9.0,0.001,800.0,auto,0.707686,0.083829,0.00387,0.156071,0.288264,0.27341,,,,0.0,False,poly,134.0
0.0001,9.0,0.001,1600.0,scale,0.051314,-0.007687,-0.045019,0.281162,0.302319,0.280039,,,,0.0,False,poly,135.0
0.0001,9.0,0.0001,400.0,auto,0.707453,0.083136,0.002349,0.156133,0.288373,0.273618,,,,0.0,False,poly,136.0
0.0001,9.0,0.0001,800.0,scale,0.051309,-0.007679,-0.044997,0.281163,0.302317,0.280036,,,,0.0,False,poly,137.0
1.0,9.0,0.0001,1600.0,auto,0.899151,0.099983,-0.041163,0.091671,0.285711,0.279522,,,,0.0,False,poly,138.0
10.0,8.0,0.0001,1600.0,auto,0.898593,0.080787,-0.022051,0.091924,0.288742,0.276944,,,,0.0,False,poly,139.0
10.0,9.0,0.001,1600.0,auto,0.89915,0.099969,-0.041191,0.091671,0.285714,0.279525,,,,0.0,False,poly,140.0
10.0,9.0,0.0001,800.0,auto,0.899151,0.099983,-0.041163,0.091671,0.285711,0.279522,,,,0.0,False,poly,141.0
0.1,9.0,0.0001,1600.0,auto,0.899151,0.099983,-0.041163,0.091671,0.285711,0.279522,,,,0.0,False,poly,142.0
1.0,8.0,0.0001,1600.0,auto,0.898593,0.080787,-0.022051,0.091924,0.288742,0.276944,,,,0.0,False,poly,143.0
1.0,9.0,0.001,1600.0,auto,0.89915,0.099969,-0.041191,0.091671,0.285714,0.279525,,,,0.0,False,poly,144.0
1.0,9.0,0.0001,800.0,auto,0.899151,0.099983,-0.041163,0.091671,0.285711,0.279522,,,,0.0,False,poly,145.0
1.0,9.0,0.0001,1600.0,scale,0.582572,0.090436,-0.010639,0.186504,0.287223,0.275394,,,,0.0,False,poly,146.0
10.0,8.0,0.001,1600.0,auto,0.898602,0.080774,-0.022075,0.09192,0.288744,0.276947,,,,0.0,False,poly,147.0
10.0,9.0,0.01,1600.0,auto,0.899134,0.099825,-0.041477,0.091679,0.285736,0.279564,,,,0.0,False,poly,148.0
10.0,9.0,0.001,800.0,auto,0.89915,0.099969,-0.041191,0.091671,0.285714,0.279525,,,,0.0,False,poly,149.0
10.0,9.0,0.001,1600.0,scale,0.733275,0.080464,0.00459,0.149083,0.288793,0.273311,,,,0.0,False,poly,150.0
10.0,8.0,0.0001,800.0,auto,0.898593,0.080787,-0.022051,0.091924,0.288742,0.276944,,,,0.0,False,poly,151.0
10.0,9.0,0.0001,400.0,auto,0.887346,0.09181,-0.057076,0.096888,0.287006,0.281649,,,,0.0,False,poly,152.0
10.0,9.0,0.0001,800.0,scale,0.733291,0.080489,0.004645,0.149079,0.288789,0.273303,,,,0.0,False,poly,153.0
1.0,5.0,0.0001,1600.0,scale,0.680056,0.10178,0.022802,0.16328,0.285426,0.270799,,,,0.0,False,poly,154.0
10.0,4.0,0.0001,1600.0,scale,0.894718,0.05927,-0.038812,0.093664,0.292102,0.279206,,,,0.0,False,poly,155.0
10.0,6.0,0.0001,1600.0,scale,0.837345,0.064813,0.004077,0.11642,0.29124,0.273381,,,,0.0,False,poly,156.0
10.0,5.0,0.001,1600.0,scale,0.87675,0.08318,-0.019185,0.101342,0.288366,0.276555,,,,0.0,False,poly,157.0
10.0,5.0,0.0001,800.0,scale,0.876754,0.083216,-0.019129,0.10134,0.28836,0.276548,,,,0.0,False,poly,158.0
0.1,5.0,0.0001,1600.0,scale,0.39985,0.08908,-0.028572,0.223628,0.287437,0.277826,,,,0.0,False,poly,159.0
1.0,4.0,0.0001,1600.0,scale,0.713415,0.1141,0.030889,0.154534,0.283462,0.269676,,,,0.0,False,poly,160.0
1.0,6.0,0.0001,1600.0,scale,0.650771,0.098721,0.017546,0.170589,0.285912,0.271526,,,,0.0,False,poly,161.0
1.0,5.0,0.001,1600.0,scale,0.680038,0.101742,0.022744,0.163285,0.285432,0.270807,,,,0.0,False,poly,162.0
1.0,5.0,0.0001,800.0,scale,0.680056,0.10178,0.022802,0.16328,0.285426,0.270799,,,,0.0,False,poly,163.0
1.0,5.0,0.0001,1600.0,auto,0.899457,0.081621,-0.029359,0.091532,0.288611,0.277932,,,,0.0,False,poly,164.0
10.0,4.0,0.001,1600.0,scale,0.894723,0.059225,-0.038856,0.093662,0.292109,0.279212,,,,0.0,False,poly,165.0
10.0,6.0,0.001,1600.0,scale,0.837344,0.064785,0.004024,0.116421,0.291245,0.273389,,,,0.0,False,poly,166.0
10.0,5.0,0.01,1600.0,scale,0.876673,0.082775,-0.019935,0.101374,0.28843,0.276657,,,,0.0,False,poly,167.0
10.0,5.0,0.001,800.0,scale,0.87675,0.08318,-0.019185,0.101342,0.288366,0.276555,,,,0.0,False,poly,168.0
10.0,5.0,0.001,1600.0,auto,0.899456,0.081613,-0.029376,0.091532,0.288612,0.277935,,,,0.0,False,poly,169.0
10.0,4.0,0.0001,800.0,scale,0.894718,0.05927,-0.038812,0.093664,0.292102,0.279206,,,,0.0,False,poly,170.0
10.0,6.0,0.0001,800.0,scale,0.837345,0.064813,0.004077,0.11642,0.29124,0.273381,,,,0.0,False,poly,171.0
10.0,5.0,0.0001,400.0,scale,0.876742,0.083021,-0.019431,0.101345,0.288391,0.276589,,,,0.0,False,poly,172.0
10.0,5.0,0.0001,800.0,auto,0.899457,0.081621,-0.029359,0.091532,0.288611,0.277932,,,,0.0,False,poly,173.0
10.0,4.0,0.0001,1600.0,auto,0.897311,0.049693,-0.033183,0.092504,0.293585,0.278448,,,,0.0,False,poly,174.0
10.0,6.0,0.0001,1600.0,auto,0.899002,0.062918,-0.013593,0.091739,0.291535,0.275796,,,,0.0,False,poly,175.0
0.1,4.0,0.0001,200.0,scale,0.402979,0.102098,-0.015232,0.223044,0.285375,0.276019,,,,0.0,False,poly,176.0
10.0,4.0,0.0001,200.0,scale,0.878828,0.047135,-0.050223,0.100484,0.29398,0.280735,,,,0.0,False,poly,177.0
1.0,3.0,0.0001,200.0,scale,0.741243,0.104755,0.045418,0.146839,0.284953,0.267647,,,,0.0,False,poly,178.0
1.0,5.0,0.0001,200.0,scale,0.678956,0.100152,0.019927,0.163561,0.285684,0.271197,,,,0.0,False,poly,179.0
1.0,4.0,0.0001,100.0,scale,0.679455,0.091287,-0.021662,0.163433,0.287088,0.276891,,,,0.0,False,poly,180.0
1.0,4.0,0.0001,200.0,auto,0.888378,0.037415,-0.042828,0.096443,0.295476,0.279745,,,,0.0,False,poly,181.0
0.1,4.0,0.0001,800.0,scale,0.402979,0.102098,-0.015232,0.223044,0.285375,0.276019,,,,0.0,False,poly,182.0
1.0,3.0,0.0001,800.0,scale,0.742046,0.106381,0.047089,0.146611,0.284694,0.267413,,,,0.0,False,poly,183.0
1.0,4.0,0.0001,800.0,auto,0.897311,0.049693,-0.033183,0.092504,0.293585,0.278448,,,,0.0,False,poly,184.0
