n_estimators,max_depth,subsample,colsample_bytree,gamma,eta,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,Precedence
800.0,192.0,1.0,0.4,1e-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,26.01,19260817.0,-1.0,24.0
800.0,192.0,0.4,0.4,1e-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24.67,19260817.0,-1.0,25.0
25.0,24.0,1.0,1.0,1e-08,10.0,-8.511469656081547e+43,-7.805347674634799e+43,-9.4792802082011e+43,2.663167348035447e+21,2.660714111602515e+21,2.667125869995299e+21,,,,6.71,19260817.0,-1.0,26.0
25.0,192.0,1.0,0.4,1e-08,10.0,-4.881930990383437e+40,-8.055241610117969e+40,-5.198600477512164e+40,6.378109895504834e+19,8.547544535206917e+19,6.245957897686008e+19,,,,7.04,19260817.0,-1.0,27.0
800.0,3.0,0.4,1.0,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,19.52,19260817.0,-1.0,28.0
25.0,24.0,0.4,1.0,0.1,0.0001,0.001725,-0.010485,-0.052311,0.288417,0.302738,0.281014,,,,3.61,19260817.0,-1.0,29.0
800.0,24.0,0.4,1.0,0.1,0.0001,0.054345,0.004484,-0.040435,0.280713,0.300487,0.279424,,,,58.16,19260817.0,-1.0,30.0
800.0,24.0,0.4,1.0,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,12.25,19260817.0,-1.0,31.0
25.0,192.0,0.4,0.4,1e-08,10.0,-4.430055536940532e+41,-4.133196449029531e+41,-6.0816064122793586e+41,1.921324696897347e+20,1.9361772392018192e+20,2.1363135069795824e+20,,,,0.87,19260817.0,-1.0,32.0
25.0,24.0,0.4,0.4,0.1,0.0001,0.001604,-0.01048,-0.0525,0.288435,0.302737,0.281039,,,,0.46,19260817.0,-1.0,33.0
25.0,24.0,0.4,0.4,1e-08,10.0,-4.430055536940532e+41,-4.133196449029531e+41,-6.0816064122793586e+41,1.921324696897347e+20,1.9361772392018192e+20,2.1363135069795824e+20,,,,0.41,19260817.0,-1.0,34.0
25.0,24.0,0.4,1.0,1e-08,10.0,-3.36649405472456e+45,-3.0927745335402124e+45,-3.7379317875243284e+45,1.6748854345685587e+22,1.6748511545775431e+22,1.6748330299303414e+22,,,,0.27,19260817.0,-1.0,35.0
800.0,24.0,1.0,1.0,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.98,19260817.0,-1.0,36.0
800.0,3.0,1.0,1.0,1e-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11.55,19260817.0,-1.0,37.0
800.0,24.0,1.0,1.0,1e-08,0.0001,0.122913,0.002965,-0.045478,0.270345,0.300716,0.2801,,,,229.36,19260817.0,-1.0,38.0
25.0,3.0,0.4,1.0,0.1,0.0001,0.00127,-0.010615,-0.052413,0.288483,0.302758,0.281028,,,,1.97,19260817.0,-1.0,39.0
800.0,192.0,1.0,0.4,1e-08,0.0001,0.118787,0.009949,-0.033687,0.27098,0.299661,0.278516,,,,176.92,19260817.0,-1.0,40.0
800.0,24.0,0.4,1.0,1e-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24.39,19260817.0,-1.0,41.0
25.0,192.0,0.4,0.4,0.1,0.0001,0.001604,-0.01048,-0.0525,0.288435,0.302737,0.281039,,,,4.47,19260817.0,-1.0,42.0
800.0,192.0,1.0,1.0,1e-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,27.99,19260817.0,-1.0,43.0
25.0,3.0,1.0,0.4,0.1,10.0,-4.4287985194507906e+44,-4.068484285135677e+44,-4.917791420100773e+44,6.074900114399842e+21,6.074610102522359e+21,6.074924484565899e+21,,,,1.65,19260817.0,-1.0,44.0
25.0,192.0,0.4,1.0,0.1,0.0001,0.001725,-0.010485,-0.052311,0.288417,0.302738,0.281014,,,,4.1,19260817.0,-1.0,45.0
25.0,192.0,1.0,0.4,0.1,10.0,-3.4748394251494348e+41,-3.1784294311989093e+41,-3.790190599945009e+41,1.701623795248101e+20,1.6978853981240708e+20,1.6865000420818475e+20,,,,8.06,19260817.0,-1.0,46.0
800.0,192.0,1.0,1.0,1e-08,0.0001,0.122913,0.002965,-0.045478,0.270345,0.300716,0.2801,,,,227.19,19260817.0,-1.0,47.0
25.0,24.0,0.4,1.0,0.1,10.0,-6.247314562633233e+44,-5.7286086305593006e+44,-6.923315883196654e+44,7.215108508345413e+21,7.208197261092461e+21,7.207968911989958e+21,,,,3.12,19260817.0,-1.0,48.0
800.0,192.0,0.4,0.4,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14.93,19260817.0,-1.0,49.0
800.0,192.0,0.4,1.0,1e-08,0.0001,0.058492,0.004972,-0.039885,0.280097,0.300414,0.27935,,,,44.97,19260817.0,-1.0,50.0
800.0,24.0,1.0,0.4,1e-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,26.37,19260817.0,-1.0,51.0
25.0,192.0,1.0,1.0,1e-08,10.0,-8.511469656081547e+43,-7.805347674634799e+43,-9.4792802082011e+43,2.663167348035447e+21,2.660714111602515e+21,2.667125869995299e+21,,,,7.67,19260817.0,-1.0,52.0
25.0,3.0,1.0,1.0,1e-08,10.0,-4.45585866314236e+45,-4.092913609576969e+45,-4.9492299376347954e+45,1.9269120087065807e+22,1.9267189800731293e+22,1.9271905033384614e+22,,,,1.35,19260817.0,-1.0,53.0
800.0,24.0,0.4,0.4,0.1,0.0001,0.051666,0.001512,-0.042564,0.28111,0.300936,0.279709,,,,48.6,19260817.0,-1.0,54.0
800.0,3.0,0.4,0.4,0.1,0.0001,0.03559,-0.001351,-0.045336,0.283483,0.301367,0.280081,,,,39.09,19260817.0,-1.0,55.0
25.0,192.0,0.4,0.4,1e-08,0.0001,0.001763,-0.010411,-0.052473,0.288412,0.302727,0.281036,,,,4.0,19260817.0,-1.0,56.0
25.0,3.0,1.0,0.4,1e-08,10.0,-4.4287985194507906e+44,-4.068484285135677e+44,-4.917791420100773e+44,6.074900114399842e+21,6.074610102522359e+21,6.074924484565899e+21,,,,1.52,19260817.0,-1.0,57.0
25.0,3.0,0.4,0.4,1e-08,10.0,-3.1011863502636504e+45,-2.8491593383296424e+45,-3.443566751614251e+45,1.607533794824976e+22,1.6075350671550845e+22,1.607533692960144e+22,,,,1.25,19260817.0,-1.0,58.0
800.0,3.0,1.0,0.4,0.1,0.0001,0.043073,0.001589,-0.042144,0.282381,0.300924,0.279653,,,,46.88,19260817.0,-1.0,59.0
800.0,192.0,0.4,1.0,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,21.82,19260817.0,-1.0,60.0
25.0,24.0,1.0,1.0,0.1,0.0001,0.003652,-0.010487,-0.053182,0.288139,0.302738,0.28113,,,,7.55,19260817.0,-1.0,61.0
25.0,192.0,0.4,1.0,1e-08,10.0,-3.36649405472456e+45,-3.0927745335402124e+45,-3.7379317875243284e+45,1.6748854345685587e+22,1.6748511545775431e+22,1.6748330299303414e+22,,,,2.79,19260817.0,-1.0,62.0
800.0,24.0,1.0,0.4,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,30.13,19260817.0,-1.0,63.0
25.0,3.0,1.0,1.0,0.1,10.0,-4.4419252367394466e+45,-4.08011432052289e+45,-4.9337581814298576e+45,1.9238969323421486e+22,1.923704019914235e+22,1.924175856494503e+22,,,,1.37,19260817.0,-1.0,64.0
800.0,24.0,1.0,1.0,1e-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,26.98,19260817.0,-1.0,65.0
25.0,192.0,1.0,0.4,1e-08,0.0001,0.003838,-0.010231,-0.052421,0.288112,0.3027,0.281029,,,,7.0,19260817.0,-1.0,66.0
800.0,3.0,1.0,1.0,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,21.36,19260817.0,-1.0,67.0
800.0,3.0,1.0,1.0,0.1,0.0001,0.052268,-0.009006,-0.031962,0.281021,0.302516,0.278284,,,,56.38,19260817.0,-1.0,68.0
800.0,3.0,0.4,1.0,0.1,0.0001,0.041631,0.002085,-0.041979,0.282594,0.300849,0.279631,,,,55.63,19260817.0,-1.0,69.0
800.0,3.0,0.4,0.4,1e-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,19.57,19260817.0,-1.0,70.0
800.0,192.0,1.0,1.0,0.1,0.0001,0.113945,-0.003484,-0.047949,0.271723,0.301687,0.280431,,,,95.49,19260817.0,-1.0,71.0
25.0,24.0,1.0,1.0,1e-08,0.0001,0.003957,-0.010049,-0.053431,0.288095,0.302673,0.281164,,,,7.26,19260817.0,-1.0,72.0
25.0,3.0,0.4,1.0,1e-08,10.0,-8.863303197068915e+43,-8.173866987272488e+43,-9.784715743546392e+43,2.717652870182179e+21,2.722800801345467e+21,2.709754448958097e+21,,,,1.37,19260817.0,-1.0,73.0
25.0,3.0,1.0,1.0,1e-08,0.0001,0.001629,-0.01083,-0.052388,0.288431,0.30279,0.281024,,,,1.65,19260817.0,-1.0,74.0
25.0,3.0,0.4,0.4,1e-08,0.0001,0.000987,-0.010661,-0.052663,0.288524,0.302764,0.281061,,,,1.53,19260817.0,-1.0,75.0
800.0,192.0,0.4,1.0,1e-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20.94,19260817.0,-1.0,76.0
800.0,192.0,1.0,1.0,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23.16,19260817.0,-1.0,77.0
800.0,3.0,1.0,0.4,1e-08,0.0001,0.043418,0.001862,-0.042221,0.28233,0.300883,0.279664,,,,51.91,19260817.0,-1.0,78.0
800.0,24.0,0.4,0.4,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24.11,19260817.0,-1.0,79.0
25.0,24.0,1.0,0.4,1e-08,0.0001,0.003838,-0.010231,-0.052421,0.288112,0.3027,0.281029,,,,7.29,19260817.0,-1.0,80.0
800.0,192.0,0.4,1.0,0.1,0.0001,0.054345,0.004484,-0.040435,0.280713,0.300487,0.279424,,,,130.71,19260817.0,-1.0,81.0
25.0,3.0,0.4,1.0,0.1,10.0,-9.757944644554302e+44,-8.992680162615183e+44,-1.0842102993824328e+45,9.017275838076329e+21,9.031224960769319e+21,9.020125821089098e+21,,,,1.77,19260817.0,-1.0,82.0
800.0,3.0,1.0,1.0,1e-08,0.0001,0.052543,-0.00767,-0.032076,0.28098,0.302316,0.278299,,,,42.62,19260817.0,-1.0,83.0
25.0,24.0,1.0,1.0,0.1,10.0,-2.01651727722095e+43,-1.8638601200629436e+43,-2.296254526248973e+43,1.2962750246305884e+21,1.300195757739837e+21,1.312701084244493e+21,,,,1.87,19260817.0,-1.0,84.0
800.0,192.0,1.0,0.4,0.1,0.0001,0.108585,0.008311,-0.033965,0.272544,0.299909,0.278554,,,,125.15,19260817.0,-1.0,85.0
25.0,3.0,1.0,1.0,0.1,0.0001,0.001606,-0.010911,-0.052388,0.288434,0.302802,0.281024,,,,0.37,19260817.0,-1.0,86.0
800.0,192.0,0.4,0.4,1e-08,0.0001,0.056746,0.002505,-0.042037,0.280356,0.300786,0.279639,,,,94.67,19260817.0,-1.0,87.0
800.0,3.0,1.0,0.4,1e-08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,19.36,19260817.0,-1.0,88.0
25.0,3.0,1.0,0.4,0.1,0.0001,0.001269,-0.010659,-0.052757,0.288483,0.302764,0.281073,,,,1.18,19260817.0,-1.0,89.0
25.0,3.0,0.4,0.4,0.1,10.0,-1.563959056644625e+45,-1.4362909459411282e+45,-1.7358279798599755e+45,1.1415866188958446e+22,1.1413617077621684e+22,1.141324587930961e+22,,,,0.73,19260817.0,-1.0,90.0
800.0,192.0,0.4,0.4,0.1,0.0001,0.051666,0.001512,-0.042564,0.28111,0.300936,0.279709,,,,116.07,19260817.0,-1.0,91.0
800.0,24.0,1.0,0.4,1e-08,0.0001,0.118787,0.009949,-0.033687,0.27098,0.299661,0.278516,,,,182.06,19260817.0,-1.0,92.0
25.0,192.0,1.0,0.4,0.1,0.0001,0.003499,-0.010308,-0.052443,0.288161,0.302712,0.281032,,,,8.93,19260817.0,-1.0,93.0
200.0,24.0,0.7,0.7,0.0001,0.1,0.999633,0.023242,-0.134086,0.005527,0.297643,0.291728,,,,49.42,19260817.0,-1.0,94.0
25.0,192.0,1.0,1.0,0.1,10.0,-2.01651727722095e+43,-1.8638601200629436e+43,-2.296254526248973e+43,1.2962750246305884e+21,1.300195757739837e+21,1.312701084244493e+21,,,,5.2,19260817.0,-1.0,95.0
800.0,24.0,0.4,0.4,1e-08,0.0001,0.056746,0.002505,-0.042037,0.280356,0.300786,0.279639,,,,130.07,19260817.0,-1.0,96.0
100.0,24.0,0.7,0.7,0.0001,0.1,0.999489,0.019837,-0.131426,0.006527,0.298161,0.291386,,,,28.28,19260817.0,-1.0,97.0
400.0,24.0,0.7,0.7,0.0001,0.1,0.999649,0.024007,-0.1336,0.005406,0.297526,0.291666,,,,40.31,19260817.0,-1.0,98.0
200.0,12.0,0.7,0.7,0.0001,0.1,0.999636,0.042138,-0.095823,0.005506,0.29475,0.286765,,,,24.92,19260817.0,-1.0,99.0
200.0,48.0,0.7,0.7,0.0001,0.1,0.999633,0.023242,-0.134086,0.005527,0.297643,0.291728,,,,20.39,19260817.0,-1.0,100.0
200.0,24.0,0.55,0.7,0.0001,0.1,0.999614,-0.011051,-0.018962,0.005668,0.302823,0.276525,,,,42.48,19260817.0,-1.0,101.0
200.0,24.0,0.85,0.7,0.0001,0.1,0.999639,0.0868,0.064894,0.005481,0.287796,0.264903,,,,54.47,19260817.0,-1.0,102.0
200.0,24.0,0.7,0.55,0.0001,0.1,0.999646,0.029882,-0.091257,0.005432,0.29663,0.286167,,,,47.34,19260817.0,-1.0,103.0
200.0,24.0,0.7,0.85,0.0001,0.1,0.999635,0.067481,0.067156,0.005512,0.290825,0.264582,,,,46.63,19260817.0,-1.0,104.0
200.0,24.0,0.7,0.7,1e-06,0.1,0.999746,0.02812,-0.156776,0.004603,0.296899,0.294632,,,,35.83,19260817.0,-1.0,105.0
200.0,24.0,0.7,0.7,0.01,0.1,0.988993,-0.028744,-0.125016,0.030285,0.305461,0.29056,,,,44.57,19260817.0,-1.0,106.0
200.0,24.0,0.7,0.7,0.0001,0.01,0.89422,0.11645,0.087702,0.093885,0.283086,0.261652,,,,4.96,19260817.0,-1.0,107.0
200.0,24.0,0.7,0.7,0.0001,1.0,0.999634,-1.0095,-0.925861,0.005523,0.42692,0.380162,,,,26.29,19260817.0,-1.0,108.0
50.0,24.0,0.7,0.7,0.0001,0.1,0.992241,0.018114,-0.140495,0.025427,0.298423,0.292552,,,,8.29,19260817.0,-1.0,109.0
100.0,12.0,0.7,0.7,0.0001,0.1,0.999482,0.039205,-0.092527,0.006569,0.295201,0.286333,,,,2.29,19260817.0,-1.0,110.0
100.0,48.0,0.7,0.7,0.0001,0.1,0.999489,0.019837,-0.131426,0.006527,0.298161,0.291386,,,,2.2,19260817.0,-1.0,111.0
100.0,24.0,0.55,0.7,0.0001,0.1,0.998564,-0.022344,-0.024481,0.010939,0.304509,0.277273,,,,1.32,19260817.0,-1.0,112.0
100.0,24.0,0.85,0.7,0.0001,0.1,0.999603,0.086096,0.06633,0.005754,0.287907,0.264699,,,,1.69,19260817.0,-1.0,113.0
100.0,24.0,0.7,0.55,0.0001,0.1,0.999479,0.026479,-0.091728,0.006591,0.297149,0.286229,,,,2.87,19260817.0,-1.0,114.0
100.0,24.0,0.7,0.85,0.0001,0.1,0.999536,0.068165,0.067831,0.006219,0.290718,0.264486,,,,2.21,19260817.0,-1.0,115.0
100.0,24.0,0.7,0.7,1e-06,0.1,0.999602,0.028262,-0.156045,0.005758,0.296877,0.294539,,,,2.72,19260817.0,-1.0,116.0
100.0,24.0,0.7,0.7,0.01,0.1,0.986658,-0.031328,-0.123154,0.033343,0.305844,0.290319,,,,2.57,19260817.0,-1.0,117.0
100.0,24.0,0.7,0.7,0.0001,0.01,0.686371,0.08955,0.081435,0.161661,0.287363,0.262549,,,,2.75,19260817.0,-1.0,118.0
100.0,24.0,0.7,0.7,0.0001,1.0,0.999576,-1.008067,-0.934277,0.005941,0.426767,0.380991,,,,2.25,19260817.0,-1.0,119.0
800.0,24.0,0.7,0.7,0.0001,0.1,0.999663,0.026633,-0.135348,0.0053,0.297126,0.291891,,,,17.35,19260817.0,-1.0,120.0
400.0,12.0,0.7,0.7,0.0001,0.1,0.999649,0.043458,-0.094716,0.005407,0.294547,0.28662,,,,7.88,19260817.0,-1.0,121.0
400.0,48.0,0.7,0.7,0.0001,0.1,0.999649,0.024007,-0.1336,0.005406,0.297526,0.291666,,,,7.82,19260817.0,-1.0,122.0
400.0,24.0,0.55,0.7,0.0001,0.1,0.999642,-0.009675,-0.018875,0.005458,0.302617,0.276514,,,,5.96,19260817.0,-1.0,123.0
400.0,24.0,0.85,0.7,0.0001,0.1,0.999653,0.08513,0.064958,0.005377,0.288059,0.264894,,,,7.48,19260817.0,-1.0,124.0
400.0,24.0,0.7,0.55,0.0001,0.1,0.999658,0.030222,-0.091571,0.005339,0.296577,0.286208,,,,5.32,19260817.0,-1.0,125.0
400.0,24.0,0.7,0.85,0.0001,0.1,0.99965,0.067142,0.067256,0.0054,0.290877,0.264568,,,,6.66,19260817.0,-1.0,126.0
400.0,24.0,0.7,0.7,1e-06,0.1,0.999745,0.028097,-0.155996,0.004606,0.296902,0.294533,,,,3.54,19260817.0,-1.0,127.0
400.0,24.0,0.7,0.7,0.01,0.1,0.989778,-0.030266,-0.122851,0.029185,0.305687,0.29028,,,,6.74,19260817.0,-1.0,128.0
400.0,24.0,0.7,0.7,0.0001,0.01,0.985041,0.121798,0.081745,0.035306,0.282227,0.262505,,,,5.83,19260817.0,-1.0,129.0
400.0,24.0,0.7,0.7,0.0001,1.0,0.999656,-1.049461,-0.901082,0.005351,0.431144,0.377708,,,,5.89,19260817.0,-1.0,130.0
200.0,6.0,0.7,0.7,0.0001,0.1,0.99963,-0.108141,-0.003476,0.005551,0.317029,0.274416,,,,1.87,19260817.0,-1.0,131.0
200.0,12.0,0.55,0.7,0.0001,0.1,0.999614,-0.011051,-0.018962,0.005668,0.302823,0.276525,,,,2.91,19260817.0,-1.0,132.0
200.0,12.0,0.85,0.7,0.0001,0.1,0.999639,0.11657,-0.051275,0.005482,0.283066,0.280876,,,,3.7,19260817.0,-1.0,133.0
200.0,12.0,0.7,0.55,0.0001,0.1,0.999637,0.064428,-0.091965,0.005501,0.2913,0.28626,,,,3.32,19260817.0,-1.0,134.0
200.0,12.0,0.7,0.85,0.0001,0.1,0.999617,0.057626,0.0643,0.005649,0.292357,0.264987,,,,2.77,19260817.0,-1.0,135.0
200.0,12.0,0.7,0.7,1e-06,0.1,0.999745,0.038038,-0.116568,0.004606,0.29538,0.289467,,,,1.85,19260817.0,-1.0,136.0
200.0,12.0,0.7,0.7,0.01,0.1,0.988993,-0.028744,-0.125016,0.030285,0.305461,0.29056,,,,2.53,19260817.0,-1.0,137.0
200.0,12.0,0.7,0.7,0.0001,0.01,0.894627,0.099547,0.086109,0.093705,0.28578,0.26188,,,,2.15,19260817.0,-1.0,138.0
200.0,12.0,0.7,0.7,0.0001,1.0,0.999672,-1.012993,-0.968401,0.00523,0.427291,0.384337,,,,2.42,19260817.0,-1.0,139.0
200.0,96.0,0.7,0.7,0.0001,0.1,0.999633,0.023242,-0.134086,0.005527,0.297643,0.291728,,,,2.62,19260817.0,-1.0,140.0
200.0,48.0,0.55,0.7,0.0001,0.1,0.999614,-0.011051,-0.018962,0.005668,0.302823,0.276525,,,,2.21,19260817.0,-1.0,141.0
200.0,48.0,0.85,0.7,0.0001,0.1,0.999639,0.0868,0.064894,0.005481,0.287796,0.264903,,,,2.63,19260817.0,-1.0,142.0
200.0,48.0,0.7,0.55,0.0001,0.1,0.999646,0.029882,-0.091257,0.005432,0.29663,0.286167,,,,2.58,19260817.0,-1.0,143.0
200.0,48.0,0.7,0.85,0.0001,0.1,0.999635,0.067481,0.067156,0.005512,0.290825,0.264582,,,,2.42,19260817.0,-1.0,144.0
200.0,48.0,0.7,0.7,1e-06,0.1,0.999746,0.02812,-0.156776,0.004603,0.296899,0.294632,,,,1.96,19260817.0,-1.0,145.0
200.0,48.0,0.7,0.7,0.01,0.1,0.988993,-0.028744,-0.125016,0.030285,0.305461,0.29056,,,,2.51,19260817.0,-1.0,146.0
200.0,48.0,0.7,0.7,0.0001,0.01,0.89422,0.11645,0.087702,0.093885,0.283086,0.261652,,,,2.18,19260817.0,-1.0,147.0
200.0,48.0,0.7,0.7,0.0001,1.0,0.999634,-1.0095,-0.925861,0.005523,0.42692,0.380162,,,,2.28,19260817.0,-1.0,148.0
200.0,24.0,1.0,0.7,0.0001,0.1,0.999631,0.072436,-0.10067,0.005547,0.290051,0.287398,,,,2.86,19260817.0,-1.0,149.0
200.0,24.0,0.85,0.55,0.0001,0.1,0.999638,0.150663,-0.091987,0.005493,0.277551,0.286263,,,,2.69,19260817.0,-1.0,150.0
200.0,24.0,0.85,0.85,0.0001,0.1,0.999637,0.181844,-0.030445,0.0055,0.272408,0.278079,,,,2.96,19260817.0,-1.0,151.0
200.0,24.0,0.85,0.7,1e-06,0.1,0.999746,0.0828,0.056662,0.0046,0.288426,0.266066,,,,1.6,19260817.0,-1.0,152.0
200.0,24.0,0.85,0.7,0.01,0.1,0.988377,0.08582,0.018044,0.031121,0.287951,0.271457,,,,2.65,19260817.0,-1.0,153.0
200.0,24.0,0.85,0.7,0.0001,0.01,0.932686,0.123389,0.028129,0.074894,0.281972,0.27006,,,,2.52,19260817.0,-1.0,154.0
200.0,24.0,0.85,0.7,0.0001,1.0,0.999675,-0.849363,-0.757743,0.005204,0.409556,0.36319,,,,2.48,19260817.0,-1.0,155.0
200.0,24.0,0.55,0.55,0.0001,0.1,0.999616,0.065088,-0.02902,0.005657,0.291197,0.277887,,,,2.23,19260817.0,-1.0,156.0
200.0,24.0,0.7,0.4,0.0001,0.1,0.999635,0.045816,0.024257,0.005514,0.294183,0.270597,,,,2.57,19260817.0,-1.0,157.0
200.0,24.0,0.7,0.55,1e-06,0.1,0.999745,0.022378,-0.126278,0.004609,0.297774,0.290723,,,,1.91,19260817.0,-1.0,158.0
200.0,24.0,0.7,0.55,0.01,0.1,0.9879,-0.059484,-0.095089,0.031753,0.309991,0.286669,,,,2.58,19260817.0,-1.0,159.0
200.0,24.0,0.7,0.55,0.0001,0.01,0.893853,0.105471,0.070853,0.094048,0.284839,0.264057,,,,2.26,19260817.0,-1.0,160.0
200.0,24.0,0.7,0.55,0.0001,1.0,0.999614,-0.036955,-2.034679,0.005673,0.306678,0.477213,,,,2.27,19260817.0,-1.0,161.0
200.0,24.0,0.55,0.85,0.0001,0.1,0.999629,0.006884,-0.131672,0.005557,0.300125,0.291418,,,,2.2,19260817.0,-1.0,162.0
200.0,24.0,0.7,1.0,0.0001,0.1,0.999636,0.044563,-0.13646,0.005508,0.294376,0.292034,,,,2.55,19260817.0,-1.0,163.0
200.0,24.0,0.7,0.85,1e-06,0.1,0.999745,0.079932,0.02361,0.00461,0.288876,0.270687,,,,1.9,19260817.0,-1.0,164.0
200.0,24.0,0.7,0.85,0.01,0.1,0.98882,0.051812,0.043411,0.030523,0.293258,0.267928,,,,2.64,19260817.0,-1.0,165.0
