n_estimators,max_depth,max_samples,max_features,ccp_alpha,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,Precedence
100.0,24.0,0.7,0.7,0.0001,0.780858,0.225675,-0.083475,0.13495,0.263762,0.284768,,,,0.08,19260817.0,-1.0,49.0
400.0,24.0,0.7,0.7,0.0001,0.782118,0.175552,-0.080165,0.134562,0.272165,0.284333,,,,0.3,19260817.0,-1.0,50.0
200.0,12.0,0.7,0.7,0.0001,0.784943,0.171343,-0.102365,0.133687,0.272859,0.28724,,,,0.15,19260817.0,-1.0,51.0
200.0,48.0,0.7,0.7,0.0001,0.785085,0.172204,-0.102957,0.133642,0.272717,0.287317,,,,0.16,19260817.0,-1.0,52.0
200.0,24.0,0.55,0.7,0.0001,0.711988,0.162502,-0.072648,0.154709,0.274311,0.283342,,,,0.15,19260817.0,-1.0,53.0
200.0,24.0,0.85,0.7,0.0001,0.83561,0.159307,-0.142229,0.116882,0.274834,0.292388,,,,0.16,19260817.0,-1.0,54.0
200.0,24.0,0.7,0.55,0.0001,0.77799,0.173105,-0.033203,0.13583,0.272569,0.278083,,,,0.15,19260817.0,-1.0,55.0
200.0,24.0,0.7,0.85,0.0001,0.782519,0.180189,-0.121003,0.134438,0.271399,0.289658,,,,0.16,19260817.0,-1.0,56.0
200.0,24.0,0.7,0.7,1e-06,0.79089,0.168948,-0.105905,0.131825,0.273253,0.287701,,,,0.15,19260817.0,-1.0,57.0
200.0,24.0,0.7,0.7,0.01,0.247049,0.121077,-0.039584,0.250146,0.281013,0.278941,,,,0.15,19260817.0,-1.0,58.0
50.0,24.0,0.7,0.7,0.0001,0.771135,0.200924,-0.119739,0.137911,0.267945,0.289495,,,,0.05,19260817.0,-1.0,59.0
100.0,12.0,0.7,0.7,0.0001,0.780051,0.217899,-0.082659,0.135198,0.265083,0.284661,,,,0.08,19260817.0,-1.0,60.0
100.0,48.0,0.7,0.7,0.0001,0.780858,0.225675,-0.083475,0.13495,0.263762,0.284768,,,,0.08,19260817.0,-1.0,61.0
100.0,24.0,0.55,0.7,0.0001,0.709548,0.186393,-0.088053,0.155363,0.27037,0.285369,,,,0.08,19260817.0,-1.0,62.0
100.0,24.0,0.85,0.7,0.0001,0.833938,0.170555,-0.172593,0.117475,0.272989,0.296248,,,,0.08,19260817.0,-1.0,63.0
100.0,24.0,0.7,0.55,0.0001,0.773271,0.197726,-0.028446,0.137267,0.26848,0.277442,,,,0.08,19260817.0,-1.0,64.0
100.0,24.0,0.7,0.85,0.0001,0.780181,0.191829,-0.168259,0.135158,0.269465,0.2957,,,,0.08,19260817.0,-1.0,65.0
100.0,24.0,0.7,0.7,1e-06,0.787122,0.221106,-0.08516,0.133007,0.264539,0.28499,,,,0.08,19260817.0,-1.0,66.0
100.0,24.0,0.7,0.7,0.01,0.254993,0.133416,-0.020706,0.248823,0.279034,0.276397,,,,0.09,19260817.0,-1.0,67.0
800.0,24.0,0.7,0.7,0.0001,0.783011,0.184756,-0.065989,0.134286,0.270642,0.282461,,,,0.59,19260817.0,-1.0,68.0
400.0,12.0,0.7,0.7,0.0001,0.781922,0.177298,-0.074684,0.134622,0.271877,0.283611,,,,0.34,19260817.0,-1.0,69.0
400.0,48.0,0.7,0.7,0.0001,0.782118,0.175552,-0.080165,0.134562,0.272165,0.284333,,,,0.3,19260817.0,-1.0,70.0
400.0,24.0,0.55,0.7,0.0001,0.713731,0.161768,-0.06737,0.15424,0.274431,0.282644,,,,0.29,19260817.0,-1.0,71.0
400.0,24.0,0.85,0.7,0.0001,0.836435,0.14981,-0.079929,0.116589,0.276382,0.284302,,,,0.31,19260817.0,-1.0,72.0
400.0,24.0,0.7,0.55,0.0001,0.780439,0.173832,-0.034209,0.135079,0.272449,0.278219,,,,0.29,19260817.0,-1.0,73.0
