n_estimators,max_depth,subsample,colsample_bytree,learning_rate,reg_alpha,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,warnings,Precedence
25.0,3.0,1.0,1.0,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.65,19260817.0,-1.0,none,53.0
800.0,24.0,0.4,0.4,0.1,0.0001,0.999992,0.061224,0.020179,0.000836,0.291799,0.271162,,,,36.22,19260817.0,-1.0,none,54.0
800.0,3.0,0.4,0.4,0.1,0.0001,0.999987,0.043371,0.102649,0.001031,0.29456,0.2595,,,,4.28,19260817.0,-1.0,none,55.0
25.0,192.0,0.4,0.4,1e-08,0.0001,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,2.84,19260817.0,-1.0,none,56.0
25.0,3.0,1.0,0.4,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,1.37,19260817.0,-1.0,none,57.0
25.0,3.0,0.4,0.4,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.92,19260817.0,-1.0,none,58.0
800.0,3.0,1.0,0.4,0.1,0.0001,0.999987,0.043371,0.102649,0.001031,0.29456,0.2595,,,,8.73,19260817.0,-1.0,none,59.0
800.0,192.0,0.4,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,12.78,19260817.0,-1.0,none,60.0
25.0,24.0,1.0,1.0,0.1,0.0001,0.708331,0.073323,0.075833,0.155898,0.289912,0.263349,,,,4.2,19260817.0,-1.0,none,61.0
25.0,192.0,0.4,1.0,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.95,19260817.0,-1.0,none,62.0
800.0,24.0,1.0,0.4,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,25.0,19260817.0,-1.0,none,63.0
25.0,3.0,1.0,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.75,19260817.0,-1.0,none,64.0
800.0,24.0,1.0,1.0,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,5.2,19260817.0,-1.0,none,65.0
25.0,192.0,1.0,0.4,1e-08,0.0001,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.39,19260817.0,-1.0,none,66.0
800.0,3.0,1.0,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,2.51,19260817.0,-1.0,none,67.0
800.0,3.0,1.0,1.0,0.1,0.0001,0.999991,0.022454,0.128878,0.000884,0.297763,0.255679,,,,7.8,19260817.0,-1.0,none,68.0
800.0,3.0,0.4,1.0,0.1,0.0001,0.999991,0.022454,0.128878,0.000884,0.297763,0.255679,,,,7.49,19260817.0,-1.0,none,69.0
800.0,3.0,0.4,0.4,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,2.14,19260817.0,-1.0,none,70.0
800.0,192.0,1.0,1.0,0.1,0.0001,0.999992,0.108085,0.196901,0.000835,0.284422,0.245494,,,,7.09,19260817.0,-1.0,none,71.0
25.0,24.0,1.0,1.0,1e-08,0.0001,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,1.02,19260817.0,-1.0,none,72.0
25.0,3.0,0.4,1.0,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,19260817.0,-1.0,none,73.0
25.0,3.0,1.0,1.0,1e-08,0.0001,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.07,19260817.0,-1.0,none,74.0
25.0,3.0,0.4,0.4,1e-08,0.0001,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,2.48,19260817.0,-1.0,none,75.0
800.0,192.0,0.4,1.0,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,5.48,19260817.0,-1.0,none,76.0
800.0,192.0,1.0,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,2.07,19260817.0,-1.0,none,77.0
800.0,3.0,1.0,0.4,1e-08,0.0001,3e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,2.51,19260817.0,-1.0,none,78.0
800.0,24.0,0.4,0.4,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,3.38,19260817.0,-1.0,none,79.0
25.0,24.0,1.0,0.4,1e-08,0.0001,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.36,19260817.0,-1.0,none,80.0
800.0,192.0,0.4,1.0,0.1,0.0001,0.999992,0.108085,0.196901,0.000835,0.284422,0.245494,,,,7.11,19260817.0,-1.0,none,81.0
25.0,3.0,0.4,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.15,19260817.0,-1.0,none,82.0
800.0,3.0,1.0,1.0,1e-08,0.0001,3e-06,-0.009001,-0.048065,0.288666,0.302516,0.280447,,,,17.34,19260817.0,-1.0,none,83.0
25.0,24.0,1.0,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.96,19260817.0,-1.0,none,84.0
800.0,192.0,1.0,0.4,0.1,0.0001,0.999992,0.061224,0.020179,0.000836,0.291799,0.271162,,,,12.61,19260817.0,-1.0,none,85.0
25.0,3.0,1.0,1.0,0.1,0.0001,0.596167,0.054515,0.012943,0.183441,0.292839,0.272162,,,,0.44,19260817.0,-1.0,none,86.0
800.0,192.0,0.4,0.4,1e-08,0.0001,4e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,53.77,19260817.0,-1.0,none,87.0
800.0,3.0,1.0,0.4,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,2.73,19260817.0,-1.0,none,88.0
25.0,3.0,1.0,0.4,0.1,0.0001,0.569306,0.048783,0.025439,0.189444,0.293726,0.270433,,,,1.67,19260817.0,-1.0,none,89.0
25.0,3.0,0.4,0.4,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.58,19260817.0,-1.0,none,90.0
800.0,192.0,0.4,0.4,0.1,0.0001,0.999992,0.061224,0.020179,0.000836,0.291799,0.271162,,,,6.19,19260817.0,-1.0,none,91.0
800.0,24.0,1.0,0.4,1e-08,0.0001,4e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,26.56,19260817.0,-1.0,none,92.0
25.0,192.0,1.0,0.4,0.1,0.0001,0.672121,-0.007032,0.055976,0.165292,0.30222,0.266163,,,,0.05,19260817.0,-1.0,none,93.0
200.0,24.0,0.7,0.7,0.0001,0.1,0.011219,-0.008972,-0.04551,0.287043,0.302511,0.280104,,,,17.91,19260817.0,-1.0,none,94.0
25.0,192.0,1.0,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.22,19260817.0,-1.0,none,95.0
800.0,24.0,0.4,0.4,1e-08,0.0001,4e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,15.2,19260817.0,-1.0,none,96.0
100.0,24.0,0.7,0.7,0.0001,0.1,0.005635,-0.008845,-0.046667,0.287852,0.302492,0.280259,,,,5.05,19260817.0,-1.0,none,97.0
400.0,24.0,0.7,0.7,0.0001,0.1,0.02221,-0.008711,-0.043042,0.285443,0.302472,0.279774,,,,18.86,19260817.0,-1.0,none,98.0
200.0,12.0,0.7,0.7,0.0001,0.1,0.011219,-0.008972,-0.04551,0.287043,0.302511,0.280104,,,,4.11,19260817.0,-1.0,none,99.0
200.0,48.0,0.7,0.7,0.0001,0.1,0.011219,-0.008972,-0.04551,0.287043,0.302511,0.280104,,,,1.77,19260817.0,-1.0,none,100.0
200.0,24.0,0.55,0.7,0.0001,0.1,0.011219,-0.008972,-0.04551,0.287043,0.302511,0.280104,,,,19.02,19260817.0,-1.0,none,101.0
200.0,24.0,0.85,0.7,0.0001,0.1,0.011219,-0.008972,-0.04551,0.287043,0.302511,0.280104,,,,1.82,19260817.0,-1.0,none,102.0
200.0,24.0,0.7,0.55,0.0001,0.1,0.010988,-0.008271,-0.045026,0.287076,0.302406,0.28004,,,,2.65,19260817.0,-1.0,none,103.0
200.0,24.0,0.7,0.85,0.0001,0.1,0.011495,-0.00972,-0.045544,0.287002,0.302623,0.280109,,,,1.44,19260817.0,-1.0,none,104.0
200.0,24.0,0.7,0.7,1e-06,0.1,0.000113,-0.009,-0.048041,0.28865,0.302515,0.280443,,,,5.83,19260817.0,-1.0,none,105.0
200.0,24.0,0.7,0.7,0.01,0.1,0.606696,0.065038,0.066721,0.181034,0.291205,0.264644,,,,19.71,19260817.0,-1.0,none,106.0
200.0,24.0,0.7,0.7,0.0001,0.01,0.011451,-0.008977,-0.045456,0.287009,0.302512,0.280097,,,,4.47,19260817.0,-1.0,none,107.0
200.0,24.0,0.7,0.7,0.0001,1.0,0.009108,-0.008736,-0.04555,0.287349,0.302476,0.28011,,,,20.87,19260817.0,-1.0,none,108.0
50.0,24.0,0.7,0.7,0.0001,0.1,0.002831,-0.008933,-0.047356,0.288257,0.302506,0.280352,,,,4.12,19260817.0,-1.0,none,109.0
100.0,12.0,0.7,0.7,0.0001,0.1,0.005635,-0.008845,-0.046667,0.287852,0.302492,0.280259,,,,7.9,19260817.0,-1.0,none,110.0
100.0,48.0,0.7,0.7,0.0001,0.1,0.005635,-0.008845,-0.046667,0.287852,0.302492,0.280259,,,,0.92,19260817.0,-1.0,none,111.0
100.0,24.0,0.55,0.7,0.0001,0.1,0.005635,-0.008845,-0.046667,0.287852,0.302492,0.280259,,,,0.96,19260817.0,-1.0,none,112.0
100.0,24.0,0.85,0.7,0.0001,0.1,0.005635,-0.008845,-0.046667,0.287852,0.302492,0.280259,,,,0.33,19260817.0,-1.0,none,113.0
100.0,24.0,0.7,0.55,0.0001,0.1,0.005501,-0.008574,-0.046539,0.287871,0.302452,0.280242,,,,6.31,19260817.0,-1.0,none,114.0
100.0,24.0,0.7,0.85,0.0001,0.1,0.00583,-0.009319,-0.046767,0.287824,0.302563,0.280273,,,,4.08,19260817.0,-1.0,none,115.0
100.0,24.0,0.7,0.7,1e-06,0.1,5.7e-05,-0.008999,-0.048052,0.288658,0.302515,0.280445,,,,5.3,19260817.0,-1.0,none,116.0
100.0,24.0,0.7,0.7,0.01,0.1,0.397367,0.023707,0.039515,0.22409,0.297572,0.268473,,,,4.63,19260817.0,-1.0,none,117.0
100.0,24.0,0.7,0.7,0.0001,0.01,0.005749,-0.008849,-0.046632,0.287835,0.302493,0.280255,,,,9.88,19260817.0,-1.0,none,118.0
100.0,24.0,0.7,0.7,0.0001,1.0,0.004568,-0.008887,-0.046677,0.288006,0.302499,0.280261,,,,8.84,19260817.0,-1.0,none,119.0
800.0,24.0,0.7,0.7,0.0001,0.1,0.04359,-0.008758,-0.037904,0.282305,0.302479,0.279084,,,,29.33,19260817.0,-1.0,none,120.0
400.0,12.0,0.7,0.7,0.0001,0.1,0.02221,-0.008711,-0.043042,0.285443,0.302472,0.279774,,,,19.37,19260817.0,-1.0,none,121.0
400.0,48.0,0.7,0.7,0.0001,0.1,0.02221,-0.008711,-0.043042,0.285443,0.302472,0.279774,,,,6.22,19260817.0,-1.0,none,122.0
400.0,24.0,0.55,0.7,0.0001,0.1,0.02221,-0.008711,-0.043042,0.285443,0.302472,0.279774,,,,25.91,19260817.0,-1.0,none,123.0
400.0,24.0,0.85,0.7,0.0001,0.1,0.02221,-0.008711,-0.043042,0.285443,0.302472,0.279774,,,,3.23,19260817.0,-1.0,none,124.0
400.0,24.0,0.7,0.55,0.0001,0.1,0.021761,-0.007299,-0.042338,0.285508,0.30226,0.279679,,,,2.79,19260817.0,-1.0,none,125.0
400.0,24.0,0.7,0.85,0.0001,0.1,0.022639,-0.010632,-0.043262,0.28538,0.30276,0.279803,,,,5.62,19260817.0,-1.0,none,126.0
400.0,24.0,0.7,0.7,1e-06,0.1,0.000227,-0.008997,-0.048014,0.288634,0.302515,0.28044,,,,16.68,19260817.0,-1.0,none,127.0
400.0,24.0,0.7,0.7,0.01,0.1,0.807304,0.113818,0.089734,0.126716,0.283507,0.26136,,,,6.59,19260817.0,-1.0,none,128.0
400.0,24.0,0.7,0.7,0.0001,0.01,0.022665,-0.008743,-0.042959,0.285376,0.302477,0.279762,,,,18.52,19260817.0,-1.0,none,129.0
400.0,24.0,0.7,0.7,0.0001,1.0,0.018174,-0.008597,-0.043167,0.286031,0.302455,0.27979,,,,2.86,19260817.0,-1.0,none,130.0
200.0,6.0,0.7,0.7,0.0001,0.1,0.011219,-0.008972,-0.04551,0.287043,0.302511,0.280104,,,,0.92,19260817.0,-1.0,none,131.0
200.0,12.0,0.55,0.7,0.0001,0.1,0.011219,-0.008972,-0.04551,0.287043,0.302511,0.280104,,,,1.43,19260817.0,-1.0,none,132.0
200.0,12.0,0.85,0.7,0.0001,0.1,0.011219,-0.008972,-0.04551,0.287043,0.302511,0.280104,,,,6.67,19260817.0,-1.0,none,133.0
200.0,12.0,0.7,0.55,0.0001,0.1,0.010988,-0.008271,-0.045026,0.287076,0.302406,0.28004,,,,8.93,19260817.0,-1.0,none,134.0
200.0,12.0,0.7,0.85,0.0001,0.1,0.011495,-0.00972,-0.045544,0.287002,0.302623,0.280109,,,,15.26,19260817.0,-1.0,none,135.0
200.0,12.0,0.7,0.7,1e-06,0.1,0.000113,-0.009,-0.048041,0.28865,0.302515,0.280443,,,,5.44,19260817.0,-1.0,none,136.0
200.0,12.0,0.7,0.7,0.01,0.1,0.606696,0.065038,0.066721,0.181034,0.291205,0.264644,,,,16.01,19260817.0,-1.0,none,137.0
200.0,12.0,0.7,0.7,0.0001,0.01,0.011451,-0.008977,-0.045456,0.287009,0.302512,0.280097,,,,5.67,19260817.0,-1.0,none,138.0
200.0,12.0,0.7,0.7,0.0001,1.0,0.009108,-0.008736,-0.04555,0.287349,0.302476,0.28011,,,,19.65,19260817.0,-1.0,none,139.0
200.0,96.0,0.7,0.7,0.0001,0.1,0.011219,-0.008972,-0.04551,0.287043,0.302511,0.280104,,,,5.38,19260817.0,-1.0,none,140.0
200.0,48.0,0.55,0.7,0.0001,0.1,0.011219,-0.008972,-0.04551,0.287043,0.302511,0.280104,,,,15.15,19260817.0,-1.0,none,141.0
200.0,48.0,0.85,0.7,0.0001,0.1,0.011219,-0.008972,-0.04551,0.287043,0.302511,0.280104,,,,5.13,19260817.0,-1.0,none,142.0
200.0,48.0,0.7,0.55,0.0001,0.1,0.010988,-0.008271,-0.045026,0.287076,0.302406,0.28004,,,,9.44,19260817.0,-1.0,none,143.0
200.0,48.0,0.7,0.85,0.0001,0.1,0.011495,-0.00972,-0.045544,0.287002,0.302623,0.280109,,,,18.53,19260817.0,-1.0,none,144.0
200.0,48.0,0.7,0.7,1e-06,0.1,0.000113,-0.009,-0.048041,0.28865,0.302515,0.280443,,,,3.3,19260817.0,-1.0,none,145.0
200.0,48.0,0.7,0.7,0.01,0.1,0.606696,0.065038,0.066721,0.181034,0.291205,0.264644,,,,2.89,19260817.0,-1.0,none,146.0
200.0,48.0,0.7,0.7,0.0001,0.01,0.011451,-0.008977,-0.045456,0.287009,0.302512,0.280097,,,,4.87,19260817.0,-1.0,none,147.0
200.0,48.0,0.7,0.7,0.0001,1.0,0.009108,-0.008736,-0.04555,0.287349,0.302476,0.28011,,,,4.69,19260817.0,-1.0,none,148.0
200.0,24.0,0.4,0.7,0.0001,0.1,0.011219,-0.008972,-0.04551,0.287043,0.302511,0.280104,,,,16.05,19260817.0,-1.0,none,149.0
200.0,24.0,0.55,0.55,0.0001,0.1,0.010988,-0.008271,-0.045026,0.287076,0.302406,0.28004,,,,3.25,19260817.0,-1.0,none,150.0
200.0,24.0,0.55,0.85,0.0001,0.1,0.011495,-0.00972,-0.045544,0.287002,0.302623,0.280109,,,,1.02,19260817.0,-1.0,none,151.0
200.0,24.0,0.55,0.7,1e-06,0.1,0.000113,-0.009,-0.048041,0.28865,0.302515,0.280443,,,,0.82,19260817.0,-1.0,none,152.0
200.0,24.0,0.55,0.7,0.01,0.1,0.606696,0.065038,0.066721,0.181034,0.291205,0.264644,,,,2.18,19260817.0,-1.0,none,153.0
200.0,24.0,0.55,0.7,0.0001,0.01,0.011451,-0.008977,-0.045456,0.287009,0.302512,0.280097,,,,1.49,19260817.0,-1.0,none,154.0
200.0,24.0,0.55,0.7,0.0001,1.0,0.009108,-0.008736,-0.04555,0.287349,0.302476,0.28011,,,,0.3,19260817.0,-1.0,none,155.0
200.0,24.0,1.0,0.7,0.0001,0.1,0.011219,-0.008972,-0.04551,0.287043,0.302511,0.280104,,,,1.57,19260817.0,-1.0,none,156.0
200.0,24.0,0.85,0.55,0.0001,0.1,0.010988,-0.008271,-0.045026,0.287076,0.302406,0.28004,,,,1.8,19260817.0,-1.0,none,157.0
200.0,24.0,0.85,0.85,0.0001,0.1,0.011495,-0.00972,-0.045544,0.287002,0.302623,0.280109,,,,4.13,19260817.0,-1.0,none,158.0
200.0,24.0,0.85,0.7,1e-06,0.1,0.000113,-0.009,-0.048041,0.28865,0.302515,0.280443,,,,11.16,19260817.0,-1.0,none,159.0
200.0,24.0,0.85,0.7,0.01,0.1,0.606696,0.065038,0.066721,0.181034,0.291205,0.264644,,,,14.98,19260817.0,-1.0,none,160.0
200.0,24.0,0.85,0.7,0.0001,0.01,0.011451,-0.008977,-0.045456,0.287009,0.302512,0.280097,,,,1.32,19260817.0,-1.0,none,161.0
200.0,24.0,0.85,0.7,0.0001,1.0,0.009108,-0.008736,-0.04555,0.287349,0.302476,0.28011,,,,0.61,19260817.0,-1.0,none,162.0
200.0,24.0,0.7,0.4,0.0001,0.1,0.010367,-0.007929,-0.04554,0.287166,0.302355,0.280108,,,,0.42,19260817.0,-1.0,none,163.0
200.0,24.0,0.7,0.55,1e-06,0.1,0.000111,-0.008993,-0.048036,0.28865,0.302514,0.280443,,,,0.8,19260817.0,-1.0,none,164.0
200.0,24.0,0.7,0.55,0.01,0.1,0.600678,0.032262,0.091274,0.182414,0.296265,0.261139,,,,0.77,19260817.0,-1.0,none,165.0
200.0,24.0,0.7,0.55,0.0001,0.01,0.01122,-0.008251,-0.045032,0.287042,0.302403,0.28004,,,,0.67,19260817.0,-1.0,none,166.0
200.0,24.0,0.7,0.55,0.0001,1.0,0.00882,-0.008199,-0.04567,0.287391,0.302395,0.280126,,,,0.48,19260817.0,-1.0,none,167.0
200.0,24.0,0.7,1.0,0.0001,0.1,0.011864,-0.011146,-0.045382,0.286949,0.302837,0.280087,,,,3.15,19260817.0,-1.0,none,168.0
200.0,24.0,0.7,0.85,1e-06,0.1,0.000116,-0.009007,-0.048041,0.28865,0.302517,0.280443,,,,0.55,19260817.0,-1.0,none,169.0
200.0,24.0,0.7,0.85,0.01,0.1,0.616012,0.049276,0.087168,0.178877,0.293649,0.261729,,,,0.37,19260817.0,-1.0,none,170.0
