n_estimators,max_depth,subsample,colsample_bylevel,max_bin,reg_lambda,learning_rate,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,verbose,Precedence
200.0,2.0,1.0,0.4,64.0,1.0,1.0,0.999748,-0.366413,-0.724163,0.004584,0.352041,0.359704,,,,0.1,19260817.0,False,44.0
200.0,2.0,0.4,0.4,256.0,1.0,1.0,0.999383,-0.29001,-0.474387,0.007172,0.342057,0.33263,,,,0.1,19260817.0,False,45.0
25.0,2.0,0.4,1.0,256.0,0.01,1.0,0.816959,-0.251057,-1.084891,0.123501,0.336853,0.395546,,,,0.04,19260817.0,False,46.0
25.0,2.0,0.4,0.4,64.0,1.0,0.001,0.003078,-0.007162,-0.047397,0.288222,0.30224,0.280357,,,,0.04,19260817.0,False,47.0
200.0,2.0,0.4,1.0,256.0,0.01,1.0,0.999664,-0.383412,-0.831937,0.005291,0.354224,0.370776,,,,0.1,19260817.0,False,48.0
200.0,16.0,0.4,0.4,64.0,1.0,0.001,0.177966,0.008434,-0.029884,0.261722,0.299891,0.278003,,,,22.97,19260817.0,False,49.0
25.0,16.0,0.4,0.4,256.0,1.0,1.0,0.99975,-0.007266,-0.016824,0.004565,0.302255,0.276235,,,,11.06,19260817.0,False,50.0
200.0,16.0,0.4,1.0,256.0,1.0,1.0,0.99975,-0.145862,0.130721,0.004565,0.32238,0.255408,,,,125.13,19260817.0,False,51.0
200.0,2.0,0.4,0.4,64.0,1.0,0.001,0.024547,0.00118,-0.041469,0.285101,0.300986,0.279563,,,,0.08,19260817.0,False,52.0
25.0,16.0,1.0,0.4,256.0,0.01,1.0,0.99975,0.009546,-0.096648,0.004565,0.299722,0.286873,,,,7.62,19260817.0,False,53.0
25.0,2.0,1.0,0.4,256.0,0.01,0.001,0.004383,-0.006767,-0.046958,0.288033,0.302181,0.280298,,,,0.04,19260817.0,False,54.0
25.0,16.0,1.0,0.4,64.0,1.0,1.0,0.99975,0.023535,-0.012934,0.004565,0.297598,0.275706,,,,2.81,19260817.0,False,55.0
25.0,2.0,1.0,1.0,256.0,0.01,1.0,0.911907,-0.095478,-0.162713,0.085678,0.315213,0.295387,,,,0.05,19260817.0,False,56.0
200.0,16.0,1.0,0.4,64.0,0.01,1.0,0.99975,-0.148404,-0.146452,0.004565,0.322738,0.293315,,,,25.61,19260817.0,False,57.0
25.0,2.0,1.0,0.4,64.0,1.0,0.001,0.003701,-0.00705,-0.047016,0.288132,0.302223,0.280306,,,,0.05,19260817.0,False,58.0
25.0,2.0,1.0,1.0,256.0,1.0,0.001,0.004382,-0.007365,-0.046413,0.288033,0.30227,0.280225,,,,0.04,19260817.0,False,59.0
25.0,16.0,0.4,1.0,256.0,0.01,0.001,0.042712,-0.005857,-0.044702,0.282434,0.302044,0.279996,,,,13.24,19260817.0,False,60.0
200.0,2.0,0.4,1.0,256.0,0.01,0.001,0.027635,7.1e-05,-0.041752,0.28465,0.301153,0.279601,,,,0.11,19260817.0,False,61.0
200.0,2.0,1.0,1.0,64.0,1.0,0.001,0.033467,0.005177,-0.040135,0.283795,0.300383,0.279383,,,,0.12,19260817.0,False,62.0
200.0,2.0,1.0,0.4,64.0,0.01,1.0,0.99975,-0.47564,-0.804233,0.004567,0.365841,0.367961,,,,0.09,19260817.0,False,63.0
25.0,16.0,0.4,0.4,256.0,0.01,1.0,0.99975,-0.094615,-0.038203,0.004565,0.315089,0.279124,,,,8.61,19260817.0,False,64.0
25.0,16.0,0.4,0.4,64.0,1.0,0.001,0.024066,-0.006223,-0.046263,0.285172,0.302099,0.280205,,,,2.26,19260817.0,False,65.0
200.0,16.0,1.0,1.0,256.0,0.01,1.0,0.99975,-0.655274,-0.453323,0.004565,0.387469,0.330245,,,,108.2,19260817.0,False,66.0
25.0,2.0,0.4,0.4,64.0,0.01,1.0,0.804145,-0.585901,-0.388411,0.127751,0.379263,0.322786,,,,0.04,19260817.0,False,67.0
200.0,2.0,1.0,0.4,256.0,0.01,1.0,0.99975,-0.451059,-0.211413,0.004566,0.362781,0.30151,,,,0.11,19260817.0,False,68.0
200.0,16.0,1.0,0.4,64.0,0.01,0.001,0.305585,0.018434,-0.024233,0.24055,0.298375,0.27724,,,,26.45,19260817.0,False,69.0
200.0,16.0,0.4,0.4,256.0,1.0,1.0,0.99975,-0.007266,-0.016824,0.004565,0.302255,0.276235,,,,68.87,19260817.0,False,70.0
200.0,16.0,1.0,1.0,64.0,1.0,1.0,0.99975,-0.098537,-0.065974,0.004565,0.315653,0.282832,,,,55.84,19260817.0,False,71.0
200.0,2.0,0.4,0.4,256.0,0.01,1.0,0.999266,-0.141974,-0.44819,0.007822,0.321833,0.329662,,,,0.12,19260817.0,False,72.0
25.0,2.0,1.0,0.4,256.0,1.0,0.001,0.004155,-0.006872,-0.046993,0.288066,0.302196,0.280303,,,,0.05,19260817.0,False,73.0
200.0,16.0,0.4,1.0,256.0,0.01,0.001,0.297079,0.017022,-0.022443,0.242019,0.298589,0.276997,,,,134.32,19260817.0,False,74.0
200.0,2.0,1.0,1.0,256.0,0.01,0.001,0.036463,0.003416,-0.041297,0.283355,0.300649,0.27954,,,,0.11,19260817.0,False,75.0
25.0,16.0,1.0,0.4,64.0,0.01,0.001,0.045428,-0.004523,-0.043942,0.282033,0.301844,0.279894,,,,3.33,19260817.0,False,76.0
200.0,16.0,1.0,1.0,256.0,1.0,1.0,0.99975,-0.199175,-0.281566,0.004565,0.329794,0.310118,,,,144.57,19260817.0,False,77.0
25.0,2.0,0.4,1.0,64.0,1.0,1.0,0.792978,-0.397282,-0.929004,0.131342,0.355995,0.380472,,,,0.07,19260817.0,False,78.0
25.0,2.0,1.0,1.0,64.0,1.0,1.0,0.909554,-0.328618,-0.516664,0.086814,0.347138,0.337365,,,,0.04,19260817.0,False,79.0
200.0,16.0,1.0,0.4,256.0,1.0,0.001,0.183571,0.005723,-0.02898,0.260829,0.3003,0.277881,,,,67.17,19260817.0,False,80.0
200.0,16.0,0.4,0.4,256.0,0.01,0.001,0.291249,0.016066,-0.020698,0.243021,0.298734,0.276761,,,,64.05,19260817.0,False,81.0
25.0,2.0,1.0,0.4,64.0,1.0,1.0,0.869645,-0.465648,-0.71785,0.104222,0.3646,0.359045,,,,0.04,19260817.0,False,82.0
200.0,16.0,0.4,1.0,64.0,0.01,1.0,0.99975,-0.723236,-0.871621,0.004565,0.395343,0.37477,,,,58.68,19260817.0,False,83.0
200.0,16.0,0.4,1.0,64.0,1.0,0.001,0.180229,0.0035,-0.033392,0.261362,0.300636,0.278476,,,,54.6,19260817.0,False,84.0
25.0,16.0,1.0,1.0,256.0,0.01,1.0,0.99975,-0.655274,-0.453323,0.004565,0.387469,0.330245,,,,13.94,19260817.0,False,85.0
200.0,2.0,0.4,1.0,64.0,1.0,0.001,0.025707,-0.000247,-0.041633,0.284932,0.301201,0.279585,,,,0.11,19260817.0,False,86.0
200.0,16.0,0.4,1.0,64.0,0.01,0.001,0.297607,0.015298,-0.021857,0.241928,0.298851,0.276918,,,,58.1,19260817.0,False,87.0
200.0,16.0,1.0,1.0,256.0,0.01,0.001,0.30442,0.014291,-0.018621,0.240752,0.299004,0.276479,,,,120.75,19260817.0,False,88.0
200.0,2.0,0.4,0.4,64.0,0.01,1.0,0.999119,-0.694636,-0.449444,0.008566,0.392049,0.329804,,,,0.1,19260817.0,False,89.0
25.0,2.0,0.4,1.0,256.0,1.0,1.0,0.77637,-0.293254,-0.222718,0.136509,0.342487,0.302914,,,,0.05,19260817.0,False,90.0
200.0,2.0,0.4,1.0,256.0,1.0,0.001,0.026129,-0.000263,-0.04189,0.28487,0.301203,0.279619,,,,0.11,19260817.0,False,91.0
200.0,16.0,0.4,1.0,64.0,1.0,1.0,0.99975,-0.194782,-0.409644,0.004565,0.32919,0.325245,,,,60.93,19260817.0,False,92.0
25.0,16.0,0.4,1.0,64.0,0.01,0.001,0.042791,-0.004618,-0.044909,0.282423,0.301858,0.280024,,,,8.02,19260817.0,False,93.0
25.0,16.0,1.0,1.0,256.0,1.0,1.0,0.99975,-0.199175,-0.281566,0.004565,0.329794,0.310118,,,,23.53,19260817.0,False,94.0
200.0,2.0,1.0,0.4,256.0,1.0,0.001,0.031241,0.002285,-0.041033,0.284121,0.300819,0.279504,,,,0.15,19260817.0,False,95.0
25.0,16.0,1.0,1.0,256.0,1.0,0.001,0.025422,-0.007115,-0.045853,0.284973,0.302233,0.28015,,,,15.54,19260817.0,False,96.0
200.0,2.0,1.0,1.0,64.0,0.01,1.0,0.99975,-0.626181,-0.958537,0.004566,0.384049,0.383373,,,,0.1,19260817.0,False,97.0
25.0,16.0,1.0,0.4,256.0,1.0,0.001,0.024413,-0.006645,-0.046112,0.285121,0.302162,0.280185,,,,8.01,19260817.0,False,98.0
25.0,16.0,1.0,0.4,64.0,0.01,1.0,0.99975,-0.148404,-0.146452,0.004565,0.322738,0.293315,,,,2.55,19260817.0,False,99.0
200.0,16.0,1.0,1.0,256.0,1.0,0.001,0.185132,0.006044,-0.03179,0.260579,0.300252,0.27826,,,,129.54,19260817.0,False,100.0
25.0,2.0,1.0,1.0,256.0,0.01,0.001,0.0047,-0.007202,-0.046362,0.287987,0.302246,0.280218,,,,0.05,19260817.0,False,101.0
25.0,2.0,0.4,0.4,256.0,0.01,1.0,0.771034,-0.033938,-0.238282,0.138128,0.306231,0.304836,,,,0.05,19260817.0,False,102.0
25.0,2.0,0.4,1.0,256.0,0.01,0.001,0.003657,-0.00723,-0.047307,0.288138,0.30225,0.280345,,,,0.04,19260817.0,False,103.0
25.0,2.0,0.4,0.4,64.0,0.01,0.001,0.003302,-0.007081,-0.047351,0.288189,0.302228,0.280351,,,,0.04,19260817.0,False,104.0
200.0,16.0,1.0,0.4,256.0,0.01,0.001,0.307035,0.018218,-0.018582,0.240299,0.298407,0.276474,,,,56.18,19260817.0,False,105.0
200.0,16.0,0.4,0.4,64.0,1.0,1.0,0.99975,-0.047638,-0.092394,0.004565,0.308253,0.286316,,,,26.2,19260817.0,False,106.0
25.0,16.0,0.4,1.0,256.0,1.0,1.0,0.99975,-0.145862,0.130722,0.004565,0.32238,0.255408,,,,15.76,19260817.0,False,107.0
25.0,16.0,1.0,1.0,64.0,0.01,0.001,0.044941,-0.004868,-0.044797,0.282105,0.301895,0.280009,,,,6.64,19260817.0,False,108.0
200.0,2.0,0.4,0.4,64.0,1.0,1.0,0.999118,-0.152609,-0.688883,0.008571,0.323328,0.356005,,,,0.1,19260817.0,False,109.0
25.0,2.0,1.0,1.0,64.0,0.01,0.001,0.004436,-0.007285,-0.047091,0.288025,0.302258,0.280316,,,,0.04,19260817.0,False,110.0
200.0,16.0,1.0,0.4,256.0,0.01,1.0,0.99975,0.009546,-0.096648,0.004565,0.299722,0.286873,,,,58.0,19260817.0,False,111.0
25.0,2.0,0.4,0.4,256.0,1.0,1.0,0.740991,-0.240506,-0.258106,0.146911,0.33543,0.307266,,,,0.06,19260817.0,False,112.0
25.0,16.0,1.0,1.0,256.0,0.01,0.001,0.044133,-0.005342,-0.043576,0.282225,0.301967,0.279845,,,,12.65,19260817.0,False,113.0
25.0,2.0,1.0,1.0,256.0,1.0,1.0,0.891597,-0.093199,-0.46257,0.095042,0.314885,0.331294,,,,0.06,19260817.0,False,114.0
200.0,2.0,1.0,1.0,64.0,1.0,1.0,0.99975,-0.362289,-0.714789,0.004569,0.351509,0.358725,,,,0.11,19260817.0,False,115.0
200.0,16.0,1.0,1.0,64.0,0.01,1.0,0.99975,-0.297945,-0.267266,0.004565,0.343108,0.308383,,,,57.2,19260817.0,False,116.0
25.0,2.0,0.4,1.0,256.0,1.0,0.001,0.003503,-0.007309,-0.047339,0.28816,0.302262,0.280349,,,,0.05,19260817.0,False,117.0
200.0,2.0,1.0,0.4,64.0,0.01,0.001,0.032204,0.004326,-0.038422,0.28398,0.300511,0.279153,,,,0.09,19260817.0,False,118.0
25.0,16.0,1.0,1.0,64.0,0.01,1.0,0.99975,-0.297945,-0.267266,0.004565,0.343108,0.308383,,,,7.87,19260817.0,False,119.0
25.0,2.0,0.4,1.0,64.0,1.0,0.001,0.003272,-0.007487,-0.047485,0.288194,0.302289,0.280369,,,,0.06,19260817.0,False,120.0
25.0,2.0,0.4,0.4,64.0,1.0,1.0,0.770807,0.054305,-0.306733,0.138196,0.292872,0.313148,,,,0.04,19260817.0,False,121.0
200.0,16.0,1.0,0.4,256.0,1.0,1.0,0.99975,-0.081479,-0.188118,0.004565,0.313192,0.298597,,,,62.69,19260817.0,False,122.0
200.0,2.0,1.0,0.4,64.0,1.0,0.001,0.030297,0.003739,-0.038921,0.28426,0.3006,0.27922,,,,0.1,19260817.0,False,123.0
200.0,2.0,0.4,1.0,64.0,0.01,0.001,0.027169,0.000112,-0.041476,0.284718,0.301147,0.279564,,,,0.12,19260817.0,False,124.0
25.0,16.0,0.4,1.0,64.0,1.0,0.001,0.024234,-0.006665,-0.046208,0.285147,0.302165,0.280198,,,,7.54,19260817.0,False,125.0
200.0,2.0,0.4,0.4,64.0,0.01,0.001,0.026067,0.001558,-0.041675,0.284879,0.300929,0.27959,,,,0.11,19260817.0,False,126.0
200.0,2.0,1.0,1.0,256.0,1.0,0.001,0.034376,0.002841,-0.041646,0.283661,0.300735,0.279586,,,,0.15,19260817.0,False,127.0
100.0,8.0,0.7,0.7,256.0,0.1,0.1,0.999626,0.005486,0.010321,0.005583,0.300336,0.272523,,,,0.58,19260817.0,False,128.0
50.0,8.0,0.7,0.7,256.0,0.1,0.1,0.991203,0.009245,0.027221,0.027075,0.299768,0.270186,,,,0.32,19260817.0,False,129.0
200.0,8.0,0.7,0.7,256.0,0.1,0.1,0.99975,0.004684,0.01007,0.004566,0.300457,0.272557,,,,1.23,19260817.0,False,130.0
100.0,4.0,0.7,0.7,256.0,0.1,0.1,0.941262,0.065016,0.033502,0.069961,0.291209,0.269312,,,,0.17,19260817.0,False,131.0
100.0,16.0,0.7,0.7,256.0,0.1,0.1,0.99975,0.050379,0.026238,0.004566,0.293479,0.270322,,,,72.34,19260817.0,False,132.0
100.0,8.0,0.55,0.7,256.0,0.1,0.1,0.999595,0.082459,-0.032522,0.005807,0.288479,0.278359,,,,0.63,19260817.0,False,133.0
100.0,8.0,0.85,0.7,256.0,0.1,0.1,0.999634,0.048914,0.063743,0.005523,0.293705,0.265066,,,,0.65,19260817.0,False,134.0
100.0,8.0,0.7,0.55,256.0,0.1,0.1,0.999659,0.118897,0.033072,0.005334,0.282693,0.269372,,,,0.59,19260817.0,False,135.0
100.0,8.0,0.7,0.85,256.0,0.1,0.1,0.999662,0.099473,0.019154,0.005306,0.285792,0.271304,,,,0.65,19260817.0,False,136.0
100.0,8.0,0.7,0.7,64.0,0.1,0.1,0.999641,0.14085,0.089759,0.00547,0.279149,0.261357,,,,0.3,19260817.0,False,137.0
100.0,8.0,0.7,0.7,256.0,0.01,0.1,0.999649,0.100435,0.09286,0.005407,0.28564,0.260911,,,,0.59,19260817.0,False,138.0
100.0,8.0,0.7,0.7,256.0,1.0,0.1,0.998352,0.034088,0.057924,0.011717,0.295986,0.265888,,,,0.58,19260817.0,False,139.0
100.0,8.0,0.7,0.7,256.0,0.1,0.01,0.635755,0.066448,0.018123,0.174218,0.290986,0.271447,,,,0.6,19260817.0,False,140.0
100.0,8.0,0.7,0.7,256.0,0.1,1.0,0.99975,-0.380252,-0.384725,0.004565,0.353819,0.322357,,,,0.55,19260817.0,False,141.0
25.0,8.0,0.7,0.7,256.0,0.1,0.1,0.923544,0.004963,0.054311,0.079818,0.300415,0.266397,,,,0.2,19260817.0,False,142.0
50.0,4.0,0.7,0.7,256.0,0.1,0.1,0.72416,0.062925,0.046855,0.151609,0.291534,0.267446,,,,0.08,19260817.0,False,143.0
50.0,16.0,0.7,0.7,256.0,0.1,0.1,0.999571,0.049732,0.025899,0.005979,0.293579,0.27037,,,,31.2,19260817.0,False,144.0
50.0,8.0,0.55,0.7,256.0,0.1,0.1,0.990499,0.072327,-0.040495,0.028138,0.290068,0.279432,,,,0.29,19260817.0,False,145.0
50.0,8.0,0.85,0.7,256.0,0.1,0.1,0.99285,0.049131,0.069126,0.024408,0.293672,0.264302,,,,0.31,19260817.0,False,146.0
50.0,8.0,0.7,0.55,256.0,0.1,0.1,0.991653,0.127181,0.042884,0.026372,0.281361,0.268002,,,,0.27,19260817.0,False,147.0
50.0,8.0,0.7,0.85,256.0,0.1,0.1,0.992001,0.101708,0.030538,0.025818,0.285437,0.269725,,,,0.31,19260817.0,False,148.0
50.0,8.0,0.7,0.7,64.0,0.1,0.1,0.991214,0.150146,0.082364,0.027058,0.277635,0.262416,,,,0.17,19260817.0,False,149.0
50.0,8.0,0.7,0.7,256.0,0.01,0.1,0.993221,0.108908,0.104212,0.023768,0.284291,0.259274,,,,0.32,19260817.0,False,150.0
50.0,8.0,0.7,0.7,256.0,1.0,0.1,0.965283,0.050975,0.077156,0.053786,0.293387,0.26316,,,,0.3,19260817.0,False,151.0
50.0,8.0,0.7,0.7,256.0,0.1,0.01,0.397651,0.037889,-0.008595,0.224037,0.295403,0.275115,,,,0.29,19260817.0,False,152.0
50.0,8.0,0.7,0.7,256.0,0.1,1.0,0.99975,-0.380252,-0.384725,0.004565,0.353819,0.322357,,,,0.29,19260817.0,False,153.0
200.0,4.0,0.7,0.7,256.0,0.1,0.1,0.996194,0.068164,0.008004,0.017808,0.290718,0.272842,,,,0.21,19260817.0,False,154.0
200.0,16.0,0.7,0.7,256.0,0.1,0.1,0.99975,0.050368,0.026221,0.004565,0.293481,0.270325,,,,124.54,19260817.0,False,155.0
200.0,8.0,0.55,0.7,256.0,0.1,0.1,0.99975,0.082338,-0.033775,0.004566,0.288498,0.278528,,,,1.02,19260817.0,False,156.0
200.0,8.0,0.85,0.7,256.0,0.1,0.1,0.99975,0.048382,0.061608,0.004566,0.293788,0.265368,,,,1.0,19260817.0,False,157.0
200.0,8.0,0.7,0.55,256.0,0.1,0.1,0.99975,0.11876,0.032417,0.004566,0.282715,0.269463,,,,0.88,19260817.0,False,158.0
200.0,8.0,0.7,0.85,256.0,0.1,0.1,0.99975,0.098754,0.017086,0.004566,0.285906,0.27159,,,,1.2,19260817.0,False,159.0
200.0,8.0,0.7,0.7,64.0,0.1,0.1,0.99975,0.140947,0.089254,0.004566,0.279134,0.261429,,,,0.57,19260817.0,False,160.0
200.0,8.0,0.7,0.7,256.0,0.01,0.1,0.99975,0.10035,0.091855,0.004566,0.285653,0.261056,,,,1.0,19260817.0,False,161.0
200.0,8.0,0.7,0.7,256.0,1.0,0.1,0.999745,0.029835,0.057088,0.004608,0.296637,0.266006,,,,1.0,19260817.0,False,162.0
200.0,8.0,0.7,0.7,256.0,0.1,0.01,0.864627,0.09213,0.052572,0.106209,0.286955,0.266642,,,,1.06,19260817.0,False,163.0
200.0,8.0,0.7,0.7,256.0,0.1,1.0,0.99975,-0.380252,-0.384725,0.004565,0.353819,0.322357,,,,1.12,19260817.0,False,164.0
100.0,2.0,0.7,0.7,256.0,0.1,0.1,0.684659,0.058769,0.010083,0.162101,0.29218,0.272556,,,,0.09,19260817.0,False,165.0
100.0,4.0,0.55,0.7,256.0,0.1,0.1,0.933086,0.036528,0.017201,0.074672,0.295612,0.271574,,,,0.13,19260817.0,False,166.0
100.0,4.0,0.85,0.7,256.0,0.1,0.1,0.945728,0.126307,0.099986,0.067249,0.281502,0.259885,,,,0.12,19260817.0,False,167.0
100.0,4.0,0.7,0.55,256.0,0.1,0.1,0.93836,0.019843,-0.026546,0.071669,0.29816,0.277552,,,,0.12,19260817.0,False,168.0
100.0,4.0,0.7,0.85,256.0,0.1,0.1,0.943519,0.064499,-0.010317,0.068604,0.291289,0.27535,,,,0.13,19260817.0,False,169.0
100.0,4.0,0.7,0.7,64.0,0.1,0.1,0.934563,0.015432,0.089708,0.073843,0.29883,0.261364,,,,0.1,19260817.0,False,170.0
100.0,4.0,0.7,0.7,256.0,0.01,0.1,0.941195,0.101289,0.01244,0.070001,0.285504,0.272231,,,,0.14,19260817.0,False,171.0
100.0,4.0,0.7,0.7,256.0,1.0,0.1,0.919321,0.05347,0.038983,0.081993,0.293001,0.268548,,,,0.12,19260817.0,False,172.0
100.0,4.0,0.7,0.7,256.0,0.1,0.01,0.280297,0.036627,-0.000265,0.244891,0.295597,0.273977,,,,0.12,19260817.0,False,173.0
100.0,4.0,0.7,0.7,256.0,0.1,1.0,0.99975,-0.748725,-0.506919,0.004565,0.398256,0.33628,,,,0.15,19260817.0,False,174.0
