title_0,title_1,title_2,title_3,title_4,title_5,title_6,title_7,title_8,title_9,title_10,title_11,title_12,title_13,title_14,title_15,title_16,title_17,title_18,title_19,title_20,title_21,title_22,title_23,title_24,title_25,title_26,title_27,title_28,title_29,title_30,title_31,reposted,label
4.663014,6.660024,-5.3296213,-5.6063643,-0.44799498,-0.9640501,-0.7447381,-0.8452008,-0.49852622,1.4122851,1.6296353,0.19032568,0.52153236,1.0021276,-1.1416107,-0.5155055,0.41086152,-0.10084257,-0.18559963,0.7968668,-0.7034975,-0.64827657,-0.23235786,0.49841827,-0.175017,0.2698994,0.9487928,0.18283713,0.10758163,-0.13638033,0.40216014,1.1303495,0,0.1303030303030303
-5.63144,-0.95947295,-1.4220035,-1.5206037,-1.0786479,-0.7150134,-0.40319887,1.6120607,-1.9963214,-0.15546714,0.7811658,0.0967207,-0.6990553,1.2658569,-0.2813234,-1.2979052,-0.14538138,-0.08996346,0.028090477,-1.0495423,-1.4060116,-0.17394756,-0.63670003,-1.2980865,0.6390013,-0.90724725,1.4432609,0.26632226,-0.64043254,-1.0848567,-0.12582184,1.3724502,0,0.9151515151515152
-5.953202,-1.3488741,0.08410224,-1.8421056,-0.15478723,-1.2128556,-0.40612015,-0.60956097,-1.21471,-1.431083,-1.4698877,-0.40336698,-1.8665045,-1.1991056,-0.86960596,0.32129216,0.3976503,1.2840159,0.5800107,-0.7677592,1.4247187,1.8040875,0.7276656,-2.6576517,0.019828979,3.1025352,0.78521764,2.200167,1.0933769,0.7778363,0.3250686,1.0614828,0,0.3696969696969697
1.3907642,7.293945,13.407188,-3.824514,-5.372853,6.8020344,0.6174754,-2.6568286,1.0108476,-2.803143,0.6735558,-1.9915125,-3.9204779,5.1277,-4.412372,4.3983145,-1.8350616,-2.229098,4.373559,-4.585064,1.2453068,-1.4572216,-1.659169,-1.4329268,0.76089203,-0.89622784,-1.872463,0.54109114,3.5280979,-2.0989354,2.3860605,-1.0813379,1,0.34545454545454546
0.36717695,-0.040230215,-0.6746389,2.8942437,0.5862509,0.10814782,2.0982711,0.8530769,-3.3683512,-3.089406,-1.7581819,2.8972611,0.16398919,0.35955316,-2.8892727,1.5322819,0.73516166,0.49013186,-1.4970272,2.7476912,0.24391937,-0.008605659,-0.67066646,0.5345968,1.0216551,1.8044107,-1.859663,-0.72575593,-2.777586,-1.8345106,1.4017661,-1.5731835,0,0.7090909090909091
6.8327103,-5.310821,0.37691915,-2.4047334,-1.2845807,0.8330692,-1.010631,-0.50430834,-1.0288448,-0.304975,-0.6574241,0.28421837,-0.26812804,-1.2917635,-1.223636,-1.1047794,0.21052982,0.5524164,0.38784775,0.2857692,0.6699743,0.78534186,-0.55587494,-0.8089349,0.3008343,0.06710331,-1.7638429,-0.85683244,-0.696195,0.6527053,0.43333933,-0.19712433,1,0.9030303030303031
-5.8371177,-1.8394678,-0.5538322,-0.91945016,-2.027379,-1.7406541,-0.10616407,1.1060818,-1.5707173,-1.4345748,1.216008,-1.9187884,-1.2521744,0.211304,0.15539435,0.36121693,-2.0180223,-0.26787794,0.2658673,0.2256933,-1.3500173,-0.012909576,-0.21292429,0.000591537,-0.22260343,1.041268,0.13775069,0.44479927,0.3085149,1.9786172,0.6530943,0.79099023,0,0.6363636363636364
-6.795675,-1.7486755,0.43136007,-1.9607702,0.79812646,2.661553,1.6452433,-1.84692,1.5732784,3.1432881,0.5896426,0.044021115,1.876447,-1.1417892,-0.6991143,-1.0610511,0.81944793,-0.15291587,-1.4241023,1.0851927,1.5635914,2.019648,0.8948553,-1.9218298,0.7754632,0.54308486,0.8217759,-0.18422678,-0.3725436,0.8896656,0.099164054,-1.6682789,0,0.38181818181818183
4.2242756,-3.572524,1.7866338,0.108410254,9.834976,-1.2504454,1.884515,1.3143812,1.7174126,-0.19909608,3.9030359,0.186743,-1.2353411,3.2871099,-0.51886684,1.2014675,0.43305397,-0.06325248,-0.7807268,0.10087709,-1.0619963,-0.48883814,-0.33702576,-0.48274967,1.3639596,-0.17722693,-1.1963964,-0.65756345,0.43657488,0.59774333,-0.17566843,0.3131116,0,0.7515151515151515
2.7288635,2.7848978,-1.791769,1.4184496,-0.15407693,-2.4577289,-0.41866383,-1.5254087,0.9943042,-0.7968604,0.4550127,-0.71201277,-1.3610214,-0.121500134,0.9977156,0.56085503,0.04290424,1.1619393,-0.7376396,0.3968324,1.867538,0.29107547,-1.4057097,0.9087149,1.2230653,-1.8187017,-0.7977978,-0.19071758,0.07769895,0.6905813,0.9843636,-0.84729826,0,0.37575757575757573
