pyq_text_0,pyq_text_1,pyq_text_2,pyq_text_3,pyq_text_4,pyq_text_5,pyq_text_6,pyq_text_7,pyq_text_8,pyq_text_9,pyq_text_10,pyq_text_11,pyq_text_12,pyq_text_13,pyq_text_14,pyq_text_15,pyq_text_16,pyq_text_17,pyq_text_18,pyq_text_19,pyq_text_20,pyq_text_21,pyq_text_22,pyq_text_23,pyq_text_24,pyq_text_25,pyq_text_26,pyq_text_27,pyq_text_28,pyq_text_29,pyq_text_30,pyq_text_31,title_0,title_1,title_2,title_3,title_4,title_5,title_6,title_7,title_8,title_9,title_10,title_11,title_12,title_13,title_14,title_15,title_16,title_17,title_18,title_19,title_20,title_21,title_22,title_23,title_24,title_25,title_26,title_27,title_28,title_29,title_30,title_31,reposted,label
-0.33253127,4.9039907,3.9283385,6.7641115,4.4011555,3.7120662,3.060565,-2.077735,-0.3215477,-0.35632882,0.7821102,3.9843426,-0.8128145,0.60957265,-0.6057236,0.7607596,3.3481998,5.845648,-1.2504017,-0.011883676,-1.4699907,-0.80482113,-5.7565365,-0.34318992,-1.3051656,1.8756459,1.8919162,-2.3140936,0.2829952,-0.58497584,0.8637055,-1.5324765,6.829954,-5.8975563,0.5337871,-1.6568041,-1.5146196,1.2218837,-0.6607249,-0.7196107,-0.3660843,1.4835126,0.16884097,-0.3890478,0.73624617,-0.057715595,0.36204162,0.20881666,-1.1970792,0.19868714,-0.034040537,-0.9491205,0.21270224,-0.38908947,-0.91952646,0.19561958,-0.9047716,-0.8472113,0.0148668885,-0.2775394,-0.832283,-0.11024368,0.7717544,1.0898199,0,0.6
-2.1050587,-1.8898449,-0.19561043,2.224184,2.032243,1.1161301,0.66148275,-3.5520515,-3.7922173,0.18084982,-2.2515345,-1.6617907,3.1028035,-1.0885407,-2.4201016,-1.3274132,-2.1004786,-0.5808803,-3.8391364,2.9491377,1.0389408,1.0824249,-3.740471,-2.2098541,1.7312746,-3.3916473,-2.0419555,-2.8437328,0.7689204,0.5500891,-0.5730281,1.7369187,4.2242756,-3.572524,1.7866338,0.108410254,9.834976,-1.2504454,1.884515,1.3143812,1.7174126,-0.19909608,3.9030359,0.186743,-1.2353411,3.2871099,-0.51886684,1.2014675,0.43305397,-0.06325248,-0.7807268,0.10087709,-1.0619963,-0.48883814,-0.33702576,-0.48274967,1.3639596,-0.17722693,-1.1963964,-0.65756345,0.43657488,0.59774333,-0.17566843,0.3131116,2,0.8878787878787879
-2.911982,-0.20785017,1.5051017,0.3859365,2.8858461,-3.4193568,-3.061097,-0.4066215,-6.424965,4.8984356,-0.85586166,7.7933083,4.1644664,1.392284,-0.116109595,0.9079315,0.6959508,1.803666,1.1655328,1.265039,2.8743496,2.40445,2.201526,-0.17145239,-5.207165,1.4267985,1.9621644,0.46094543,-0.66341686,-0.05849883,-3.2427108,0.28966612,3.1787062,-2.4126241,0.88712704,1.5940151,1.4806854,-1.7993407,3.1528854,0.7139819,2.0189593,-1.191829,0.15049484,-0.03109029,-0.6327522,0.6652416,0.60410523,0.9707421,0.17147012,-0.1485126,0.13161448,1.518872,-0.3356091,0.041430555,-0.17802157,-0.14116424,-1.3471148,-0.26100206,0.8828644,0.24282554,-0.0024421364,-0.28773338,0.5859786,-0.17058527,1,0.22424242424242424
-0.6799407,1.5680596,2.6412692,-2.2043803,2.6263742,-0.46207798,3.3928108,-1.3189582,-2.8456054,2.5781207,-6.072738,-3.4630294,-0.3930834,-3.0699077,-2.2883065,-3.9105854,-1.7528902,-1.4178389,-1.0742817,0.42515528,-4.3152094,2.0544071,-1.13294,0.7220696,6.07747,-2.828544,5.3712163,-3.8303235,0.46267703,-1.1463492,0.8244706,-1.6365311,6.339097,-5.1345487,0.17636892,0.09820203,-2.2111895,0.78365606,-0.36839503,-0.23928845,0.46492076,0.61473006,0.9733286,1.2694645,0.74044436,-0.6501298,0.07253421,0.04406052,0.49990866,-0.47601995,1.2192385,-1.0266045,0.0963426,0.14614443,-0.36860663,-0.91761017,-0.48611522,-0.7812337,0.5172642,-1.2833881,0.3985947,-0.37012222,-1.4961884,1.1083715,0,0.6545454545454545
18.69331,-0.35853845,0.54530156,0.19716935,-0.51722664,-0.5673712,-0.33630192,0.2141668,-0.105553225,-0.2459223,-0.025856465,-0.37198535,-0.272966,0.1640233,0.007503167,-0.27318743,0.7252562,-0.37075773,-0.09947718,-0.033485696,0.28462046,-0.042475022,0.092164025,0.21854597,-0.20829886,0.0546602,0.106435,0.027658239,0.11050736,0.3731647,-0.05156848,0.20269647,-5.860981,-0.69194454,0.31006628,-0.90929365,0.15727732,-2.6583502,-0.84226984,-0.5629593,1.1675053,-0.85864884,0.9234876,-0.86552405,-0.15818593,-1.4457884,1.1312401,-0.7488132,-0.42827892,-0.79343927,1.2456653,2.1652422,0.9164186,-0.1331047,0.8723516,1.5087078,-2.9758477,0.18149929,-2.555282,-0.59322083,-0.34851947,-0.8853206,1.2660799,0.29386473,0,0.10303030303030303
2.1789696,0.7231046,1.8003197,0.4926667,2.6941872,3.1035254,0.8067155,-0.9162303,1.5940113,-0.24354362,-2.1146715,-0.67176414,2.041832,0.87742156,-4.420249,2.4046025,-1.676271,2.3345604,-2.7757447,-3.3983867,-2.3168752,1.9328924,-0.6560629,-4.682663,3.383533,-1.51383,0.9431822,0.8632889,0.8365424,-2.32196,1.2997317,-1.6521443,6.6805725,-6.9268303,0.0062488467,-1.0932751,-1.2142372,1.3130387,-0.48882028,-0.28461185,-0.69102275,-0.14455254,0.18279055,0.123692915,-0.29111946,-0.16083172,-0.6791567,-1.5765839,-1.0486954,-0.28329778,-1.1590772,0.32507902,0.45080036,-0.45090503,-0.07986382,0.63887864,0.6310013,-0.09724978,0.037063032,-0.6676707,-0.05854802,-0.9488918,0.6991703,0.1671154,0,0.8545454545454545
0.2953562,-3.9648428,-0.49195606,-0.39244196,2.92643,4.3791437,1.8561361,-0.829193,-3.353982,1.475268,-1.5772097,0.95157456,2.043562,5.4623365,0.44062608,1.5103295,1.1333523,0.20496796,-1.2737747,-2.8781993,0.29915524,2.3585691,2.6762953,4.7260485,2.5908701,0.6739211,-2.064005,1.6600828,1.168251,-1.1532359,1.4830621,-0.617988,-4.9994807,0.2051572,-0.7004427,-0.04024775,-1.2915723,-1.9736667,0.018001279,0.58363247,1.1295698,0.09431737,1.2163297,-0.6476174,-0.3861447,0.36002815,0.4775405,-0.102840014,-1.4234473,-1.1993,-0.53944546,0.7543417,0.69025457,-0.29068536,0.052243087,0.60627985,-0.9851519,-1.4360757,0.0039435253,-0.09132484,-1.1170218,1.3759998,0.7842814,0.09600112,0,0.9636363636363636
-3.5257077,-5.2860193,-8.617689,-0.5692046,-7.514448,3.5645676,-4.3308525,6.038566,-0.6629702,0.960345,1.1569105,2.2173367,-0.85069287,3.091071,-0.3419303,1.8812699,1.4848938,2.1952112,-1.0954092,0.544237,-0.9462873,2.750526,0.7873204,2.5410264,-1.4568424,0.7595544,-0.20230338,-1.1903152,2.3680687,-1.4964565,0.5454769,-0.95008993,6.7961597,-5.475949,0.8798145,-2.1210904,-3.0200722,-0.44348073,-1.8417544,-0.27882963,-0.3918658,-0.0785404,-0.38639104,-0.06027344,0.5780031,-0.023448706,0.7845607,0.23529091,1.0624342,0.4446529,0.24595149,-0.17102376,-0.7050913,-0.32575002,1.7159536,-0.66065437,-0.3382836,0.09499424,-0.44624984,0.8764022,-0.8190373,1.1433451,0.25807863,-0.1273577,0,0.8181818181818182
-3.503757,-1.608047,3.085462,3.0399835,-4.3121095,-0.7683287,1.740968,0.85654,-2.4415236,1.210422,-2.7190287,0.41542125,-0.1763439,-2.2531066,-0.66393137,5.3983393,1.1711328,-2.821917,-2.371172,-0.68826294,-3.2010176,2.0293374,-2.5085583,-4.0071845,0.06394777,2.7820392,-1.4681468,-2.813065,3.6605792,2.0685215,-2.129904,-4.01513,-1.5975046,2.204832,0.06175067,4.272109,-1.5972286,2.3283038,-2.7582273,-1.5801657,0.065757126,1.8158419,2.9636679,0.4420919,-1.9537199,-0.10842883,0.7244835,-1.4973793,2.1469948,-2.622758,-0.2674762,-0.23086743,-1.6021905,0.67775095,0.010470897,0.5940308,0.9645566,-1.5695095,-0.45754677,-0.66379964,1.2377969,1.211299,-1.2591405,0.82139355,0,0.7696969696969697
0.3712292,-1.1385205,-4.0225353,0.22605325,1.2079242,-0.27689493,0.80723315,1.0831896,-0.8861905,3.7654562,-0.1887932,3.4084616,-3.54767,1.2126137,-1.9253427,0.23822756,-0.20301649,3.4403214,5.328206,-1.5418564,-0.6119437,0.91464114,0.1828346,2.4386702,1.5047295,0.87786937,-0.42521003,-3.8817787,-0.39977813,1.0802184,-1.7052295,-2.091506,0.52692795,0.6454208,-0.82423484,1.7604439,0.50708085,-0.9899303,-1.0548475,-0.37789387,-2.3452172,-0.31156832,1.3934481,-0.6931204,0.13825947,-0.98756284,0.7082605,-0.5138256,-0.10222167,-0.8689349,-3.1098597,0.3185343,0.6420764,-1.0438154,-0.82207227,2.0026183,1.8357108,0.35399497,-0.64728713,0.63664734,-0.17831942,2.2752028,0.49507794,1.8077328,0,0.7636363636363637
-3.9720392,-2.0985167,-0.4405557,-2.5532534,1.9738799,-0.6059504,0.5071236,-2.7288594,-3.0751338,-2.5320213,1.4067938,-0.25912812,-3.3069544,2.656508,0.42906183,2.384209,-2.539057,-5.200683,3.2400591,0.540403,-2.2658007,-0.24693984,-1.4215767,2.3957694,-0.23630857,-0.36581245,-2.9700987,2.8584118,1.9815533,-1.3105185,-1.6246729,1.6588103,5.1210876,5.648303,-3.9052138,-1.3530267,-2.2202585,-3.3950107,1.0859681,-0.9988585,1.0770948,0.2690233,1.0128143,0.038009837,-0.17886584,0.53880113,0.9402313,0.96989,-0.38593665,1.3796035,-0.22517203,-0.26758406,0.70615715,-0.37782562,0.13337171,-0.68443936,0.71242213,-0.66102034,0.019834697,-0.036773823,-0.027549908,-1.4191452,-0.47454762,-0.9571888,0,0.44242424242424244
0.53249633,-0.87590337,-2.4063716,1.0545642,2.1264257,-2.441705,-0.36756486,-0.4623949,2.766778,0.44241935,-0.2049607,2.0949697,-1.379414,-3.5142398,-0.027475685,-1.9332961,-3.6929555,0.1566922,-3.3858128,-0.003214419,-2.711735,1.2319922,-1.4575835,1.4322793,2.6158438,1.3273633,-0.41170448,-0.64029586,2.2032607,-1.466911,1.3009694,3.9509249,4.4654684,6.1270657,-5.0698423,-3.4759336,-0.8239839,-1.3259552,-0.12351624,-1.0130767,0.25607088,-0.366577,0.97714233,1.7136118,1.0217818,-0.044947714,1.06289,-0.12806608,-0.52227664,0.40064478,0.27545735,-0.022885948,0.003930971,0.6050443,-0.46264002,0.38510925,0.3982376,0.13987091,-1.2781928,0.023930803,0.12262925,-0.10271736,-0.5058918,-0.7938888,0,0.43636363636363634
-3.8186677,0.022504285,0.21433705,-2.7433293,-1.4883924,2.5017626,3.322269,-1.2324342,-0.10909244,-1.0442377,-5.577633,1.6795425,-7.403036,0.056438416,2.6799433,2.4423,-3.0428195,2.8597627,0.29669732,1.7653208,1.1099291,-2.135144,0.8233057,-1.3740706,-2.2371447,2.4283519,1.4168955,5.0757446,-4.530281,2.516791,-0.1562654,-3.5077543,-7.2430267,-1.4032751,1.2269126,-2.9823108,0.6264194,1.313853,0.3975293,-0.78900284,-0.21726178,2.0184407,-1.3535001,0.82209426,1.4493568,0.004270427,-0.12177105,2.6308134,1.4508233,1.1408412,-0.18959081,0.5757872,-1.5632758,1.6128922,0.4469145,0.37020165,-0.23130256,-1.3588753,-2.2128062,2.2304862,0.34689605,-0.425785,-1.4588115,0.6979112,0,0.16363636363636364
-3.3219008,3.4980128,-1.0327667,9.86598,-0.3889249,0.9225655,-0.78544444,3.3787537,4.10453,-3.321134,-5.564456,0.5862435,-2.964284,-0.24436694,2.9300234,-1.5384052,-2.2214985,-2.7980816,0.7759595,2.5012264,0.8327093,2.9262972,-0.9678863,0.8417343,-0.7796831,-3.0949185,-0.91171265,-3.1113935,-3.7795432,3.020481,4.428615,0.5420995,1.6241279,1.6756365,-0.014502645,0.7637442,2.8033204,1.3646681,-1.5655745,0.9528558,-0.7819146,0.7268765,-3.3273573,-4.3417096,-2.1179242,-0.09992189,2.6165016,1.6614943,1.6969784,2.1194062,0.90005535,1.0927583,0.45709506,-2.4760516,1.3930955,-1.6474433,-3.2655106,-0.3271641,1.5925156,-0.9331827,-1.1579404,-0.6354418,0.6973269,0.85040176,1,0.6181818181818182
-2.4645681,-4.1013274,-3.478738,0.3129732,-3.1278815,0.45903856,-1.8852142,-3.2488823,-0.42443493,-0.49061137,1.2994915,1.4171232,-5.5900173,1.1306229,-2.6259127,2.9636018,0.110306755,3.4884691,-3.9951744,3.755199,-2.5452156,-5.118841,0.3025018,-2.0648026,-1.3072152,-3.2386277,-4.2119336,-0.8670399,0.43103012,0.02133412,1.8593423,3.5207767,4.219733,-3.5381365,2.8511195,-0.34592026,1.4555454,-1.4200711,-0.76765734,0.43635294,0.8486998,-0.9889666,0.87719345,-0.283122,0.12237312,0.42544392,2.0505714,-2.3049707,-1.920464,-3.9647198,1.0719781,4.7681756,0.7916512,-1.271178,0.86756307,-0.23660901,-1.2907145,1.3883743,1.3892853,-3.0436227,1.6044664,-1.814894,1.7748172,0.986374,0,0.23636363636363636
-1.5862472,7.8399706,-1.3349333,7.4791207,3.388802,1.4922733,-0.51220125,1.2392788,-0.016671866,-1.4913939,-2.2206748,-1.0826685,-1.5093563,3.511773,1.488435,-0.3754772,0.5648034,-1.3155831,1.2606548,3.0268984,-3.089219,0.26314077,-0.41460717,0.12081461,-2.6226146,0.81121504,-1.6578339,1.1934259,-1.1504018,-1.1225889,-3.1533694,1.6989728,7.5259037,-6.5344334,0.4839751,-1.3278546,-1.6857717,0.30691817,0.103099644,-0.36416095,0.13303791,0.09882584,-0.38920256,0.83983994,-0.41559315,-0.56213844,-1.0192842,-0.077501155,-0.35257512,0.43500376,-0.33077708,0.62367296,0.7147948,0.12836353,-0.7200729,-1.0351284,-0.43626446,0.41665053,-1.3130336,-0.63160527,0.020317297,-0.024936631,-0.07341774,0.4649529,0,0.8
0.33860022,0.3917594,0.46652052,-0.3892058,3.3151796,1.4152715,-0.632789,3.13332,-1.2088789,1.277629,1.4815438,2.0787969,0.37844825,-1.5420195,-1.5374701,0.6573441,-2.172502,0.95064986,3.0394435,1.4187313,0.6813423,1.1418897,-1.312434,-0.4821296,1.7731339,0.049624845,-2.7186904,-1.1908474,-0.6615304,-2.8488927,3.993135,-2.574524,1.8715461,5.765772,16.335033,-1.1448035,-2.9927716,-6.643532,-0.46537033,8.571957,-2.164407,-0.65197945,0.9396123,-2.2944136,7.6170025,-2.3773932,-4.1005406,1.9396093,5.6760516,0.38538054,-0.92587477,3.0811973,2.6602204,-2.4370022,-4.1467276,-0.13472074,0.7636298,-0.0588163,1.2657319,0.61099696,1.7167002,0.99832094,-0.255915,-0.4610751,0,0.9575757575757575
-3.0945902,-4.1935444,1.0905396,-4.4940414,-1.5133574,6.310767,0.56893384,1.2047457,3.538338,-2.2298224,-2.0422037,0.21081574,-2.4747925,2.0036933,7.3837643,-3.649983,2.16816,1.6203923,0.43225768,-1.0754044,-5.6986213,3.7524035,-0.33687726,-1.6739471,-1.1114079,-0.3264587,1.9386678,-0.2562839,-0.62230456,3.2817013,-1.5944325,2.2360585,-6.9171925,-0.14789857,1.3650455,-2.3670874,0.9760041,1.6423876,0.2760119,-1.3618416,1.106993,1.7717329,-2.1431525,0.9812343,1.9685171,-0.3672397,-0.25744268,1.9726322,0.07673024,-0.4562298,-2.6919744,-0.9310861,-0.1275276,-0.5432832,-0.53969747,1.6069943,-0.9033285,-0.5850359,0.19323714,-1.3757576,1.7223226,-0.84474885,1.0646204,1.6248158,0,0.296969696969697
-1.405225,-2.6833007,-1.2084581,2.92911,-1.5744693,-3.0344152,5.6094437,3.727747,-0.25820053,-0.45782727,-0.519434,-0.027925923,-0.05114785,-2.2460754,-3.769329,3.1754923,-2.7797527,-1.6591773,0.51067704,1.7455709,-3.6789758,-1.2774101,-1.5906968,-1.6804198,-0.28434402,-1.6960651,-0.13816293,2.7065392,3.986952,0.76097345,-1.9929483,-1.8224791,-0.54107016,2.3739138,1.260239,4.1225815,1.0516884,0.55919254,-4.256178,-0.9160202,2.7913597,0.051569164,-1.3697515,0.44396964,-2.718568,-0.86600846,-0.4577272,-2.332373,1.1998001,2.2126703,0.62105125,2.3129754,-1.5257921,1.2654119,0.94291496,0.1377655,-0.49197045,-0.25713307,-0.53043556,-2.0944686,1.7613215,-0.25168663,3.9233205,0.36015707,0,0.24242424242424243
