Views,reposted,Title_without_emoji,PYQ_Text_without_emoji,QuantileLabel
390,0,【CSSA推荐】抢先一步！墨大留学生获得名企雇主青睐的最好机会，认准这块就业敲门砖，背景提升杠杠的,我们作为留学生，除了优秀的成绩和相关工作经验外，有哪些对简历/面试关脱颖而出至关重要WinCareer联合【中澳企业家峰会】发起人Jack分享如何明确目标，包装自己从而提升职场竞争力大家一起来听听吧,0.15677966101694915
563,0,【CSSA会员福利】萌宠专区来啦!另外新增19家新商家!,惊！毛孩子们也可以享受专属折扣啦！还有知名火锅店+沉浸剧场等19家商家强势入驻。咱就是说，拿着小黑卡，吃喝玩乐全都安排的明明白白的！,0.3305084745762712
344,0,【CSSA推荐】墨尔本大学&卓越企业系列云上课堂 | 5月中国银行课堂报名开启！,,0.12076271186440678
845,0,【CSSA活动预告】期末复习周不再迷茫！学习+健身打卡活动即将开始！,即使在最黑的夜，也要有最热的血CSSA学习健身打卡活动重磅来袭有和你一样酷爱学习健身的帅哥美女一起发奋图强 挥汗如雨，又有工作人员每天记录你每一点滴的付出积分赢取丰厚大奖不要犹豫，因为——总有一个比你更优秀的人在努力,0.635593220338983
592,0,【CSSA活动预告】快来线下职业联谊会，带你迈开面试求职第一步！,是否还在忧虑面试时穿什么衣服？是否还在烦恼如何使用LinkedIn？是否还在害怕面试的时候考官记不住你？就在5月14号！快来参加职业联谊会，和职场面试link起来吧！,0.3516949152542373
380,0,【CSSA推荐】CFA三级一次过！墨大学姐分享在校期间如何高效提升背景！为进顶级券商/投行做准备！,墨大优秀学姐经验分享 CFA三级如何一次高分过 从业6年分享如何在券商生存 在校生如何高效提升背景 一起扫码来听一下吧,0.1483050847457627
593,0,【CSSA每月探店】墨尔本平价治愈系美食来袭！让可颂汤咖喱，流油的夜包子温暖你整个冬季,【CSSA独家福利】快来看看五月份的墨尔本平价治愈系美食 三餐茶饭，四季衣裳，而尝遍所有美味却依旧贪恋的味道我们称之为家。CSSA 携手Waku Waku和小巷在这个冬季勾起你对家乡的回忆,0.3559322033898305
674,0,【CSSA三校活动】浓情端午，层层出粽，为你心中的端午印象投票吧～,端午短文照片征集正式结束啦，各位同学快来通过这篇推文为你喜欢的短文和照片打call吧/:handclap  同学们记得明天(6.1)下午1：30之后在Law Building领粽子 (粽子有限 先到先～),0.4597457627118644
527,0,【CSSA会员福利】折扣商家新增8家！,好消息 好消息 本月新增家折扣商家！不但有网红Tufting工作室还有时尚家居店强势入驻！考完试可以约着朋友们安排一波了！（ps：记得一定要刷小黑卡享受专属折扣哦。）,0.2923728813559322
1160,0,【CSSA推荐】S2 选课已经开放，你选好了吗？,,0.7923728813559322
898,0,【CSSA推荐】学费好贵啊，大家要分成几次交吗？,,0.6694915254237288
1622,1,【CSSA联谊活动】盲盒恋人｜180mins心动加速，温暖墨尔本的寒冷冬日,什么什么？CSSA推出了真人版盲盒活动即使看不见你的脸也能读懂你的心 。月日晚，让我们共赴一场“盲盒恋人”心动之旅 听，刚才我的心多为你跳了一下,0.9152542372881356
1322,0,【CSSA HR部招新】颜值与才华齐飞，快乐星球HR需要一个你！,【CSSA HR2022 Sem2招新】 颜值与才华齐飞，全能有爱部门HR招新啦 听说你也是帅哥美女 那不妨我们在快乐星球认识一下叭[Wow],0.8559322033898306
1035,0,【CSSA外联部招新】拒绝内卷的部门，和外联人一起快乐玩耍！,【外联部招新】 全是俊男美女的部门开始招新啦！走过路过不要错过，快来做我们的“新”上人！,0.7372881355932204
1161,0,【CSSA组织部招新】一见倾“新”——The Season of Us,「组织部招新」 一个都是帅哥美女的部门，欢迎大家加入这个大家庭，一起写策划、办活动～ 一起创造the seasons of us (っ˘зʕ•̫͡•ʔ,0.7966101694915254
1131,0,【CSSA活动预告】CSSA线下Oweek，我们在Union House等着你！,CSSA的Oweek活动又来啦！带你了解更多社团职能！7月21日CSSA在Union House与你不见不散我们寻找的就是你！快来参加吧！,0.7796610169491526
839,0,【CSSA推荐】墨大太卷了！在校留学生想短期内背景提升？墨大优秀学姐高能分享进入顶级外资银行经验！,墨大在读如何短期内高效提升背景大厂看重应届生什么特质？周四20:00特邀墨大的顶级外资银行优秀学姐传授干货赶紧扫码报名吧,0.6313559322033898
1348,0,【CSSA活动预告】CSSA海上游轮派对之旅，新的学期我们不说再见！,下周五7.29下午迎新会26 Therry St大家不见不散！超多奖品超多惊喜等你来哦！,0.864406779661017
929,0,【CSSA线下茶话会】初来乍到！这份吃喝玩乐攻略让你快速融入这座城市,第一次来墨尔本的你，面对陌生的城市，吃喝玩乐是否无从下手8月5日CSSA线下茶话会，就在今天 让你更好的融入这座奇迹之城,0.690677966101695
1154,0,【CSSA活动预告】2022飞盘体验赛 | 向你发出邀请函！,走让我们一起玩飞盘 让快乐飞一会儿～ CSSA飞盘体验赛，让你在了解飞盘运动，锻炼身体的同时交到一群志同道合的朋友，8月20日等你来嗨～,0.788135593220339
888,0,"【CSSA线下文化节】品味悠久中华文化,传承灿烂华夏文明",人文初始吉祥地，历史再铸锦绣天  集书艺演文字品美食载历史我们一起穿越千年，身临其境9月1日North Court让我们与中华文化对话,0.6652542372881356
674,0,【CSSA转发】嘿！同学你的2022年月饼已到帐，请查收你的月饼礼盒！,中秋月饼别着急买！ 新东方✘小鹿月饼盲盒福利来咯！ 120盒高颜值奶黄流心月饼发圈必备！ 快戳链接薅羊毛！,0.4597457627118644
1093,0,【CSSA活动】CSSA发月饼啦 | 中秋佳节来相会,中秋佳节将来到，福利月饼真是妙，那日嫦娥问你知多少。若是闯关闯关闯的好，cssa奖品少不了！9月9日下午五点您请早，拿了奖品的同学都说好！,0.7584745762711864
925,0,【CSSA活动预告】offer活动回归！求职大作战,号外号外 线上模拟面试教学即将开启，唱响职场旅程，虚位以待，职等你来！9月16日墨尔本两点！天青色等烟雨，我在zoom等你,0.684322033898305
611,0,【CSSA推荐】学期过半，大家返澳后过的是否happy呀？,,0.3728813559322034
525,0,【CSSA推荐】今天开始！墨尔本步步生莲！世界级光影展登录，中式绝美刷爆朋友圈！,世界级中式沉浸式光影展Wisdom & Light 月将在墨尔本开展[Wow] 迪士尼、奥运会同一制作团队创作 沉浸式感官体验还有书法互动 限定4周快和小伙伴一起打卡吧[Hey],0.288135593220339
675,0,【CSSA会员福利】折扣商家,又有10家商家强势入驻啦 本月小黑卡目录全新升级！ 不但有汇总版本还有不同分类的推文 餐饮美食（餐厅+饮品+甜品） 消费购物（超市+服饰+花店） 美丽BUFF加成（美发+美甲美睫+美容护肤） 休闲娱乐（剧本杀+音乐舞蹈+约会好去处） 生活服务（家政清洁+物流+宠物+其他专业服务） 大家快快把推文收藏起来，这样找起来不迷路～（ps：分类版本在公众号里）,0.4703389830508475
521,0,【CSSA推荐】澳新限定！墨大在读生考ACCA最高可免9门？怒省1100英镑！！,ACCA全员加速计划 最高免考9门怒省1000英镑 ACCA学习资料大礼包 心动不如行动 ,0.2775423728813559
630,0,【CSSA推荐】墨大留学生救命指南！简历苍白，毕业即失业怎么破？,前方高能在读留学生高效背景提升 四大任职优秀学长，考证干货分享！ 财会证书背景的简历更受雇主青睐 在读期间如何为未来着手准备？扫码进来看看吧,0.4025423728813559
523,0,【CSSA每月探店】还有什么比赶完due后来一顿热气气腾腾的火锅和玩tufting更解压的吗,,0.2838983050847458
242,0,【CSSA推荐】MCSA熊猫音乐节--即将售罄！离本年度最有氛围的粉色海洋只剩下一天！！！,,0.046610169491525424
1649,0,【CSSA推荐】如何快速识别墨大留学圈中的有钱人,,0.9194915254237288
930,0,【CSSA高校联办】就在今天！｜“颂锦绣山河，庆盛世中华” 墨尔本留学生庆祝新中国成立73周年文艺晚会,,0.6949152542372882
624,1,【CSSA摄影大赛】用镜头长存美好,CSSA一年一度的摄影大赛又双叒回归啦！ 相机组主题：朝圣 手机组主题：寻找生活中的电影感 快来投稿吧！,0.3940677966101695
521,0,【CSSA推荐】紫金矿业 | 2023届金榜生全球招聘——海外落地宣讲会“墨尔本大学专场”正式启动！,又是一年毕业季，紫金矿业携手墨尔本大学CSSA海外招聘计划来啦！10月11号墨尔本时间15:00-18:30全球最大+福利最好的矿业公司，在线发布多重职位，带着美味小食和精美礼品等你来！快快联系小助手报名加入活动群。我们不见不散！,0.2775423728813559
1667,0,【CSSA推荐】墨大留学生真实薪资曝光：又被秀到了！,,0.923728813559322
932,0,【CSSA推荐】墨大毕业生高薪的秘诀！紫金矿业 | 2023届金榜生全球招聘——海外落地宣讲会“墨尔本大学专场”正式启动,"全球最大+福利最好的矿业公司招新啦！紫金矿业携国内外名校开启全球宣讲会计划“职”为等你！ 本次宣讲会不但为墨大学生准备了百份精美晚餐+饮品，还准备了超级大奖！数量有限，先到先得！除此之外，还有与紫金高管面对面交流，现场自由问答交流，及现场签到简历优先处理的宝贵机会！同学们千万不要错过！ 时间：10.11号墨尔本时间15:00—18:30。 （宣讲会约1.5小时—2小时）  地点：Alan Gilbert 120 Theatre 4, Carlton VIC 3053, Australia",0.6991525423728814
1898,0,【CSSA推荐】重磅！泰晤士突发新排名，墨大连续13年全澳第一！,,0.9364406779661016
2147,0,【CSSA摄影大赛】相机组投票--朝圣,,0.9533898305084746
3538,0,【CSSA摄影大赛】手机组投票--寻找生活中的电影感,,0.9872881355932204
384,0,【CSSA每月探店】在故事中探索情感，在设计中体会美学,,0.15254237288135594
567,0,谨防“虚拟绑架”类电信诈骗驻墨尔本总领馆提醒领区中国留学生,,0.3347457627118644
392,0,【CSSA推荐】墨大高质量留学生简历曝光，备受雇主青睐的他们都有这一共同点......, 提前了！CFA毕业前两年可报！ 划重点利好澳洲在读留学生 CFA专场宣讲会，新政策全面解读！ 有什么影响？ 怎么应对？ 留学生有哪些先天优势可利用？,0.1652542372881356
727,0,【CSSA推荐】23年S1墨尔本剩房合集！租房还有房租减免和iPad Pro抽奖！,,0.5
549,0,【CSSA推荐】墨大限定！双十二大家买的最多的竟是它......,12.12来袭！职赢财经年终钜惠！ CFA\ACCA\澳洲CPA课程全线直降！ 限时购课最高立减1000刀！！ 明年升价前最后一波骨折价！,0.3050847457627119
182,0,【CSSA推荐】电信诈骗套路知多少？快来填问卷，还有精美礼品等着你哦！,电信诈骗套路知多少？快来填问卷，还有精美礼品等着你哦！,0.0211864406779661
648,0,【CSSA会员福利】折扣商家,暑假嘛～最适合吃吃喝喝褥羊毛，我们cssa这不就来给大家送福利了！数几十家商家大出血陪大家欢度假期，美食，剧本杀，萌宠，物流，各行各业，各式各样，你想要的全都有～,0.4194915254237288
982,0,关于调整疫情期间对跨境远程文凭证书特殊认证规则的公告及解读问答,,0.7203389830508474
1036,0,【CSSA HR部招新】颜值与才华齐飞，快乐星球HR需要一个你！,号外号外！HR乘着快乐游轮全面招新来啦！ 独特的社团快乐星球，是丰富你大学生活的最佳港湾 2023，我们期待认识到更多有趣的灵魂,0.7415254237288136
787,0,【CSSA活动预告】CSSA有大事发生！这次开年oweek你绝对不能错过！,对社恐say no！[Wow]来自CSSA的oweek活动来啦 墨大中国学生会期待你的加入～想要加入的uu们，可以添加小助手4号！,0.559322033898305
799,0,【CSSA信息部招新】把梦想变为现实，从加入信息部开始！,欢迎大家来投递信息部，在丰富自己的课余生活同时，一起做一些有意义的事情吧！,0.5720338983050848
813,0,【CSSA宣传部招新】一个有爱温暖的部门！,宣传部大佬云集，各位也是技能满满，期待大家带着热情和才华加入宣传部！,0.597457627118644
940,0,【CSSA外联部招新】等你一个“新”上人！,号外号外！外联部招新啦！ 单刀作战，团队协作等你来挑战 能力upupup，朋友upupup 等你这个“新”上人，一起加入我们[Wow],0.7076271186440678
697,1,【CSSA活动预告】Speed&City----寻找One Piece,初到墨尔本的你们是否对这座城市感到好奇？是不是正愁不认识新伙伴？不用担心！来speed and city跟小伙伴一起线下交友趣味游戏，把宝藏带回家！ 2月25日，我们不见不散,0.4830508474576271
371,2,【CSSA活动预告】中国传统文化节,3.24在Market Hall举办的中华文化节不会有人还没有准备好来参加吧！？我们有来自各大地区的的美食和游戏等着大家来探索更有精彩表演！下午一点期待大家的光临,0.1440677966101695
201,0,【CSSA推荐】报名｜世界前30强研究生申请讲座，还有千元奖品现场抽！,/:sun世界这么大，想去哪个国家留学？ 留澳读研？还是换个地方去香港新加坡？ 轻松拿Offer的秘诀全在这场线上讲座！ 报名就能抽苹果手表、AirPods 3、拍立得等千元大奖！,0.025423728813559324
1444,0,【CSSA推荐】突发！留澳签证大放宽，墨大留学生躺赢！,,0.885593220338983
560,0,【CSSA活动预告】沉浸式线下桌游 ｜和我们一起体验桌上《狂飙》吧！,“桌”住你了！4.15 CSSA在Alan Gilbert准备了紧张刺激且类型多样的桌游！更有惊喜好礼等着你。快来一起桌上《狂飙》吧！下一个桌王就是你,0.3199152542372881
1014,0,【CSSA联谊活动】下一秒心动 | 同频碰撞解锁在墨尔本千万分之一的相遇,想要解锁下一秒心动的感觉吗4月23日13:30各位恋习生在MSD B117等待你们的配对沉浸式恋综体验也期待大家解锁。现场不仅有机会前排吃瓜，有缘也能遇见另一个Ta！还有机会抽取JBL的音响、拍立得等精美奖品！,0.7288135593220338
229,1,【CSSA活动预告】沉浸式线下桌游 ｜和我们一起体验桌上《狂飙》吧！,哈喽~各位桌游狂热爱好者们，好消息来啦！我们的狼人杀活动报名人数爆满，为了满足更多人的期待，我们将增加两场游戏时间，分别在13:35-14:20和15:10-16:00。让我们一起来享受狼人杀带来的欢乐时光吧！  怒海求生场次2 14:35-15:20还剩一个名额～虽然名额紧张！但是别担心，我们会有更多有趣的桌游等待大家的参与。感谢大家一如既往的支持！  以及报名时选择的时间段就会是最后参与游戏的时间段哦～,0.038135593220338986
311,1,【CSSA活动预告】沉浸式线下桌游 ｜和我们一起体验桌上《狂飙》吧！,各位同学大家好，很抱歉地通知大家，由于桌游活动报名人数爆满，为了让大家有更好地游玩体验，我们不得不提前关闭桌游的报名通道。在此向大家说一声抱歉。但未能报名的同学也不要遗憾！CSSA会在今后为大家提供更多丰富有趣的活动，届时欢迎大家来参与！再次感谢大家对本次活动的喜爱。,0.08898305084745763
219,0,【CSSA推荐】金融人生挑战赛｜从0到亿的投资决策,澳洲金融人生挑战赛开赛啦！在这里你将体验到从到亿的投资过程，享受80年的投资人生。通过对10万元启动资金的全方位的管理，实现财富自由！比赛中不仅能培养你独有的财商，还有机会获得礼品卡，高顿官方大赛证书，金融精品训练营！,0.03389830508474576
1517,2,【CSSA联谊活动】下一秒心动 | 同频碰撞解锁在墨尔本千万分之一的相遇,还等什么拉上你的小伙伴一起体验属于你们的投资人生吧！ 各位帅气的小哥哥们！恋综男嘉宾还在持续招募中，感兴趣的小哥哥赶紧来报名吧！！！期待4月23日与那个Ta见面,0.8919491525423728
122,0,【CSSA推荐】一场讲座带你了解金融行业细分及岗位！,还在为金融专业该投那些岗位发愁吗， 只知道银行，券商这些传统方向吗， 这次讲座全讲透！帮你精准选择合适你的金融岗位！ 讲座时间：就在明天4月20日星期四 下午5:00-6:00 讲座地点：601/258 little bourke street Melbourne 3000 大家快来扫码报名吧！！！,0.006355932203389831
1517,2,【CSSA联谊活动】下一秒心动 | 同频碰撞解锁在墨尔本千万分之一的相遇,4月23日下午13:30欢迎各位前排观众为恋习生们助阵速速联系小助手预留吃瓜席位，有可能也会遇到那个Ta哟～还有机会抽取JBL的音响、拍立得等精美奖品！,0.8919491525423728
289,0,【CSSA推荐】AlphaSights春招开启｜寻找“知识”摆渡人,"AlphaSights火热招聘中 - 扫描文中二维码投递香港(visa sponsored!)和上海岗位, 开启“薪”满意足的飞速成长之旅。 想要了解更多？即刻点击链接注册线上活动！ - 11:30 AM AEST, April 20, https://bit.ly/4313HtZ - 7:30 PM AEST, April 28, https://info.alphasights.com/hkcareertalk0428",0.07203389830508475
122,0,【CSSA推荐】看到这个标题，在海外的你也能领到爱奇艺十三周年福利啦,4.22爱奇艺13周年庆，大家准备好了吗？感谢一路相伴，爱奇艺为回馈粉丝们的支持，推出限时折扣优惠，为您的娱乐生活添彩！4月21日至23日，您可以享受6折的特惠价，畅享海量影视、综艺、动漫等内容。不管你喜欢哪种题材，爱奇艺海外版无地域版权限制，让你随时随地畅享。国产剧、泰剧、韩剧，统统都有！扫码即可了解详情，快来一起庆祝爱奇艺的生日吧！,0.006355932203389831
1214,0,【CSSA联谊活动】《下一秒心动》嘉宾资料大公开！,就在明天！！13:30欢迎各位前排观众为恋习生们助阵速速联系小助手预留吃瓜席位，有可能也会遇到那个Ta哟～还有机会抽取JBL的音响、拍立得等精美奖品！,0.8135593220338984
1251,0,【CSSA推荐】我不允许还有人不知道墨尔本的这几栋公寓！,今天为大家从舒适度、性价比和社交几个角度介绍四栋最最受欢迎的墨尔本学生公寓，识别文中海报，了解更多公寓详情，领取更高优惠,0.8283898305084746
671,0,【CSSA福利宣讲会】和德勤，安永，华为，腾讯，携程大佬面对面？,5月7日下午1点，CSSA线下名企实习宣讲会重磅来袭！德勤，安永，腾讯，华为和携程大佬们现身说法！更有机会获得1v1和大佬咨询！还有精美礼品等着大家！快来报名吧！,0.4449152542372881
530,0,【CSSA研究所】震撼推荐！CSSA中最火爆的游戏和运动都在这里！,信息部【CSSA研究所】推文来啦这次的主题是游戏&运动！想知道CSSA的大家都在玩什么游戏？CSSA每个部门喜欢什么运动？快快点击推文查看叭/:jump,0.2966101694915254
1251,0,【CSSA推荐】曝光！下周二，墨大偷偷搞了个大事情！,下周二晚18：00，墨大偷偷搞了个大事情！！,0.8283898305084746
128,0,【CSSA母亲节祝福】时光慢一点，爱你多一点,,0.012711864406779662
554,0,【CSSA研究所】520限定特辑！CSSA社团分析独家揭晓，爱情秘籍曝光！?,【CSSA研究所】520特别版推文来啦想知道你所在的部门孤寡率是最高的吗？想了解不同性格的同学对恋爱的期望吗快快点击查看吧！,0.3093220338983051
470,0,【CSSA会员福利】免费零食饮料等你来领！CSSA福利助力会员final“捞捞”H1！,"CSSA会员专属的Final福利来啦！ SWOT VAC零食为你的复习助力  FBE楼下公共区域，111 Barry St, Carlton VIC 3053 SWOT VAC周一 5月29日 14:00-16:00  出示小黑卡即可领取由海底捞提供的小零食一份 助力大家“捞捞”H1，复习加油哦！",0.2457627118644068
488,0,【CSSA推荐】福利来啦！墨尔本免费咖啡等你来领！温暖你的考试季！,各位同学们看过来呀Swisse免费送咖啡啦6月5日– 6月10日，就在墨尔本留学生公寓Scape，暖心幸运咖啡等你来领,0.2669491525423729
392,0,【CSSA推荐】7月免费看大片！HOYTS电影票快来领！,Final后第一波福利来啦！ 约场免费电影放松一下吧！ 大片任你选，新东方买单！ 快戳这，60张电影票全城派送啦！,0.1652542372881356
812,0,【CSSA推荐】澳洲工签延长2年，还有毕业生没申请？,澳洲毕业后不知何去何从？ 聪明的宝宝都先占着这个坑！ 独家解析PSW&GWS签证申请！ 留给自己一个随时润澳洲的机会！,0.5932203389830508
676,0,【CSSA活动预告】任何人错过这次的O-WEEK我都会伤心的！,hihi一份来自CSSA的见面礼将会在7.19的11:00-14:00的Oweek活动中为大家派送！墨尔本大学中国学生会期待各位新朋友们的加入！7.19我们在Market Hall等待你的光临！,0.4745762711864407
818,0,【CSSA部门招新】富有活力且充满奇思妙想的团队,享受快乐不如创造快乐！快来和组织部一起创造全新全异的留学生活吧！[Party][Party],0.6016949152542372
618,0,【CSSA推荐】一汽-大众海外人才招聘（墨尔本大学站）强势启动！,一汽-大众海外人才招聘（澳大利亚站）正式开启  蝉联14年中国杰出雇主 开放前沿的发展平台 具备竞争力的薪酬和福利 持续的职业发展和提升机会 多元化与创新的工作氛围  墨尔本大学专属通道已为你开启！线下宣讲会&现场面试&Offer直通车，职等你来！                               宣讲会现场更有精美伴手礼和茶歇哦！一汽-大众，我们墨尔本见！,0.3898305084745763
449,0,【CSSA活动】零食大爆发！快来CSSA迎新会玩游戏交新朋友吧！更有总价值超两千刀的奖品等着你！,叮咚迎新会现直接入场凡7月19日后激活的会员活动当天可凭借小黑卡获得刀返现活动，当天还开放现场半价入会更有机会抽取总价值近2000刀的神秘大奖让我们一起在零食的甜蜜中开启新学期吧（注：只有会员可以兑换奖品喔）,0.21610169491525424
1334,0,【CSSA活动预告】是谁的K-POP之魂在燃烧！,CSSA邀请你来参加首次Kpop随机舞蹈挑战！神仙歌单里是否有你的本命爱豆们？8月11日下午三点半在墨大south lawn等你来跳,0.8601694915254238
298,0,【CSSA活动预告】最嗨的青禾音乐节竟然...,,0.07627118644067797
348,0,【CSSA推荐】指尖旋转～邂逅粉发小霞黄绮珊,,0.13347457627118645
330,0,【CSSA推荐】指尖旋转～邂逅粉发小霞黄绮珊,,0.11016949152542373
476,0,【CSSA会员福利】八月折扣商家, 七夕将至！CSSA【小黑卡】来为大家强势助力！本月有家商家带着超低折扣强势入驻！其中不但有网红花店、花艺工作室。还有：饰品，礼物，奶茶，旅游，手工蜡烛，发型屋 ，餐厅 种类繁多，任君选择～,0.25
392,0,【CSSA活动预告】什么？！距刷屏朋友圈的墨尔本史诗级华语音乐节青禾开演只剩8天！？,,0.1652542372881356
1224,0,【CSSA活动预告】墨尔本2023年三校国庆中秋大型文艺晚会，招募通道开启！,9.30日 墨尔本线下 墨大 Monash RMIT联办国庆晚会【节目招募】  你能获得：高含金量志愿者证书+大型晚会表演经验  墨尔本有任何才艺的朋友想表演的 可以联系小助手哦 奇门遁甲，跳舞唱歌，刀枪剑戟斧钺钩叉！ 小品，戏曲，京剧 ，武术都行/:circle 有绝活的快来滴滴我[Wow],0.8177966101694916
1293,0,【CSSA舞会】璀璨奥斯卡：特工秘境之夜, 𝐂𝐒𝐒𝐀舞会·终于来啦！！ 走进 璀璨奥斯卡：特工秘境之夜，置身于绚丽与秘密交织的派对中，奖品、酒水、无限𝐏𝐇𝐎𝐓𝐎𝐁𝐎𝐎𝐓𝐇， 还有现场𝐃𝐉动感音乐伴你起舞,0.847457627118644
562,0,【CSSA推荐】赶due人绝不容错过的美食推荐！9月折扣商家来啦～,同学们期待的9月折扣商家来啦！本月又有9家新商家入驻我们小黑卡的目录单，同学们的福利又又又更新啦！快来看看我们本月的新增商家，有各式各样的餐厅奶茶，美甲美发，服装饰品，生活所需等！大家可以到公众号锁定你们的所需！赶due虽苦，但也要劳逸结合，享受生活和美食噢！！ ​,0.326271186440678
602,0,【CSSA舞会】璀璨奥斯卡：特工秘境之夜,𝐂𝐒𝐒𝐀舞会·奖品公开啦 在绚丽与秘密交织的派对中享受𝐃𝐉和无限𝐏𝐇𝐎𝐓𝐎𝐁𝐎𝐎𝐓𝐇。还有超2000的奖品等你来拿潘玮柏演唱会门票，蚕丝被套装，美容产品以及服务体验哦,0.3644067796610169
480,0,【CSSA研究所】实习小调研,还在为缺乏实习经验感到焦虑？ 对实习的体验感到迷茫？ 对于如何找到实习感到无从下手？ cssa研究所会带给你答案！[Party],0.2542372881355932
936,0,【CSSA舞会】璀璨奥斯卡：特工秘境之夜,最后天！𝐂𝐒𝐒𝐀舞会重磅来袭  超𝟐𝟎𝟎𝟎刀奖品无限𝐏𝐡𝐨𝐭𝐨 𝐁𝐨𝐨𝐭𝐡 潘玮柏演唱会门票 伴动感𝐃𝐉音乐一起狂欢 现在还有【特别票价机制】,0.7033898305084746
1836,0,【CSSA推荐】急招！PR限制大放宽，墨大同学赚大了！,墨大同学注意！没有PR也能留澳啦！,0.9279661016949152
658,0,【墨城攻略】墨尔本周边游玩攻略,小长假终于就要来临了 大家准时好来一段简单有趣的短途旅行了吗？ 快来查收这份CSSA给你推荐的游玩攻略吧！,0.4279661016949153
137,0,【CSSA推荐】巡演｜世界上会弹钢琴的Hello Kitty！凯蒂猫全澳巡演音乐会三城开跑！快来参加填色活动参赢取限量周边奖品！, 本次『Hello Kitty的蝴蝶结交响音乐会』除了带来精彩绝伦的演出，还为我们墨大CSSA的朋友们准备了专属奖品  一等奖 -神秘重量级歌手演唱会免费双人票（两份） 二等奖 - 十二门徒免费双人旅游券（六份） 三等奖 - 5% cash back （20份）  点开推文查看详情～,0.01694915254237288
409,0,【CSSA会员福利】期末好运连连，福利包你hold住了吗？你的超值羊毛，一触即发！,"叮叮！速来领取你的巨额Final福利  此次期末大礼包包括书签+蛋糕+奶茶+香薰蜡烛+各类挂件周边  FBE楼下公共区域，111 Barry St, Carlton VIC 3053  10.23 (周一)1-3 pm 先到先得哦！  大家复习加油，门门H1～",0.1906779661016949
459,0,【墨城攻略】墨大图书馆资源攻略,注意！注意！期末来临！ 准备好进入紧张刺激的复习阶段了吗 速来查收来自CSSA的一份图书馆宝典 高效利用好学校的资源一起努力冲刺吧～,0.23728813559322035
271,0,【CSSA会员福利】期末好运连连，福利包你hold住了吗？你的超值羊毛，一触即发！,"叮叮！速来领取你的巨额Final福利  此次期末大礼包包括书签+蛋糕+奶茶+香薰蜡烛+各类挂件周边  FBE楼下公共区域，111 Barry St, Carlton VIC 3053  10.23 (周一)1-3 pm 先到先得哦！  大家复习加油，门门H1～",0.059322033898305086
345,0,【CSSA推荐】张震岳-澳洲巡演《情歌岳》重磅回归！金曲制造机席卷澳洲！,张震岳2023澳洲巡演来啦！ 11月11日-墨尔本站 11月12日-悉尼站 图文内扫码即可购票！ 快来现场与阿岳一起，全场大合唱那些陪伴我们走过青春岁月的歌曲吧！/:heart,0.1271186440677966
315,0,【CSSA推荐】纵横西北！来嘉上班！综合管培生宝藏机会等你来投！,,0.09745762711864407
597,0,【CSSA推荐】无锡市公开选调海内外优秀青年人才300优质岗位诚盼您来！,【CSSA推荐】无锡市公开选调海内外优秀青年人才，300优质岗位诚盼您来！,0.3601694915254237
262,0,【CSSA会员福利】全新人气商家入驻！11月折扣商家来啦～,小伙伴们期待已久的11月折扣商家来喽！！本月又又又有多家餐厅以及买手店加入我们小黑卡的目录单～同学们即时在final周也一定要好好照顾自己，经营好生活哦！已经考完试的同学们不知道去哪里嗨皮逛吃逛吃？锁定CSSA折扣商家，本月为大家带来丰衣粥食，宵夜店，以及玩具店MEEQ等人气商家，美食和买买买的完美结合，生活品质！ 祝愿大家都可以在考试中取得好成绩！Final虽苦，大家也要好好享受生活哟～,0.05508474576271186
674,2,【CSSA推荐】新东方澳洲分公司【实习生】开始招募啦！,澳洲就业新选择！ 新东方前途出国澳洲推出“实习生导师项目” 想要成为职场新人的快来了解！ [LetMeSee]分享出去，给留学生活加点料！,0.4597457627118644
674,2,【CSSA推荐】新东方澳洲分公司【实习生】开始招募啦！,澳洲就业新选择！ 新东方前途出国澳洲推出“实习生导师项目” 想要成为职场新人的快来了解！ [LetMeSee]分享出去，给留学生活加点料！,0.4597457627118644
1909,0,【CSSA推荐】注意！留澳政策放宽，墨大同学迎来新转机！,想留澳的墨大同学，今年躺赢！,0.940677966101695
429,0,【CSSA推荐】申博讲座｜让我看看谁还在自费读博？（附奖学金攻略）,听说在澳洲读博很吃香？ 6年工签、科研资源、奖金加持... 如果有人还在为申博迷茫 不如11月29日来听听他们怎么说！,0.2076271186440678
286,0,【CSSA推荐】2023线下留学生的留澳指南，你真的要错过吗？,| 12月初将会迎来本地专业律师所Ark LEGAL与本地房地产DPG Property Group携手举办的一场满是干货的讲座！不仅能揭秘永居之路，还能教你如何在租房中保卫自己的权益！你还在等什么？快来领取租房与永居的终极指南吧！,0.06779661016949153
212,0,【CSSA会员福利】全新人气商家入驻！12月折扣商家来啦～,大家期待的12月折扣商家来喽！！小伙伴们考试后有没有好好休息呢～即将毕业的同学们不知道在哪里买花或者礼品？开启假期同学们不知道去哪里吃喝玩乐？日常生活房屋清洁不知如何选择？锁定CSSA折扣商家，多家花店，玩具店，礼品店，美食和买买买的完美结合，生活品质！祝愿同学们都可以拥有一个完美的假期，也祝毕业的小伙伴们前程似锦未来可期,0.029661016949152543
3098,0,【CSSA推荐】明确了！墨大同学再多一次留澳机会！,12月岗位捡漏！无PR的墨大留学生，持工签直接投！,0.9745762711864406
