Views,reposted,Title_without_emoji,PYQ_Text_without_emoji,QuantileLabel
316,2,【CSSA小课堂】建党百年庆 | 学习四史，了解中国百年变化！,不忘本来，鉴往知来 学习四史，了解中国 不忘初心，砥砺前行 祝祖国建党节快乐，更加繁荣昌盛！,0.1038135593220339
3159,0,【CSSA上海线下迎新会】墨大网课人线下面基啦，期待交友的你们还在等什么！,哈喽在吗？来上海听干货、做游戏、交朋友咋样7月10日14：00在留学墨尔本中心不见不散哦～,0.9830508474576272
1115,0,【CSSA部门招新-信息部】学生会的唯一独家技术支持,在这里，团队专业，技术一流，合作氛围浓厚 在这里，你的每一行代码都将服务于所有墨大学子 在这里，bat大牛带队，与大家一起不断探索前沿 加入信息部，让青春燃起来,0.7711864406779662
1594,0,【CSSA部门招新-宣传部】会吃会学更会玩：帅哥美女云集地，脱单就等你了！,宣传部和你一同开启快乐大学生活 帅哥美女团建出游 推送/海报/摄影 你想学的都有 快来加入我们吧！,0.9110169491525424
1084,0,【CSSA部门招新-HR部】快乐星球集结号-就差一个你！,是什么能使cssa 惊艳四座？ 是什么能让cssa 珠联璧合？ 是什么能给cssa 锦上添花？  加入HR部门，我们给你答案~,0.7542372881355932
2157,0,【CSSA部门招新-组织部】组织千里一线牵 我在等风也等你,莫文蔚的阴天 孙燕姿的雨天 周杰伦的晴天 都不如你来组织部和我们聊聊天,0.961864406779661
1121,0,【CSSA部门招新-外联部】开始啦! 快来做我们的“新”上人吧!,外联要招新？拿来吧你！,0.7754237288135594
902,1,【CSSA活动预告】S2线上Oweek来袭，听说点进来的小可爱更容易抽到礼品！,想了解更多CSSA活动和福利，加入CSSA大家庭吗 7月23日墨尔本时间3-5pm（北京时间1-3pm），我们在Hopin等你来！ 偷偷告诉你，当天还有丰富的抽奖福利等你来拿哦～,0.673728813559322
998,1,【CSSA活动预告】迎新会 | 相约云端，齐聚线下！Hello On Campus!,想了解CSSA的活动，加入CSSA各部门？想更快融入校园生活吗 在CSSA迎新会，你想要的全都有！更有丰富奖品和精彩游戏等着你！赶快报名参加吧,0.7245762711864406
1233,0,【CSSA推荐】2021续签高峰提前到来，你续签了吗？,【CSSA推荐】8月签证续签提醒 请关注你的签证状态 请自查签证到期时间 续学签，申PSW，旅游签 联系澳洲新东方办理,0.8220338983050848
344,0,【CSSA推荐】如何搞定新学期缴费? 读它！,【CSSA推荐】你还在为不知道如何缴费而困扰吗？你还在犹豫哪种缴费方式最经济吗？现在登陆墨大官方认可平台【汇元通】！用rmb直接支付，无须繁琐电汇步骤哦！学费，书本费，住宿费均可使用同学们还不快来！,0.12076271186440678
274,0,【CSSA推荐】澳洲专属 | 小米2022秋招分享会活动开幕,小米集团2022全球校园招聘已正式开始，作为一名澳洲留学生，你准备好了吗？超多求职干货，等你来听！超多惊喜礼品，等你来拿！,0.0635593220338983
849,0,【CSSA推荐】火速持证！墨大留学生竟能毕业前拿下ACCA？9门免考加速，一年备考时间绰绰有余！备考秘籍分享来啦！,【CSSA推荐】是什么能让墨大学生能在毕业之前就拿下含金量极高的ACCA[LetMeSee]？所有秘密都藏在这篇推文里面，让我们走进WinCareer了解详情！,0.6398305084745762
1252,1,【CSSA推荐】墨尔本大学&华为云核心网｜校招专场交流会,CSSA合作的线上大厂宣讲又双叒叕来啦快来一起蹲一波华为云核心网校招线上宣讲8月13日北京时间18:30！更有专属礼物等你来拿！快来扫码报名吧！,0.8347457627118644
1369,0,【CSSA活动预告】线上交友活动｜高质量人类都在这里了！,疫情在家无社交没见过本校同学各位高质量人类快来参加CSSA线上交友活动吧在属于我们的狂欢日一起玩游戏交朋友还有机会获得精美奖品哦8月21号，高质量人类狂欢日我们不见不散,0.8728813559322034
666,0,【CSSA独家福利】正宗湘菜馆八五折还送饮品！奶茶水果茶全场七五折！,吃货们赶紧看过来 这个月CSSA带领大家探店墨尔本最不容错过的湘菜馆和奶茶店还有限时超大折扣等着你[Wow]快跟着我们一起用火辣辣的湘菜和甜甜的奶茶迎接春天吧,0.4364406779661017
1209,0,【CSSA活动预告】还在为毕业求职发愁？快来参加令人心动的offer吧！,你是否还在为找不到求职小伙伴而苦恼？或是还在如何修改简历，在群面中脱颖而出而手足无措？ 快来加入DBC令人心动的offer吧/:jj 来一起寻找志同道合的小伙伴们～ [Wow]们不见不散 ,0.8050847457627118
670,0,【CSSA招聘】OPPO海外留学生校园招聘正式启动，Join us！,OPPO2022届留学生校招超多岗位和工作地点供你选择，总有一款适合你！/:strong还有OPPO工作环境720度VR体验等着你[Wow][Wow],0.4406779661016949
638,0,【CSSA招聘】美团2022届秋季校园招聘全面启动,美团秋招全面启动！超多岗位，还可以申请校园大使，快快申请吧[Wow][Wow],0.4067796610169492
316,0,【CSSA转发】新一季活动上线，寻找会为音乐EMO的那个你！,,0.1038135593220339
402,0,【CSSA提醒】你填问卷，我来服务！还有精美礼品等着你哦！,,0.1864406779661017
773,0,【CSSA招聘】华为财经2022届应届生全球招聘全面启动,,0.5508474576271186
457,0,【CSSA会员福利】网红奶茶？日韩美妆？极限运动？CSSA专属折扣千万别错过！,九月折扣商家重磅出炉新入驻商家强势来袭！优惠多多，惊喜连连！！快带上小黑卡与墨大CSSA一起玩转墨尔本吧,0.2288135593220339
397,0,【CSSA高校联办】庆团圆，展未来！参与线上知识问答活动学联给你送月饼啦！,庆团圆·展未来 “十四五”规划线上知识问答活动！不论你在墨尔本、塔州还是国内都可以参与活动，赢得美味的月饼和精美奖品！,0.17372881355932204
644,0,【CSSA活动预告】这里有个zoom中国文化节不来了解一下！,中秋将至CSSA特举线上中国文化节活动在农历八月十五到来之际一起玩游戏学文化交朋友还有精彩好礼等着你9月19号，一起参加线上文化节提前欢度中秋吧,0.4110169491525424
616,0,【CSSA独家福利】速来领取小龙坎限时优惠，甜食星人不容错过的天堂也在这里！,号外号外 又到了CSSA【每月探店】的时间啦这个月我们带大家体验墨尔本最地道的火锅之一以及红遍全城的甜品店～外卖～直接到家快来跟我们一起体验【小龙坎】带来的家乡美味和【iCake】蛋糕带来的幸福感吧吃货们还在等什么,0.3771186440677966
867,0,【CSSA活动预告】线上桌游 | 狼人杀 x 剧本杀！对不起，我是一匹好人。,紧张又刺激的桌游战场 包含时下最热门最受欢迎桌游——狼人杀+剧本杀 丰富诱人的奖品+认识帅哥美女的场合+休闲娱乐的游戏 CSSA线上桌游活动9.20号正式举办心动不如行动,0.652542372881356
426,0,【CSSA高校联办】活动预告｜歌以咏志∙百载芳华 庆祝新中国成立72周年音乐晚会,同庆繁荣盛世，共睹青春之志 以青春你我，共敬百载芳华 9月26日墨尔本时间19点线上大型国庆活动《歌以咏志·百载芳华》 与海内外学子同庆祖国72周年华诞,0.2033898305084746
741,0,【CSSA安全提醒】突发！墨尔本发生6.0级地震，这份自救指南请你务必观看！,同学们要注意安全哦！,0.5169491525423728
750,0,【CSSA高校联办】就在明天7点｜歌以咏志∙百载芳华 庆祝新中国成立72周年音乐晚会,同庆繁荣盛世，共睹青春之志 以青春你我，共敬百载芳华 9月26日墨尔本时间19点线上大型国庆活动《歌以咏志·百载芳华》 与海内外学子同庆祖国72周年华诞,0.5338983050847458
514,0,CSSA活动报名】深夜电台｜emo人的深夜聚会,深夜电台观众群开启 | CSSA首次电台周六北京时间7点聚焦墨大学生动乱的内心世界错综复杂的爱慕关系该如何处理？难以调节的亲友矛盾又该如何面对？本周六晚你的月亮我的心，加入我们，共同讨论,0.2711864406779661
314,0,【CSSA祝福】喜迎华诞，共贺国庆！,祝大家国庆快乐哦！,0.09322033898305085
2556,0,31 October | Graduation Celebration in Shanghai 澳大利亚大学毕业庆典上海站,澳大利亚大学毕业庆典上海站来啦 名额有限 墨大同学们赶紧报名一起享受欢乐盛典吧！,0.9703389830508474
13000,0,注意！中国驻墨尔本总领馆再次提醒：回国健康码填报要点！需要同时上传在澳签证和机票行程单！,,1.0
398,0,【CSSA独家福利】Chinatown火锅吃多少送多少！墨客甜品八五折！速来薅羊毛！！！,各位吃货的小眼睛看过来啦 又到了CSSA送福利的时间啦本期的每月探店 给大家送上在Chinatown色味俱佳的火锅店 ——【香天下】 不住在ct那来看看在Glen Waverley 颜值颇高 堪称舌尖上的艺术的甜品蛋糕店——【墨客】都可【外卖】～ 甜咸搭配总有一家店满足你的胃,0.18008474576271186
6487,0,【CSSA摄影大赛】相机组投票--城市记忆,2021届摄影大赛投票开始啦！,0.9957627118644068
2051,0,【CSSA摄影大赛】手机组投票--风味半球,今天手机组投票开通啦,0.9491525423728814
698,1,【CSSA会员福利】免费领网红饮品甜品小零食卡套的福利来啦！期末复习期间尽享会员乐趣！,CSSA期末福利来啦 波子汽水免费领 各类网红小零食免费领 国潮甜品免费领 行李卡卡套免费领 10.25 周一下午2-4点 Lincoln Square 不见不散,0.4872881355932203
793,0,Event | Graduation Celebration in Guangzhou 澳大利亚大学毕业庆典广州站,在广州的朋友快来看呀,0.565677966101695
647,0,【CSSA会员福利】Final吃啥？来自CSSA的独家关怀～,喔？ct热门餐厅也加入折扣商家了？！Final期间，除了学好也要吃好哦,0.4152542372881356
866,0,【CSSA推荐】墨大在读就能报考CFA？没考完也能提升竞争力？临毕业再准备就太晚了！,CFA没考完也能提升竞争力？墨大在读就能报考了临毕业再准备就太晚了本周日晚十年培训经验的CFA&FRM持证人直播讲解！想要了解CFA对你未来就业的增值空间扫码报名[GoForIt],0.6483050847457628
714,0,【CSSA独家福利】宝藏潮汕火锅，满分剧本杀玩剧社，超多限时优惠！,CSSA十一月的独家福利来啦超火的剧本杀【玩剧社】盒装/城限/独家剧本都有9折优惠还有宝藏餐厅【潮汕牛肉火锅】全场88折食材鲜嫩，汤底甜美，Final结束赶紧和朋友约起来吧～现在去两家店都送饮料噢[Yeah!],0.4957627118644068
1944,0,【CSSA推荐】墨大年底毕业的留学生注意！最后一次机会，省下1000英镑！错过血亏！,墨大年底即将毕业的同学请注意澳新地区留学生在读即申请ACCA加速计划，最高省下1000英镑提前豁免9科免考仅需考4门就能成为准持证人！详情请扫码入群咨询,0.9449152542372882
2156,0,【CSSA推荐】墨大周五出分！毕业出分前，留学生做好这件事，直接能省1000英镑！,墨大年底即将毕业的同学请注意澳新地区留学生在读即申请ACCA加速计划，剩下的时间已经不多啦！扫码进群，一起了解今年全澳第一的学霸学员的培训计划吧！最高省下1000英镑提前豁免9科免考仅需考4门就能成为准持证人！,0.9576271186440678
979,0,【CSSA会员福利】放假啦！还不快看看折扣商家都有啥？能薅的羊毛千万别错过哦～,墨尔本老牌粤菜+剧本杀惊喜入驻！,0.7161016949152542
730,0,【CSSA推荐】墨大大一在读就能考金融证书？考CFA前先了解下FRM！充分利用时间考证做背景提升！附22年FRM备考群和资料福利,就在今晚FRM与CFA的超强解析！两个含金量非常高的金融证书，如何规划最低成本双证到手为未来加分？赶紧扫码进群，一起来听听吧！,0.5042372881355932
481,0,【CSSA独家福利】假期恰饭打本攻略指南请查收~,CSSA十二月的的每月探店来啦宝藏剧本杀【喵喵屋】所有剧本都有8折优惠还有宝藏餐厅【墨村私房菜】全场85折圣诞将至，赶紧和朋友们一起约出去逛吃逛吃,0.2584745762711864
1046,0,【CSSA攻略】2022开学必备新生群，帮你快速找到组织~,找到组织的最快方法！ CSSA开学宝典，你值得拥有/:strong,0.7457627118644068
1029,0,【CSSA推荐】FRM | 墨大大一就能完成的高含金背景提升！高薪岗位优先录取，大一备考，火速持证！,想要快速获得金融证书？刚上大学就读商科专业，FRM金融证书对自己未来有什么帮助？快进群来看看吧,0.7330508474576272
778,0,【CSSA活动预告】线下游戏|Speed&City - 墨城寻宝,难得闲暇的假期，你是否也想在墨尔本的大街小巷感受久违的夏天呢？CSSA精心为你准备了重新认识墨尔本的机会 结交好友，体验游戏，更有精彩好礼！1月8日Speed&City，不见不散,0.5550847457627118
398,0,【CSSA会员福利】ct老牌奶茶店回归，网红饰品店加入～ 2022新的一年别忘记用上小黑卡优惠哦！,元旦快乐！！新的一年快来看看2022小黑卡都更新了什么商家吧～,0.18008474576271186
608,0,【CSSA推荐】墨大大一必考的高含金财经证书，无专业限制！还有160万补贴持证即领！,想合理利用假期时间提升自己想要在课余时间提升自身价值来看看这个无专业限制的FRM财经证书吧扫码进群或添加顾问老师获得免费学习规划和FRM备考礼包哦一起来参与吧,0.3686440677966102
352,0,【CSSA推荐】FRM课程虎年钜惠！墨大校区双人团立减4000！还有1000元奖学金可以申请？,新学年新目标在这个Summer term我们要如何为往后的学习计划做准备？来了解一下大一就能考下的FRM财经证书吧扫码添加顾问老师了解早鸟报名更多优惠噢,0.13983050847457626
734,0,【CSSA活动预告】如虎添翼迎新春｜国内线下桌游活动来啦！,如虎添翼迎新春CSSA国内线下游戏会活动来啦想在新的一年里认识新朋友相约一起返澳吗？想和老朋友们一起共度欢乐的线下桌游时光吗？想要把精美礼品带回家吗？那就1月21日来深圳参加有趣的游戏会活动吧,0.5084745762711864
742,0,【CSSA推荐】留学生这份账单在支付宝有福利，100元支付红包，还有机票券等你来！,同学们不要错过了哦,0.5211864406779662
1298,0,【CSSA通知】春节包派发时间地点出炉，快来领取祖国母亲的爱,春节马上就要到了，快来领取来自祖国母亲的爱吧！[Party][Party][Party] 春节包可以在1月29和30号的1-5pm在墨大Law School领取。大家路过别错过！[LetMeSee][LetMeSee][LetMeSee],0.8516949152542372
1852,0,【CSSA推荐】Hi墨大留学生，澳元汇率正好，是时候用支付宝交学费啦！,支付宝缴费福利来啦,0.9322033898305084
1555,1,【CSSA活动预告】拒绝社恐，快来CSSA线上线下Oweek认识新的小伙伴吧！,对社恐say no！来自cssa的oweek活动来啦！想了解cssa举办的各类活动和职能吗？是否对自己的专业内容还有疑惑？不用担心！cssa为大家带来了干货满满的内容！线上线下全覆盖！快来参加吧！,0.902542372881356
1179,1,【CSSA新生线上茶话会】关于墨大的那些事儿,各位即将入学的同学们你们是否对墨大的学院和各种热门专业充满困惑是否对于大学生活的规划充满迷茫不怕！墨大老字号cssa将于2月20日北京时间14:00邀请最强专业讲解天团在zoom直播间解答你的所有困惑,0.8008474576271186
834,0,【CSSA宣传部招新】有爱有温度的宣传部，职等你来！,【宣传部招新】 一个人才济济，有温暖有爱的部门，职等你来,0.6207627118644068
740,0,【CSSA信息部招新】来和信息部一起做一些有意义的事情吧,【信息部招新】 我们负责cssa小程序和网站的设计和开发，欢迎各位有志之士的加入，一起来度过一段有意义的大学时光~,0.5127118644067796
925,0,【CSSA外联部招新】是时候告诉你真相了，你就是我们失散已久的家人,【外联部招新】 再度启程，等待着的是未曾绽放的芳华。自信而又坚定的新外联人，期待你的加入！,0.684322033898305
1211,0,【CSSA人力资源部招新】颜值与才华齐飞，快乐星球HR需要一个你！,【CSSA HR2022 Sem1招新】 颜值与才华齐飞，全能有爱部门HR招新啦 听说你也是帅哥美女 那不妨我们在快乐星球认识一下叭[Wow],0.809322033898305
1052,0,【CSSA组织部招新】想在你风华正茂的日子里，留下和组织的回忆,「组织部招新」 一个都是帅哥美女的部门，欢迎大家加入这个大家庭，一起写策划、办活动～ 一起在风华正茂的日子里，留下难忘的回忆,0.75
1355,0,【CSSA活动预告】迎新会｜这里有价值5000刀的奖品等你来！让我们携手并进，为你的新学期添光加彩！,【 CSSA“拍了拍”你 】初到墨尔本想结交好友 疫情在家找不到组织想更了解CSSA各部门职责快来报名参加CSSA迎新会更有精彩游戏和丰富大奖等着你③月④日下午 点我们不见不散,0.8686440677966102
801,0,【CSSA活动预告】线下游戏|Speed&City - 墨城寻宝,灿烂盛夏墨城复苏 你是否也想在墨尔本的大街小巷，感受这城市久违的心跳? 无论你是初来乍到还是苦于疫情的别离，来CSSA跟小伙伴一起线下交友益智游戏逻辑推理。更有精彩好礼等着你！3月12号，我们不见不散！,0.576271186440678
673,0,【CSSA会员福利】折扣商家新增10家！更有宝藏沉浸式剧场惊喜加入～,康康ct又有哪些折扣商家加入CSSA？,0.4491525423728814
299,0,墨大专属ACCA、CFA课程重磅推出！双人报课送1500刀金融实操课！还有Switch、iPad、Airpods免费抽,墨大同学请注意 CSSA钻石年赞WinCareer提供ACCA/CFA考证最佳培训方案推荐官方认证黄金级教培机构，通过率高达85%十六年老牌，有保障,0.08050847457627118
580,1,墨大新老学生看過來2022年CSSA首次线下宣讲会来啦各大金融证书讲解，如何选择提高自身背景添加小助手报名即可参加啦,墨大新老学生看過來2022年CSSA首次线下宣讲会来啦各大金融证书讲解，如何选择提高自身背景添加小助手报名即可参加啦,0.3389830508474576
965,1,【CSSA活动预告】打开社交圈，对社恐说不！《楚门的世界》线下交友活动,楚门的世界可以说是假的，但朋友的相伴却半点不假 让我们一起打破重重阻碍，打造小船离开小岛，开启一段神秘的旅程吧  月 日，我们等你来赴约,0.711864406779661
310,0,【CSSA活动预告】想有效入门PS/秀米？CSSA Workshop帮你搞定！,怎么用photoshop做出精美的海报？微信公众号发送的推文到底是怎么制作出来的？Week4 CSSA宣传部Workshop等你来加入！,0.0847457627118644
811,0,【CSSA活动预告】丨墨大中国学习中心 x CSSA线上中国学生交流会,在网络这片大海中，同一座城市里，你的身边可能就隐藏着校友墨大中国学习中心和CSSA梦幻联动只为帮你找到志同道合的同城校友 3月25日不见不散～,0.586864406779661
629,1,【CSSA线上福利宣讲会】携N家大厂内推码重磅来袭！,"还在为拿不到内推码而一筹莫展吗？还在面对大厂实习而不知从何下手吗？本周六墨尔本时间9:00,CSSA名企线上宣讲会，准时上线为你答疑解惑！更有家大厂内推码等你来领取！我们不见不散！",0.3983050847457627
1528,0,【CSSA会员福利】折扣商家新增17家！还有网红Tufting工作室强势入驻~,同学们，快带着小黑卡去享受专属福利吧[LetMeSee] 本月新增了17家商家！快看看有没有你感兴趣的！（偷偷告诉你：折扣多多哦[Smirk]） 肝due再累，也要记得好好干饭！好好放松！,0.8983050847457628
745,0,【CSSA推荐】毕业即就业？优秀学姐分享毕业后直进四大心得！有无证书，入职待遇差异大！,毕业回国想进四大？/:?背景不过硬，如何提高入职通过率现任澳新四大行风控经理分享考证对就业帮助有多大！薪酬待遇肉眼可见的不同！优秀学姐直播！干货满满哦,0.5254237288135594
833,0,【CSSA活动预告】 即刻上场！为荣誉而战，为梦想加冕,你多久没有重拾心底的篮球梦 4月16日墨大&RMIT联袂打造“寻找墨城路人王”篮球赛，去成为你想成为的延续那最初的感动,0.614406779661017
659,1,【CSSA活动预告】我们与恶的距离｜来一场特殊的心灵之旅,"滴滴，你收到一份CSSA的邀请函！你是否在生活和学习中遇到的烦心事？你是否有许多想法想要倾诉？如果你的答案是YES, 那就在4月23日墨尔本时间4点见吧！",0.4322033898305085
462,0,【CSSA活动预告】Unimelb x RMIT 双校篮球联赛火热开启！一起来为梦想和荣誉喝彩！,热血青春“篮”不住，寻找墨城路人王将青春装进直径24.6篮球里的少男少女们4月16日两校篮球赛报名即将截止快来加入我们拿千元大奖吧,0.24152542372881355
537,0,【CSSA推荐】墨大同学必听！从留学到就业，学姐分享从四大事务所到四大银行的成功经验！,就在明天优秀学姐干货直播背景不过硬，如何提高入职通过率现任澳新四大行风控经理分享考证对就业帮助有多大！薪酬待遇肉眼可见的不同！干货满满点进来扫码参与吧,0.3008474576271186
617,0,【CSSA每月探店】错过爱情也不能错过的沉浸剧场和餐馆看这里！,放假啦CSSA四月的独家福利来啦沉浸式剧本杀【剧说工作室】浮生若梦[Party]剧情紧扣，场景精美/:handclap还有宝藏餐厅【外卖侠】，点小龙虾还有额外优惠/::B趁假期赶紧和朋友们约起来吧～,0.3834745762711864
766,1,【CSSA福利宣讲会】商科生都想去的咨询证券投行？,专为想要拥有商科类实习经历的同学们量身定制的宣讲会！ 三位拥有头部咨询，券商，投行实习经历的学长学姐们为你分享他们的亲身经历，解答你的疑惑哦～本次更含史无前例的精华笔记分享！还不快来参与吗！,0.5423728813559322
