Time,PYQ_Text,Title,Views,reposted
2022-03-20 14:39:00,在网络这片大海中，同一座城市里，你的身边可能就隐藏着校友🌃墨大中国学习中心和CSSA梦幻联动✨只为帮你找到志同道合的同城校友🎊 3月25日不见不散～❤️‍🔥,【CSSA活动预告】丨墨大中国学习中心 x CSSA线上中国学生交流会,811,0
2022-03-24 18:00:00,"还在为拿不到内推码而一筹莫展吗？还在面对大厂实习而不知从何下手吗？本周六墨尔本时间9:00,CSSA名企线上宣讲会，准时上线为你答疑解惑！更有5⃣️家大厂内推码等你来领取！我们不见不散！",【CSSA线上福利宣讲会】携N家大厂内推码重磅来袭！,629,1
2022-04-04 11:00:00,"同学们，快带着小黑卡去享受专属福利吧[LetMeSee]
本月新增了17家商家！快看看有没有你感兴趣的！（偷偷告诉你：折扣多多哦[Smirk]）
肝due再累，也要记得好好干饭！好好放松！",【CSSA会员福利】折扣商家新增17家！还有网红Tufting工作室强势入驻~,1528,0
2022-04-06 20:00:00,毕业回国想进四大？/:?背景不过硬，如何提高入职通过率🤔现任澳新四大行风控经理分享🔥考证对就业帮助有多大！💰薪酬待遇肉眼可见的不同！优秀学姐直播！干货满满哦,【CSSA推荐】毕业即就业？优秀学姐分享毕业后直进四大心得！有无证书，入职待遇差异大！,745,0
2022-04-08 22:00:00,"你🈶️多久没有重拾心底的篮球梦❓
4月16日墨大&RMIT联袂打造“寻找墨城路人王⛹🏻‍♂️”篮球赛🏀，去成为你想成为的🏆延续那最初的感动❤️‍🔥",【CSSA活动预告】 即刻上场！为荣誉而战，为梦想加冕,833,0
2022-04-11 19:00:00,"滴滴，你收到一份CSSA的邀请函🤩！你是否在生活和学习中遇到的烦心事？你是否有许多想法想要倾诉？如果你的答案是YES, 那就在4月23日墨尔本时间4点见吧🥳🥳🥳🥳！",【CSSA活动预告】我们与恶的距离｜来一场特殊的心灵之旅,659,1
2022-04-12 19:10:00,热血青春“篮”不住，寻找墨城路人王🥳将青春装进直径24.6篮球里的少男少女们⛹️⛹️‍♀️4月16日两校篮球赛报名即将截止‼️快来加入我们🤩拿千元大奖吧💰,【CSSA活动预告】Unimelb x RMIT 双校篮球联赛火热开启！一起来为梦想和荣誉喝彩！,462,0
2022-04-13 20:00:00,就在明天🔥优秀学姐干货直播‼️背景不过硬，如何提高入职通过率🤔现任澳新四大行风控经理分享🔥考证对就业帮助有多大！💰薪酬待遇肉眼可见的不同！干货满满🤓点进来扫码参与吧🤩,【CSSA推荐】墨大同学必听！从留学到就业，学姐分享从四大事务所到四大银行的成功经验！,537,0
2022-04-15 21:00:00,放假啦❗️CSSA四月的独家福利来啦❗️沉浸式剧本杀【剧说工作室】⛩浮生若梦[Party]剧情紧扣，场景精美/:handclap还有宝藏餐厅【外卖侠】，点小龙虾🦞还有额外优惠/::B趁假期赶紧和朋友们约起来吧～,【CSSA每月探店】错过爱情也不能错过的沉浸剧场和餐馆看这里！,617,0
2022-04-23 23:58:00,专为想要拥有商科类实习经历的同学们量身定制的宣讲会！ 三位拥有头部咨询，券商，投行实习经历的学长学姐们为你分享他们的亲身经历，解答你的疑惑哦～本次更含史无前例的精华笔记分享！还不快来参与吗！,【CSSA福利宣讲会】商科生都想去的咨询证券投行？,766,1
2022-04-25 20:00:00,🔥我们作为留学生，除了优秀的成绩和相关工作经验外，有哪些对简历/面试关脱颖而出至关重要🔎WinCareer联合【中澳企业家峰会】发起人Jack分享如何明确目标，包装自己从而提升职场竞争力💪大家一起来听听吧‼️,【CSSA推荐】抢先一步！墨大留学生获得名企雇主青睐的最好机会，认准这块就业敲门砖，背景提升杠杠的,390,0
2022-05-04 16:45:00,📣惊！毛孩子们也可以享受专属折扣啦！还有知名火锅店+沉浸剧场等19家商家强势入驻。咱就是说，拿着小黑卡，吃喝玩乐全都安排的明明白白的！,【CSSA会员福利】萌宠专区来啦!另外新增19家新商家!,563,0
2022-05-06 16:47:00,,【CSSA推荐】墨尔本大学&卓越企业系列云上课堂 | 5月中国银行课堂报名开启！,344,0
2022-05-05 22:47:00,即使在最黑的夜，也要有最热的血🔥CSSA学习健身打卡活动重磅来袭❗️有和你一样酷爱学习健身的帅哥美女一起发奋图强 挥汗如雨，又有工作人员每天记录你每一点滴的付出🏃‍♀️积分赢取丰厚大奖🎁不要犹豫，因为——总有一个比你更优秀的人在努力💪🏽,【CSSA活动预告】期末复习周不再迷茫！学习+健身打卡活动即将开始！,845,0
2022-05-07 23:03:00,是否还在忧虑面试时穿什么🕺衣服？是否还在烦恼如何使用LinkedIn😩？是否还在害怕面试的时候考官记不住你🤔？就在5月14号！快来参加职业联谊会🙋‍♂️，和职场面试link起来吧🎆！,【CSSA活动预告】快来线下职业联谊会，带你迈开面试求职第一步！,592,0
2022-05-16 19:00:00,"墨大优秀学姐经验分享‼️
CFA三级如何一次高分过😎
从业6年分享如何在券商生存🌟
在校生如何高效提升背景✅
一起扫码来听一下吧✨",【CSSA推荐】CFA三级一次过！墨大学姐分享在校期间如何高效提升背景！为进顶级券商/投行做准备！,380,0
2022-05-15 23:00:00,【CSSA独家福利】快来看看五月份的墨尔本平价治愈系美食‼️ 三餐茶饭，四季衣裳，而尝遍所有美味却依旧贪恋的味道我们称之为家🍲。CSSA 携手Waku Waku和小巷在这个冬季勾起你对家乡的回忆🤩🤩,【CSSA每月探店】墨尔本平价治愈系美食来袭！让可颂汤咖喱，流油的夜包子温暖你整个冬季,593,0
2022-05-30 19:00:00,"端午短文➕照片征集正式结束啦，各位同学快来通过这篇推文为你喜欢的短文和照片打call吧/:handclap 
‼️同学们记得明天(6.1)下午1：30之后在Law Building领粽子🦆 (粽子有限 先到先🉐～)",【CSSA三校活动】浓情端午，层层出粽，为你心中的端午印象投票吧～,674,0
2022-06-05 15:00:00,"📣好消息 好消息
本月新增8⃣️家折扣商家！不但有网红Tufting工作室还有时尚家居店强势入驻！考完试可以约着朋友们安排一波了！（ps：记得一定要刷小黑卡享受专属折扣哦。）",【CSSA会员福利】折扣商家新增8家！,527,0
2022-06-15 19:00:00,,【CSSA推荐】S2 选课已经开放，你选好了吗？,1160,0
2022-07-07 21:00:00,,【CSSA推荐】学费好贵啊，大家要分成几次交吗？,898,0
2022-07-10 22:42:00,什么什么？CSSA推出了真人版盲盒活动⁉️即使看不见你的脸🎭也能读懂你的心💗 。8️⃣月1️⃣2️⃣日晚，让我们共赴一场“盲盒恋人”心动之旅💕 听👂🏻，刚才我的心多为你跳了一下🥰,【CSSA联谊活动】盲盒恋人｜180mins心动加速，温暖墨尔本的寒冷冬日,1622,1
2022-07-13 18:00:00,"【CSSA HR2022 Sem2招新】
颜值与才华齐飞，全能有爱部门HR招新啦🤗
听说你也是帅哥美女🤩
那不妨我们在快乐星球认识一下叭[Wow]",【CSSA HR部招新】颜值与才华齐飞，快乐星球HR需要一个你！,1322,0
2022-07-12 18:00:00,"【外联部招新】
📣全是俊男美女的部门开始招新啦！走过路过不要错过，快来做我们的“新”上人！",【CSSA外联部招新】拒绝内卷的部门，和外联人一起快乐玩耍！,1035,0
2022-07-14 18:00:00,"🌷「组织部招新」🌷
一个都是帅哥美女的部门✨，欢迎大家加入这个大家庭，一起写策划、办活动～
一起创造the seasons of us🌅
(っ˘зʕ•̫͡•ʔ",【CSSA组织部招新】一见倾“新”——The Season of Us,1161,0
2022-07-16 17:00:00,✨CSSA的Oweek活动又来啦！✨带你了解更多社团职能！7月21日CSSA在Union House与你不见不散📢我们寻找的就是你！💓快来参加吧！,【CSSA活动预告】CSSA线下Oweek，我们在Union House等着你！,1131,0
2022-07-17 20:00:00,墨大在读如何短期内高效提升背景🧐大厂看重应届生什么特质？周四20:00‼️特邀墨大的顶级外资银行优秀学姐传授干货🔥赶紧扫码报名吧‼️,【CSSA推荐】墨大太卷了！在校留学生想短期内背景提升？墨大优秀学姐高能分享进入顶级外资银行经验！,839,0
2022-07-22 23:19:00,下周五7.29下午迎新会26 Therry St大家不见不散！超多奖品超多惊喜等你来哦！,【CSSA活动预告】CSSA海上游轮派对之旅，新的学期我们不说再见！,1348,0
2022-08-03 18:00:00,第一次来墨尔本的你，面对陌生的城市，吃喝玩乐是否无从下手❓8月5日CSSA线下茶话会🍵，就在今天🌟 让你更好的融入这座奇迹之城‼️,【CSSA线下茶话会】初来乍到！这份吃喝玩乐攻略让你快速融入这座城市,929,0
2022-08-05 23:43:00,走🔥让我们一起玩飞盘🥏 让快乐飞一会儿～ CSSA飞盘体验赛，让你在了解飞盘运动，锻炼身体的同时交到一群志同道合的朋友👬，8月20日等你来嗨～,【CSSA活动预告】2022飞盘体验赛 | 向你发出邀请函！,1154,0
2022-08-19 16:30:00,人文初始吉祥地，历史再铸锦绣天☁  集书艺📖演文字🀄️品美食🥟载历史🏞我们一起穿越千年，身临其境💫9月1日North Court让我们与中华文化对话🌟,"【CSSA线下文化节】品味悠久中华文化,传承灿烂华夏文明",888,0
2022-08-22 18:00:00,"🎑中秋月饼别着急买！
🥮新东方✘小鹿月饼盲盒福利来咯！
💗120盒高颜值奶黄流心月饼发圈必备！
➡快戳链接薅羊毛！",【CSSA转发】嘿！同学你的2022年月饼已到帐，请查收你的月饼礼盒！,674,0
2022-08-26 18:00:00,中秋佳节将来到🏮，福利月饼真是妙🥮，那日嫦娥问你知多少。若是闯关闯关闯的好🏃‍♂️，cssa奖品🎁少不了！9月9日下午五点您请早，拿了奖品的同学都说好！,【CSSA活动】CSSA发月饼啦 | 中秋佳节来相会,1093,0
2022-08-29 15:00:00,号外号外📣 线上模拟👩🏻‍🎓面试教学🔛即将开启，唱响🎤职场旅程，虚位以待⌛️，职等你来！9月16日📍墨尔本两点！天青色等烟雨，我在zoom等你✨,【CSSA活动预告】offer活动回归！求职大作战,925,0
2022-09-02 19:01:00,,【CSSA推荐】学期过半，大家返澳后过的是否happy呀？,611,0
2022-09-02 19:01:00,"🌏世界级中式沉浸式光影展🌳Wisdom & Light 9️⃣月将在墨尔本开展[Wow]
✨迪士尼、奥运会同一制作团队创作
沉浸式感官体验🪷还有书法互动
限定4周‼️快和小伙伴一起打卡吧[Hey]",【CSSA推荐】今天开始！墨尔本步步生莲！世界级光影展登录，中式绝美刷爆朋友圈！,525,0
2022-09-11 17:00:00,"📣又有10家商家强势入驻啦
本月小黑卡目录全新升级！
不但有汇总版本还有不同分类的推文👇
1⃣️餐饮美食（餐厅+饮品+甜品）
2⃣️消费购物（超市+服饰+花店）
3⃣️美丽BUFF加成（美发+美甲美睫+美容护肤）
4⃣️休闲娱乐（剧本杀+音乐舞蹈+约会好去处）
5⃣️生活服务（家政清洁+物流+宠物+其他专业服务）
大家快快把推文收藏起来，这样找起来不迷路～（ps：分类版本在公众号里）",【CSSA会员福利】折扣商家,675,0
2022-09-12 16:17:00,"⚡️ACCA全员加速计划⚡️
最高免考9门➕怒省1000英镑
ACCA学习资料大礼包
心动不如行动
👇",【CSSA推荐】澳新限定！墨大在读生考ACCA最高可免9门？怒省1100英镑！！,521,0
2022-09-14 16:15:00,"前方高能❗️在读留学生高效背景提升‼️
🎉四大任职优秀学长，考证干货分享！
✅财会证书背景的简历更受雇主青睐
✅在读期间如何为未来着手准备？扫码进来看看吧👇🏻",【CSSA推荐】墨大留学生救命指南！简历苍白，毕业即失业怎么破？,630,0
2022-09-16 20:00:00,,【CSSA每月探店】还有什么比赶完due后来一顿热气气腾腾的火锅和玩tufting更解压的吗,523,0
2022-09-23 15:58:00,,【CSSA推荐】MCSA熊猫音乐节--即将售罄！离本年度最有氛围的粉色海洋只剩下一天！！！,242,0
2022-09-25 22:30:00,,【CSSA推荐】如何快速识别墨大留学圈中的有钱人,1649,0
2022-09-30 12:01:00,,【CSSA高校联办】就在今天！｜“颂锦绣山河，庆盛世中华” 墨尔本留学生庆祝新中国成立73周年文艺晚会,930,0
2022-10-01 17:00:00,"CSSA一年一度的摄影大赛又双叒回归啦！
📷相机组主题：朝圣
📱手机组主题：寻找生活中的电影感
快来投稿吧！",【CSSA摄影大赛】用镜头长存美好,624,1
2022-10-04 21:05:00,又是一年毕业季，紫金矿业携手墨尔本大学CSSA海外招聘计划来啦！10月11号墨尔本时间15:00-18:30⏰全球最大+福利最好的矿业公司，在线发布多重职位，带着美味小食和精美礼品等你来！快快联系小助手报名加入活动群。我们不见不散！,【CSSA推荐】紫金矿业 | 2023届金榜生全球招聘——海外落地宣讲会“墨尔本大学专场”正式启动！,521,0
2022-10-07 18:00:00,,【CSSA推荐】墨大留学生真实薪资曝光：又被秀到了！,1667,0
2022-10-08 14:57:00,"🎉全球最大+福利最好的矿业公司招新啦！紫金矿业携国内外名校开启全球宣讲会计划“职”为等你！
本次宣讲会不但为墨大学生准备了百份精美晚餐+饮品，还准备了超级大奖！数量有限，先到先得！除此之外，还有与紫金高管面对面交流，现场自由问答交流，及现场签到简历优先处理的宝贵机会！同学们千万不要错过！
🕙时间：10.11号墨尔本时间15:00—18:30。
（宣讲会约1.5小时—2小时）
📍 地点：Alan Gilbert 120 Theatre 4, Carlton VIC 3053, Australia",【CSSA推荐】墨大毕业生高薪的秘诀！紫金矿业 | 2023届金榜生全球招聘——海外落地宣讲会“墨尔本大学专场”正式启动,932,0
2022-10-18 18:00:00,,【CSSA推荐】重磅！泰晤士突发新排名，墨大连续13年全澳第一！,1898,0
2022-10-21 22:15:00,,【CSSA摄影大赛】相机组投票--朝圣,2147,0
2022-10-21 22:15:00,,【CSSA摄影大赛】手机组投票--寻找生活中的电影感,3538,0
2022-10-16 18:00:00,,【CSSA每月探店】在故事中探索情感，在设计中体会美学,384,0
2022-11-03 14:44:00,,谨防“虚拟绑架”类电信诈骗驻墨尔本总领馆提醒领区中国留学生,567,0
2022-11-16 19:36:00,"📢 提前了！CFA毕业前两年可报！
划重点‼利好澳洲在读留学生‼
🔥CFA专场宣讲会，新政策全面解读！
✅有什么影响？ ✅怎么应对？
✅留学生有哪些先天优势可利用？",【CSSA推荐】墨大高质量留学生简历曝光，备受雇主青睐的他们都有这一共同点......,392,0
2022-11-18 21:19:00,,【CSSA推荐】23年S1墨尔本剩房合集！租房还有房租减免和iPad Pro抽奖！,727,0
2022-12-01 20:44:00,"🎉🎉12.12来袭！职赢财经年终钜惠！
📢CFA\ACCA\澳洲CPA课程全线直降！
💰限时购课最高立减1000刀！！
⏰明年升价前最后一波骨折价！",【CSSA推荐】墨大限定！双十二大家买的最多的竟是它......,549,0
2022-12-15 18:00:00,电信诈骗套路知多少？快来填问卷，还有精美礼品等着你哦！,【CSSA推荐】电信诈骗套路知多少？快来填问卷，还有精美礼品等着你哦！,182,0
2023-01-15 21:00:00,暑假嘛～最适合吃吃喝喝褥羊毛，我们cssa这不就来给大家送福利了！数几十家商家大出血陪大家欢度假期，美食，剧本杀，萌宠，物流，各行各业，各式各样，你想要的全都有～,【CSSA会员福利】折扣商家,648,0
2023-01-29 18:30:00,,关于调整疫情期间对跨境远程文凭证书特殊认证规则的公告及解读问答,982,0
2023-02-07 14:00:00,"号外号外！HR乘着快乐游轮全面招新来啦！
独特的社团快乐星球，是丰富你大学生活的最佳港湾
2023，我们期待认识到更多有趣的灵魂🤩",【CSSA HR部招新】颜值与才华齐飞，快乐星球HR需要一个你！,1036,0
2023-02-12 20:24:00,对社恐say no！[Wow]来自CSSA的oweek活动来啦🎆 墨大中国学生会期待你的加入💥～想要加入的uu们，可以添加小助手4号！,【CSSA活动预告】CSSA有大事发生！这次开年oweek你绝对不能错过！,787,0
2023-02-09 14:00:00,欢迎大家来投递信息部，在丰富自己的课余生活同时，一起做一些有意义的事情吧！,【CSSA信息部招新】把梦想变为现实，从加入信息部开始！,799,0
2023-02-08 14:00:00,宣传部大佬云集，各位也是技能满满，期待大家带着热情和才华加入宣传部！,【CSSA宣传部招新】一个有爱温暖的部门！,813,0
2023-02-11 14:00:00,"号外号外！外联部招新啦！💓
单刀作战，团队协作等你来挑战🌟
能力upupup，朋友upupup🤩
等你这个“新”上人，一起加入我们[Wow]",【CSSA外联部招新】等你一个“新”上人！,940,0
2023-02-16 20:00:00,初到墨尔本的你们是否对这座城市感到好奇？🌇是不是正愁不认识新伙伴？👭不用担心！来speed and city跟小伙伴一起线下交友🧑‍🤝‍🧑趣味游戏，把宝藏带回家！🏴‍☠️ 2月25日，我们不见不散😘,【CSSA活动预告】Speed&City----寻找One Piece,697,1
2023-03-16 18:00:00,3.24在Market Hall举办的中华文化节不会有人还没有准备好来参加吧！？🥳🥳我们有来自各大地区的的美食和游戏等着大家来探索🍬🥧🧁更有精彩表演！下午一点期待大家的光临🎟,【CSSA活动预告】中国传统文化节,371,2
2023-03-21 15:08:00,"/:sun世界这么大，想去哪个国家留学？
➡️留澳读研？还是换个地方去香港新加坡？
✅轻松拿Offer的秘诀全在这场线上讲座！
🎁报名就能抽苹果手表、AirPods 3、拍立得等千元大奖！",【CSSA推荐】报名｜世界前30强研究生申请讲座，还有千元奖品现场抽！,201,0
2023-03-24 15:00:00,,【CSSA推荐】突发！留澳签证大放宽，墨大留学生躺赢！,1444,0
2023-03-25 15:10:00,“桌”住你了！4.15 CSSA在Alan Gilbert准备了紧张刺激🎰且类型多样的桌游🎲！更有惊喜好礼🎁等着你🏆。快来一起桌上《狂飙》吧！下一个桌王就是你😎,【CSSA活动预告】沉浸式线下桌游 ｜和我们一起体验桌上《狂飙》吧！,560,0
2023-03-26 15:30:00,想要解锁下一秒心动的感觉吗💗4月23日13:30各位恋习生在MSD B117等待你们的配对🎆沉浸式恋综体验也期待大家解锁🔓。现场不仅有机会前排吃瓜，有缘也能遇见另一个Ta！还有机会抽取JBL的音响、拍立得等精美奖品！,【CSSA联谊活动】下一秒心动 | 同频碰撞解锁在墨尔本千万分之一的相遇,1014,0
2023-03-26 15:30:00,"哈喽~各位桌游狂热爱好者们，好消息来啦！我们的狼人杀活动报名人数爆满，为了满足更多人的期待，我们将增加两场游戏时间，分别在13:35-14:20和15:10-16:00。让我们一起来享受狼人杀带来的欢乐时光吧！

怒海求生场次2 14:35-15:20还剩一个名额～虽然名额紧张！但是别担心，我们会有更多有趣的桌游等待大家的参与。感谢大家一如既往的支持！

以及报名时选择的时间段就会是最后参与游戏的时间段哦～",【CSSA活动预告】沉浸式线下桌游 ｜和我们一起体验桌上《狂飙》吧！,229,1
2023-04-01 12:52:00,各位同学大家好，很抱歉地通知大家，由于桌游活动报名人数爆满，为了让大家有更好地游玩体验，我们不得不提前关闭桌游的报名通道。在此向大家说一声抱歉。但未能报名的同学也不要遗憾！CSSA会在今后为大家提供更多丰富有趣的活动，届时欢迎大家来参与！再次感谢大家对本次活动的喜爱。,【CSSA活动预告】沉浸式线下桌游 ｜和我们一起体验桌上《狂飙》吧！,311,1
2023-04-06 14:08:00,澳洲金融人生挑战赛开赛啦！在这里你将体验到从0⃣️到亿的投资过程，享受80年的投资人生。通过对10万元启动资金的全方位的管理，实现财富自由！比赛中不仅能培养你独有的财商，还有机会获得🍎礼品卡，高顿官方大赛证书，金融精品训练营！,【CSSA推荐】金融人生挑战赛｜从0到亿的投资决策,219,0
2023-04-08 15:44:00,还等什么拉上你的小伙伴一起体验属于你们的投资人生吧！💓 各位帅气的小哥哥们！恋综男嘉宾还在持续招募中，感兴趣的小哥哥赶紧来报名吧！！！🎆期待4月23日与那个Ta见面👩‍❤️‍👨,【CSSA联谊活动】下一秒心动 | 同频碰撞解锁在墨尔本千万分之一的相遇,1517,2
2023-04-19 22:19:00,"还在为金融专业该投那些岗位发愁吗，🧐
只知道银行，券商这些传统方向吗，
这次讲座全讲透！帮你精准选择合适你的金融岗位！🤩
讲座时间：就在明天🫡4月20日星期四 下午5:00-6:00
讲座地点：601/258 little bourke street Melbourne 3000
大家快来扫码报名吧！！！",【CSSA推荐】一场讲座带你了解金融行业细分及岗位！,122,0
2023-04-19 22:20:00,4月23日下午13:30欢迎各位前排观众为恋习生们助阵🥰速速联系小助手预留吃瓜席位，有可能也会遇到那个Ta哟～🤫还有机会抽取JBL的音响、拍立得等精美奖品！,【CSSA联谊活动】下一秒心动 | 同频碰撞解锁在墨尔本千万分之一的相遇,1517,2
2023-04-19 22:20:00,"AlphaSights火热招聘中 - 扫描文中二维码投递香港(visa sponsored!)和上海岗位, 开启“薪”满意足的飞速成长之旅。
想要了解更多？即刻点击链接注册线上活动！
- 11:30 AM AEST, April 20, https://bit.ly/4313HtZ
- 7:30 PM AEST, April 28, https://info.alphasights.com/hkcareertalk0428",【CSSA推荐】AlphaSights春招开启｜寻找“知识”摆渡人,289,0
2023-04-21 22:59:00,4.22爱奇艺13周年庆，大家准备好了吗？感谢一路相伴，爱奇艺为回馈粉丝们的支持，推出限时折扣优惠，为您的娱乐生活添彩！4月21日至23日，您可以享受6折的特惠价，畅享海量影视、综艺、动漫等内容。不管你喜欢哪种题材，爱奇艺海外版无地域版权限制，让你随时随地畅享。国产剧、泰剧、韩剧，统统都有！扫码即可了解详情，快来一起庆祝爱奇艺的生日吧！,【CSSA推荐】看到这个标题，在海外的你也能领到爱奇艺十三周年福利啦,122,0
2023-04-22 22:51:00,就在明天！！13:30欢迎各位前排观众为恋习生们助阵🥰速速联系小助手预留吃瓜席位，有可能也会遇到那个Ta哟～🤫还有机会抽取JBL的音响、拍立得等精美奖品！,【CSSA联谊活动】《下一秒心动》嘉宾资料大公开！,1214,0
2024-04-25 10:43:00,今天为大家从舒适度、性价比和社交几个角度介绍四栋最最受欢迎的墨尔本学生公寓，识别文中海报，了解更多公寓详情，领取更高优惠,【CSSA推荐】我不允许还有人不知道墨尔本的这几栋公寓！,1251,0
2023-04-30 19:21:00,5月7日下午1点，CSSA线下名企实习宣讲会💣重磅来袭！德勤，安永，腾讯，华为和携程大佬们现身说法！更有机会获得1v1和大佬咨询🪪！还有精美礼品🎁等着大家！快来报名吧！,【CSSA福利宣讲会】和德勤，安永，华为，腾讯，携程大佬面对面？,671,0
2023-05-04 23:07:00,信息部【CSSA研究所】🔎推文来啦❗️❗️❗️这次的主题是游戏&运动！想知道CSSA的大家都在玩什么游戏？CSSA每个部门喜欢什么运动？快快点击推文查看叭/:jump,【CSSA研究所】震撼推荐！CSSA中最火爆的游戏和运动都在这里！,530,0
2023-05-11 21:41:00,下周二晚18：00，墨大偷偷搞了个大事情！！,【CSSA推荐】曝光！下周二，墨大偷偷搞了个大事情！,1251,0
2023-05-14 21:33:00,,【CSSA母亲节祝福】时光慢一点，爱你多一点,128,0
2023-05-20 18:20:00,【CSSA研究所】🔎520特别版推文来啦❗️❗️❗️想知道你所在的部门孤寡率是最高的吗？😎🎉想了解不同性格的同学对恋爱的期望吗👀快快点击查看吧！💘💘💘,【CSSA研究所】520限定特辑！CSSA社团分析独家揭晓，爱情秘籍曝光！?,554,0
2023-05-27 18:31:00,"CSSA会员专属的Final福利来啦！
SWOT VAC零食为你的复习助力

📍FBE楼下公共区域，111 Barry St, Carlton VIC 3053
⏰SWOT VAC周一 5月29日 14:00-16:00

出示小黑卡即可领取由海底捞提供的小零食一份🌟
助力大家“捞捞”H1，复习加油哦！",【CSSA会员福利】免费零食饮料等你来领！CSSA福利助力会员final“捞捞”H1！,470,0
2023-06-04 13:56:00,各位同学们看过来呀👀Swisse免费送咖啡啦☕️6月5日– 6月10日，就在墨尔本留学生公寓Scape，暖心幸运咖啡等你来领😋,【CSSA推荐】福利来啦！墨尔本免费咖啡等你来领！温暖你的考试季！,488,0
2023-07-03 17:31:00,"⚡Final后第一波福利来啦！
🆓约场免费电影放松一下吧！
🤩大片任你选，新东方买单！
🔥快戳这，60张电影票全城派送啦！",【CSSA推荐】7月免费看大片！HOYTS电影票快来领！,392,0
2023-07-10 17:36:00,"🎓澳洲毕业后不知何去何从？
👀聪明的宝宝都先占着这个坑！
👇独家解析PSW&GWS签证申请！
✅留给自己一个随时润澳洲的机会！",【CSSA推荐】澳洲工签延长2年，还有毕业生没申请？,812,0
2023-07-13 07:06:00,hihi🔔一份来自CSSA的见面礼🎁将会在7.19的11:00-14:00的Oweek活动中为大家派送！墨尔本大学中国学生会期待各位新朋友们的加入！7.19我们在Market Hall等待你的光临！💗,【CSSA活动预告】任何人错过这次的O-WEEK我都会伤心的！,676,0
2023-07-15 19:03:00,享受快乐不如创造快乐！快来和组织部一起创造全新全异的留学生活吧！[Party][Party],【CSSA部门招新】富有活力且充满奇思妙想的团队,818,0
2023-07-27 19:58:00,"一汽-大众海外人才招聘（澳大利亚站）正式开启🔥

🏆蝉联14年中国杰出雇主
✔️开放前沿的发展平台
✔️具备竞争力的薪酬和福利
✔️持续的职业发展和提升机会
✔️多元化与创新的工作氛围

🚀墨尔本大学专属通道已为你开启！线下宣讲会&现场面试&Offer直通车，职等你来！                             

🎁宣讲会现场更有精美伴手礼和茶歇哦！一汽-大众，我们墨尔本见！",【CSSA推荐】一汽-大众海外人才招聘（墨尔本大学站）强势启动！,618,0
2023-07-29 13:19:00,🔔叮咚🔥迎新会现🉑️直接入场✨凡7月19日后激活的会员活动当天可凭借小黑卡获得5⃣️刀返现活动，当天还开放现场半价入会😍更有机会抽取总价值近2000刀的神秘大奖🎁让我们一起在零食的甜蜜中开启新学期吧（注：只有会员可以兑换奖品喔）,【CSSA活动】零食大爆发！快来CSSA迎新会玩游戏交新朋友吧！更有总价值超两千刀的奖品等着你！,449,0
2023-08-02 20:52:00,CSSA邀请你来参加首次Kpop🇰🇷随机舞蹈挑战！神仙歌单里是否有你的本命爱豆们？8月11日下午三点半在墨大south lawn📌等你来跳💃💥,【CSSA活动预告】是谁的K-POP之魂在燃烧！,1334,0
2023-08-10 11:55:00,,【CSSA活动预告】最嗨的青禾音乐节竟然...,298,0
2023-08-14 16:13:00,,【CSSA推荐】指尖旋转～邂逅粉发小霞黄绮珊,348,0
2023-08-16 16:50:00,,【CSSA推荐】指尖旋转～邂逅粉发小霞黄绮珊,330,0
2023-08-17 17:36:00,📢 七夕将至！CSSA【小黑卡】来为大家强势助力！本月有1⃣️6⃣️家商家带着超低折扣强势入驻！其中不但有网红花店💐、花艺工作室。还有：饰品💍，礼物🎁，奶茶🥤，旅游🏃‍♀️，手工蜡烛🕯️，发型屋 👧，餐厅🍴 种类繁多，任君选择～,【CSSA会员福利】八月折扣商家,476,0
2023-08-20 11:51:00,,【CSSA活动预告】什么？！距刷屏朋友圈的墨尔本史诗级华语音乐节青禾开演只剩8天！？,392,0
2023-09-01 16:31:00,"🇨🇳9.30日 墨尔本线下
墨大 Monash RMIT联办国庆晚会【节目招募】

你能获得：高含金量志愿者证书+大型晚会表演经验

墨尔本有任何才艺的朋友想表演的
可以联系小助手哦🥳
奇门遁甲，跳舞唱歌，刀枪剑戟斧钺钩叉！
小品，戏曲，京剧 ，武术都行/:circle
有绝活的快来滴滴我[Wow]",【CSSA活动预告】墨尔本2023年三校国庆中秋大型文艺晚会，招募通道开启！,1224,0
2023-09-02 21:34:00,"🤩 👉🏻𝐂𝐒𝐒𝐀舞会·终于来啦！！🤩
走进
✨璀璨奥斯卡：特工秘境之夜✨，置身于绚丽与秘密交织的派对🥳中，奖品🎁、酒水🍸、无限𝐏𝐇𝐎𝐓𝐎𝐁𝐎𝐎𝐓𝐇📸，
还有现场𝐃𝐉🪩动感音乐伴你起舞💃🏻🕺🏻",【CSSA舞会】璀璨奥斯卡：特工秘境之夜,1293,0
2023-09-07 16:55:00,"同学们期待的9月折扣商家来啦！📣本月又有9家新商家入驻我们小黑卡的目录单🥰，同学们的福利又又又更新啦🆙！快来看看我们本月的新增商家，有各式各样的餐厅奶茶，美甲美发，服装饰品，生活所需等🥳！大家可以到公众号锁定你们的所需！😆赶due虽苦，但也要劳逸结合，享受生活和美食噢！！🍝
​",【CSSA推荐】赶due人绝不容错过的美食推荐！9月折扣商家来啦～,562,0
