Time,PYQ_Text,Title,Views,reposted
2021-07-12 19:29:00,"在这里，团队专业，技术一流，合作氛围浓厚
在这里，你的每一行代码都将服务于所有墨大学子
在这里，bat大牛带队，与大家一起不断探索前沿
加入信息部，让青春燃起来🔥",【CSSA部门招新-信息部】学生会的唯一独家技术支持,1115,0
2021-07-13 21:19:00,"🥳宣传部和你一同开启快乐大学生活
🈶️帅哥美女团建出游
🔝推送/海报/摄影 你想学的都有
✨快来加入我们吧！",【CSSA部门招新-宣传部】会吃会学更会玩：帅哥美女云集地，脱单就等你了！,1594,0
2021-07-14 14:07:00,"是什么能使cssa 惊艳四座？
是什么能让cssa 珠联璧合？
是什么能给cssa 锦上添花？

加入HR部门，我们给你答案~",【CSSA部门招新-HR部】快乐星球集结号-就差一个你！,1084,0
2021-07-15 16:01:00,"莫文蔚的阴天☁️
孙燕姿的雨天🌧
周杰伦的晴天☀️
都不如你来组织部和我们聊聊天",【CSSA部门招新-组织部】组织千里一线牵 我在等风也等你,2157,0
2021-07-16 15:04:00,外联要招新？拿来吧你！,【CSSA部门招新-外联部】开始啦! 快来做我们的“新”上人吧!,1121,0
2021-07-19 15:29:00,想了解更多CSSA活动和福利，加入CSSA大家庭吗❓ 7月23日墨尔本时间3-5pm（北京时间1-3pm），我们在Hopin等你来！🥳🎉 偷偷告诉你，当天还有丰富的抽奖福利等你来拿哦🎁～,【CSSA活动预告】S2线上Oweek来袭，听说点进来的小可爱更容易抽到礼品！,902,1
2021-07-20 15:41:00,"想了解CSSA的活动，加入CSSA各部门？想更快融入校园生活吗🎈
在CSSA迎新会，你想要的全都有！更有丰富奖品🎁和精彩游戏等着你！🥳赶快报名参加吧",【CSSA活动预告】迎新会 | 相约云端，齐聚线下！Hello On Campus!,998,1
2021-07-22 14:44:00,"【CSSA推荐】🔥8月签证续签提醒
💥请关注你的签证状态
👉请自查签证到期时间
👉续学签，申PSW，旅游签
☝️联系澳洲新东方办理",【CSSA推荐】2021续签高峰提前到来，你续签了吗？,1233,0
2021-07-31 15:00:00,【CSSA推荐】🤔你还在为不知道如何缴费而困扰吗？你还在犹豫哪种缴费方式💰最经济吗？👉现在登陆墨大官方认可平台【汇元通】！用rmb直接支付，❌无须繁琐电汇步骤哦！📖学费，书本费，住宿费均可使用❕同学们还不快来👫！,【CSSA推荐】如何搞定新学期缴费? 读它！,344,0
2021-08-03 21:00:00,小米集团2022全球校园招聘已正式开始，作为一名澳洲留学生，你准备好了吗？超多求职干货，等你来听！超多惊喜礼品，等你来拿！,【CSSA推荐】澳洲专属 | 小米2022秋招分享会活动开幕,274,0
2021-08-04 16:00:00,【CSSA推荐】是什么能让墨大学生能在毕业之前就拿下含金量极高的ACCA[LetMeSee]？所有秘密都藏在这篇推文里面，让我们走进WinCareer了解详情！,【CSSA推荐】火速持证！墨大留学生竟能毕业前拿下ACCA？9门免考加速，一年备考时间绰绰有余！备考秘籍分享来啦！,849,0
2021-08-08 19:00:00,CSSA合作的线上大厂宣讲又双叒叕来啦‼️‼️快来一起蹲一波华为云核心网校招线上宣讲🉑️8月13日北京时间18:30！更有专属礼物等你来拿！快来扫码报名吧！🔥🔥,【CSSA推荐】墨尔本大学&华为云核心网｜校招专场交流会,1252,1
2021-08-13 13:30:00,疫情在家无社交🤔❓没见过本校同学❓各位高质量人类快来参加CSSA线上交友活动吧🤩❗在属于我们的狂欢日一起玩游戏🎮交朋友🤗还有机会获得精美奖品哦🎁❗8月21号，高质量人类狂欢日我们不见不散🥳,【CSSA活动预告】线上交友活动｜高质量人类都在这里了！,1369,0
2021-08-15 18:02:00,"❗️❗️吃货们赶紧看过来❗️❗️
这个月CSSA带领大家探店墨尔本最不容错过的湘菜馆和奶茶店🧋🍚还有限时超大折扣等着你[Wow]快跟着我们一起用火辣辣的湘菜和甜甜的奶茶迎接春天吧🥰🥰",【CSSA独家福利】正宗湘菜馆八五折还送饮品！奶茶水果茶全场七五折！,666,0
2021-08-22 14:35:00,"你是否还在为找不到求职小伙伴而苦恼？👨🏻‍💻或是还在如何修改简历，在群面中脱颖而出而手足无措？😵‍💫
快来加入DBC令人心动的offer吧❗️/:jj 来一起寻找志同道合的小伙伴们～ [Wow]们不见不散 ",【CSSA活动预告】还在为毕业求职发愁？快来参加令人心动的offer吧！,1209,0
2021-08-23 19:00:00,OPPO2022届留学生校招超多岗位和工作地点供你选择，总有一款适合你！/:strong还有OPPO工作环境720度VR体验等着你[Wow][Wow],【CSSA招聘】OPPO海外留学生校园招聘正式启动，Join us！,670,0
2021-08-24 21:00:00,美团秋招全面启动！超多岗位，还可以申请校园大使，快快申请吧[Wow][Wow],【CSSA招聘】美团2022届秋季校园招聘全面启动,638,0
2021-08-26 15:00:00,,【CSSA转发】新一季活动上线，寻找会为音乐EMO的那个你！,316,0
2021-08-27 17:46:00,,【CSSA提醒】你填问卷，我来服务！还有精美礼品等着你哦！,402,0
2021-08-29 21:30:00,,【CSSA招聘】华为财经2022届应届生全球招聘全面启动,773,0
2021-09-02 18:00:00,‼️‼️‼️九月折扣商家重磅出炉♨️新入驻商家强势来袭！优惠多多，惊喜连连🉑！！快带上小黑卡与墨大CSSA一起玩转墨尔本吧🔥✨⭐️,【CSSA会员福利】网红奶茶？日韩美妆？极限运动？CSSA专属折扣千万别错过！,457,0
2021-09-12 12:02:00,庆团圆·展未来 “十四五”规划线上知识问答活动！不论你在墨尔本、塔州还是国内都可以参与活动，赢得美味的月饼和精美奖品！,【CSSA高校联办】庆团圆，展未来！参与线上知识问答活动学联给你送月饼啦！,397,0
2021-09-13 13:00:00,中秋将至🎑CSSA特举线上中国文化节活动❗在农历八月十五到来之际🥮一起玩游戏🎮学文化🇨🇳交朋友🤩还有精彩好礼等着你‼️9月19号，一起参加线上文化节提前欢度中秋吧🔆,【CSSA活动预告】这里有个zoom中国文化节不来了解一下！,644,0
2021-09-15 13:07:00,"‼️号外号外‼️
又到了CSSA【每月探店】的时间啦🧐这个月我们带大家体验墨尔本最地道的火锅之一❤️‍🔥以及红遍全城的甜品店🍮～外卖～🉑️直接到家🥳快来跟我们一起体验【小龙坎】带来的家乡美味和【iCake】蛋糕带来的幸福感吧🥰吃货们还在等什么⁉️",【CSSA独家福利】速来领取小龙坎限时优惠，甜食星人不容错过的天堂也在这里！,616,0
2021-09-17 20:00:00,"紧张又刺激的桌游战场🔥
包含时下最热门最受欢迎桌游——狼人杀+剧本杀🏆
丰富诱人的奖品+认识帅哥美女的场合+休闲娱乐的游戏🎮
CSSA线上桌游活动9.20号正式举办‼️心动不如行动🐛",【CSSA活动预告】线上桌游 | 狼人杀 x 剧本杀！对不起，我是一匹好人。,867,0
2021-09-18 20:30:00,"同庆繁荣盛世，共睹青春之志🎇
以青春你我，共敬百载芳华🇨🇳
9月26日墨尔本时间19点线上大型国庆活动《歌以咏志·百载芳华》📺
与海内外学子同庆祖国72周年华诞🔥",【CSSA高校联办】活动预告｜歌以咏志∙百载芳华 庆祝新中国成立72周年音乐晚会,426,0
2021-09-22 12:59:00,同学们要注意安全哦！,【CSSA安全提醒】突发！墨尔本发生6.0级地震，这份自救指南请你务必观看！,741,0
2021-09-25 22:30:00,"同庆繁荣盛世，共睹青春之志🎇
以青春你我，共敬百载芳华🇨🇳
9月26日墨尔本时间19点线上大型国庆活动《歌以咏志·百载芳华》📺
与海内外学子同庆祖国72周年华诞🔥",【CSSA高校联办】就在明天7点｜歌以咏志∙百载芳华 庆祝新中国成立72周年音乐晚会,750,0
2021-09-27 20:30:00,深夜电台观众群开启✨ | CSSA首次电台周六北京时间7点🔍聚焦墨大学生动乱的内心世界📻错综复杂的爱慕关系该如何处理？难以调节的亲友矛盾又该如何面对？本周六晚🌙你的月亮我的心，加入我们，共同讨论💌,CSSA活动报名】深夜电台｜emo人的深夜聚会,514,0
2021-10-01 12:48:00,祝大家国庆快乐哦！,【CSSA祝福】喜迎华诞，共贺国庆！,314,0
2021-10-13 20:03:00,澳大利亚🇦🇺大学毕业庆典上海站来啦 名额有限 墨大同学们赶紧报名一起享受欢乐盛典吧！,31 October | Graduation Celebration in Shanghai 澳大利亚大学毕业庆典上海站,2556,0
2021-10-13 13:38:00,,注意！中国驻墨尔本总领馆再次提醒：回国健康码填报要点！需要同时上传在澳签证和机票行程单！,13000,0
2021-10-15 18:00:00,"🥁🥁🥁各位吃货的小眼睛看过来啦👀
又到了CSSA送福利的时间啦❗本期的每月探店 给大家送上在Chinatown色味俱佳的火锅店🥘 ——【香天下】 不住在ct❓那来看看在Glen Waverley 颜值颇高 堪称舌尖上的艺术的甜品蛋糕店🍰——【墨客】❗️❗️❗️都可【外卖】～ 甜咸搭配总有一家店满足你的胃❗️",【CSSA独家福利】Chinatown火锅吃多少送多少！墨客甜品八五折！速来薅羊毛！！！,398,0
2021-10-16 21:00:00,2021届摄影大赛投票开始啦！,【CSSA摄影大赛】相机组投票--城市记忆,6487,0
2021-10-17 18:00:00,今天手机组投票开通啦,【CSSA摄影大赛】手机组投票--风味半球,2051,0
2021-10-23 14:00:00,"CSSA期末福利来啦
波子汽水免费领🆓
各类网红小零食免费领🆓
国潮甜品免费领🆓
行李卡卡套免费领🆓
10.25 周一下午2-4点
Lincoln Square 不见不散🤩",【CSSA会员福利】免费领网红饮品甜品小零食卡套的福利来啦！期末复习期间尽享会员乐趣！,698,1
2021-10-29 17:13:00,在广州的朋友快来看呀👀,Event | Graduation Celebration in Guangzhou 澳大利亚大学毕业庆典广州站,793,0
2021-11-02 15:00:00,喔？ct热门餐厅也加入折扣商家了？！Final期间，除了学好也要吃好哦😘,【CSSA会员福利】Final吃啥？来自CSSA的独家关怀～,647,0
2021-11-04 16:00:00,🤔CFA没考完也能提升竞争力？墨大在读就能报考了🤩临毕业再准备就太晚了‼️本周日晚十年培训经验的CFA&FRM持证人直播讲解！想要了解CFA对你未来就业的增值空间💰扫码报名[GoForIt],【CSSA推荐】墨大在读就能报考CFA？没考完也能提升竞争力？临毕业再准备就太晚了！,866,0
2021-11-15 18:18:00,CSSA十一月的独家福利来啦❗❗超火的剧本杀🔥【玩剧社】盒装/城限/独家剧本都有9折优惠✌🏻️还有宝藏餐厅【潮汕牛肉火锅】全场88折🥳🥳食材鲜嫩，汤底甜美，Final结束赶紧和朋友约起来吧～现在去两家店都送饮料噢🥤🧋[Yeah!],【CSSA独家福利】宝藏潮汕火锅，满分剧本杀玩剧社，超多限时优惠！,714,0
2021-11-19 16:40:00,墨大年底即将毕业的同学请注意⚠️澳新地区留学生在读即🉑️申请ACCA加速计划，最高省下1000英镑提前豁免9科免考🤩仅需考4门就能成为准持证人！详情请扫码入群咨询,【CSSA推荐】墨大年底毕业的留学生注意！最后一次机会，省下1000英镑！错过血亏！,1944,0
2021-11-29 20:00:00,墨大年底即将毕业的同学请注意⚠️澳新地区留学生在读即🉑️申请ACCA加速计划，剩下的时间已经不多啦！扫码进群，一起了解今年全澳第一的学霸学员的培训计划吧！🥳最高省下1000英镑提前豁免9科免考🤩仅需考4门就能成为准持证人！,【CSSA推荐】墨大周五出分！毕业出分前，留学生做好这件事，直接能省1000英镑！,2156,0
2021-12-04 20:00:00,墨尔本老牌粤菜+剧本杀惊喜入驻！🐛,【CSSA会员福利】放假啦！还不快看看折扣商家都有啥？能薅的羊毛千万别错过哦～,979,0
2021-12-16 11:00:00,就在今晚❗️FRM与CFA的超强解析！两个含金量非常高的金融证书，如何规划最低成本双证到手为未来加分？赶紧扫码进群，一起来听听吧！,【CSSA推荐】墨大大一在读就能考金融证书？考CFA前先了解下FRM！充分利用时间考证做背景提升！附22年FRM备考群和资料福利,730,0
2021-12-15 15:00:00,CSSA十二月的的每月探店来啦❗❗宝藏剧本杀🔥【喵喵屋】所有剧本都有8折优惠✌🏻️还有宝藏餐厅【墨村私房菜】全场85折🥳🥳圣诞将至，赶紧和朋友们一起约出去逛吃逛吃😆😆,【CSSA独家福利】假期恰饭打本攻略指南请查收~,481,0
2021-12-17 13:24:00,"找到组织的最快方法！
CSSA开学宝典，你值得拥有/:strong",【CSSA攻略】2022开学必备新生群，帮你快速找到组织~,1046,0
2021-12-23 16:00:00,想要快速获得金融证书？刚上大学就读商科专业🏆，FRM金融证书对自己未来有什么帮助？快进群来看看吧❗️,【CSSA推荐】FRM | 墨大大一就能完成的高含金背景提升！高薪岗位优先录取，大一备考，火速持证！,1029,0
2021-12-27 15:00:00,难得闲暇的假期，你是否也想在墨尔本的大街小巷感受久违的夏天呢🌿？CSSA精心为你准备了重新认识墨尔本的机会🤩 结交好友，体验游戏，更有精彩好礼🎁！1月8日Speed&City，不见不散💝,【CSSA活动预告】线下游戏|Speed&City - 墨城寻宝,778,0
2022-01-02 14:02:00,🎆元旦快乐！！新的一年快来看看2022小黑卡都更新了什么商家吧～,【CSSA会员福利】ct老牌奶茶店回归，网红饰品店加入～ 2022新的一年别忘记用上小黑卡优惠哦！,398,0
2022-01-06 16:00:00,想合理利用假期时间提升自己❔想要在课余时间提升自身价值❔来看看这个无专业限制的FRM财经证书吧❗️❗️扫码进群或添加顾问老师🉑️获得免费学习规划和FRM备考礼包哦🤩🤩一起来参与吧❗️,【CSSA推荐】墨大大一必考的高含金财经证书，无专业限制！还有160万补贴持证即领！,608,0
2022-01-13 16:00:00,新学年新目标❗️在这个Summer term我们要如何为往后的学习计划做准备？来了解一下大一就能考下的FRM财经证书吧❗️扫码添加顾问老师了解早鸟报名更多优惠噢🤩,【CSSA推荐】FRM课程虎年钜惠！墨大校区双人团立减4000！还有1000元奖学金可以申请？,352,0
2022-01-14 23:06:00,如虎添翼迎新春🐯CSSA国内线下游戏会活动来啦‼️想在新的一年里认识新朋友相约一起返澳吗？✈️想和老朋友们一起共度欢乐的线下桌游时光吗？想要把精美礼品带回家吗？🎆那就1月21日来深圳参加有趣的游戏会活动吧🎟,【CSSA活动预告】如虎添翼迎新春｜国内线下桌游活动来啦！,734,0
2022-01-22 15:03:00,同学们不要错过了哦,【CSSA推荐】留学生这份账单在支付宝有福利，100元支付红包，还有机票券等你来！,742,0
2022-01-27 15:00:00,春节马上就要到了，快来领取来自祖国母亲的爱吧！[Party][Party][Party] 春节包可以在1月29和30号的1-5pm在墨大Law School领取。大家路过别错过！[LetMeSee][LetMeSee][LetMeSee],【CSSA通知】春节包派发时间地点出炉，快来领取祖国母亲的爱,1298,0
2022-02-09 18:00:00,支付宝缴费福利来啦🧧,【CSSA推荐】Hi墨大留学生，澳元汇率正好，是时候用支付宝交学费啦！,1852,0
2022-02-13 18:02:00,对社恐say no🆘！来自cssa的oweek活动来啦🎆！想了解cssa举办的各类活动和职能吗🤷‍♂️？是否对自己的专业内容还有疑惑📊？不用担心！cssa为大家带来了干货满满的内容！线上线下全覆盖🛰！快来参加吧！,【CSSA活动预告】拒绝社恐，快来CSSA线上线下Oweek认识新的小伙伴吧！,1555,1
2022-02-14 22:20:00,各位即将入学的同学们🎉你们是否对墨大的学院和各种热门专业充满困惑❓是否对于大学生活的规划充满迷茫🤔不怕！墨大老字号cssa将于2月20日北京时间14:00邀请最强专业讲解天团在zoom直播间解答你的所有困惑👀,【CSSA新生线上茶话会】关于墨大的那些事儿,1179,1
2022-02-16 15:00:00,"【㊙️宣传部招新❣️❣️🥳🥳】
一个人才济济，有温暖有爱的部门，职等你来‼️",【CSSA宣传部招新】有爱有温度的宣传部，职等你来！,834,0
2022-02-17 15:03:00,"【⭐信息部招新⭐】
我们负责cssa小程序和网站的设计和开发，欢迎各位有志之士的加入，一起来度过一段有意义的大学时光~",【CSSA信息部招新】来和信息部一起做一些有意义的事情吧,740,0
2022-02-18 15:00:00,"【⚠️外联部招新⚠️】
再度启程，等待着的是未曾绽放的芳华。自信而又坚定的新外联人，期待你的加入！",【CSSA外联部招新】是时候告诉你真相了，你就是我们失散已久的家人,925,0
2022-02-19 15:00:00,"【CSSA HR2022 Sem1招新】
颜值与才华齐飞，全能有爱部门HR招新啦🤗
听说你也是帅哥美女🤩
那不妨我们在快乐星球认识一下叭[Wow]",【CSSA人力资源部招新】颜值与才华齐飞，快乐星球HR需要一个你！,1211,0
2022-02-20 15:00:00,"🌷「组织部招新」🌷
一个都是帅哥美女的部门✨，欢迎大家加入这个大家庭，一起写策划、办活动～
一起在风华正茂的日子里，留下难忘的回忆🌌",【CSSA组织部招新】想在你风华正茂的日子里，留下和组织的回忆,1052,0
2022-02-23 18:47:00,【 CSSA“拍了拍”你💫 】初到墨尔本想结交好友🤗 ❓疫情在家找不到组织❓想更了解CSSA各部门职责🤔❓快来报名参加CSSA迎新会🙋‍♀️更有精彩游戏和丰富大奖等着你😍③月④日下午3⃣️ 点我们不见不散🥳,【CSSA活动预告】迎新会｜这里有价值5000刀的奖品等你来！让我们携手并进，为你的新学期添光加彩！,1355,0
2022-03-05 12:00:00,灿烂盛夏🔥墨城复苏🌇 你是否也想在墨尔本的大街小巷，感受这城市久违的心跳💗? 无论你是初来乍到还是苦于疫情的别离，来CSSA跟小伙伴一起线下交友👩🏻‍🤝‍👨🏼益智游戏🎲逻辑推理🕵️。更有精彩好礼等着你🎁！3月12号，我们不见不散🏆！,【CSSA活动预告】线下游戏|Speed&City - 墨城寻宝,801,0
2022-03-04 12:03:00,康康ct又有哪些折扣商家加入CSSA👀？,【CSSA会员福利】折扣商家新增10家！更有宝藏沉浸式剧场惊喜加入～,673,0
2022-03-07 20:00:00,"墨大同学请注意‼️
CSSA钻石年赞WinCareer提供ACCA/CFA考证最佳培训方案推荐💯官方认证黄金级教培机构，通过率高达85%🏆十六年老牌，有保障👍",墨大专属ACCA、CFA课程重磅推出！双人报课送1500刀金融实操课！还有Switch、iPad、Airpods免费抽,299,0
2022-03-10 14:00:00,墨大新老学生看過來✨2022年CSSA首次线下宣讲会来啦‼️各大金融证书讲解，如何选择提高自身背景❔添加小助手报名即可参加啦🤩,墨大新老学生看過來✨2022年CSSA首次线下宣讲会来啦‼️各大金融证书讲解，如何选择提高自身背景❔添加小助手报名即可参加啦🤩,580,1
2022-03-19 16:03:00,🎬楚门的世界🎞可以说是假的，但朋友的相伴却半点不假👭 让我们一起打破重重阻碍🏔，打造小船🚣离开小岛，开启一段神秘的旅程吧❗ 3⃣️ 月2⃣️ 6⃣️日，我们等你来赴约🥳,【CSSA活动预告】打开社交圈，对社恐说不！《楚门的世界》线下交友活动,965,1
2022-03-19 16:03:00,🔎怎么用photoshop做出精美的海报？⚠️微信公众号发送的推文到底是怎么制作出来的？Week4 CSSA宣传部Workshop等你来加入！,【CSSA活动预告】想有效入门PS/秀米？CSSA Workshop帮你搞定！,310,0
