iter	RMSE
0	0.1603985306
1	0.08457213305
2	0.04593885808
3	0.02486098499
4	0.01524638417
5	0.007874689934
6	0.004050346917
7	0.002362726718
8	0.001510392671
9	0.001076227339
10	0.0009066681457
11	0.0008526104848
12	0.00083936344
13	0.0008353671787
14	0.0008345455892
15	0.0008342158449
16	0.000834106472
17	0.0008340774595
18	0.0008340669161
19	0.0008340641279
20	0.0008340633708
21	0.0008340631612
22	0.0008340630965
23	0.0008340630812
24	0.0008340630754
